"pgbench","setId","vmId"
81533.3333333333,3,3
81533.3333333333,3,3
81077.6666666667,4,3
81077.6666666667,4,3
81077.6666666667,4,3
81077.6666666667,4,3
81077.6666666667,4,3
81077.6666666667,4,3
81077.6666666667,4,3
81522,5,3
81522,5,3
81522,5,3
81522,5,3
81522,5,3
81522,5,3
81522,5,3
82287,6,3
82287,6,3
82287,6,3
82287,6,3
82287,6,3
82287,6,3
82287,6,3
82294.6666666667,7,3
82294.6666666667,7,3
82294.6666666667,7,3
82294.6666666667,7,3
82294.6666666667,7,3
82294.6666666667,7,3
82294.6666666667,7,3
82310.6666666667,8,3
82310.6666666667,8,3
82310.6666666667,8,3
82310.6666666667,8,3
82310.6666666667,8,3
82310.6666666667,8,3
82310.6666666667,8,3
81692.6666666667,9,3
81692.6666666667,9,3
81692.6666666667,9,3
81692.6666666667,9,3
81692.6666666667,9,3
81692.6666666667,9,3
81692.6666666667,9,3
81635,10,3
81635,10,3
81635,10,3
81635,10,3
81635,10,3
81635,10,3
81635,10,3
80371,11,3
80371,11,3
80371,11,3
80371,11,3
80371,11,3
80371,11,3
80371,11,3
80039.6666666667,12,3
80039.6666666667,12,3
80039.6666666667,12,3
80039.6666666667,12,3
80039.6666666667,12,3
80039.6666666667,12,3
80039.6666666667,12,3
77190.6666666667,13,3
77190.6666666667,13,3
77190.6666666667,13,3
77190.6666666667,13,3
77190.6666666667,13,3
77190.6666666667,13,3
77190.6666666667,13,3
73944,14,3
73944,14,3
73944,14,3
73944,14,3
73944,14,3
73944,14,3
73944,14,3
74868.6666666667,15,3
74868.6666666667,15,3
74868.6666666667,15,3
74868.6666666667,15,3
74868.6666666667,15,3
74868.6666666667,15,3
74868.6666666667,15,3
72515.3333333333,16,3
72515.3333333333,16,3
72515.3333333333,16,3
72515.3333333333,16,3
72515.3333333333,16,3
72515.3333333333,16,3
72515.3333333333,16,3
83015.6666666667,4,4
83015.6666666667,4,4
83015.6666666667,4,4
83015.6666666667,4,4
83015.6666666667,4,4
83015.6666666667,4,4
83015.6666666667,4,4
81995,5,4
81995,5,4
81995,5,4
81995,5,4
81995,5,4
81995,5,4
81995,5,4
82347.6666666667,6,4
82347.6666666667,6,4
82347.6666666667,6,4
82347.6666666667,6,4
82347.6666666667,6,4
82347.6666666667,6,4
82347.6666666667,6,4
80787.6666666667,7,4
80787.6666666667,7,4
80787.6666666667,7,4
80787.6666666667,7,4
80787.6666666667,7,4
80787.6666666667,7,4
80787.6666666667,7,4
80105.6666666667,8,4
80105.6666666667,8,4
80105.6666666667,8,4
80105.6666666667,8,4
80105.6666666667,8,4
80105.6666666667,8,4
80105.6666666667,8,4
80007.6666666667,9,4
80007.6666666667,9,4
80007.6666666667,9,4
80007.6666666667,9,4
80007.6666666667,9,4
80007.6666666667,9,4
80007.6666666667,9,4
78069.3333333333,10,4
78069.3333333333,10,4
78069.3333333333,10,4
78069.3333333333,10,4
78069.3333333333,10,4
78069.3333333333,10,4
78069.3333333333,10,4
76771,11,4
76771,11,4
76771,11,4
76771,11,4
76771,11,4
76771,11,4
76771,11,4
76017,12,4
76017,12,4
76017,12,4
76017,12,4
76017,12,4
76017,12,4
76017,12,4
75364.3333333333,13,4
75364.3333333333,13,4
75364.3333333333,13,4
75364.3333333333,13,4
75364.3333333333,13,4
75364.3333333333,13,4
75364.3333333333,13,4
74394,14,4
74394,14,4
74394,14,4
74394,14,4
74394,14,4
74394,14,4
74394,14,4
72243,15,4
72243,15,4
72243,15,4
72243,15,4
72243,15,4
72243,15,4
72243,15,4
70983.6666666667,16,4
70983.6666666667,16,4
70983.6666666667,16,4
70983.6666666667,16,4
70983.6666666667,16,4
70983.6666666667,16,4
70983.6666666667,16,4
81317,5,5
81317,5,5
81317,5,5
81317,5,5
81317,5,5
81317,5,5
81317,5,5
81970.3333333333,6,5
81970.3333333333,6,5
81970.3333333333,6,5
81970.3333333333,6,5
81970.3333333333,6,5
81970.3333333333,6,5
81970.3333333333,6,5
81791.3333333333,7,5
81791.3333333333,7,5
81791.3333333333,7,5
81791.3333333333,7,5
81791.3333333333,7,5
81791.3333333333,7,5
81791.3333333333,7,5
81532.6666666667,8,5
81532.6666666667,8,5
81532.6666666667,8,5
81532.6666666667,8,5
81532.6666666667,8,5
81532.6666666667,8,5
81532.6666666667,8,5
80464.3333333333,9,5
80464.3333333333,9,5
80464.3333333333,9,5
80464.3333333333,9,5
80464.3333333333,9,5
80464.3333333333,9,5
80464.3333333333,9,5
79968,10,5
79968,10,5
79968,10,5
79968,10,5
79968,10,5
79968,10,5
79968,10,5
78531.3333333333,11,5
78531.3333333333,11,5
78531.3333333333,11,5
78531.3333333333,11,5
78531.3333333333,11,5
78531.3333333333,11,5
78531.3333333333,11,5
78266.3333333333,12,5
78266.3333333333,12,5
78266.3333333333,12,5
78266.3333333333,12,5
78266.3333333333,12,5
78266.3333333333,12,5
78266.3333333333,12,5
75419.6666666667,13,5
75419.6666666667,13,5
75419.6666666667,13,5
75419.6666666667,13,5
75419.6666666667,13,5
75419.6666666667,13,5
75419.6666666667,13,5
71641.3333333333,14,5
71641.3333333333,14,5
71641.3333333333,14,5
71641.3333333333,14,5
71641.3333333333,14,5
71641.3333333333,14,5
71641.3333333333,14,5
72045.3333333333,15,5
72045.3333333333,15,5
72045.3333333333,15,5
72045.3333333333,15,5
72045.3333333333,15,5
72045.3333333333,15,5
72045.3333333333,15,5
69865.3333333333,16,5
69865.3333333333,16,5
69865.3333333333,16,5
69865.3333333333,16,5
69865.3333333333,16,5
69865.3333333333,16,5
69865.3333333333,16,5
82859,6,6
82859,6,6
82859,6,6
82859,6,6
82859,6,6
82859,6,6
82859,6,6
81385.3333333333,7,6
81385.3333333333,7,6
81385.3333333333,7,6
81385.3333333333,7,6
81385.3333333333,7,6
81385.3333333333,7,6
81385.3333333333,7,6
80575.3333333333,8,6
80575.3333333333,8,6
80575.3333333333,8,6
80575.3333333333,8,6
80575.3333333333,8,6
80575.3333333333,8,6
80575.3333333333,8,6
80422,9,6
80422,9,6
80422,9,6
80422,9,6
80422,9,6
80422,9,6
80422,9,6
77818.3333333333,10,6
77818.3333333333,10,6
77818.3333333333,10,6
77818.3333333333,10,6
77818.3333333333,10,6
77818.3333333333,10,6
77818.3333333333,10,6
76207.3333333333,11,6
76207.3333333333,11,6
76207.3333333333,11,6
76207.3333333333,11,6
76207.3333333333,11,6
76207.3333333333,11,6
76207.3333333333,11,6
74715.6666666667,12,6
74715.6666666667,12,6
74715.6666666667,12,6
74715.6666666667,12,6
74715.6666666667,12,6
74715.6666666667,12,6
74715.6666666667,12,6
73241.3333333333,13,6
73241.3333333333,13,6
73241.3333333333,13,6
73241.3333333333,13,6
73241.3333333333,13,6
73241.3333333333,13,6
73241.3333333333,13,6
72727,14,6
72727,14,6
72727,14,6
72727,14,6
72727,14,6
72727,14,6
72727,14,6
71357,15,6
71357,15,6
71357,15,6
71357,15,6
71357,15,6
71357,15,6
71357,15,6
71108.3333333333,16,6
71108.3333333333,16,6
71108.3333333333,16,6
71108.3333333333,16,6
71108.3333333333,16,6
71108.3333333333,16,6
71108.3333333333,16,6
82505.3333333333,7,7
82505.3333333333,7,7
82505.3333333333,7,7
82505.3333333333,7,7
82505.3333333333,7,7
82505.3333333333,7,7
82505.3333333333,7,7
82453.3333333333,8,7
82453.3333333333,8,7
82453.3333333333,8,7
82453.3333333333,8,7
82453.3333333333,8,7
82453.3333333333,8,7
82453.3333333333,8,7
81643,9,7
81643,9,7
81643,9,7
81643,9,7
81643,9,7
81643,9,7
81643,9,7
81110,10,7
81110,10,7
81110,10,7
81110,10,7
81110,10,7
81110,10,7
81110,10,7
79458.3333333333,11,7
79458.3333333333,11,7
79458.3333333333,11,7
79458.3333333333,11,7
79458.3333333333,11,7
79458.3333333333,11,7
79458.3333333333,11,7
78391.6666666667,12,7
78391.6666666667,12,7
78391.6666666667,12,7
78391.6666666667,12,7
78391.6666666667,12,7
78391.6666666667,12,7
78391.6666666667,12,7
74820,13,7
74820,13,7
74820,13,7
74820,13,7
74820,13,7
74820,13,7
74820,13,7
72370.3333333333,14,7
72370.3333333333,14,7
72370.3333333333,14,7
72370.3333333333,14,7
72370.3333333333,14,7
72370.3333333333,14,7
72370.3333333333,14,7
73844,15,7
73844,15,7
73844,15,7
73844,15,7
73844,15,7
73844,15,7
73844,15,7
72402.3333333333,16,7
72402.3333333333,16,7
72402.3333333333,16,7
72402.3333333333,16,7
72402.3333333333,16,7
72402.3333333333,16,7
72402.3333333333,16,7
79678.6666666667,8,8
79678.6666666667,8,8
79678.6666666667,8,8
79678.6666666667,8,8
79678.6666666667,8,8
79678.6666666667,8,8
79678.6666666667,8,8
79238,9,8
79238,9,8
79238,9,8
79238,9,8
79238,9,8
79238,9,8
79238,9,8
76739.6666666667,10,8
76739.6666666667,10,8
76739.6666666667,10,8
76739.6666666667,10,8
76739.6666666667,10,8
76739.6666666667,10,8
76739.6666666667,10,8
74825.6666666667,11,8
74825.6666666667,11,8
74825.6666666667,11,8
74825.6666666667,11,8
74825.6666666667,11,8
74825.6666666667,11,8
74825.6666666667,11,8
73309.6666666667,12,8
73309.6666666667,12,8
73309.6666666667,12,8
73309.6666666667,12,8
73309.6666666667,12,8
73309.6666666667,12,8
73309.6666666667,12,8
71748.3333333333,13,8
71748.3333333333,13,8
71748.3333333333,13,8
71748.3333333333,13,8
71748.3333333333,13,8
71748.3333333333,13,8
71748.3333333333,13,8
70682.6666666667,14,8
70682.6666666667,14,8
70682.6666666667,14,8
70682.6666666667,14,8
70682.6666666667,14,8
70682.6666666667,14,8
70682.6666666667,14,8
69114,15,8
69114,15,8
69114,15,8
69114,15,8
69114,15,8
69114,15,8
69114,15,8
68700.6666666667,16,8
68700.6666666667,16,8
68700.6666666667,16,8
68700.6666666667,16,8
68700.6666666667,16,8
68700.6666666667,16,8
68700.6666666667,16,8
81429.6666666667,9,9
81429.6666666667,9,9
81429.6666666667,9,9
81429.6666666667,9,9
81429.6666666667,9,9
81429.6666666667,9,9
81429.6666666667,9,9
81030.3333333333,10,9
81030.3333333333,10,9
81030.3333333333,10,9
81030.3333333333,10,9
81030.3333333333,10,9
81030.3333333333,10,9
81030.3333333333,10,9
79239.3333333333,11,9
79239.3333333333,11,9
79239.3333333333,11,9
79239.3333333333,11,9
79239.3333333333,11,9
79239.3333333333,11,9
79239.3333333333,11,9
77986.3333333333,12,9
77986.3333333333,12,9
77986.3333333333,12,9
77986.3333333333,12,9
77986.3333333333,12,9
77986.3333333333,12,9
77986.3333333333,12,9
74479.6666666667,13,9
74479.6666666667,13,9
74479.6666666667,13,9
74479.6666666667,13,9
74479.6666666667,13,9
74479.6666666667,13,9
74479.6666666667,13,9
71998.3333333333,14,9
71998.3333333333,14,9
71998.3333333333,14,9
71998.3333333333,14,9
71998.3333333333,14,9
71998.3333333333,14,9
71998.3333333333,14,9
73606,15,9
73606,15,9
73606,15,9
73606,15,9
73606,15,9
73606,15,9
73606,15,9
72223.3333333333,16,9
72223.3333333333,16,9
72223.3333333333,16,9
72223.3333333333,16,9
72223.3333333333,16,9
72223.3333333333,16,9
72223.3333333333,16,9
77519.3333333333,10,10
77519.3333333333,10,10
77519.3333333333,10,10
77519.3333333333,10,10
77519.3333333333,10,10
77519.3333333333,10,10
77519.3333333333,10,10
75985.3333333333,11,10
75985.3333333333,11,10
75985.3333333333,11,10
75985.3333333333,11,10
75985.3333333333,11,10
75985.3333333333,11,10
75985.3333333333,11,10
74478.6666666667,12,10
74478.6666666667,12,10
74478.6666666667,12,10
74478.6666666667,12,10
74478.6666666667,12,10
74478.6666666667,12,10
74478.6666666667,12,10
72972,13,10
72972,13,10
72972,13,10
72972,13,10
72972,13,10
72972,13,10
72972,13,10
72728.3333333333,14,10
72728.3333333333,14,10
72728.3333333333,14,10
72728.3333333333,14,10
72728.3333333333,14,10
72728.3333333333,14,10
72728.3333333333,14,10
71214.3333333333,15,10
71214.3333333333,15,10
71214.3333333333,15,10
71214.3333333333,15,10
71214.3333333333,15,10
71214.3333333333,15,10
71214.3333333333,15,10
71081,16,10
71081,16,10
71081,16,10
71081,16,10
71081,16,10
71081,16,10
71081,16,10
79322.6666666667,11,11
79322.6666666667,11,11
79322.6666666667,11,11
79322.6666666667,11,11
79322.6666666667,11,11
79322.6666666667,11,11
79322.6666666667,11,11
78306.6666666667,12,11
78306.6666666667,12,11
78306.6666666667,12,11
78306.6666666667,12,11
78306.6666666667,12,11
78306.6666666667,12,11
78306.6666666667,12,11
74796.6666666667,13,11
74796.6666666667,13,11
74796.6666666667,13,11
74796.6666666667,13,11
74796.6666666667,13,11
74796.6666666667,13,11
74796.6666666667,13,11
72235.3333333333,14,11
72235.3333333333,14,11
72235.3333333333,14,11
72235.3333333333,14,11
72235.3333333333,14,11
72235.3333333333,14,11
72235.3333333333,14,11
73921,15,11
73921,15,11
73921,15,11
73921,15,11
73921,15,11
73921,15,11
73921,15,11
72420.3333333333,16,11
72420.3333333333,16,11
72420.3333333333,16,11
72420.3333333333,16,11
72420.3333333333,16,11
72420.3333333333,16,11
72420.3333333333,16,11
74862,12,12
74862,12,12
74862,12,12
74862,12,12
74862,12,12
74862,12,12
74862,12,12
73458.3333333333,13,12
73458.3333333333,13,12
73458.3333333333,13,12
73458.3333333333,13,12
73458.3333333333,13,12
73458.3333333333,13,12
73458.3333333333,13,12
73071,14,12
73071,14,12
73071,14,12
73071,14,12
73071,14,12
73071,14,12
73071,14,12
71624.3333333333,15,12
71624.3333333333,15,12
71624.3333333333,15,12
71624.3333333333,15,12
71624.3333333333,15,12
71624.3333333333,15,12
71624.3333333333,15,12
71448,16,12
71448,16,12
71448,16,12
71448,16,12
71448,16,12
71448,16,12
71448,16,12
75297.6666666667,13,13
75297.6666666667,13,13
75297.6666666667,13,13
75297.6666666667,13,13
75297.6666666667,13,13
75297.6666666667,13,13
75297.6666666667,13,13
72845.3333333333,14,13
72845.3333333333,14,13
72845.3333333333,14,13
72845.3333333333,14,13
72845.3333333333,14,13
72845.3333333333,14,13
72845.3333333333,14,13
74340.3333333333,15,13
74340.3333333333,15,13
74340.3333333333,15,13
74340.3333333333,15,13
74340.3333333333,15,13
74340.3333333333,15,13
74340.3333333333,15,13
73088,16,13
73088,16,13
73088,16,13
73088,16,13
73088,16,13
73088,16,13
73088,16,13
72977.3333333333,14,14
72977.3333333333,14,14
72977.3333333333,14,14
72977.3333333333,14,14
72977.3333333333,14,14
72977.3333333333,14,14
72977.3333333333,14,14
73713.3333333333,15,14
73713.3333333333,15,14
73713.3333333333,15,14
73713.3333333333,15,14
73713.3333333333,15,14
73713.3333333333,15,14
73713.3333333333,15,14
71449,16,14
71449,16,14
71449,16,14
71449,16,14
71449,16,14
71449,16,14
71449,16,14
71868.3333333333,15,15
71868.3333333333,15,15
71868.3333333333,15,15
71868.3333333333,15,15
71868.3333333333,15,15
71868.3333333333,15,15
71868.3333333333,15,15
70881.3333333333,16,15
70881.3333333333,16,15
70881.3333333333,16,15
70881.3333333333,16,15
70881.3333333333,16,15
70881.3333333333,16,15
70881.3333333333,16,15
72605.3333333333,16,16
72605.3333333333,16,16
72605.3333333333,16,16
72605.3333333333,16,16
72605.3333333333,16,16
72605.3333333333,16,16
72605.3333333333,16,16
