"iperf","sysbench","ycruncher","pgbench","set","vm"
1026,8.4538,7.914,74892,12,1
1031,8.453,7.908,74892,12,1
862,8.4571,7.903,74892,12,1
1187,8.4461,7.869,74892,12,1
1113,8.4577,7.785,74142,12,2
1058,8.4518,7.81,74254,12,2
1016,8.454,7.871,74320,12,2
745,8.457,7.826,74238.6666666667,12,2
592,8.4557,7.865,74238.6666666667,12,2
606,8.4531,7.837,74238.6666666667,12,2
680,8.4549,7.912,74238.6666666667,12,2
1086,8.4658,7.9,74238.6666666667,12,2
1054,8.4511,7.888,74238.6666666667,12,2
1115,8.451,7.839,74238.6666666667,12,2
696,8.4475,7.813,80145,12,3
740,8.4465,7.845,79782,12,3
1018,8.456,7.85,80192,12,3
913,8.4555,7.88,80039.6666666667,12,3
917,8.4504,7.893,80039.6666666667,12,3
896,8.4537,7.873,80039.6666666667,12,3
672.8,8.4652,7.903,80039.6666666667,12,3
235.4,8.4586,7.935,80039.6666666667,12,3
713,8.4455,7.911,80039.6666666667,12,3
630,8.445,7.873,80039.6666666667,12,3
1119,8.4477,7.31,75894,12,4
965,8.4509,7.325,76072,12,4
892,8.448,7.301,76085,12,4
968,8.445,7.345,76017,12,4
950,8.4544,7.33,76017,12,4
1017,8.4641,7.317,76017,12,4
1129,8.4462,7.327,76017,12,4
820,8.4467,7.341,76017,12,4
1138,8.4477,7.332,76017,12,4
1191,8.448,7.318,76017,12,4
693,8.4554,7.757,78213,12,5
724,8.4468,7.782,78148,12,5
873,8.4475,7.825,78438,12,5
987,8.4489,7.83,78266.3333333333,12,5
893,8.4485,7.866,78266.3333333333,12,5
995,8.4518,7.828,78266.3333333333,12,5
977,8.4462,7.86,78266.3333333333,12,5
782,8.4548,7.902,78266.3333333333,12,5
738,8.4528,7.891,78266.3333333333,12,5
763,8.4621,7.824,78266.3333333333,12,5
1112,8.4492,7.76,74625,12,6
1093,8.452,7.825,74759,12,6
974,8.4572,7.819,74763,12,6
1034,8.4519,7.828,74715.6666666667,12,6
1000,8.4618,7.861,74715.6666666667,12,6
933,8.464,7.822,74715.6666666667,12,6
914,8.4539,7.868,74715.6666666667,12,6
769,8.453,7.895,74715.6666666667,12,6
1089,8.4489,7.876,74715.6666666667,12,6
1103,8.4513,7.826,74715.6666666667,12,6
1105,8.4642,7.736,78390,12,7
1151,8.4469,7.816,78212,12,7
994,8.4502,7.818,78573,12,7
864,8.4533,7.818,78391.6666666667,12,7
827,8.4556,7.833,78391.6666666667,12,7
609,8.4434,7.838,78391.6666666667,12,7
686,8.4605,7.854,78391.6666666667,12,7
830,8.4589,7.884,78391.6666666667,12,7
766,8.4563,7.87,78391.6666666667,12,7
501,8.4469,7.837,78391.6666666667,12,7
773,8.4492,7.795,73262,12,8
809,8.4457,7.818,73338,12,8
1041,8.4566,7.839,73329,12,8
1155,8.4576,7.838,73309.6666666667,12,8
1032,8.4547,7.87,73309.6666666667,12,8
988,8.4577,7.873,73309.6666666667,12,8
1048,8.4606,7.905,73309.6666666667,12,8
538,8.4723,7.922,73309.6666666667,12,8
666,8.4496,7.929,73309.6666666667,12,8
766,8.4484,7.876,73309.6666666667,12,8
1102,8.4669,7.338,77934,12,9
794,8.4504,7.309,77864,12,9
930,8.4585,7.296,78161,12,9
924,8.4577,7.322,77986.3333333333,12,9
642,8.4511,7.289,77986.3333333333,12,9
590,8.4532,7.3,77986.3333333333,12,9
654,8.4565,7.304,77986.3333333333,12,9
731,8.4553,7.287,77986.3333333333,12,9
1152,8.4529,7.329,77986.3333333333,12,9
1096,8.4466,7.287,77986.3333333333,12,9
739,8.447,7.286,74382,12,10
757,8.4533,7.302,74553,12,10
849,8.4524,7.3,74501,12,10
968,8.452,7.297,74478.6666666667,12,10
1066,8.4467,7.296,74478.6666666667,12,10
979,8.4473,7.302,74478.6666666667,12,10
913,8.46,7.303,74478.6666666667,12,10
713,8.4607,7.299,74478.6666666667,12,10
709,8.4525,7.314,74478.6666666667,12,10
763,8.4459,7.298,74478.6666666667,12,10
794,8.4627,7.329,78311,12,11
1014,8.4508,7.318,78078,12,11
958,8.4467,7.319,78531,12,11
1148,8.4489,7.32,78306.6666666667,12,11
633,8.4484,7.309,78306.6666666667,12,11
583,8.4468,7.3,78306.6666666667,12,11
688,8.4481,7.327,78306.6666666667,12,11
657,8.4622,7.328,78306.6666666667,12,11
798,8.4609,7.341,78306.6666666667,12,11
976,8.4506,7.317,78306.6666666667,12,11
1048,8.4529,7.8,74785,12,12
1168,8.4519,7.852,75001,12,12
938,8.4539,7.852,74800,12,12
788,8.4563,7.851,74862,12,12
645,8.4489,7.897,74862,12,12
608,8.4456,7.882,74862,12,12
1111,8.4527,7.908,74862,12,12
1063,8.4623,7.917,74862,12,12
1020,8.4463,7.9,74862,12,12
1177,8.4462,7.801,74862,12,12
623,8.4636,7.847,74959,13,1
1038,8.4462,7.863,73246,13,1
938,8.447,7.888,74388,13,1
953,8.4471,7.91,74197.6666666667,13,1
941,8.4465,7.899,74197.6666666667,13,1
955,8.4451,7.895,74197.6666666667,13,1
672,8.4493,7.928,74197.6666666667,13,1
677,8.4617,7.959,74197.6666666667,13,1
601,8.4532,7.937,74197.6666666667,13,1
431,8.4448,7.896,74197.6666666667,13,1
617,8.4618,7.88,74235,13,2
617,8.4524,7.846,72824,13,2
639,8.4503,7.897,73722,13,2
730,8.4569,7.924,73593.6666666667,13,2
998,8.4546,7.893,73593.6666666667,13,2
983,8.4517,7.916,73593.6666666667,13,2
660,8.454,7.933,73593.6666666667,13,2
419,8.4687,7.958,73593.6666666667,13,2
621,8.4506,7.928,73593.6666666667,13,2
676,8.4504,7.878,73593.6666666667,13,2
841,8.4576,7.892,76911,13,3
1005,8.4536,7.858,76729,13,3
742,8.4568,7.913,77932,13,3
744,8.453,7.936,77190.6666666667,13,3
637,8.451,7.928,77190.6666666667,13,3
966,8.4526,7.928,77190.6666666667,13,3
928,8.4639,7.942,77190.6666666667,13,3
952,8.4709,7.993,77190.6666666667,13,3
796,8.448,7.962,77190.6666666667,13,3
888,8.4517,7.901,77190.6666666667,13,3
992,8.447,7.378,76030,13,4
921,8.4546,7.361,74586,13,4
1040,8.4572,7.381,75477,13,4
1119,8.4481,7.383,75364.3333333333,13,4
1001,8.4498,7.392,75364.3333333333,13,4
680,8.4563,7.35,75364.3333333333,13,4
938,8.4494,7.348,75364.3333333333,13,4
530,8.4451,7.351,75364.3333333333,13,4
1006,8.4486,7.345,75364.3333333333,13,4
1046,8.4496,7.343,75364.3333333333,13,4
931,8.4571,7.822,75094,13,5
1005,8.448,7.809,75097,13,5
1051,8.4513,7.882,76068,13,5
789,8.4531,7.905,75419.6666666667,13,5
604,8.4522,7.882,75419.6666666667,13,5
460,8.4505,7.891,75419.6666666667,13,5
817,8.4571,7.942,75419.6666666667,13,5
1017,8.4526,7.967,75419.6666666667,13,5
904,8.4509,7.93,75419.6666666667,13,5
762,8.4613,7.852,75419.6666666667,13,5
917,8.4481,7.844,73831,13,6
935,8.4582,7.83,72333,13,6
765,8.4556,7.882,73560,13,6
776,8.4499,7.879,73241.3333333333,13,6
619,8.4647,7.883,73241.3333333333,13,6
968,8.4621,7.889,73241.3333333333,13,6
977,8.4461,7.906,73241.3333333333,13,6
1172,8.4473,7.932,73241.3333333333,13,6
853,8.4474,7.908,73241.3333333333,13,6
1038,8.4468,7.843,73241.3333333333,13,6
1073,8.4645,7.846,74523,13,7
996,8.4537,7.835,74462,13,7
1009,8.4567,7.885,75475,13,7
915,8.4531,7.898,74820,13,7
1013,8.4513,7.9,74820,13,7
1006,8.4577,7.883,74820,13,7
1103,8.4549,7.909,74820,13,7
1119,8.4661,7.942,74820,13,7
1075,8.4678,7.904,74820,13,7
1026,8.4535,7.868,74820,13,7
1018,8.4485,7.876,72457,13,8
997,8.4519,7.845,70814,13,8
1003,8.4532,7.907,71974,13,8
1012,8.4515,7.934,71748.3333333333,13,8
749,8.4516,7.911,71748.3333333333,13,8
995,8.4527,7.89,71748.3333333333,13,8
1098,8.4598,7.933,71748.3333333333,13,8
749,8.4644,7.945,71748.3333333333,13,8
998,8.4508,7.933,71748.3333333333,13,8
1038,8.4548,7.918,71748.3333333333,13,8
609,8.4585,7.364,74236,13,9
626,8.4583,7.341,74064,13,9
537,8.4549,7.37,75139,13,9
699,8.4516,7.345,74479.6666666667,13,9
765,8.446,7.374,74479.6666666667,13,9
1011,8.4515,7.332,74479.6666666667,13,9
840,8.4558,7.35,74479.6666666667,13,9
750,8.4622,7.352,74479.6666666667,13,9
617,8.46,7.344,74479.6666666667,13,9
657,8.4456,7.338,74479.6666666667,13,9
752,8.4565,7.349,73515,13,10
954,8.452,7.315,71969,13,10
918,8.4532,7.343,73432,13,10
873,8.4509,7.331,72972,13,10
827,8.4541,7.351,72972,13,10
961,8.4468,7.317,72972,13,10
878,8.4594,7.329,72972,13,10
943,8.4554,7.334,72972,13,10
951,8.4495,7.346,72972,13,10
1076,8.4512,7.32,72972,13,10
1018,8.4593,7.37,74565,13,11
613,8.4521,7.352,74452,13,11
627,8.4674,7.363,75373,13,11
708,8.4525,7.374,74796.6666666667,13,11
965,8.4511,7.384,74796.6666666667,13,11
931,8.4528,7.372,74796.6666666667,13,11
1104,8.4529,7.364,74796.6666666667,13,11
1104,8.4607,7.362,74796.6666666667,13,11
994,8.4617,7.373,74796.6666666667,13,11
658,8.4513,7.365,74796.6666666667,13,11
628,8.463,7.898,74112,13,12
586,8.4526,7.851,72536,13,12
605,8.4499,7.953,73727,13,12
965,8.4483,7.971,73458.3333333333,13,12
902,8.4467,7.95,73458.3333333333,13,12
931,8.4472,7.949,73458.3333333333,13,12
660,8.4488,7.938,73458.3333333333,13,12
774,8.4658,7.998,73458.3333333333,13,12
621,8.4515,7.958,73458.3333333333,13,12
429,8.4454,7.923,73458.3333333333,13,12
813,8.4543,7.336,74937,13,13
791,8.4511,7.31,74975,13,13
842,8.4539,7.342,75981,13,13
860,8.4527,7.315,75297.6666666667,13,13
897,8.4509,7.341,75297.6666666667,13,13
936,8.4468,7.318,75297.6666666667,13,13
676,8.4583,7.305,75297.6666666667,13,13
409,8.4653,7.33,75297.6666666667,13,13
872,8.4522,7.309,75297.6666666667,13,13
841,8.451,7.322,75297.6666666667,13,13
1078,8.4584,7.8,71451,14,1
881,8.4543,7.88,73618,14,1
924,8.447,7.877,72174,14,1
931,8.4534,7.868,72414.3333333333,14,1
916,8.448,7.905,72414.3333333333,14,1
955,8.4459,7.931,72414.3333333333,14,1
818,8.4562,7.894,72414.3333333333,14,1
805,8.4553,7.895,72414.3333333333,14,1
965,8.4631,7.923,72414.3333333333,14,1
660,8.4469,7.866,72414.3333333333,14,1
685,8.4572,7.816,70774,14,2
855,8.4509,7.871,72868,14,2
944,8.4518,7.882,71839,14,2
784,8.4577,7.881,71827,14,2
889,8.4551,7.877,71827,14,2
679,8.4583,7.918,71827,14,2
790,8.4554,7.91,71827,14,2
798,8.4602,7.91,71827,14,2
1027,8.4522,7.949,71827,14,2
919,8.4519,7.859,71827,14,2
756,8.4506,7.836,75013,14,3
733,8.4578,7.88,72133,14,3
695,8.4521,7.894,74686,14,3
571,8.4599,7.92,73944,14,3
930,8.452,7.927,73944,14,3
886,8.4495,7.92,73944,14,3
814,8.461,7.932,73944,14,3
814,8.4581,7.936,73944,14,3
605,8.4466,7.952,73944,14,3
436,8.4462,7.883,73944,14,3
1044,8.4512,7.399,73207,14,4
927,8.4517,7.431,75749,14,4
889,8.4552,7.417,74226,14,4
889,8.4508,7.415,74394,14,4
861,8.4579,7.422,74394,14,4
1185,8.4601,7.428,74394,14,4
1173,8.4505,7.417,74394,14,4
1137,8.455,7.436,74394,14,4
1177,8.4569,7.428,74394,14,4
1167,8.4498,7.432,74394,14,4
742,8.4565,7.778,72886,14,5
723,8.4567,7.822,69679,14,5
838,8.4527,7.891,72359,14,5
947,8.4594,7.862,71641.3333333333,14,5
938,8.4558,7.868,71641.3333333333,14,5
547.1,8.4519,7.891,71641.3333333333,14,5
620,8.4575,7.906,71641.3333333333,14,5
607,8.4551,7.892,71641.3333333333,14,5
499,8.4518,7.921,71641.3333333333,14,5
1057,8.4608,7.85,71641.3333333333,14,5
761,8.4529,7.789,71737,14,6
961,8.4551,7.856,74153,14,6
930,8.4552,7.863,72291,14,6
931,8.4512,7.871,72727,14,6
941,8.4552,7.865,72727,14,6
384,8.4626,7.895,72727,14,6
617,8.4569,7.903,72727,14,6
605,8.4556,7.886,72727,14,6
588,8.4527,7.886,72727,14,6
608,8.4502,7.857,72727,14,6
846,8.4585,7.779,73521,14,7
921,8.4543,7.864,70711,14,7
924,8.4579,7.852,72879,14,7
772,8.4596,7.847,72370.3333333333,14,7
909,8.454,7.847,72370.3333333333,14,7
875,8.4567,7.859,72370.3333333333,14,7
930,8.4555,7.866,72370.3333333333,14,7
967,8.4582,7.848,72370.3333333333,14,7
910,8.4661,7.892,72370.3333333333,14,7
930,8.4611,7.815,72370.3333333333,14,7
677,8.447,7.813,69953,14,8
921,8.4589,7.841,71630,14,8
816,8.4553,7.883,70465,14,8
493,8.4501,7.879,70682.6666666667,14,8
561,8.4553,7.909,70682.6666666667,14,8
919,8.4513,7.898,70682.6666666667,14,8
941,8.4581,7.919,70682.6666666667,14,8
846,8.464,7.936,70682.6666666667,14,8
899,8.4522,7.954,70682.6666666667,14,8
907,8.4535,7.868,70682.6666666667,14,8
706,8.4511,7.376,73035,14,9
893,8.452,7.375,70318,14,9
683,8.4529,7.383,72642,14,9
974,8.4514,7.368,71998.3333333333,14,9
908,8.4463,7.379,71998.3333333333,14,9
1061,8.4507,7.394,71998.3333333333,14,9
886,8.4587,7.387,71998.3333333333,14,9
851,8.4611,7.416,71998.3333333333,14,9
939,8.4645,7.415,71998.3333333333,14,9
551,8.456,7.435,71998.3333333333,14,9
1128,8.4533,7.36,71713,14,10
917,8.4517,7.373,74168,14,10
922,8.4591,7.37,72304,14,10
938,8.4535,7.376,72728.3333333333,14,10
812,8.4468,7.37,72728.3333333333,14,10
757,8.4467,7.371,72728.3333333333,14,10
408,8.4553,7.401,72728.3333333333,14,10
618,8.4565,7.399,72728.3333333333,14,10
284.9,8.4526,7.38,72728.3333333333,14,10
634,8.4485,7.402,72728.3333333333,14,10
1005,8.4594,7.391,73266,14,11
892,8.4522,7.392,70639,14,11
825,8.4494,7.391,72801,14,11
985,8.4497,7.386,72235.3333333333,14,11
946,8.4449,7.415,72235.3333333333,14,11
550,8.445,7.389,72235.3333333333,14,11
955,8.4517,7.404,72235.3333333333,14,11
888,8.4585,7.428,72235.3333333333,14,11
985,8.4632,7.381,72235.3333333333,14,11
951,8.45,7.415,72235.3333333333,14,11
829,8.4514,7.864,71928,14,12
885,8.4455,7.896,74473,14,12
999,8.4493,7.946,72812,14,12
930,8.4562,7.952,73071,14,12
897,8.4518,7.921,73071,14,12
934,8.4472,7.931,73071,14,12
808,8.4582,7.952,73071,14,12
822,8.4657,7.949,73071,14,12
945,8.4518,7.956,73071,14,12
883,8.456,7.895,73071,14,12
736,8.4542,7.373,74071,14,13
926,8.4547,7.349,71287,14,13
816,8.4565,7.376,73178,14,13
925,8.4535,7.345,72845.3333333333,14,13
865,8.4516,7.379,72845.3333333333,14,13
592,8.4518,7.365,72845.3333333333,14,13
814,8.4614,7.391,72845.3333333333,14,13
792,8.4688,7.366,72845.3333333333,14,13
993,8.4516,7.388,72845.3333333333,14,13
918,8.4508,7.403,72845.3333333333,14,13
744,8.4566,7.347,74195,14,14
698,8.4551,7.341,71101,14,14
711,8.4549,7.335,73636,14,14
959,8.4594,7.345,72977.3333333333,14,14
898,8.4474,7.358,72977.3333333333,14,14
663,8.4501,7.358,72977.3333333333,14,14
623,8.4528,7.354,72977.3333333333,14,14
510,8.4703,7.365,72977.3333333333,14,14
319,8.4546,7.378,72977.3333333333,14,14
390,8.4541,7.387,72977.3333333333,14,14
575,8.4567,7.776,70738,15,1
371,8.4483,7.827,67918,15,1
653,8.4478,7.837,71172,15,1
936,8.4484,7.871,69942.6666666667,15,1
716,8.4527,7.806,69942.6666666667,15,1
474.8,8.45,7.863,69942.6666666667,15,1
524,8.445,7.855,69942.6666666667,15,1
367,8.4583,7.892,69942.6666666667,15,1
605,8.4556,7.866,69942.6666666667,15,1
601,8.4454,7.857,69942.6666666667,15,1
930,8.4573,7.759,70289,15,2
977,8.4511,7.806,67339,15,2
911,8.4513,7.84,70587,15,2
833,8.4603,7.836,69405,15,2
725,8.4552,7.815,69405,15,2
528,8.4467,7.862,69405,15,2
586,8.4521,7.868,69405,15,2
593,8.4583,7.887,69405,15,2
629,8.4648,7.865,69405,15,2
621,8.4526,7.851,69405,15,2
837,8.4477,7.801,75371,15,3
580,8.447,7.861,74448,15,3
765,8.4462,7.882,74787,15,3
863,8.4515,7.881,74868.6666666667,15,3
819,8.4527,7.861,74868.6666666667,15,3
886,8.4514,7.881,74868.6666666667,15,3
867,8.4698,7.91,74868.6666666667,15,3
845,8.4644,7.913,74868.6666666667,15,3
868,8.4583,7.904,74868.6666666667,15,3
694,8.4526,7.887,74868.6666666667,15,3
928,8.4599,7.641,73092,15,4
840,8.4528,7.686,70186,15,4
951,8.4576,7.698,73451,15,4
801,8.4522,7.716,72243,15,4
776,8.4542,7.686,72243,15,4
856,8.4581,7.686,72243,15,4
407,8.4516,7.71,72243,15,4
745,8.4461,7.718,72243,15,4
941,8.4504,7.706,72243,15,4
944,8.45,7.698,72243,15,4
720,8.4533,7.759,72491,15,5
872,8.4572,7.789,71735,15,5
717,8.4336,7.835,71910,15,5
898,8.4475,7.822,72045.3333333333,15,5
530,8.4467,7.813,72045.3333333333,15,5
919,8.4479,7.814,72045.3333333333,15,5
946,8.4508,7.863,72045.3333333333,15,5
865,8.457,7.835,72045.3333333333,15,5
543,8.4511,7.85,72045.3333333333,15,5
702,8.4539,7.813,72045.3333333333,15,5
676,8.4585,7.732,72255,15,6
977,8.4567,7.787,69351,15,6
783,8.4545,7.81,72465,15,6
898,8.4511,7.826,71357,15,6
941,8.4564,7.79,71357,15,6
925,8.4667,7.817,71357,15,6
976,8.4516,7.834,71357,15,6
856,8.4452,7.859,71357,15,6
676,8.4532,7.839,71357,15,6
741,8.4469,7.821,71357,15,6
584,8.4576,7.769,74299,15,7
688,8.4592,7.793,73590,15,7
637,8.4532,7.793,73643,15,7
653,8.4606,7.851,73844,15,7
1008,8.4544,7.795,73844,15,7
1012,8.4568,7.802,73844,15,7
995,8.4564,7.809,73844,15,7
563,8.459,7.814,73844,15,7
623,8.46,7.834,73844,15,7
665,8.4479,7.807,73844,15,7
583,8.4534,7.781,69989,15,8
689,8.4536,7.829,67128,15,8
651,8.4596,7.865,70225,15,8
807,8.4578,7.869,69114,15,8
847,8.4532,7.868,69114,15,8
1000,8.4496,7.874,69114,15,8
988,8.4553,7.918,69114,15,8
960,8.4572,7.883,69114,15,8
896,8.4486,7.893,69114,15,8
914,8.451,7.874,69114,15,8
908,8.4573,7.592,74134,15,9
974,8.4473,7.639,73366,15,9
916,8.4467,7.658,73318,15,9
807,8.4502,7.705,73606,15,9
782,8.4459,7.663,73606,15,9
548,8.4457,7.667,73606,15,9
590,8.4501,7.673,73606,15,9
916,8.4618,7.705,73606,15,9
917,8.4584,7.683,73606,15,9
595,8.4472,7.671,73606,15,9
1009,8.4547,7.579,72036,15,10
890,8.4527,7.637,69311,15,10
886,8.4496,7.659,72296,15,10
843,8.4206,7.664,71214.3333333333,15,10
846,8.4511,7.645,71214.3333333333,15,10
858,8.4541,7.675,71214.3333333333,15,10
895,8.4579,7.671,71214.3333333333,15,10
996,8.4702,7.71,71214.3333333333,15,10
1029,8.46,7.674,71214.3333333333,15,10
962,8.4482,7.663,71214.3333333333,15,10
596,8.4626,7.58,74323,15,11
406,8.4521,7.652,73606,15,11
486,8.4513,7.669,73834,15,11
730,8.447,7.698,73921,15,11
721,8.4461,7.667,73921,15,11
561,8.4512,7.686,73921,15,11
584,8.4462,7.682,73921,15,11
605,8.4641,7.729,73921,15,11
642,8.4569,7.687,73921,15,11
643,8.451,7.679,73921,15,11
809,8.4578,7.795,72363,15,12
830,8.4473,7.861,69686,15,12
829,8.4471,7.874,72824,15,12
782,8.4568,7.883,71624.3333333333,15,12
1017,8.4479,7.888,71624.3333333333,15,12
815,8.4469,7.881,71624.3333333333,15,12
807,8.4502,7.915,71624.3333333333,15,12
807,8.4695,7.92,71624.3333333333,15,12
836,8.4525,7.913,71624.3333333333,15,12
840,8.4499,7.86,71624.3333333333,15,12
974,8.4634,7.578,74890,15,13
950,8.448,7.655,73912,15,13
946,8.4453,7.651,74219,15,13
853,8.4522,7.641,74340.3333333333,15,13
714,8.4517,7.645,74340.3333333333,15,13
567,8.4515,7.614,74340.3333333333,15,13
875,8.4571,7.651,74340.3333333333,15,13
804,8.4732,7.667,74340.3333333333,15,13
1032,8.4533,7.682,74340.3333333333,15,13
1016,8.4518,7.675,74340.3333333333,15,13
826,8.4602,7.543,74205,15,14
842,8.4534,7.608,73462,15,14
869,8.4525,7.611,73473,15,14
846,8.4665,7.62,73713.3333333333,15,14
916,8.4478,7.619,73713.3333333333,15,14
898,8.4532,7.612,73713.3333333333,15,14
818,8.4512,7.595,73713.3333333333,15,14
744,8.4741,7.63,73713.3333333333,15,14
668,8.4513,7.616,73713.3333333333,15,14
717,8.4512,7.635,73713.3333333333,15,14
821,8.4591,7.549,72688,15,15
896,8.4477,7.637,69852,15,15
929,8.4541,7.622,73065,15,15
815,8.4524,7.663,71868.3333333333,15,15
794,8.451,7.629,71868.3333333333,15,15
848,8.4511,7.599,71868.3333333333,15,15
615,8.4606,7.646,71868.3333333333,15,15
822,8.4566,7.663,71868.3333333333,15,15
550,8.4664,7.645,71868.3333333333,15,15
959,8.4516,7.656,71868.3333333333,15,15
697,8.4579,7.884,69447,16,1
665,8.4464,7.857,69639,16,1
516,8.4522,7.891,67401,16,1
460.6,8.4482,7.873,68829,16,1
606,8.4509,7.908,68829,16,1
641,8.4451,7.878,68829,16,1
883,8.4459,7.922,68829,16,1
753,8.4521,7.928,68829,16,1
758,8.4587,7.957,68829,16,1
577,8.4488,7.913,68829,16,1
803,8.46,7.873,68872,16,2
729,8.4532,7.879,69171,16,2
764,8.4536,7.863,66946,16,2
627,8.456,7.882,68329.6666666667,16,2
625,8.4506,7.882,68329.6666666667,16,2
658,8.447,7.876,68329.6666666667,16,2
349.8,8.4577,7.936,68329.6666666667,16,2
756,8.4582,7.932,68329.6666666667,16,2
806,8.4565,7.936,68329.6666666667,16,2
764,8.4471,7.921,68329.6666666667,16,2
893,8.4564,7.886,72337,16,3
869,8.449,7.889,72907,16,3
703,8.4506,7.893,72302,16,3
847,8.4508,7.891,72515.3333333333,16,3
740,8.4465,7.908,72515.3333333333,16,3
786,8.4553,7.878,72515.3333333333,16,3
662,8.47,7.969,72515.3333333333,16,3
672,8.4565,7.95,72515.3333333333,16,3
666,8.448,7.977,72515.3333333333,16,3
638,8.4522,7.924,72515.3333333333,16,3
574,8.4499,7.958,71591,16,4
543,8.4526,7.999,71710,16,4
638,8.4492,8.005,69650,16,4
843,8.4448,8.014,70983.6666666667,16,4
785,8.4484,7.993,70983.6666666667,16,4
797,8.4567,8.011,70983.6666666667,16,4
669,8.4477,8.045,70983.6666666667,16,4
669,8.4486,8.044,70983.6666666667,16,4
586,8.4499,8.082,70983.6666666667,16,4
608,8.4463,8.018,70983.6666666667,16,4
1060,8.4547,7.828,69695,16,5
1004,8.4529,7.822,70414,16,5
895,8.4577,7.826,69487,16,5
562,8.4532,7.836,69865.3333333333,16,5
761,8.4563,7.86,69865.3333333333,16,5
796,8.4508,7.829,69865.3333333333,16,5
897,8.4461,7.91,69865.3333333333,16,5
826,8.4562,7.89,69865.3333333333,16,5
829,8.4512,7.925,69865.3333333333,16,5
844,8.4637,7.859,69865.3333333333,16,5
905,8.4457,7.844,71881,16,6
819,8.4549,7.844,71751,16,6
818,8.4513,7.853,69693,16,6
730,8.4495,7.843,71108.3333333333,16,6
741,8.4518,7.862,71108.3333333333,16,6
727,8.4626,7.854,71108.3333333333,16,6
630,8.4525,7.892,71108.3333333333,16,6
987,8.4525,7.878,71108.3333333333,16,6
530,8.4575,7.936,71108.3333333333,16,6
1128,8.4507,7.877,71108.3333333333,16,6
755,8.4669,7.839,72163,16,7
974,8.4569,7.834,72954,16,7
990,8.4581,7.838,72090,16,7
1030,8.4535,7.821,72402.3333333333,16,7
867,8.4545,7.817,72402.3333333333,16,7
838,8.4603,7.81,72402.3333333333,16,7
854,8.4517,7.865,72402.3333333333,16,7
832,8.4547,7.848,72402.3333333333,16,7
616,8.4685,7.879,72402.3333333333,16,7
665,8.452,7.84,72402.3333333333,16,7
688,8.4505,7.864,69412,16,8
590,8.4544,7.853,69407,16,8
592,8.4537,7.873,67283,16,8
829,8.4478,7.867,68700.6666666667,16,8
798,8.445,7.884,68700.6666666667,16,8
777,8.4498,7.879,68700.6666666667,16,8
840,8.4534,7.933,68700.6666666667,16,8
803,8.4569,7.917,68700.6666666667,16,8
855,8.4491,7.956,68700.6666666667,16,8
906,8.4547,7.898,68700.6666666667,16,8
614,8.4624,7.904,72214,16,9
694,8.4468,7.978,72497,16,9
657,8.4477,7.944,71959,16,9
614,8.4461,7.97,72223.3333333333,16,9
771,8.4524,7.981,72223.3333333333,16,9
772,8.4486,7.972,72223.3333333333,16,9
815,8.4466,8.018,72223.3333333333,16,9
772,8.4568,8.013,72223.3333333333,16,9
734,8.455,8.045,72223.3333333333,16,9
602,8.4455,7.992,72223.3333333333,16,9
762,8.4536,7.944,71876,16,10
835,8.452,7.985,71730,16,10
968,8.4489,7.947,69637,16,10
826,8.4537,7.986,71081,16,10
783,8.4473,7.944,71081,16,10
826,8.4475,7.954,71081,16,10
657,8.4669,8.025,71081,16,10
550,8.4596,8.029,71081,16,10
833,8.4526,8.056,71081,16,10
900,8.4445,8.021,71081,16,10
744,8.4551,7.946,72346,16,11
787,8.4534,7.976,72818,16,11
786,8.454,7.984,72097,16,11
811,8.4492,7.991,72420.3333333333,16,11
703,8.4496,7.996,72420.3333333333,16,11
927,8.4458,7.998,72420.3333333333,16,11
933,8.4458,8.022,72420.3333333333,16,11
859,8.462,8.036,72420.3333333333,16,11
741,8.4553,8.072,72420.3333333333,16,11
817,8.4453,8.006,72420.3333333333,16,11
1002,8.4569,7.928,72144,16,12
1017,8.4593,7.903,71985,16,12
855,8.4503,7.912,70215,16,12
836,8.4518,7.906,71448,16,12
808,8.4471,7.926,71448,16,12
846,8.4469,7.92,71448,16,12
752,8.4464,7.959,71448,16,12
760,8.4628,7.941,71448,16,12
887,8.4628,7.982,71448,16,12
1030,8.4562,7.941,71448,16,12
744.6,8.4555,7.884,72868,16,13
579,8.4583,7.944,73468,16,13
593,8.4551,7.932,72928,16,13
621,8.4546,7.952,73088,16,13
614,8.4515,7.937,73088,16,13
554,8.4554,7.938,73088,16,13
376,8.453,7.981,73088,16,13
749,8.4587,7.988,73088,16,13
672,8.4537,8.025,73088,16,13
576,8.4504,7.986,73088,16,13
614,8.4561,7.872,71287,16,14
545,8.4482,7.922,71890,16,14
565,8.4519,7.915,71170,16,14
723,8.4636,7.91,71449,16,14
739,8.4531,7.928,71449,16,14
786,8.4466,7.923,71449,16,14
1007,8.4472,7.963,71449,16,14
669,8.4617,7.992,71449,16,14
912,8.4467,8.003,71449,16,14
504,8.4522,7.963,71449,16,14
637,8.4617,7.871,71640,16,15
563,8.4513,7.926,71640,16,15
654,8.4505,7.928,69364,16,15
805,8.4523,7.931,70881.3333333333,16,15
775,8.4457,7.947,70881.3333333333,16,15
794,8.4492,7.957,70881.3333333333,16,15
673,8.4518,7.964,70881.3333333333,16,15
693,8.4537,7.998,70881.3333333333,16,15
