"sysbench","setId","vmId"
8.4451,7,6
8.4496,7,6
8.454,7,6
8.4545,7,6
8.4516,7,6
8.4466,7,6
8.4579,7,6
8.4494,7,6
8.4494,8,6
8.4584,8,6
8.4505,8,6
8.4543,8,6
8.453,8,6
8.4674,8,6
8.4559,8,6
8.4472,8,6
8.4511,8,6
8.4446,8,6
8.4455,9,6
8.4515,9,6
8.4453,9,6
8.4454,9,6
8.4505,9,6
8.4521,9,6
8.4517,9,6
8.4477,9,6
8.4561,9,6
8.4452,9,6
8.4516,10,6
8.4515,10,6
8.448,10,6
8.4502,10,6
8.4546,10,6
8.4586,10,6
8.4458,10,6
8.4489,10,6
8.4491,10,6
8.4447,10,6
8.4511,11,6
8.4547,11,6
8.4573,11,6
8.4509,11,6
8.4565,11,6
8.4628,11,6
8.4555,11,6
8.4527,11,6
8.4559,11,6
8.4503,11,6
8.4492,12,6
8.452,12,6
8.4572,12,6
8.4519,12,6
8.4618,12,6
8.464,12,6
8.4539,12,6
8.453,12,6
8.4489,12,6
8.4513,12,6
8.4481,13,6
8.4582,13,6
8.4556,13,6
8.4499,13,6
8.4647,13,6
8.4621,13,6
8.4461,13,6
8.4473,13,6
8.4474,13,6
8.4468,13,6
8.4529,14,6
8.4551,14,6
8.4552,14,6
8.4512,14,6
8.4552,14,6
8.4626,14,6
8.4569,14,6
8.4556,14,6
8.4527,14,6
8.4502,14,6
8.4585,15,6
8.4567,15,6
8.4545,15,6
8.4511,15,6
8.4564,15,6
8.4667,15,6
8.4516,15,6
8.4452,15,6
8.4532,15,6
8.4469,15,6
8.4457,16,6
8.4549,16,6
8.4513,16,6
8.4495,16,6
8.4518,16,6
8.4626,16,6
8.4525,16,6
8.4525,16,6
8.4575,16,6
8.4507,16,6
8.4554,7,7
8.4503,7,7
8.4527,7,7
8.4554,7,7
8.4542,7,7
8.4628,7,7
8.4521,7,7
8.4713,7,7
8.4564,7,7
8.4548,7,7
8.4631,8,7
8.4522,8,7
8.4535,8,7
8.4565,8,7
8.4543,8,7
8.4574,8,7
8.458,8,7
8.4699,8,7
8.4549,8,7
8.4555,8,7
8.4625,9,7
8.4529,9,7
8.4531,9,7
8.4559,9,7
8.4531,9,7
8.4606,9,7
8.4597,9,7
8.4749,9,7
8.4577,9,7
8.459,9,7
8.4556,10,7
8.4478,10,7
8.4508,10,7
8.4572,10,7
8.4532,10,7
8.4566,10,7
8.4511,10,7
8.4596,10,7
8.4498,10,7
8.4481,10,7
8.4657,11,7
8.4521,11,7
8.4516,11,7
8.4523,11,7
8.4567,11,7
8.457,11,7
8.4546,11,7
8.4594,11,7
8.4603,11,7
8.4536,11,7
8.4642,12,7
8.4469,12,7
8.4502,12,7
8.4533,12,7
8.4556,12,7
8.4434,12,7
8.4605,12,7
8.4589,12,7
8.4563,12,7
8.4469,12,7
8.4645,13,7
8.4537,13,7
8.4567,13,7
8.4531,13,7
8.4513,13,7
8.4577,13,7
8.4549,13,7
8.4661,13,7
8.4678,13,7
8.4535,13,7
8.4585,14,7
8.4543,14,7
8.4579,14,7
8.4596,14,7
8.454,14,7
8.4567,14,7
8.4555,14,7
8.4582,14,7
8.4661,14,7
8.4611,14,7
8.4576,15,7
8.4592,15,7
8.4532,15,7
8.4606,15,7
8.4544,15,7
8.4568,15,7
8.4564,15,7
8.459,15,7
8.46,15,7
8.4479,15,7
8.4669,16,7
8.4569,16,7
8.4581,16,7
8.4535,16,7
8.4545,16,7
8.4603,16,7
8.4517,16,7
8.4547,16,7
8.4685,16,7
8.452,16,7
8.4517,8,8
8.4487,8,8
8.4503,8,8
8.4516,8,8
8.4513,8,8
8.4479,8,8
8.4621,8,8
8.4478,8,8
8.4462,8,8
8.453,8,8
8.4471,9,8
8.4547,9,8
8.4569,9,8
8.4571,9,8
8.4558,9,8
8.4512,9,8
8.4693,9,8
8.4585,9,8
8.4523,9,8
8.4527,9,8
8.4527,10,8
8.4574,10,8
8.464,10,8
8.4559,10,8
8.4571,10,8
8.4545,10,8
8.4723,10,8
8.452,10,8
8.4507,10,8
8.4515,10,8
8.452,11,8
8.4522,11,8
8.4561,11,8
8.4548,11,8
8.4525,11,8
8.4531,11,8
8.4603,11,8
8.4648,11,8
8.4512,11,8
8.4532,11,8
8.4492,12,8
8.4457,12,8
8.4566,12,8
8.4576,12,8
8.4547,12,8
8.4577,12,8
8.4606,12,8
8.4723,12,8
8.4496,12,8
8.4484,12,8
8.4485,13,8
8.4519,13,8
8.4532,13,8
8.4515,13,8
8.4516,13,8
8.4527,13,8
8.4598,13,8
8.4644,13,8
8.4508,13,8
8.4548,13,8
8.447,14,8
8.4589,14,8
8.4553,14,8
8.4501,14,8
8.4553,14,8
8.4513,14,8
8.4581,14,8
8.464,14,8
8.4522,14,8
8.4535,14,8
8.4534,15,8
8.4536,15,8
8.4596,15,8
8.4578,15,8
8.4532,15,8
8.4496,15,8
8.4553,15,8
8.4572,15,8
8.4486,15,8
8.451,15,8
8.4505,16,8
8.4544,16,8
8.4537,16,8
8.4478,16,8
8.445,16,8
8.4498,16,8
8.4534,16,8
8.4569,16,8
8.4491,16,8
8.4547,16,8
8.4622,9,9
8.4484,9,9
8.4502,9,9
8.4541,9,9
8.4512,9,9
8.4542,9,9
8.4554,9,9
8.4535,9,9
8.4589,9,9
8.4454,9,9
8.4537,10,9
8.4474,10,9
8.451,10,9
8.4451,10,9
8.4535,10,9
8.447,10,9
8.4521,10,9
8.4584,10,9
8.463,10,9
8.4513,10,9
8.4599,11,9
8.4559,11,9
8.4549,11,9
8.4524,11,9
8.4523,11,9
8.4518,11,9
8.4477,11,9
8.4534,11,9
8.4515,11,9
8.4458,11,9
8.4669,12,9
8.4504,12,9
8.4585,12,9
8.4577,12,9
8.4511,12,9
8.4532,12,9
8.4565,12,9
8.4553,12,9
8.4529,12,9
8.4466,12,9
8.4585,13,9
8.4583,13,9
8.4549,13,9
8.4516,13,9
8.446,13,9
8.4515,13,9
8.4558,13,9
8.4622,13,9
8.46,13,9
8.4456,13,9
8.4511,14,9
8.452,14,9
8.4529,14,9
8.4514,14,9
8.4463,14,9
8.4507,14,9
8.4587,14,9
8.4611,14,9
8.4645,14,9
8.456,14,9
8.4573,15,9
8.4473,15,9
8.4467,15,9
8.4502,15,9
8.4459,15,9
8.4457,15,9
8.4501,15,9
8.4618,15,9
8.4584,15,9
8.4472,15,9
8.4624,16,9
8.4468,16,9
8.4477,16,9
8.4461,16,9
8.4524,16,9
8.4486,16,9
8.4466,16,9
8.4568,16,9
8.455,16,9
8.4455,16,9
8.4506,10,10
8.4518,10,10
8.4468,10,10
8.4501,10,10
8.4539,10,10
8.4529,10,10
8.455,10,10
8.4643,10,10
8.4511,10,10
8.4491,10,10
8.4484,11,10
8.4522,11,10
8.4512,11,10
8.4602,11,10
8.4554,11,10
8.4516,11,10
8.463,11,10
8.4567,11,10
8.4491,11,10
8.4466,11,10
8.447,12,10
8.4533,12,10
8.4524,12,10
8.452,12,10
8.4467,12,10
8.4473,12,10
8.46,12,10
8.4607,12,10
8.4525,12,10
8.4459,12,10
8.4565,13,10
8.452,13,10
8.4532,13,10
8.4509,13,10
8.4541,13,10
8.4468,13,10
8.4594,13,10
8.4554,13,10
8.4495,13,10
8.4512,13,10
8.4533,14,10
8.4517,14,10
8.4591,14,10
8.4535,14,10
8.4468,14,10
8.4467,14,10
8.4553,14,10
8.4565,14,10
8.4526,14,10
8.4485,14,10
8.4547,15,10
8.4527,15,10
8.4496,15,10
8.4206,15,10
8.4511,15,10
8.4541,15,10
8.4579,15,10
8.4702,15,10
8.46,15,10
8.4482,15,10
8.4536,16,10
8.452,16,10
8.4489,16,10
8.4537,16,10
8.4473,16,10
8.4475,16,10
8.4669,16,10
8.4596,16,10
8.4526,16,10
8.4445,16,10
8.4535,11,11
8.446,11,11
8.4466,11,11
8.4474,11,11
8.4449,11,11
8.4498,11,11
8.4527,11,11
8.4684,11,11
8.4582,11,11
8.4498,11,11
8.4627,12,11
8.4508,12,11
8.4467,12,11
8.4489,12,11
8.4484,12,11
8.4468,12,11
8.4481,12,11
8.4622,12,11
8.4609,12,11
8.4506,12,11
8.4593,13,11
8.4521,13,11
8.4674,13,11
8.4525,13,11
8.4511,13,11
8.4528,13,11
8.4529,13,11
8.4607,13,11
8.4617,13,11
8.4513,13,11
8.4594,14,11
8.4522,14,11
8.4494,14,11
8.4497,14,11
8.4449,14,11
8.445,14,11
8.4517,14,11
8.4585,14,11
8.4632,14,11
8.45,14,11
8.4626,15,11
8.4521,15,11
8.4513,15,11
8.447,15,11
8.4461,15,11
8.4512,15,11
8.4462,15,11
8.4641,15,11
8.4569,15,11
8.451,15,11
8.4551,16,11
8.4534,16,11
8.454,16,11
8.4492,16,11
8.4496,16,11
8.4458,16,11
8.4458,16,11
8.462,16,11
8.4553,16,11
8.4453,16,11
8.4529,12,12
8.4519,12,12
8.4539,12,12
8.4563,12,12
8.4489,12,12
8.4456,12,12
8.4527,12,12
8.4623,12,12
8.4463,12,12
8.4462,12,12
8.463,13,12
8.4526,13,12
8.4499,13,12
8.4483,13,12
8.4467,13,12
8.4472,13,12
8.4488,13,12
8.4658,13,12
8.4515,13,12
8.4454,13,12
8.4514,14,12
8.4455,14,12
8.4493,14,12
8.4562,14,12
8.4518,14,12
8.4472,14,12
8.4582,14,12
8.4657,14,12
8.4518,14,12
8.456,14,12
8.4578,15,12
8.4473,15,12
8.4471,15,12
8.4568,15,12
8.4479,15,12
8.4469,15,12
8.4502,15,12
8.4695,15,12
8.4525,15,12
8.4499,15,12
8.4569,16,12
8.4593,16,12
8.4503,16,12
8.4518,16,12
8.4471,16,12
8.4469,16,12
8.4464,16,12
8.4628,16,12
8.4628,16,12
8.4562,16,12
8.4543,13,13
8.4511,13,13
8.4539,13,13
8.4527,13,13
8.4509,13,13
8.4468,13,13
8.4583,13,13
8.4653,13,13
8.4522,13,13
8.451,13,13
8.4542,14,13
8.4547,14,13
8.4565,14,13
8.4535,14,13
8.4516,14,13
8.4518,14,13
8.4614,14,13
8.4688,14,13
8.4516,14,13
8.4508,14,13
8.4634,15,13
8.448,15,13
8.4453,15,13
8.4522,15,13
8.4517,15,13
8.4515,15,13
8.4571,15,13
8.4732,15,13
8.4533,15,13
8.4518,15,13
8.4555,16,13
8.4583,16,13
8.4551,16,13
8.4546,16,13
8.4515,16,13
8.4554,16,13
8.453,16,13
8.4587,16,13
8.4537,16,13
8.4504,16,13
8.4566,14,14
8.4551,14,14
8.4549,14,14
8.4594,14,14
8.4474,14,14
8.4501,14,14
8.4528,14,14
8.4703,14,14
8.4546,14,14
8.4541,14,14
8.4602,15,14
8.4534,15,14
8.4525,15,14
8.4665,15,14
8.4478,15,14
8.4532,15,14
8.4512,15,14
8.4741,15,14
8.4513,15,14
8.4512,15,14
8.4561,16,14
8.4482,16,14
8.4519,16,14
8.4636,16,14
8.4531,16,14
8.4466,16,14
8.4472,16,14
8.4617,16,14
8.4467,16,14
8.4522,16,14
8.4591,15,15
8.4477,15,15
8.4541,15,15
8.4524,15,15
8.451,15,15
8.4511,15,15
8.4606,15,15
8.4566,15,15
8.4664,15,15
8.4516,15,15
8.4617,16,15
8.4513,16,15
8.4505,16,15
8.4523,16,15
8.4457,16,15
8.4492,16,15
8.4518,16,15
8.4537,16,15
8.4624,16,15
8.4479,16,15
8.454,16,16
8.4588,16,16
8.4559,16,16
8.4564,16,16
8.4523,16,16
8.4521,16,16
8.4634,16,16
8.4692,16,16
8.4556,16,16
8.452,16,16
