"pgbench","setId","vmId"
61089.6666666667,2,2
61089.6666666667,2,2
61089.6666666667,2,2
61089.6666666667,2,2
62447.6666666667,3,2
62447.6666666667,3,2
62447.6666666667,3,2
62447.6666666667,3,2
62447.6666666667,3,2
62447.6666666667,3,2
62447.6666666667,3,2
62523.3333333333,4,2
62523.3333333333,4,2
62523.3333333333,4,2
62523.3333333333,4,2
62523.3333333333,4,2
62523.3333333333,4,2
62523.3333333333,4,2
63250,5,2
63250,5,2
63250,5,2
63250,5,2
63250,5,2
63250,5,2
63250,5,2
63714.6666666667,6,2
63714.6666666667,6,2
63714.6666666667,6,2
63714.6666666667,6,2
63714.6666666667,6,2
63714.6666666667,6,2
63714.6666666667,6,2
62395,7,2
62395,7,2
62395,7,2
62395,7,2
62395,7,2
62395,7,2
62395,7,2
62729,8,2
62729,8,2
62729,8,2
62729,8,2
62729,8,2
62729,8,2
62729,8,2
62717.3333333333,9,2
62717.3333333333,9,2
62717.3333333333,9,2
62717.3333333333,9,2
62717.3333333333,9,2
62717.3333333333,9,2
62717.3333333333,9,2
63421.6666666667,10,2
63421.6666666667,10,2
63421.6666666667,10,2
63421.6666666667,10,2
63421.6666666667,10,2
63421.6666666667,10,2
63421.6666666667,10,2
63347,11,2
63347,11,2
63347,11,2
63347,11,2
63347,11,2
63347,11,2
63347,11,2
63078.3333333333,12,2
63078.3333333333,12,2
63078.3333333333,12,2
63078.3333333333,12,2
63078.3333333333,12,2
63078.3333333333,12,2
63078.3333333333,12,2
63152.6666666667,13,2
63152.6666666667,13,2
63152.6666666667,13,2
63152.6666666667,13,2
63152.6666666667,13,2
63152.6666666667,13,2
63152.6666666667,13,2
61987,14,2
61987,14,2
61987,14,2
61987,14,2
61987,14,2
61987,14,2
61987,14,2
61306.3333333333,15,2
61306.3333333333,15,2
61306.3333333333,15,2
61306.3333333333,15,2
61306.3333333333,15,2
61306.3333333333,15,2
61306.3333333333,15,2
60917.3333333333,16,2
60917.3333333333,16,2
60917.3333333333,16,2
60917.3333333333,16,2
60917.3333333333,16,2
60917.3333333333,16,2
60917.3333333333,16,2
61727,3,3
61727,3,3
61727,3,3
61727,3,3
61727,3,3
61727,3,3
61727,3,3
61706.6666666667,4,3
61706.6666666667,4,3
61706.6666666667,4,3
61706.6666666667,4,3
61706.6666666667,4,3
61706.6666666667,4,3
61706.6666666667,4,3
62643.6666666667,5,3
62643.6666666667,5,3
62643.6666666667,5,3
62643.6666666667,5,3
62643.6666666667,5,3
62643.6666666667,5,3
62643.6666666667,5,3
61632,6,3
61632,6,3
61632,6,3
61632,6,3
61632,6,3
61632,6,3
61632,6,3
60104.3333333333,7,3
60104.3333333333,7,3
60104.3333333333,7,3
60104.3333333333,7,3
60104.3333333333,7,3
60104.3333333333,7,3
60104.3333333333,7,3
62225.6666666667,8,3
62225.6666666667,8,3
62225.6666666667,8,3
62225.6666666667,8,3
62225.6666666667,8,3
62225.6666666667,8,3
62225.6666666667,8,3
62672.3333333333,9,3
62672.3333333333,9,3
62672.3333333333,9,3
62672.3333333333,9,3
62672.3333333333,9,3
62672.3333333333,9,3
62672.3333333333,9,3
62542.3333333333,10,3
62542.3333333333,10,3
62542.3333333333,10,3
62542.3333333333,10,3
62542.3333333333,10,3
62542.3333333333,10,3
62542.3333333333,10,3
60631,11,3
60631,11,3
60631,11,3
60631,11,3
60631,11,3
60631,11,3
60631,11,3
60090,12,3
60090,12,3
60090,12,3
60090,12,3
60090,12,3
60090,12,3
60090,12,3
61793.3333333333,13,3
61793.3333333333,13,3
61793.3333333333,13,3
61793.3333333333,13,3
61793.3333333333,13,3
61793.3333333333,13,3
61793.3333333333,13,3
62610.3333333333,14,3
62610.3333333333,14,3
62610.3333333333,14,3
62610.3333333333,14,3
62610.3333333333,14,3
62610.3333333333,14,3
62610.3333333333,14,3
61245.3333333333,15,3
61245.3333333333,15,3
61245.3333333333,15,3
61245.3333333333,15,3
61245.3333333333,15,3
61245.3333333333,15,3
61245.3333333333,15,3
61326,16,3
61326,16,3
61326,16,3
61326,16,3
61326,16,3
61326,16,3
61326,16,3
55959.3333333333,4,4
55959.3333333333,4,4
55959.3333333333,4,4
55959.3333333333,4,4
55959.3333333333,4,4
55959.3333333333,4,4
55959.3333333333,4,4
56482.6666666667,5,4
56482.6666666667,5,4
56482.6666666667,5,4
56482.6666666667,5,4
56482.6666666667,5,4
56482.6666666667,5,4
56482.6666666667,5,4
56390.6666666667,6,4
56390.6666666667,6,4
56390.6666666667,6,4
56390.6666666667,6,4
56390.6666666667,6,4
56390.6666666667,6,4
56390.6666666667,6,4
55457.3333333333,7,4
55457.3333333333,7,4
55457.3333333333,7,4
55457.3333333333,7,4
55457.3333333333,7,4
55457.3333333333,7,4
55457.3333333333,7,4
54458.6666666667,8,4
54458.6666666667,8,4
54458.6666666667,8,4
54458.6666666667,8,4
54458.6666666667,8,4
54458.6666666667,8,4
54458.6666666667,8,4
54132.6666666667,9,4
54132.6666666667,9,4
54132.6666666667,9,4
54132.6666666667,9,4
54132.6666666667,9,4
54132.6666666667,9,4
54132.6666666667,9,4
54180.3333333333,10,4
54180.3333333333,10,4
54180.3333333333,10,4
54180.3333333333,10,4
54180.3333333333,10,4
54180.3333333333,10,4
54180.3333333333,10,4
56279.3333333333,11,4
56279.3333333333,11,4
56279.3333333333,11,4
56279.3333333333,11,4
56279.3333333333,11,4
56279.3333333333,11,4
56279.3333333333,11,4
57558,12,4
57558,12,4
57558,12,4
57558,12,4
57558,12,4
57558,12,4
57558,12,4
57357.3333333333,13,4
57357.3333333333,13,4
57357.3333333333,13,4
57357.3333333333,13,4
57357.3333333333,13,4
57357.3333333333,13,4
57357.3333333333,13,4
57886.3333333333,14,4
57886.3333333333,14,4
57886.3333333333,14,4
57886.3333333333,14,4
57886.3333333333,14,4
57886.3333333333,14,4
57886.3333333333,14,4
57158,15,4
57158,15,4
57158,15,4
57158,15,4
57158,15,4
57158,15,4
57158,15,4
55922.6666666667,16,4
55922.6666666667,16,4
55922.6666666667,16,4
55922.6666666667,16,4
55922.6666666667,16,4
55922.6666666667,16,4
55922.6666666667,16,4
54965.6666666667,5,5
54965.6666666667,5,5
54965.6666666667,5,5
54965.6666666667,5,5
54965.6666666667,5,5
54965.6666666667,5,5
54965.6666666667,5,5
53720.3333333333,6,5
53720.3333333333,6,5
53720.3333333333,6,5
53720.3333333333,6,5
53720.3333333333,6,5
53720.3333333333,6,5
53720.3333333333,6,5
52160.6666666667,7,5
52160.6666666667,7,5
52160.6666666667,7,5
52160.6666666667,7,5
52160.6666666667,7,5
52160.6666666667,7,5
52160.6666666667,7,5
54097.3333333333,8,5
54097.3333333333,8,5
54097.3333333333,8,5
54097.3333333333,8,5
54097.3333333333,8,5
54097.3333333333,8,5
54097.3333333333,8,5
53857,9,5
53857,9,5
53857,9,5
53857,9,5
53857,9,5
53857,9,5
53857,9,5
50960,10,5
50960,10,5
50960,10,5
50960,10,5
50960,10,5
50960,10,5
50960,10,5
52520,11,5
52520,11,5
52520,11,5
52520,11,5
52520,11,5
52520,11,5
52520,11,5
53140.3333333333,12,5
53140.3333333333,12,5
53140.3333333333,12,5
53140.3333333333,12,5
53140.3333333333,12,5
53140.3333333333,12,5
53140.3333333333,12,5
52931.3333333333,13,5
52931.3333333333,13,5
52931.3333333333,13,5
52931.3333333333,13,5
52931.3333333333,13,5
52931.3333333333,13,5
52931.3333333333,13,5
54387.3333333333,14,5
54387.3333333333,14,5
54387.3333333333,14,5
54387.3333333333,14,5
54387.3333333333,14,5
54387.3333333333,14,5
54387.3333333333,14,5
54311.3333333333,15,5
54311.3333333333,15,5
54311.3333333333,15,5
54311.3333333333,15,5
54311.3333333333,15,5
54311.3333333333,15,5
54311.3333333333,15,5
53750,16,5
53750,16,5
53750,16,5
53750,16,5
53750,16,5
53750,16,5
53750,16,5
61006.3333333333,6,6
61006.3333333333,6,6
61006.3333333333,6,6
61006.3333333333,6,6
61006.3333333333,6,6
61006.3333333333,6,6
61006.3333333333,6,6
61295,7,6
61295,7,6
61295,7,6
61295,7,6
61295,7,6
61295,7,6
61295,7,6
62126,8,6
62126,8,6
62126,8,6
62126,8,6
62126,8,6
62126,8,6
62126,8,6
62942.3333333333,9,6
62942.3333333333,9,6
62942.3333333333,9,6
62942.3333333333,9,6
62942.3333333333,9,6
62942.3333333333,9,6
62942.3333333333,9,6
63154,10,6
63154,10,6
63154,10,6
63154,10,6
63154,10,6
63154,10,6
63154,10,6
62871.6666666667,11,6
62871.6666666667,11,6
62871.6666666667,11,6
62871.6666666667,11,6
62871.6666666667,11,6
62871.6666666667,11,6
62871.6666666667,11,6
62823,12,6
62823,12,6
62823,12,6
62823,12,6
62823,12,6
62823,12,6
62823,12,6
62882.6666666667,13,6
62882.6666666667,13,6
62882.6666666667,13,6
62882.6666666667,13,6
62882.6666666667,13,6
62882.6666666667,13,6
62882.6666666667,13,6
62945.3333333333,14,6
62945.3333333333,14,6
62945.3333333333,14,6
62945.3333333333,14,6
62945.3333333333,14,6
62945.3333333333,14,6
62945.3333333333,14,6
62007.3333333333,15,6
62007.3333333333,15,6
62007.3333333333,15,6
62007.3333333333,15,6
62007.3333333333,15,6
62007.3333333333,15,6
62007.3333333333,15,6
61800,16,6
61800,16,6
61800,16,6
61800,16,6
61800,16,6
61800,16,6
61800,16,6
51439.3333333333,7,7
51439.3333333333,7,7
51439.3333333333,7,7
51439.3333333333,7,7
51439.3333333333,7,7
51439.3333333333,7,7
51439.3333333333,7,7
54692.6666666667,8,7
54692.6666666667,8,7
54692.6666666667,8,7
54692.6666666667,8,7
54692.6666666667,8,7
54692.6666666667,8,7
54692.6666666667,8,7
55654,9,7
55654,9,7
55654,9,7
55654,9,7
55654,9,7
55654,9,7
55654,9,7
55628.6666666667,10,7
55628.6666666667,10,7
55628.6666666667,10,7
55628.6666666667,10,7
55628.6666666667,10,7
55628.6666666667,10,7
55628.6666666667,10,7
52583,11,7
52583,11,7
52583,11,7
52583,11,7
52583,11,7
52583,11,7
52583,11,7
54261.3333333333,12,7
54261.3333333333,12,7
54261.3333333333,12,7
54261.3333333333,12,7
54261.3333333333,12,7
54261.3333333333,12,7
54261.3333333333,12,7
53929.3333333333,13,7
53929.3333333333,13,7
53929.3333333333,13,7
53929.3333333333,13,7
53929.3333333333,13,7
53929.3333333333,13,7
53929.3333333333,13,7
53882.6666666667,14,7
53882.6666666667,14,7
53882.6666666667,14,7
53882.6666666667,14,7
53882.6666666667,14,7
53882.6666666667,14,7
53882.6666666667,14,7
54109.3333333333,15,7
54109.3333333333,15,7
54109.3333333333,15,7
54109.3333333333,15,7
54109.3333333333,15,7
54109.3333333333,15,7
54109.3333333333,15,7
53161,16,7
53161,16,7
53161,16,7
53161,16,7
53161,16,7
53161,16,7
53161,16,7
54544.3333333333,8,8
54544.3333333333,8,8
54544.3333333333,8,8
54544.3333333333,8,8
54544.3333333333,8,8
54544.3333333333,8,8
54544.3333333333,8,8
58081.3333333333,9,8
58081.3333333333,9,8
58081.3333333333,9,8
58081.3333333333,9,8
58081.3333333333,9,8
58081.3333333333,9,8
58081.3333333333,9,8
58926.6666666667,10,8
58926.6666666667,10,8
58926.6666666667,10,8
58926.6666666667,10,8
58926.6666666667,10,8
58926.6666666667,10,8
58926.6666666667,10,8
58392.6666666667,11,8
58392.6666666667,11,8
58392.6666666667,11,8
58392.6666666667,11,8
58392.6666666667,11,8
58392.6666666667,11,8
58392.6666666667,11,8
58553.6666666667,12,8
58553.6666666667,12,8
58553.6666666667,12,8
58553.6666666667,12,8
58553.6666666667,12,8
58553.6666666667,12,8
58553.6666666667,12,8
58502,13,8
58502,13,8
58502,13,8
58502,13,8
58502,13,8
58502,13,8
58502,13,8
58428.3333333333,14,8
58428.3333333333,14,8
58428.3333333333,14,8
58428.3333333333,14,8
58428.3333333333,14,8
58428.3333333333,14,8
58428.3333333333,14,8
57905,15,8
57905,15,8
57905,15,8
57905,15,8
57905,15,8
57905,15,8
57905,15,8
57280.3333333333,16,8
57280.3333333333,16,8
57280.3333333333,16,8
57280.3333333333,16,8
57280.3333333333,16,8
57280.3333333333,16,8
57280.3333333333,16,8
70345.6666666667,9,9
70345.6666666667,9,9
70345.6666666667,9,9
70345.6666666667,9,9
70345.6666666667,9,9
70345.6666666667,9,9
70345.6666666667,9,9
71993.3333333333,10,9
71993.3333333333,10,9
71993.3333333333,10,9
71993.3333333333,10,9
71993.3333333333,10,9
71993.3333333333,10,9
71993.3333333333,10,9
71432.3333333333,11,9
71432.3333333333,11,9
71432.3333333333,11,9
71432.3333333333,11,9
71432.3333333333,11,9
71432.3333333333,11,9
71432.3333333333,11,9
71533.6666666667,12,9
71533.6666666667,12,9
71533.6666666667,12,9
71533.6666666667,12,9
71533.6666666667,12,9
71533.6666666667,12,9
71533.6666666667,12,9
72083.6666666667,13,9
72083.6666666667,13,9
72083.6666666667,13,9
72083.6666666667,13,9
72083.6666666667,13,9
72083.6666666667,13,9
72083.6666666667,13,9
70613.6666666667,14,9
70613.6666666667,14,9
70613.6666666667,14,9
70613.6666666667,14,9
70613.6666666667,14,9
70613.6666666667,14,9
70613.6666666667,14,9
71265.3333333333,15,9
71265.3333333333,15,9
71265.3333333333,15,9
71265.3333333333,15,9
71265.3333333333,15,9
71265.3333333333,15,9
71265.3333333333,15,9
70895.6666666667,16,9
70895.6666666667,16,9
70895.6666666667,16,9
70895.6666666667,16,9
70895.6666666667,16,9
70895.6666666667,16,9
70895.6666666667,16,9
55003,10,10
55003,10,10
55003,10,10
55003,10,10
55003,10,10
55003,10,10
55003,10,10
54428.3333333333,11,10
54428.3333333333,11,10
54428.3333333333,11,10
54428.3333333333,11,10
54428.3333333333,11,10
54428.3333333333,11,10
54428.3333333333,11,10
55085.3333333333,12,10
55085.3333333333,12,10
55085.3333333333,12,10
55085.3333333333,12,10
55085.3333333333,12,10
55085.3333333333,12,10
55085.3333333333,12,10
54803,13,10
54803,13,10
54803,13,10
54803,13,10
54803,13,10
54803,13,10
54803,13,10
54564.6666666667,14,10
54564.6666666667,14,10
54564.6666666667,14,10
54564.6666666667,14,10
54564.6666666667,14,10
54564.6666666667,14,10
54564.6666666667,14,10
53943.3333333333,15,10
53943.3333333333,15,10
53943.3333333333,15,10
53943.3333333333,15,10
53943.3333333333,15,10
53943.3333333333,15,10
53943.3333333333,15,10
53883.3333333333,16,10
53883.3333333333,16,10
53883.3333333333,16,10
53883.3333333333,16,10
53883.3333333333,16,10
53883.3333333333,16,10
53883.3333333333,16,10
55466,11,11
55466,11,11
55466,11,11
55466,11,11
55466,11,11
55466,11,11
55466,11,11
55477,12,11
55477,12,11
55477,12,11
55477,12,11
55477,12,11
55477,12,11
55477,12,11
56039.3333333333,13,11
56039.3333333333,13,11
56039.3333333333,13,11
56039.3333333333,13,11
56039.3333333333,13,11
56039.3333333333,13,11
56039.3333333333,13,11
56313.3333333333,14,11
56313.3333333333,14,11
56313.3333333333,14,11
56313.3333333333,14,11
56313.3333333333,14,11
56313.3333333333,14,11
56313.3333333333,14,11
56029.3333333333,15,11
56029.3333333333,15,11
56029.3333333333,15,11
56029.3333333333,15,11
56029.3333333333,15,11
56029.3333333333,15,11
56029.3333333333,15,11
54665.3333333333,16,11
54665.3333333333,16,11
54665.3333333333,16,11
54665.3333333333,16,11
54665.3333333333,16,11
54665.3333333333,16,11
54665.3333333333,16,11
53925,12,12
53925,12,12
53925,12,12
53925,12,12
53925,12,12
53925,12,12
53925,12,12
54509.3333333333,13,12
54509.3333333333,13,12
54509.3333333333,13,12
54509.3333333333,13,12
54509.3333333333,13,12
54509.3333333333,13,12
54509.3333333333,13,12
55530,14,12
55530,14,12
55530,14,12
55530,14,12
55530,14,12
55530,14,12
55530,14,12
55795,15,12
55795,15,12
55795,15,12
55795,15,12
55795,15,12
55795,15,12
55795,15,12
54408,16,12
54408,16,12
54408,16,12
54408,16,12
54408,16,12
54408,16,12
54408,16,12
52834.3333333333,13,13
52834.3333333333,13,13
52834.3333333333,13,13
52834.3333333333,13,13
52834.3333333333,13,13
52834.3333333333,13,13
52834.3333333333,13,13
53198,14,13
53198,14,13
53198,14,13
53198,14,13
53198,14,13
53198,14,13
53198,14,13
53508,15,13
53508,15,13
53508,15,13
53508,15,13
53508,15,13
53508,15,13
53508,15,13
53511.6666666667,16,13
53511.6666666667,16,13
53511.6666666667,16,13
53511.6666666667,16,13
53511.6666666667,16,13
53511.6666666667,16,13
53511.6666666667,16,13
60642.6666666667,14,14
60642.6666666667,14,14
60642.6666666667,14,14
60642.6666666667,14,14
60642.6666666667,14,14
60642.6666666667,14,14
60642.6666666667,14,14
58568.3333333333,15,14
58568.3333333333,15,14
58568.3333333333,15,14
58568.3333333333,15,14
58568.3333333333,15,14
58568.3333333333,15,14
58568.3333333333,15,14
57838.6666666667,16,14
57838.6666666667,16,14
57838.6666666667,16,14
57838.6666666667,16,14
57838.6666666667,16,14
57838.6666666667,16,14
57838.6666666667,16,14
57001,15,15
57001,15,15
57001,15,15
57001,15,15
57001,15,15
57001,15,15
57001,15,15
56636.3333333333,16,15
56636.3333333333,16,15
56636.3333333333,16,15
56636.3333333333,16,15
56636.3333333333,16,15
56636.3333333333,16,15
56636.3333333333,16,15
60882.6666666667,16,16
60882.6666666667,16,16
60882.6666666667,16,16
60882.6666666667,16,16
60882.6666666667,16,16
60882.6666666667,16,16
60882.6666666667,16,16
