"iperf","sysbench","ycruncher","pgbench","set","vm"
1144,8.4498,7.299,55466,11,11
1044,8.4552,7.796,57079,12,1
1119,8.4509,7.848,56390,12,1
916,8.4559,7.854,57319,12,1
403,8.4529,7.835,56929.3333333333,12,1
1095,8.4498,7.867,56929.3333333333,12,1
994,8.4471,7.84,56929.3333333333,12,1
1026,8.4538,7.914,56929.3333333333,12,1
1031,8.453,7.908,56929.3333333333,12,1
862,8.4571,7.903,56929.3333333333,12,1
1187,8.4461,7.869,56929.3333333333,12,1
1113,8.4577,7.785,62979,12,2
1058,8.4518,7.81,63232,12,2
1016,8.454,7.871,63024,12,2
745,8.457,7.826,63078.3333333333,12,2
592,8.4557,7.865,63078.3333333333,12,2
606,8.4531,7.837,63078.3333333333,12,2
680,8.4549,7.912,63078.3333333333,12,2
1086,8.4658,7.9,63078.3333333333,12,2
1054,8.4511,7.888,63078.3333333333,12,2
1115,8.451,7.839,63078.3333333333,12,2
696,8.4475,7.813,58554,12,3
740,8.4465,7.845,59209,12,3
1018,8.456,7.85,62507,12,3
913,8.4555,7.88,60090,12,3
917,8.4504,7.893,60090,12,3
896,8.4537,7.873,60090,12,3
672.8,8.4652,7.903,60090,12,3
235.4,8.4586,7.935,60090,12,3
713,8.4455,7.911,60090,12,3
630,8.445,7.873,60090,12,3
1119,8.4477,7.31,59306,12,4
965,8.4509,7.325,57325,12,4
892,8.448,7.301,56043,12,4
968,8.445,7.345,57558,12,4
950,8.4544,7.33,57558,12,4
1017,8.4641,7.317,57558,12,4
1129,8.4462,7.327,57558,12,4
820,8.4467,7.341,57558,12,4
1138,8.4477,7.332,57558,12,4
1191,8.448,7.318,57558,12,4
693,8.4554,7.757,54368,12,5
724,8.4468,7.782,52526,12,5
873,8.4475,7.825,52527,12,5
987,8.4489,7.83,53140.3333333333,12,5
893,8.4485,7.866,53140.3333333333,12,5
995,8.4518,7.828,53140.3333333333,12,5
977,8.4462,7.86,53140.3333333333,12,5
782,8.4548,7.902,53140.3333333333,12,5
738,8.4528,7.891,53140.3333333333,12,5
763,8.4621,7.824,53140.3333333333,12,5
1112,8.4492,7.76,62933,12,6
1093,8.452,7.825,62633,12,6
974,8.4572,7.819,62903,12,6
1034,8.4519,7.828,62823,12,6
1000,8.4618,7.861,62823,12,6
933,8.464,7.822,62823,12,6
914,8.4539,7.868,62823,12,6
769,8.453,7.895,62823,12,6
1089,8.4489,7.876,62823,12,6
1103,8.4513,7.826,62823,12,6
1105,8.4642,7.736,54328,12,7
1151,8.4469,7.816,53662,12,7
994,8.4502,7.818,54794,12,7
864,8.4533,7.818,54261.3333333333,12,7
827,8.4556,7.833,54261.3333333333,12,7
609,8.4434,7.838,54261.3333333333,12,7
686,8.4605,7.854,54261.3333333333,12,7
830,8.4589,7.884,54261.3333333333,12,7
766,8.4563,7.87,54261.3333333333,12,7
501,8.4469,7.837,54261.3333333333,12,7
773,8.4492,7.795,58931,12,8
809,8.4457,7.818,58246,12,8
1041,8.4566,7.839,58484,12,8
1155,8.4576,7.838,58553.6666666667,12,8
1032,8.4547,7.87,58553.6666666667,12,8
988,8.4577,7.873,58553.6666666667,12,8
1048,8.4606,7.905,58553.6666666667,12,8
538,8.4723,7.922,58553.6666666667,12,8
666,8.4496,7.929,58553.6666666667,12,8
766,8.4484,7.876,58553.6666666667,12,8
1102,8.4669,7.338,71654,12,9
794,8.4504,7.309,71141,12,9
930,8.4585,7.296,71806,12,9
924,8.4577,7.322,71533.6666666667,12,9
642,8.4511,7.289,71533.6666666667,12,9
590,8.4532,7.3,71533.6666666667,12,9
654,8.4565,7.304,71533.6666666667,12,9
731,8.4553,7.287,71533.6666666667,12,9
1152,8.4529,7.329,71533.6666666667,12,9
1096,8.4466,7.287,71533.6666666667,12,9
739,8.447,7.286,55251,12,10
757,8.4533,7.302,55125,12,10
849,8.4524,7.3,54880,12,10
968,8.452,7.297,55085.3333333333,12,10
1066,8.4467,7.296,55085.3333333333,12,10
979,8.4473,7.302,55085.3333333333,12,10
913,8.46,7.303,55085.3333333333,12,10
713,8.4607,7.299,55085.3333333333,12,10
709,8.4525,7.314,55085.3333333333,12,10
763,8.4459,7.298,55085.3333333333,12,10
794,8.4627,7.329,54972,12,11
1014,8.4508,7.318,55539,12,11
958,8.4467,7.319,55920,12,11
1148,8.4489,7.32,55477,12,11
633,8.4484,7.309,55477,12,11
583,8.4468,7.3,55477,12,11
688,8.4481,7.327,55477,12,11
657,8.4622,7.328,55477,12,11
798,8.4609,7.341,55477,12,11
976,8.4506,7.317,55477,12,11
1048,8.4529,7.8,51756,12,12
1168,8.4519,7.852,54589,12,12
938,8.4539,7.852,55430,12,12
788,8.4563,7.851,53925,12,12
645,8.4489,7.897,53925,12,12
608,8.4456,7.882,53925,12,12
1111,8.4527,7.908,53925,12,12
1063,8.4623,7.917,53925,12,12
1020,8.4463,7.9,53925,12,12
1177,8.4462,7.801,53925,12,12
623,8.4636,7.847,58299,13,1
1038,8.4462,7.863,58134,13,1
938,8.447,7.888,57800,13,1
953,8.4471,7.91,58077.6666666667,13,1
941,8.4465,7.899,58077.6666666667,13,1
955,8.4451,7.895,58077.6666666667,13,1
672,8.4493,7.928,58077.6666666667,13,1
677,8.4617,7.959,58077.6666666667,13,1
601,8.4532,7.937,58077.6666666667,13,1
431,8.4448,7.896,58077.6666666667,13,1
617,8.4618,7.88,63399,13,2
617,8.4524,7.846,63537,13,2
639,8.4503,7.897,62522,13,2
730,8.4569,7.924,63152.6666666667,13,2
998,8.4546,7.893,63152.6666666667,13,2
983,8.4517,7.916,63152.6666666667,13,2
660,8.454,7.933,63152.6666666667,13,2
419,8.4687,7.958,63152.6666666667,13,2
621,8.4506,7.928,63152.6666666667,13,2
676,8.4504,7.878,63152.6666666667,13,2
841,8.4576,7.892,62515,13,3
1005,8.4536,7.858,62432,13,3
742,8.4568,7.913,60433,13,3
744,8.453,7.936,61793.3333333333,13,3
637,8.451,7.928,61793.3333333333,13,3
966,8.4526,7.928,61793.3333333333,13,3
928,8.4639,7.942,61793.3333333333,13,3
952,8.4709,7.993,61793.3333333333,13,3
796,8.448,7.962,61793.3333333333,13,3
888,8.4517,7.901,61793.3333333333,13,3
992,8.447,7.378,57084,13,4
921,8.4546,7.361,57783,13,4
1040,8.4572,7.381,57205,13,4
1119,8.4481,7.383,57357.3333333333,13,4
1001,8.4498,7.392,57357.3333333333,13,4
680,8.4563,7.35,57357.3333333333,13,4
938,8.4494,7.348,57357.3333333333,13,4
530,8.4451,7.351,57357.3333333333,13,4
1006,8.4486,7.345,57357.3333333333,13,4
1046,8.4496,7.343,57357.3333333333,13,4
931,8.4571,7.822,53335,13,5
1005,8.448,7.809,54409,13,5
1051,8.4513,7.882,51050,13,5
789,8.4531,7.905,52931.3333333333,13,5
604,8.4522,7.882,52931.3333333333,13,5
460,8.4505,7.891,52931.3333333333,13,5
817,8.4571,7.942,52931.3333333333,13,5
1017,8.4526,7.967,52931.3333333333,13,5
904,8.4509,7.93,52931.3333333333,13,5
762,8.4613,7.852,52931.3333333333,13,5
917,8.4481,7.844,63061,13,6
935,8.4582,7.83,62805,13,6
765,8.4556,7.882,62782,13,6
776,8.4499,7.879,62882.6666666667,13,6
619,8.4647,7.883,62882.6666666667,13,6
968,8.4621,7.889,62882.6666666667,13,6
977,8.4461,7.906,62882.6666666667,13,6
1172,8.4473,7.932,62882.6666666667,13,6
853,8.4474,7.908,62882.6666666667,13,6
1038,8.4468,7.843,62882.6666666667,13,6
1073,8.4645,7.846,54145,13,7
996,8.4537,7.835,54486,13,7
1009,8.4567,7.885,53157,13,7
915,8.4531,7.898,53929.3333333333,13,7
1013,8.4513,7.9,53929.3333333333,13,7
1006,8.4577,7.883,53929.3333333333,13,7
1103,8.4549,7.909,53929.3333333333,13,7
1119,8.4661,7.942,53929.3333333333,13,7
1075,8.4678,7.904,53929.3333333333,13,7
1026,8.4535,7.868,53929.3333333333,13,7
1018,8.4485,7.876,58700,13,8
997,8.4519,7.845,58866,13,8
1003,8.4532,7.907,57940,13,8
1012,8.4515,7.934,58502,13,8
749,8.4516,7.911,58502,13,8
995,8.4527,7.89,58502,13,8
1098,8.4598,7.933,58502,13,8
749,8.4644,7.945,58502,13,8
998,8.4508,7.933,58502,13,8
1038,8.4548,7.918,58502,13,8
609,8.4585,7.364,71867,13,9
626,8.4583,7.341,72871,13,9
537,8.4549,7.37,71513,13,9
699,8.4516,7.345,72083.6666666667,13,9
765,8.446,7.374,72083.6666666667,13,9
1011,8.4515,7.332,72083.6666666667,13,9
840,8.4558,7.35,72083.6666666667,13,9
750,8.4622,7.352,72083.6666666667,13,9
617,8.46,7.344,72083.6666666667,13,9
657,8.4456,7.338,72083.6666666667,13,9
752,8.4565,7.349,54451,13,10
954,8.452,7.315,55764,13,10
918,8.4532,7.343,54194,13,10
873,8.4509,7.331,54803,13,10
827,8.4541,7.351,54803,13,10
961,8.4468,7.317,54803,13,10
878,8.4594,7.329,54803,13,10
943,8.4554,7.334,54803,13,10
951,8.4495,7.346,54803,13,10
1076,8.4512,7.32,54803,13,10
1018,8.4593,7.37,56247,13,11
613,8.4521,7.352,56609,13,11
627,8.4674,7.363,55262,13,11
708,8.4525,7.374,56039.3333333333,13,11
965,8.4511,7.384,56039.3333333333,13,11
931,8.4528,7.372,56039.3333333333,13,11
1104,8.4529,7.364,56039.3333333333,13,11
1104,8.4607,7.362,56039.3333333333,13,11
994,8.4617,7.373,56039.3333333333,13,11
658,8.4513,7.365,56039.3333333333,13,11
628,8.463,7.898,55244,13,12
586,8.4526,7.851,54877,13,12
605,8.4499,7.953,53407,13,12
965,8.4483,7.971,54509.3333333333,13,12
902,8.4467,7.95,54509.3333333333,13,12
931,8.4472,7.949,54509.3333333333,13,12
660,8.4488,7.938,54509.3333333333,13,12
774,8.4658,7.998,54509.3333333333,13,12
621,8.4515,7.958,54509.3333333333,13,12
429,8.4454,7.923,54509.3333333333,13,12
813,8.4543,7.336,52321,13,13
791,8.4511,7.31,53204,13,13
842,8.4539,7.342,52978,13,13
860,8.4527,7.315,52834.3333333333,13,13
897,8.4509,7.341,52834.3333333333,13,13
936,8.4468,7.318,52834.3333333333,13,13
676,8.4583,7.305,52834.3333333333,13,13
409,8.4653,7.33,52834.3333333333,13,13
872,8.4522,7.309,52834.3333333333,13,13
841,8.451,7.322,52834.3333333333,13,13
1078,8.4584,7.8,57142,14,1
881,8.4543,7.88,55309,14,1
924,8.447,7.877,54598,14,1
931,8.4534,7.868,55683,14,1
916,8.448,7.905,55683,14,1
955,8.4459,7.931,55683,14,1
818,8.4562,7.894,55683,14,1
805,8.4553,7.895,55683,14,1
965,8.4631,7.923,55683,14,1
660,8.4469,7.866,55683,14,1
685,8.4572,7.816,62779,14,2
855,8.4509,7.871,61438,14,2
944,8.4518,7.882,61744,14,2
784,8.4577,7.881,61987,14,2
889,8.4551,7.877,61987,14,2
679,8.4583,7.918,61987,14,2
790,8.4554,7.91,61987,14,2
798,8.4602,7.91,61987,14,2
1027,8.4522,7.949,61987,14,2
919,8.4519,7.859,61987,14,2
756,8.4506,7.836,62250,14,3
733,8.4578,7.88,62591,14,3
695,8.4521,7.894,62990,14,3
571,8.4599,7.92,62610.3333333333,14,3
930,8.452,7.927,62610.3333333333,14,3
886,8.4495,7.92,62610.3333333333,14,3
814,8.461,7.932,62610.3333333333,14,3
814,8.4581,7.936,62610.3333333333,14,3
605,8.4466,7.952,62610.3333333333,14,3
436,8.4462,7.883,62610.3333333333,14,3
1044,8.4512,7.399,58139,14,4
927,8.4517,7.431,58403,14,4
889,8.4552,7.417,57117,14,4
889,8.4508,7.415,57886.3333333333,14,4
861,8.4579,7.422,57886.3333333333,14,4
1185,8.4601,7.428,57886.3333333333,14,4
1173,8.4505,7.417,57886.3333333333,14,4
1137,8.455,7.436,57886.3333333333,14,4
1177,8.4569,7.428,57886.3333333333,14,4
1167,8.4498,7.432,57886.3333333333,14,4
742,8.4565,7.778,54384,14,5
723,8.4567,7.822,54425,14,5
838,8.4527,7.891,54353,14,5
947,8.4594,7.862,54387.3333333333,14,5
938,8.4558,7.868,54387.3333333333,14,5
547.1,8.4519,7.891,54387.3333333333,14,5
620,8.4575,7.906,54387.3333333333,14,5
607,8.4551,7.892,54387.3333333333,14,5
499,8.4518,7.921,54387.3333333333,14,5
1057,8.4608,7.85,54387.3333333333,14,5
761,8.4529,7.789,63203,14,6
961,8.4551,7.856,62815,14,6
930,8.4552,7.863,62818,14,6
931,8.4512,7.871,62945.3333333333,14,6
941,8.4552,7.865,62945.3333333333,14,6
384,8.4626,7.895,62945.3333333333,14,6
617,8.4569,7.903,62945.3333333333,14,6
605,8.4556,7.886,62945.3333333333,14,6
588,8.4527,7.886,62945.3333333333,14,6
608,8.4502,7.857,62945.3333333333,14,6
846,8.4585,7.779,54423,14,7
921,8.4543,7.864,53797,14,7
924,8.4579,7.852,53428,14,7
772,8.4596,7.847,53882.6666666667,14,7
909,8.454,7.847,53882.6666666667,14,7
875,8.4567,7.859,53882.6666666667,14,7
930,8.4555,7.866,53882.6666666667,14,7
967,8.4582,7.848,53882.6666666667,14,7
910,8.4661,7.892,53882.6666666667,14,7
930,8.4611,7.815,53882.6666666667,14,7
677,8.447,7.813,58106,14,8
921,8.4589,7.841,58391,14,8
816,8.4553,7.883,58788,14,8
493,8.4501,7.879,58428.3333333333,14,8
561,8.4553,7.909,58428.3333333333,14,8
919,8.4513,7.898,58428.3333333333,14,8
941,8.4581,7.919,58428.3333333333,14,8
846,8.464,7.936,58428.3333333333,14,8
899,8.4522,7.954,58428.3333333333,14,8
907,8.4535,7.868,58428.3333333333,14,8
706,8.4511,7.376,70715,14,9
893,8.452,7.375,69688,14,9
683,8.4529,7.383,71438,14,9
974,8.4514,7.368,70613.6666666667,14,9
908,8.4463,7.379,70613.6666666667,14,9
1061,8.4507,7.394,70613.6666666667,14,9
886,8.4587,7.387,70613.6666666667,14,9
851,8.4611,7.416,70613.6666666667,14,9
939,8.4645,7.415,70613.6666666667,14,9
551,8.456,7.435,70613.6666666667,14,9
1128,8.4533,7.36,54682,14,10
917,8.4517,7.373,54567,14,10
922,8.4591,7.37,54445,14,10
938,8.4535,7.376,54564.6666666667,14,10
812,8.4468,7.37,54564.6666666667,14,10
757,8.4467,7.371,54564.6666666667,14,10
408,8.4553,7.401,54564.6666666667,14,10
618,8.4565,7.399,54564.6666666667,14,10
284.9,8.4526,7.38,54564.6666666667,14,10
634,8.4485,7.402,54564.6666666667,14,10
1005,8.4594,7.391,55919,14,11
892,8.4522,7.392,56476,14,11
825,8.4494,7.391,56545,14,11
985,8.4497,7.386,56313.3333333333,14,11
946,8.4449,7.415,56313.3333333333,14,11
550,8.445,7.389,56313.3333333333,14,11
955,8.4517,7.404,56313.3333333333,14,11
888,8.4585,7.428,56313.3333333333,14,11
985,8.4632,7.381,56313.3333333333,14,11
951,8.45,7.415,56313.3333333333,14,11
829,8.4514,7.864,56107,14,12
885,8.4455,7.896,55171,14,12
999,8.4493,7.946,55312,14,12
930,8.4562,7.952,55530,14,12
897,8.4518,7.921,55530,14,12
934,8.4472,7.931,55530,14,12
808,8.4582,7.952,55530,14,12
822,8.4657,7.949,55530,14,12
945,8.4518,7.956,55530,14,12
883,8.456,7.895,55530,14,12
736,8.4542,7.373,53324,14,13
926,8.4547,7.349,53505,14,13
816,8.4565,7.376,52765,14,13
925,8.4535,7.345,53198,14,13
865,8.4516,7.379,53198,14,13
592,8.4518,7.365,53198,14,13
814,8.4614,7.391,53198,14,13
792,8.4688,7.366,53198,14,13
993,8.4516,7.388,53198,14,13
918,8.4508,7.403,53198,14,13
744,8.4566,7.347,60751,14,14
698,8.4551,7.341,60696,14,14
711,8.4549,7.335,60481,14,14
959,8.4594,7.345,60642.6666666667,14,14
898,8.4474,7.358,60642.6666666667,14,14
663,8.4501,7.358,60642.6666666667,14,14
623,8.4528,7.354,60642.6666666667,14,14
510,8.4703,7.365,60642.6666666667,14,14
319,8.4546,7.378,60642.6666666667,14,14
390,8.4541,7.387,60642.6666666667,14,14
575,8.4567,7.776,56731,15,1
371,8.4483,7.827,56475,15,1
653,8.4478,7.837,56666,15,1
936,8.4484,7.871,56624,15,1
716,8.4527,7.806,56624,15,1
474.8,8.45,7.863,56624,15,1
524,8.445,7.855,56624,15,1
367,8.4583,7.892,56624,15,1
605,8.4556,7.866,56624,15,1
601,8.4454,7.857,56624,15,1
930,8.4573,7.759,60610,15,2
977,8.4511,7.806,61498,15,2
911,8.4513,7.84,61811,15,2
833,8.4603,7.836,61306.3333333333,15,2
725,8.4552,7.815,61306.3333333333,15,2
528,8.4467,7.862,61306.3333333333,15,2
586,8.4521,7.868,61306.3333333333,15,2
593,8.4583,7.887,61306.3333333333,15,2
629,8.4648,7.865,61306.3333333333,15,2
621,8.4526,7.851,61306.3333333333,15,2
837,8.4477,7.801,59430,15,3
580,8.447,7.861,61441,15,3
765,8.4462,7.882,62865,15,3
863,8.4515,7.881,61245.3333333333,15,3
819,8.4527,7.861,61245.3333333333,15,3
886,8.4514,7.881,61245.3333333333,15,3
867,8.4698,7.91,61245.3333333333,15,3
845,8.4644,7.913,61245.3333333333,15,3
868,8.4583,7.904,61245.3333333333,15,3
694,8.4526,7.887,61245.3333333333,15,3
928,8.4599,7.641,57426,15,4
840,8.4528,7.686,57699,15,4
951,8.4576,7.698,56349,15,4
801,8.4522,7.716,57158,15,4
776,8.4542,7.686,57158,15,4
856,8.4581,7.686,57158,15,4
407,8.4516,7.71,57158,15,4
745,8.4461,7.718,57158,15,4
941,8.4504,7.706,57158,15,4
944,8.45,7.698,57158,15,4
720,8.4533,7.759,54074,15,5
872,8.4572,7.789,54284,15,5
717,8.4336,7.835,54576,15,5
898,8.4475,7.822,54311.3333333333,15,5
530,8.4467,7.813,54311.3333333333,15,5
919,8.4479,7.814,54311.3333333333,15,5
946,8.4508,7.863,54311.3333333333,15,5
865,8.457,7.835,54311.3333333333,15,5
543,8.4511,7.85,54311.3333333333,15,5
702,8.4539,7.813,54311.3333333333,15,5
676,8.4585,7.732,61887,15,6
977,8.4567,7.787,62036,15,6
783,8.4545,7.81,62099,15,6
898,8.4511,7.826,62007.3333333333,15,6
941,8.4564,7.79,62007.3333333333,15,6
925,8.4667,7.817,62007.3333333333,15,6
976,8.4516,7.834,62007.3333333333,15,6
856,8.4452,7.859,62007.3333333333,15,6
676,8.4532,7.839,62007.3333333333,15,6
741,8.4469,7.821,62007.3333333333,15,6
584,8.4576,7.769,54222,15,7
688,8.4592,7.793,54285,15,7
637,8.4532,7.793,53821,15,7
653,8.4606,7.851,54109.3333333333,15,7
1008,8.4544,7.795,54109.3333333333,15,7
1012,8.4568,7.802,54109.3333333333,15,7
995,8.4564,7.809,54109.3333333333,15,7
563,8.459,7.814,54109.3333333333,15,7
623,8.46,7.834,54109.3333333333,15,7
665,8.4479,7.807,54109.3333333333,15,7
583,8.4534,7.781,57844,15,8
689,8.4536,7.829,58202,15,8
651,8.4596,7.865,57669,15,8
807,8.4578,7.869,57905,15,8
847,8.4532,7.868,57905,15,8
1000,8.4496,7.874,57905,15,8
988,8.4553,7.918,57905,15,8
960,8.4572,7.883,57905,15,8
896,8.4486,7.893,57905,15,8
914,8.451,7.874,57905,15,8
908,8.4573,7.592,70475,15,9
974,8.4473,7.639,71381,15,9
916,8.4467,7.658,71940,15,9
807,8.4502,7.705,71265.3333333333,15,9
782,8.4459,7.663,71265.3333333333,15,9
548,8.4457,7.667,71265.3333333333,15,9
590,8.4501,7.673,71265.3333333333,15,9
916,8.4618,7.705,71265.3333333333,15,9
917,8.4584,7.683,71265.3333333333,15,9
595,8.4472,7.671,71265.3333333333,15,9
1009,8.4547,7.579,54001,15,10
890,8.4527,7.637,54147,15,10
886,8.4496,7.659,53682,15,10
843,8.4206,7.664,53943.3333333333,15,10
846,8.4511,7.645,53943.3333333333,15,10
858,8.4541,7.675,53943.3333333333,15,10
895,8.4579,7.671,53943.3333333333,15,10
996,8.4702,7.71,53943.3333333333,15,10
1029,8.46,7.674,53943.3333333333,15,10
962,8.4482,7.663,53943.3333333333,15,10
596,8.4626,7.58,55877,15,11
406,8.4521,7.652,55733,15,11
486,8.4513,7.669,56478,15,11
730,8.447,7.698,56029.3333333333,15,11
721,8.4461,7.667,56029.3333333333,15,11
561,8.4512,7.686,56029.3333333333,15,11
584,8.4462,7.682,56029.3333333333,15,11
605,8.4641,7.729,56029.3333333333,15,11
642,8.4569,7.687,56029.3333333333,15,11
643,8.451,7.679,56029.3333333333,15,11
809,8.4578,7.795,55157,15,12
830,8.4473,7.861,55351,15,12
829,8.4471,7.874,56877,15,12
782,8.4568,7.883,55795,15,12
1017,8.4479,7.888,55795,15,12
815,8.4469,7.881,55795,15,12
807,8.4502,7.915,55795,15,12
807,8.4695,7.92,55795,15,12
836,8.4525,7.913,55795,15,12
840,8.4499,7.86,55795,15,12
974,8.4634,7.578,52852,15,13
950,8.448,7.655,53587,15,13
946,8.4453,7.651,54085,15,13
853,8.4522,7.641,53508,15,13
714,8.4517,7.645,53508,15,13
567,8.4515,7.614,53508,15,13
875,8.4571,7.651,53508,15,13
804,8.4732,7.667,53508,15,13
1032,8.4533,7.682,53508,15,13
1016,8.4518,7.675,53508,15,13
826,8.4602,7.543,57645,15,14
842,8.4534,7.608,58391,15,14
869,8.4525,7.611,59669,15,14
846,8.4665,7.62,58568.3333333333,15,14
916,8.4478,7.619,58568.3333333333,15,14
898,8.4532,7.612,58568.3333333333,15,14
818,8.4512,7.595,58568.3333333333,15,14
744,8.4741,7.63,58568.3333333333,15,14
668,8.4513,7.616,58568.3333333333,15,14
717,8.4512,7.635,58568.3333333333,15,14
821,8.4591,7.549,56562,15,15
896,8.4477,7.637,56810,15,15
929,8.4541,7.622,57631,15,15
815,8.4524,7.663,57001,15,15
794,8.451,7.629,57001,15,15
848,8.4511,7.599,57001,15,15
615,8.4606,7.646,57001,15,15
822,8.4566,7.663,57001,15,15
550,8.4664,7.645,57001,15,15
959,8.4516,7.656,57001,15,15
697,8.4579,7.884,55891,16,1
665,8.4464,7.857,56091,16,1
516,8.4522,7.891,56169,16,1
460.6,8.4482,7.873,56050.3333333333,16,1
606,8.4509,7.908,56050.3333333333,16,1
641,8.4451,7.878,56050.3333333333,16,1
883,8.4459,7.922,56050.3333333333,16,1
753,8.4521,7.928,56050.3333333333,16,1
758,8.4587,7.957,56050.3333333333,16,1
577,8.4488,7.913,56050.3333333333,16,1
803,8.46,7.873,61159,16,2
729,8.4532,7.879,60694,16,2
764,8.4536,7.863,60899,16,2
627,8.456,7.882,60917.3333333333,16,2
625,8.4506,7.882,60917.3333333333,16,2
658,8.447,7.876,60917.3333333333,16,2
349.8,8.4577,7.936,60917.3333333333,16,2
756,8.4582,7.932,60917.3333333333,16,2
806,8.4565,7.936,60917.3333333333,16,2
764,8.4471,7.921,60917.3333333333,16,2
893,8.4564,7.886,60511,16,3
869,8.449,7.889,61857,16,3
703,8.4506,7.893,61610,16,3
847,8.4508,7.891,61326,16,3
740,8.4465,7.908,61326,16,3
786,8.4553,7.878,61326,16,3
662,8.47,7.969,61326,16,3
672,8.4565,7.95,61326,16,3
666,8.448,7.977,61326,16,3
638,8.4522,7.924,61326,16,3
574,8.4499,7.958,55263,16,4
543,8.4526,7.999,56344,16,4
638,8.4492,8.005,56161,16,4
843,8.4448,8.014,55922.6666666667,16,4
785,8.4484,7.993,55922.6666666667,16,4
797,8.4567,8.011,55922.6666666667,16,4
669,8.4477,8.045,55922.6666666667,16,4
669,8.4486,8.044,55922.6666666667,16,4
586,8.4499,8.082,55922.6666666667,16,4
608,8.4463,8.018,55922.6666666667,16,4
1060,8.4547,7.828,53212,16,5
1004,8.4529,7.822,54112,16,5
895,8.4577,7.826,53926,16,5
562,8.4532,7.836,53750,16,5
761,8.4563,7.86,53750,16,5
796,8.4508,7.829,53750,16,5
897,8.4461,7.91,53750,16,5
826,8.4562,7.89,53750,16,5
829,8.4512,7.925,53750,16,5
844,8.4637,7.859,53750,16,5
905,8.4457,7.844,61674,16,6
819,8.4549,7.844,61794,16,6
818,8.4513,7.853,61932,16,6
730,8.4495,7.843,61800,16,6
741,8.4518,7.862,61800,16,6
727,8.4626,7.854,61800,16,6
630,8.4525,7.892,61800,16,6
987,8.4525,7.878,61800,16,6
530,8.4575,7.936,61800,16,6
1128,8.4507,7.877,61800,16,6
755,8.4669,7.839,53826,16,7
974,8.4569,7.834,53178,16,7
990,8.4581,7.838,52479,16,7
1030,8.4535,7.821,53161,16,7
867,8.4545,7.817,53161,16,7
838,8.4603,7.81,53161,16,7
854,8.4517,7.865,53161,16,7
832,8.4547,7.848,53161,16,7
616,8.4685,7.879,53161,16,7
665,8.452,7.84,53161,16,7
688,8.4505,7.864,56848,16,8
590,8.4544,7.853,57207,16,8
592,8.4537,7.873,57786,16,8
829,8.4478,7.867,57280.3333333333,16,8
798,8.445,7.884,57280.3333333333,16,8
777,8.4498,7.879,57280.3333333333,16,8
840,8.4534,7.933,57280.3333333333,16,8
803,8.4569,7.917,57280.3333333333,16,8
855,8.4491,7.956,57280.3333333333,16,8
906,8.4547,7.898,57280.3333333333,16,8
614,8.4624,7.904,70752,16,9
694,8.4468,7.978,70951,16,9
657,8.4477,7.944,70984,16,9
614,8.4461,7.97,70895.6666666667,16,9
771,8.4524,7.981,70895.6666666667,16,9
772,8.4486,7.972,70895.6666666667,16,9
815,8.4466,8.018,70895.6666666667,16,9
772,8.4568,8.013,70895.6666666667,16,9
734,8.455,8.045,70895.6666666667,16,9
602,8.4455,7.992,70895.6666666667,16,9
762,8.4536,7.944,53883,16,10
835,8.452,7.985,53639,16,10
968,8.4489,7.947,54128,16,10
826,8.4537,7.986,53883.3333333333,16,10
783,8.4473,7.944,53883.3333333333,16,10
826,8.4475,7.954,53883.3333333333,16,10
657,8.4669,8.025,53883.3333333333,16,10
550,8.4596,8.029,53883.3333333333,16,10
833,8.4526,8.056,53883.3333333333,16,10
900,8.4445,8.021,53883.3333333333,16,10
744,8.4551,7.946,54791,16,11
787,8.4534,7.976,54623,16,11
786,8.454,7.984,54582,16,11
811,8.4492,7.991,54665.3333333333,16,11
703,8.4496,7.996,54665.3333333333,16,11
927,8.4458,7.998,54665.3333333333,16,11
933,8.4458,8.022,54665.3333333333,16,11
859,8.462,8.036,54665.3333333333,16,11
741,8.4553,8.072,54665.3333333333,16,11
817,8.4453,8.006,54665.3333333333,16,11
1002,8.4569,7.928,55622,16,12
1017,8.4593,7.903,53587,16,12
855,8.4503,7.912,54015,16,12
836,8.4518,7.906,54408,16,12
808,8.4471,7.926,54408,16,12
846,8.4469,7.92,54408,16,12
752,8.4464,7.959,54408,16,12
760,8.4628,7.941,54408,16,12
887,8.4628,7.982,54408,16,12
1030,8.4562,7.941,54408,16,12
744.6,8.4555,7.884,53536,16,13
579,8.4583,7.944,53553,16,13
593,8.4551,7.932,53446,16,13
621,8.4546,7.952,53511.6666666667,16,13
614,8.4515,7.937,53511.6666666667,16,13
554,8.4554,7.938,53511.6666666667,16,13
376,8.453,7.981,53511.6666666667,16,13
749,8.4587,7.988,53511.6666666667,16,13
672,8.4537,8.025,53511.6666666667,16,13
576,8.4504,7.986,53511.6666666667,16,13
614,8.4561,7.872,56618,16,14
545,8.4482,7.922,58557,16,14
565,8.4519,7.915,58341,16,14
723,8.4636,7.91,57838.6666666667,16,14
739,8.4531,7.928,57838.6666666667,16,14
786,8.4466,7.923,57838.6666666667,16,14
1007,8.4472,7.963,57838.6666666667,16,14
669,8.4617,7.992,57838.6666666667,16,14
912,8.4467,8.003,57838.6666666667,16,14
504,8.4522,7.963,57838.6666666667,16,14
637,8.4617,7.871,55818,16,15
563,8.4513,7.926,57201,16,15
654,8.4505,7.928,56890,16,15
