instanceID,instanceType,experimentID,interval,bandwidthUpload,bandwitdhDownload,Upload,Download,Total,setId,vmId,cmd,,,,,
i-00419db1aebc30cfa,m5d.large,1567242764,15.0 sec,2.93 Gbits/sec,1.69 Gbits/sec,2.93,1.69,4.62,19,17,iperf -c 172.31.90.31 --dualtest --window 416k --time 15,,,,,
i-00419db1aebc30cfa,m5d.large,1567242764,15.0 sec,2.58 Gbits/sec,1.57 Gbits/sec,2.58,1.57,4.15,19,17,iperf -c 172.31.90.31 --dualtest --window 416k --time 15,,,,,
i-00419db1aebc30cfa,m5d.large,1567242764,15.0 sec,4.03 Gbits/sec,1.51 Gbits/sec,4.03,1.51,5.54,19,17,iperf -c 172.31.90.31 --dualtest --window 416k --time 15,,,,,
i-00419db1aebc30cfa,m5d.large,1567242764,15.0 sec,760 Mbits/sec,2.72 Gbits/sec,0.76,2.72,3.48,19,17,iperf -c 172.31.90.31 --dualtest --window 416k --time 15,,,,,
i-04f5f69638ef6753c,m5d.large,1567242764,15.0 sec,1.73 Gbits/sec,1.46 Gbits/sec,1.73,1.46,3.19,19,18,iperf -c 172.31.95.99 --dualtest --window 416k --time 15,,,,,
i-04f5f69638ef6753c,m5d.large,1567242764,15.0 sec,1.69 Gbits/sec,1.66 Gbits/sec,1.69,1.66,3.35,19,18,iperf -c 172.31.95.99 --dualtest --window 416k --time 15,,,,,
i-04f5f69638ef6753c,m5d.large,1567242764,15.0 sec,1.74 Gbits/sec,1.65 Gbits/sec,1.74,1.65,3.39,19,18,iperf -c 172.31.95.99 --dualtest --window 416k --time 15,,,,,
i-04f5f69638ef6753c,m5d.large,1567242764,15.0 sec,1.28 Gbits/sec,846 Mbits/sec,1.28,0.846,2.126,19,18,iperf -c 172.31.95.99 --dualtest --window 416k --time 15,,,,,
i-04f5f69638ef6753c,m5d.large,1567242764,15.0 sec,1.01 Gbits/sec,1.02 Gbits/sec,1.01,1.02,2.03,19,18,iperf -c 172.31.95.99 --dualtest --window 416k --time 15,,,,,
i-04f5f69638ef6753c,m5d.large,1567242764,15.0 sec,501 Mbits/sec,583 Mbits/sec,0.501,0.583,1.084,19,18,iperf -c 172.31.95.99 --dualtest --window 416k --time 15,,,,,
i-04f5f69638ef6753c,m5d.large,1567242764,15.0 sec,1.10 Gbits/sec,1.73 Gbits/sec,1.1,1.73,2.83,19,18,iperf -c 172.31.95.99 --dualtest --window 416k --time 15,,,,,
i-04f5f69638ef6753c,m5d.large,1567242764,15.0 sec,932 Mbits/sec,1.72 Gbits/sec,0.932,1.72,2.652,19,18,iperf -c 172.31.95.99 --dualtest --window 416k --time 15,,,,,
i-04f5f69638ef6753c,m5d.large,1567242764,15.0 sec,2.26 Gbits/sec,1.21 Gbits/sec,2.26,1.21,3.47,19,18,iperf -c 172.31.95.99 --dualtest --window 416k --time 15,,,,,
i-04f5f69638ef6753c,m5d.large,1567242764,15.0 sec,598 Mbits/sec,617 Mbits/sec,0.598,0.617,1.215,19,18,iperf -c 172.31.95.99 --dualtest --window 416k --time 15,,,,,
i-04f5f69638ef6753c,m5d.large,1567242764,15.0 sec,1.50 Gbits/sec,993 Mbits/sec,1.5,0.993,2.493,19,18,iperf -c 172.31.95.99 --dualtest --window 416k --time 15,,,,,
i-05ff8d2e7f22bf23e,m5d.large,1567242764,15.0 sec,525 Mbits/sec,610 Mbits/sec,0.525,0.61,1.135,19,19,iperf -c 172.31.84.132 --dualtest --window 416k --time 15,,,,,
i-05ff8d2e7f22bf23e,m5d.large,1567242764,15.0 sec,1.73 Gbits/sec,1.77 Gbits/sec,1.73,1.77,3.5,19,19,iperf -c 172.31.84.132 --dualtest --window 416k --time 15,,,,,
i-05ff8d2e7f22bf23e,m5d.large,1567242764,15.0 sec,1.95 Gbits/sec,1.66 Gbits/sec,1.95,1.66,3.61,19,19,iperf -c 172.31.84.132 --dualtest --window 416k --time 15,,,,,
i-05ff8d2e7f22bf23e,m5d.large,1567242764,15.0 sec,1.46 Gbits/sec,919 Mbits/sec,1.46,0.919,2.379,19,19,iperf -c 172.31.84.132 --dualtest --window 416k --time 15,,,,,
i-05ff8d2e7f22bf23e,m5d.large,1567242764,15.0 sec,1.14 Gbits/sec,1.02 Gbits/sec,1.14,1.02,2.16,19,19,iperf -c 172.31.84.132 --dualtest --window 416k --time 15,,,,,
i-05ff8d2e7f22bf23e,m5d.large,1567242764,15.0 sec,2.38 Gbits/sec,1.10 Gbits/sec,2.38,1.1,3.48,19,19,iperf -c 172.31.84.132 --dualtest --window 416k --time 15,,,,,
i-05ff8d2e7f22bf23e,m5d.large,1567242764,15.0 sec,1.40 Gbits/sec,889 Mbits/sec,1.4,0.889,2.289,19,19,iperf -c 172.31.84.132 --dualtest --window 416k --time 15,,,,,
i-05ff8d2e7f22bf23e,m5d.large,1567242764,15.0 sec,1.60 Gbits/sec,1.78 Gbits/sec,1.6,1.78,3.38,19,19,iperf -c 172.31.84.132 --dualtest --window 416k --time 15,,,,,
i-05ff8d2e7f22bf23e,m5d.large,1567242764,15.0 sec,1.88 Gbits/sec,1.15 Gbits/sec,1.88,1.15,3.03,19,19,iperf -c 172.31.84.132 --dualtest --window 416k --time 15,,,,,
i-05ff8d2e7f22bf23e,m5d.large,1567242764,15.0 sec,2.00 Gbits/sec,1.46 Gbits/sec,2,1.46,3.46,19,19,iperf -c 172.31.84.132 --dualtest --window 416k --time 15,,,,,
i-05ff8d2e7f22bf23e,m5d.large,1567242764,15.0 sec,460 Mbits/sec,453 Mbits/sec,0.46,0.453,0.913,19,19,iperf -c 172.31.84.132 --dualtest --window 416k --time 15,,,,2.43122009569378,
i-024fbd0ce0d3c4378,m5d.large,1567242764,15.0 sec,1.37 Gbits/sec,1.38 Gbits/sec,1.37,1.38,2.75,20,1,iperf -c 172.31.95.6 --dualtest --window 416k --time 15,,,,,
i-024fbd0ce0d3c4378,m5d.large,1567242764,15.0 sec,745 Mbits/sec,717 Mbits/sec,0.745,0.717,1.462,20,1,iperf -c 172.31.95.6 --dualtest --window 416k --time 15,,,,,
i-024fbd0ce0d3c4378,m5d.large,1567242764,15.0 sec,747 Mbits/sec,844 Mbits/sec,0.747,0.844,1.591,20,1,iperf -c 172.31.95.6 --dualtest --window 416k --time 15,,,,,
i-024fbd0ce0d3c4378,m5d.large,1567242764,15.0 sec,745 Mbits/sec,575 Mbits/sec,0.745,0.575,1.32,20,1,iperf -c 172.31.95.6 --dualtest --window 416k --time 15,,,,,
i-024fbd0ce0d3c4378,m5d.large,1567242764,15.0 sec,746 Mbits/sec,914 Mbits/sec,0.746,0.914,1.66,20,1,iperf -c 172.31.95.6 --dualtest --window 416k --time 15,,,,,
i-024fbd0ce0d3c4378,m5d.large,1567242764,15.0 sec,744 Mbits/sec,697 Mbits/sec,0.744,0.697,1.441,20,1,iperf -c 172.31.95.6 --dualtest --window 416k --time 15,,,,,
i-024fbd0ce0d3c4378,m5d.large,1567242764,15.0 sec,746 Mbits/sec,712 Mbits/sec,0.746,0.712,1.458,20,1,iperf -c 172.31.95.6 --dualtest --window 416k --time 15,,,,,
i-024fbd0ce0d3c4378,m5d.large,1567242764,15.0 sec,813 Mbits/sec,830 Mbits/sec,0.813,0.83,1.643,20,1,iperf -c 172.31.95.6 --dualtest --window 416k --time 15,,,,,
i-024fbd0ce0d3c4378,m5d.large,1567242764,15.0 sec,745 Mbits/sec,734 Mbits/sec,0.745,0.734,1.479,20,1,iperf -c 172.31.95.6 --dualtest --window 416k --time 15,,,,,
i-024fbd0ce0d3c4378,m5d.large,1567242764,15.0 sec,744 Mbits/sec,753 Mbits/sec,0.744,0.753,1.497,20,1,iperf -c 172.31.95.6 --dualtest --window 416k --time 15,,,,,
i-024fbd0ce0d3c4378,m5d.large,1567242764,15.0 sec,629 Mbits/sec,744 Mbits/sec,0.629,0.744,1.373,20,1,iperf -c 172.31.95.6 --dualtest --window 416k --time 15,,,,,
i-089561b7262d5dec3,m5d.large,1567242764,15.0 sec,1.11 Gbits/sec,720 Mbits/sec,1.11,0.72,1.83,20,2,iperf -c 172.31.83.31 --dualtest --window 416k --time 15,,,,,
i-089561b7262d5dec3,m5d.large,1567242764,15.0 sec,848 Mbits/sec,1.25 Gbits/sec,0.848,1.25,2.098,20,2,iperf -c 172.31.83.31 --dualtest --window 416k --time 15,,,,,
i-089561b7262d5dec3,m5d.large,1567242764,15.0 sec,1.03 Gbits/sec,1.00 Gbits/sec,1.03,1,2.03,20,2,iperf -c 172.31.83.31 --dualtest --window 416k --time 15,,,,,
i-089561b7262d5dec3,m5d.large,1567242764,15.0 sec,742 Mbits/sec,675 Mbits/sec,0.742,0.675,1.417,20,2,iperf -c 172.31.83.31 --dualtest --window 416k --time 15,,,,,
i-089561b7262d5dec3,m5d.large,1567242764,15.0 sec,749 Mbits/sec,674 Mbits/sec,0.749,0.674,1.423,20,2,iperf -c 172.31.83.31 --dualtest --window 416k --time 15,,,,,
i-089561b7262d5dec3,m5d.large,1567242764,15.0 sec,704 Mbits/sec,686 Mbits/sec,0.704,0.686,1.39,20,2,iperf -c 172.31.83.31 --dualtest --window 416k --time 15,,,,,
i-089561b7262d5dec3,m5d.large,1567242764,15.0 sec,782 Mbits/sec,941 Mbits/sec,0.782,0.941,1.723,20,2,iperf -c 172.31.83.31 --dualtest --window 416k --time 15,,,,,
i-089561b7262d5dec3,m5d.large,1567242764,15.0 sec,746 Mbits/sec,744 Mbits/sec,0.746,0.744,1.49,20,2,iperf -c 172.31.83.31 --dualtest --window 416k --time 15,,,,,
i-089561b7262d5dec3,m5d.large,1567242764,15.0 sec,502 Mbits/sec,537 Mbits/sec,0.502,0.537,1.039,20,2,iperf -c 172.31.83.31 --dualtest --window 416k --time 15,,,,,
i-089561b7262d5dec3,m5d.large,1567242764,15.0 sec,964 Mbits/sec,807 Mbits/sec,0.964,0.807,1.771,20,2,iperf -c 172.31.83.31 --dualtest --window 416k --time 15,,,,,
i-089561b7262d5dec3,m5d.large,1567242764,15.0 sec,723 Mbits/sec,675 Mbits/sec,0.723,0.675,1.398,20,2,iperf -c 172.31.83.31 --dualtest --window 416k --time 15,,,,,
i-08681d3d91228f400,m5d.large,1567242764,15.0 sec,1.67 Gbits/sec,926 Mbits/sec,1.67,0.926,2.596,20,3,iperf -c 172.31.82.239 --dualtest --window 416k --time 15,,,,,
i-08681d3d91228f400,m5d.large,1567242764,15.0 sec,760 Mbits/sec,1.20 Gbits/sec,0.76,1.2,1.96,20,3,iperf -c 172.31.82.239 --dualtest --window 416k --time 15,,,,,
i-08681d3d91228f400,m5d.large,1567242764,15.0 sec,738 Mbits/sec,709 Mbits/sec,0.738,0.709,1.447,20,3,iperf -c 172.31.82.239 --dualtest --window 416k --time 15,,,,,
i-08681d3d91228f400,m5d.large,1567242764,15.0 sec,754 Mbits/sec,1.04 Gbits/sec,0.754,1.04,1.794,20,3,iperf -c 172.31.82.239 --dualtest --window 416k --time 15,,,,,
i-08681d3d91228f400,m5d.large,1567242764,15.0 sec,403 Mbits/sec,430 Mbits/sec,0.403,0.43,0.833,20,3,iperf -c 172.31.82.239 --dualtest --window 416k --time 15,,,,,
i-08681d3d91228f400,m5d.large,1567242764,15.0 sec,1.05 Gbits/sec,1.05 Gbits/sec,1.05,1.05,2.1,20,3,iperf -c 172.31.82.239 --dualtest --window 416k --time 15,,,,,
i-08681d3d91228f400,m5d.large,1567242764,15.0 sec,646 Mbits/sec,620 Mbits/sec,0.646,0.62,1.266,20,3,iperf -c 172.31.82.239 --dualtest --window 416k --time 15,,,,,
i-08681d3d91228f400,m5d.large,1567242764,15.0 sec,881 Mbits/sec,870 Mbits/sec,0.881,0.87,1.751,20,3,iperf -c 172.31.82.239 --dualtest --window 416k --time 15,,,,,
i-08681d3d91228f400,m5d.large,1567242764,15.0 sec,669 Mbits/sec,653 Mbits/sec,0.669,0.653,1.322,20,3,iperf -c 172.31.82.239 --dualtest --window 416k --time 15,,,,,
i-08681d3d91228f400,m5d.large,1567242764,15.0 sec,341 Mbits/sec,840 Mbits/sec,0.341,0.84,1.181,20,3,iperf -c 172.31.82.239 --dualtest --window 416k --time 15,,,,,
i-08681d3d91228f400,m5d.large,1567242764,15.0 sec,1.23 Gbits/sec,747 Mbits/sec,1.23,0.747,1.977,20,3,iperf -c 172.31.82.239 --dualtest --window 416k --time 15,,,,,
i-0a43dd0ab0b838139,m5d.large,1567242764,15.0 sec,1.37 Gbits/sec,1.44 Gbits/sec,1.37,1.44,2.81,20,4,iperf -c 172.31.91.26 --dualtest --window 416k --time 15,,,,,
i-0a43dd0ab0b838139,m5d.large,1567242764,15.0 sec,725 Mbits/sec,744 Mbits/sec,0.725,0.744,1.469,20,4,iperf -c 172.31.91.26 --dualtest --window 416k --time 15,,,,,
i-0a43dd0ab0b838139,m5d.large,1567242764,15.0 sec,539 Mbits/sec,570 Mbits/sec,0.539,0.57,1.109,20,4,iperf -c 172.31.91.26 --dualtest --window 416k --time 15,,,,,
i-0a43dd0ab0b838139,m5d.large,1567242764,15.0 sec,1.04 Gbits/sec,916 Mbits/sec,1.04,0.916,1.956,20,4,iperf -c 172.31.91.26 --dualtest --window 416k --time 15,,,,,
i-0a43dd0ab0b838139,m5d.large,1567242764,15.0 sec,745 Mbits/sec,743 Mbits/sec,0.745,0.743,1.488,20,4,iperf -c 172.31.91.26 --dualtest --window 416k --time 15,,,,,
i-0a43dd0ab0b838139,m5d.large,1567242764,15.0 sec,697 Mbits/sec,672 Mbits/sec,0.697,0.672,1.369,20,4,iperf -c 172.31.91.26 --dualtest --window 416k --time 15,,,,,
i-0a43dd0ab0b838139,m5d.large,1567242764,15.0 sec,788 Mbits/sec,815 Mbits/sec,0.788,0.815,1.603,20,4,iperf -c 172.31.91.26 --dualtest --window 416k --time 15,,,,,
i-0a43dd0ab0b838139,m5d.large,1567242764,15.0 sec,748 Mbits/sec,744 Mbits/sec,0.748,0.744,1.492,20,4,iperf -c 172.31.91.26 --dualtest --window 416k --time 15,,,,,
i-0a43dd0ab0b838139,m5d.large,1567242764,15.0 sec,743 Mbits/sec,743 Mbits/sec,0.743,0.743,1.486,20,4,iperf -c 172.31.91.26 --dualtest --window 416k --time 15,,,,,
i-0a43dd0ab0b838139,m5d.large,1567242764,15.0 sec,682 Mbits/sec,744 Mbits/sec,0.682,0.744,1.426,20,4,iperf -c 172.31.91.26 --dualtest --window 416k --time 15,,,,,
i-0a43dd0ab0b838139,m5d.large,1567242764,15.0 sec,800 Mbits/sec,684 Mbits/sec,0.8,0.684,1.484,20,4,iperf -c 172.31.91.26 --dualtest --window 416k --time 15,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,1.45 Gbits/sec,971 Mbits/sec,1.45,0.971,2.421,20,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,493 Mbits/sec,1.19 Gbits/sec,0.493,1.19,1.683,20,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,1.01 Gbits/sec,803 Mbits/sec,1.01,0.803,1.813,20,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,746 Mbits/sec,744 Mbits/sec,0.746,0.744,1.49,20,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,508 Mbits/sec,562 Mbits/sec,0.508,0.562,1.07,20,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,636 Mbits/sec,641 Mbits/sec,0.636,0.641,1.277,20,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,769 Mbits/sec,1.02 Gbits/sec,0.769,1.02,1.789,20,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,468 Mbits/sec,501 Mbits/sec,0.468,0.501,0.969,20,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,1.35 Gbits/sec,889 Mbits/sec,1.35,0.889,2.239,20,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,747 Mbits/sec,838 Mbits/sec,0.747,0.838,1.585,20,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0b71b55d398ca9c0b,m5d.large,1567242764,15.0 sec,745 Mbits/sec,694 Mbits/sec,0.745,0.694,1.439,20,5,iperf -c 172.31.88.132 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,1.50 Gbits/sec,1.17 Gbits/sec,1.5,1.17,2.67,20,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,771 Mbits/sec,992 Mbits/sec,0.771,0.992,1.763,20,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,767 Mbits/sec,823 Mbits/sec,0.767,0.823,1.59,20,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,744 Mbits/sec,741 Mbits/sec,0.744,0.741,1.485,20,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,744 Mbits/sec,745 Mbits/sec,0.744,0.745,1.489,20,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,584 Mbits/sec,744 Mbits/sec,0.584,0.744,1.328,20,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,892 Mbits/sec,743 Mbits/sec,0.892,0.743,1.635,20,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,448 Mbits/sec,744 Mbits/sec,0.448,0.744,1.192,20,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,1.05 Gbits/sec,734 Mbits/sec,1.05,0.734,1.784,20,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,749 Mbits/sec,752 Mbits/sec,0.749,0.752,1.501,20,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-0a17e56f97e29e290,m5d.large,1567242764,15.0 sec,664 Mbits/sec,636 Mbits/sec,0.664,0.636,1.3,20,6,iperf -c 172.31.82.56 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,1.25 Gbits/sec,693 Mbits/sec,1.25,0.693,1.943,20,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,1.20 Gbits/sec,1.19 Gbits/sec,1.2,1.19,2.39,20,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,348 Mbits/sec,1.55 Gbits/sec,0.348,1.55,1.898,20,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,1.17 Gbits/sec,2.96 Gbits/sec,1.17,2.96,4.13,20,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,506 Mbits/sec,552 Mbits/sec,0.506,0.552,1.058,20,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,1.00 Gbits/sec,790 Mbits/sec,1,0.79,1.79,20,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,704 Mbits/sec,1.13 Gbits/sec,0.704,1.13,1.834,20,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,782 Mbits/sec,740 Mbits/sec,0.782,0.74,1.522,20,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,673 Mbits/sec,683 Mbits/sec,0.673,0.683,1.356,20,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,818 Mbits/sec,1.24 Gbits/sec,0.818,1.24,2.058,20,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-095af534cd9b2df54,m5d.large,1567242764,15.0 sec,746 Mbits/sec,1.60 Gbits/sec,0.746,1.6,2.346,20,7,iperf -c 172.31.93.137 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,805 Mbits/sec,1.52 Gbits/sec,0.805,1.52,2.325,20,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,1.71 Gbits/sec,1.17 Gbits/sec,1.71,1.17,2.88,20,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,649 Mbits/sec,639 Mbits/sec,0.649,0.639,1.288,20,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,959 Mbits/sec,1.50 Gbits/sec,0.959,1.5,2.459,20,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,751 Mbits/sec,2.19 Gbits/sec,0.751,2.19,2.941,20,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,746 Mbits/sec,746 Mbits/sec,0.746,0.746,1.492,20,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,745 Mbits/sec,669 Mbits/sec,0.745,0.669,1.414,20,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,745 Mbits/sec,675 Mbits/sec,0.745,0.675,1.42,20,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,631 Mbits/sec,654 Mbits/sec,0.631,0.654,1.285,20,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,855 Mbits/sec,1.52 Gbits/sec,0.855,1.52,2.375,20,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-0ef581fc5baf21a46,m5d.large,1567242764,15.0 sec,747 Mbits/sec,1.53 Gbits/sec,0.747,1.53,2.277,20,8,iperf -c 172.31.95.63 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,1.45 Gbits/sec,2.44 Gbits/sec,1.45,2.44,3.89,20,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,613 Mbits/sec,637 Mbits/sec,0.613,0.637,1.25,20,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,532 Mbits/sec,589 Mbits/sec,0.532,0.589,1.121,20,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,1.08 Gbits/sec,795 Mbits/sec,1.08,0.795,1.875,20,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,686 Mbits/sec,644 Mbits/sec,0.686,0.644,1.33,20,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,814 Mbits/sec,1.43 Gbits/sec,0.814,1.43,2.244,20,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,745 Mbits/sec,669 Mbits/sec,0.745,0.669,1.414,20,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,731 Mbits/sec,693 Mbits/sec,0.731,0.693,1.424,20,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,761 Mbits/sec,724 Mbits/sec,0.761,0.724,1.485,20,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,746 Mbits/sec,1.46 Gbits/sec,0.746,1.46,2.206,20,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-06a6e582ccf554e23,m5d.large,1567242764,15.0 sec,1.54 Gbits/sec,363 Mbits/sec,1.54,0.363,1.903,20,9,iperf -c 172.31.92.101 --dualtest --window 416k --time 15,,,,,
i-0fe9bb2becd14e37f,m5d.large,1567242764,15.0 sec,1.30 Gbits/sec,833 Mbits/sec,1.3,0.833,2.133,20,10,iperf -c 172.31.93.79 --dualtest --window 416k --time 15,,,,,
i-0fe9bb2becd14e37f,m5d.large,1567242764,15.0 sec,827 Mbits/sec,730 Mbits/sec,0.827,0.73,1.557,20,10,iperf -c 172.31.93.79 --dualtest --window 416k --time 15,,,,,
i-0fe9bb2becd14e37f,m5d.large,1567242764,15.0 sec,807 Mbits/sec,1.58 Gbits/sec,0.807,1.58,2.387,20,10,iperf -c 172.31.93.79 --dualtest --window 416k --time 15,,,,,
i-0fe9bb2becd14e37f,m5d.large,1567242764,15.0 sec,747 Mbits/sec,1.35 Gbits/sec,0.747,1.35,2.097,20,10,iperf -c 172.31.93.79 --dualtest --window 416k --time 15,,,,,
i-0fe9bb2becd14e37f,m5d.large,1567242764,15.0 sec,748 Mbits/sec,707 Mbits/sec,0.748,0.707,1.455,20,10,iperf -c 172.31.93.79 --dualtest --window 416k --time 15,,,,,
i-0fe9bb2becd14e37f,m5d.large,1567242764,15.0 sec,560 Mbits/sec,612 Mbits/sec,0.56,0.612,1.172,20,10,iperf -c 172.31.93.79 --dualtest --window 416k --time 15,,,,,
i-0fe9bb2becd14e37f,m5d.large,1567242764,15.0 sec,924 Mbits/sec,1.11 Gbits/sec,0.924,1.11,2.034,20,10,iperf -c 172.31.93.79 --dualtest --window 416k --time 15,,,,,
i-0fe9bb2becd14e37f,m5d.large,1567242764,15.0 sec,744 Mbits/sec,676 Mbits/sec,0.744,0.676,1.42,20,10,iperf -c 172.31.93.79 --dualtest --window 416k --time 15,,,,,
i-0fe9bb2becd14e37f,m5d.large,1567242764,15.0 sec,697 Mbits/sec,688 Mbits/sec,0.697,0.688,1.385,20,10,iperf -c 172.31.93.79 --dualtest --window 416k --time 15,,,,,
