iperf,sysbench,ycruncher,pgbench,setId,vmId
2.189,9.0229,4.827,33580,21,19
2.109,9.042,4.806,32741,21,19
2.487,9.0149,4.826,32431,21,19
1.529,9.0215,4.262,32000,21,20
2.537,9.0224,4.294,32941,21,20
3.86,9.0183,4.27,32877,21,20
0.977,9.0222,4.853,32032,21,21
1.795,9.0256,4.839,32416,21,21
1.329,9.0216,4.857,32719,21,21
1.539,9.021,4.294,31994,22,1
2.44,9.022,4.304,30685,22,1
1.856,9.0345,4.277,30694,22,1
2.044,9.0285,4.31,34071,22,2
2.313,9.0307,4.304,33511,22,2
1.535,9.0184,4.309,33419,22,2
1.184,9.0265,4.296,32046,22,3
1.235,9.0342,4.268,30281,22,3
1.326,9.0176,4.267,31014,22,3
1.413,9.0386,4.249,33845,22,4
1.352,9.0269,4.276,33391,22,4
2.042,9.0163,4.268,33305,22,4
2.168,9.0195,4.852,32004,22,5
0.754,9.0201,4.853,30378,22,5
1.433,9.0181,4.855,30505,22,5
2.198,9.0291,4.912,33815,22,6
1.665,9.024,4.881,33102,22,6
2.2,9.0184,4.871,33160,22,6
1.97,9.0235,4.875,36448,22,7
1.59,9.0302,4.85,35180,22,7
1.025,9.0273,4.861,34911,22,7
0.963,9.0284,4.868,32515,22,8
0.992,9.0338,4.844,32788,22,8
1.654,9.0177,4.839,32657,22,8
2.74,9.0311,4.886,32472,22,9
1.555,9.038,4.875,30562,22,9
2.074,9.0183,4.878,30978,22,9
2.6,9.0177,4.278,32398,22,10
2.161,9.0302,4.288,30442,22,10
1.806,9.0292,4.284,30891,22,10
2.53,9.0294,4.875,36102,22,11
1.203,9.0309,4.882,35554,22,11
1.61,9.0164,4.877,34636,22,11
1.019,9.0171,4.878,32551,22,12
1.075,9.0342,4.894,30065,22,12
2.6,9.0176,4.865,30682,22,12
3.26,9.0346,4.859,37566,22,13
0.763,9.0467,4.893,35542,22,13
2.542,9.0229,4.87,35820,22,13
2.143,9.0245,4.277,31999,22,14
2.14,9.0234,4.262,32970,22,14
2.71,9.033,4.265,32612,22,14
3.109,9.0296,4.91,39195,22,15
3.74,9.0338,4.876,40029,22,15
3.66,9.016,4.893,39670,22,15
1.367,9.0317,4.864,32039,22,16
5.04,9.0165,4.886,32663,22,16
1.961,9.026,4.869,32704,22,16
2.104,9.029,4.844,32144,22,17
4.07,9.0298,4.819,32909,22,17
3.81,9.0193,4.823,32785,22,17
2.51,9.0304,4.874,40491,22,18
3.07,9.0205,4.859,40583,22,18
2.93,9.0196,4.873,39773,22,18
2.62,9.027,4.307,31833,22,19
2.55,9.0385,4.297,32877,22,19
2.252,9.0167,4.321,32496,22,19
3.09,9.0269,4.845,36264,22,20
1.498,9.0299,4.85,35368,22,20
1.408,9.0189,4.812,34540,22,20
3.17,9.018,4.271,34083,22,21
2.9,9.0279,4.28,33686,22,21
2.81,9.0293,4.288,33541,22,21
1.461,9.0319,4.871,33989,22,22
2.067,9.0334,4.901,33470,22,22
1.602,9.0174,4.871,33320,22,22
2.43,9.0227,4.267,31238,23,1
1.414,9.0262,4.281,31086,23,1
1.739,9.0293,4.304,31176,23,1
3.08,9.0209,4.321,32960,23,2
1.19,9.0351,4.32,31437,23,2
1.584,9.0218,4.314,31113,23,2
1.371,9.0305,4.284,31777,23,3
1.95,9.0337,4.272,31321,23,3
1.888,9.0158,4.283,31193,23,3
3.01,9.023,4.292,32520,23,4
1.408,9.0348,4.289,30728,23,4
0.729,9.0154,4.302,30335,23,4
1.91,9.0153,4.902,31196,23,5
0.763,9.021,4.881,31133,23,5
1.336,9.0162,4.881,31216,23,5
2.47,9.0261,4.872,32515,23,6
1.439,9.0229,4.865,30851,23,6
0.71,9.0195,4.883,30813,23,6
1.809,9.02,4.892,37058,23,7
0.824,9.0202,4.881,37052,23,7
1.542,9.0331,4.859,37011,23,7
0.999,9.0244,4.873,33823,23,8
1.702,9.0325,4.883,31421,23,8
2.1,9.0167,4.889,32543,23,8
2.327,9.0332,4.897,31320,23,9
2.238,9.0272,4.88,31139,23,9
0.979,9.0242,4.895,31292,23,9
2.462,9.0156,4.282,31720,23,10
1.413,9.028,4.29,31187,23,10
1.898,9.0319,4.309,31280,23,10
1.037,9.0254,4.873,37248,23,11
2.9,9.0287,4.891,36580,23,11
1.756,9.0191,4.859,36953,23,11
2.67,9.0207,4.895,31801,23,12
1.06,9.0344,4.889,31262,23,12
2.62,9.0176,4.895,31255,23,12
2.94,9.03,4.919,36332,23,13
3.57,9.0316,4.875,36142,23,13
2.441,9.0174,4.853,36249,23,13
1.321,9.0255,4.275,33038,23,14
2.02,9.0251,4.28,31490,23,14
2.32,9.0253,4.273,32551,23,14
1.963,9.0216,4.903,42131,23,15
3.1,9.0335,4.923,38377,23,15
2.362,9.0177,4.949,39422,23,15
4.21,9.0246,4.899,33254,23,16
2.559,9.0184,4.888,30913,23,16
3.25,9.0323,4.881,32220,23,16
2.475,9.0248,4.877,34060,23,17
3.11,9.0307,4.878,31383,23,17
3.6,9.0179,4.864,32471,23,17
1.091,9.0341,4.905,42127,23,18
2.23,9.0186,4.901,38871,23,18
2.46,9.0239,4.9,39280,23,18
1.475,9.0234,4.87,47855,23,19
0.869,9.0383,4.869,45484,23,19
2.05,9.0196,4.903,45860,23,19
1.097,9.0194,4.29,33352,23,20
4.55,9.0187,4.318,31279,23,20
3.41,9.0337,4.296,32571,23,20
2.89,9.0229,4.876,36920,23,21
2.84,9.042,4.854,36779,23,21
1.982,9.02,4.854,36741,23,21
2.45,9.0169,4.288,32945,23,22
3.1,9.0266,4.305,30971,23,22
1.593,9.0308,4.285,31372,23,22
0.916,9.0324,4.921,32613,23,23
1.55,9.0321,4.942,31492,23,23
2.26,9.0175,4.904,30468,23,23
2.002,9.021,4.284,31198,24,1
1.782,9.0233,4.295,30724,24,1
1.43,9.0317,4.272,30177,24,1
2.63,9.0211,4.304,33648,24,2
1.942,9.0345,4.301,32507,24,2
1.63,9.019,4.287,33128,24,2
2.236,9.0213,4.296,31686,24,3
1.732,9.0346,4.265,30652,24,3
1.772,9.024,4.266,30332,24,3
1.671,9.0285,4.931,33392,24,4
1.654,9.0276,4.93,32538,24,4
2.71,9.0168,4.904,32604,24,4
1.815,9.0295,4.284,31129,24,5
2.193,9.0345,4.314,30486,24,5
1.907,9.0169,4.287,30244,24,5
2.054,9.0181,4.866,33712,24,6
2.37,9.0244,4.888,32402,24,6
1.544,9.0176,4.875,32853,24,6
1.865,9.0259,4.955,37057,24,7
1.49,9.0198,4.945,35927,24,7
1.12,9.0187,4.942,35970,24,7
1.731,9.0191,4.915,33683,24,8
1.955,9.0214,4.907,31735,24,8
2.32,9.0331,4.915,31638,24,8
1.422,9.0237,4.911,31407,24,9
1.981,9.0326,4.936,30612,24,9
2.191,9.0173,4.917,30388,24,9
2.435,9.0326,4.935,31054,24,10
1.439,9.0322,4.958,30397,24,10
1.454,9.017,4.953,29950,24,10
2.53,9.02,4.283,36908,24,11
0.971,9.023,4.28,35550,24,11
1.972,9.037,4.28,35591,24,11
0.703,9.0275,4.928,31317,24,12
0.974,9.0313,4.922,30432,24,12
1.79,9.0144,4.903,29969,24,12
2.59,9.0269,4.971,36374,24,13
3.29,9.0354,4.949,34763,24,13
2.176,9.0164,4.956,34952,24,13
2.244,9.0224,4.961,37497,24,14
1.41,9.0322,4.937,35784,24,14
2.52,9.0244,4.918,35854,24,14
2.52,9.0265,4.288,33288,24,15
2.4,9.0205,4.286,31852,24,15
2.99,9.0296,4.286,30776,24,15
2.74,9.0238,4.951,40564,24,16
1.698,9.0325,4.959,38452,24,16
2.74,9.0175,4.949,38589,24,16
2.43,9.0262,4.925,33601,24,17
1.881,9.023,4.943,31509,24,17
1.78,9.0212,4.946,31193,24,17
1.749,9.0226,4.912,33689,24,18
1.342,9.0338,4.933,31788,24,18
2.81,9.0182,4.936,31000,24,18
0.878,9.0359,4.88,40678,24,19
1.995,9.0259,4.929,38865,24,19
1.807,9.0298,4.896,39352,24,19
0.939,9.0202,4.961,47603,24,20
3.51,9.0371,4.929,46044,24,20
1.446,9.0208,4.913,45878,24,20
1.387,9.022,4.292,33389,24,21
1.372,9.0231,4.285,31814,24,21
1.46,9.0224,4.294,31238,24,21
2.28,9.0238,4.916,36437,24,22
2.057,9.0324,4.91,35723,24,22
3.09,9.0167,4.902,36128,24,22
2.236,9.0154,4.282,33620,24,23
1.609,9.0235,4.265,32462,24,23
1.091,9.0242,4.294,33122,24,23
2.219,9.0193,4.931,34307,24,24
3.17,9.0253,4.943,32689,24,24
0.857,9.0174,4.945,33135,24,24
2.88,9.0201,4.426,30808,25,1
1.624,9.0212,4.422,29514,25,1
0.722,9.0274,4.394,30235,25,1
1.103,9.023,4.4,33134,25,2
1.322,9.0354,4.458,32925,25,2
1.456,9.016,4.428,33519,25,2
0.698,9.0182,4.384,30797,25,3
1.016,9.0441,4.388,29703,25,3
1.019,9.0239,4.416,30158,25,3
2.23,9.0231,4.959,32214,25,4
2.35,9.0286,4.929,32939,25,4
1.798,9.0279,4.931,33290,25,4
0.76,9.0234,4.417,30842,25,5
1.458,9.0302,4.421,29326,25,5
1.198,9.0165,4.377,30161,25,5
0.669,9.0226,4.912,33171,25,6
1.033,9.0239,4.93,33118,25,6
1.751,9.0241,4.914,33331,25,6
2.84,9.0285,4.953,37149,25,7
2.709,9.0277,4.923,36256,25,7
2.18,9.0283,4.921,36273,25,7
2.385,9.0164,4.92,33459,25,8
2.71,9.025,4.901,31436,25,8
1.381,9.0343,4.884,32081,25,8
0.968,9.0213,4.914,31500,25,9
0.794,9.0316,4.942,29533,25,9
1.061,9.0223,4.944,30297,25,9
1.485,9.0251,4.958,30746,25,10
1.388,9.032,4.945,29487,25,10
1.885,9.0174,4.954,30121,25,10
0.987,9.0192,4.381,37013,25,11
1.483,9.0222,4.395,35687,25,11
0.84,9.0318,4.424,36424,25,11
2.229,9.024,4.911,30657,25,12
2.93,9.0334,4.913,29571,25,12
2.9,9.0173,4.944,30058,25,12
2.81,9.014,4.925,34889,25,13
2.74,9.0366,4.947,33774,25,13
3.55,9.015,4.914,34051,25,13
1.067,9.0227,4.926,35283,25,14
2.68,9.031,4.926,34732,25,14
2.77,9.0327,4.916,34469,25,14
3.03,9.0213,4.393,33456,25,15
2.187,9.0354,4.441,31653,25,15
3.15,9.0174,4.402,31426,25,15
1.077,9.0211,4.932,40512,25,16
1.687,9.0295,4.947,39434,25,16
2.098,9.0328,4.979,40194,25,16
2.77,9.0264,4.951,33187,25,17
2.656,9.0329,4.935,31546,25,17
1.849,9.0162,4.922,31545,25,17
2.7,9.0405,4.916,33573,25,18
2.92,9.0174,4.904,31641,25,18
0.744,9.0207,4.912,31828,25,18
1.082,9.0249,4.909,30821,25,19
1.102,9.0299,4.909,29616,25,19
1.063,9.0167,4.924,30235,25,19
2.84,9.037,4.97,39931,25,20
1.535,9.0166,4.96,39988,25,20
1.015,9.0183,4.939,39885,25,20
2.28,9.0258,4.409,49023,25,21
2.69,9.033,4.43,46473,25,21
2.77,9.0176,4.429,46273,25,21
2.38,9.0191,4.438,33430,25,22
1.721,9.019,4.426,31198,25,22
1.405,9.03,4.432,31848,25,22
1.717,9.0246,4.9,37121,25,23
1.528,9.0419,4.93,36242,25,23
2.27,9.0183,4.906,36370,25,23
1.269,9.0176,4.414,32539,25,24
2.44,9.0241,4.392,33189,25,24
2.86,9.0293,4.398,33501,25,24
1.402,9.0302,4.962,33157,25,25
1.058,9.0338,4.946,32924,25,25
2.627,9.019,4.978,33369,25,25
1.563,9.0199,4.415,30087,26,1
1.481,9.022,4.445,29577,26,1
2.59,9.0293,4.424,29439,26,1
2.062,9.0223,4.444,32228,26,2
1.611,9.0304,4.461,31967,26,2
0.992,9.0346,4.44,31567,26,2
2.53,9.0195,4.416,30211,26,3
1.9,9.0368,4.422,29849,26,3
1.806,9.0182,4.419,29533,26,3
1.026,9.0189,4.971,31665,26,4
2.079,9.0475,4.944,32129,26,4
2.63,9.0197,4.926,31237,26,4
2.104,9.0292,4.44,30392,26,5
1.637,9.0376,4.447,29647,26,5
1.002,9.0282,4.436,29211,26,5
2.229,9.0283,4.936,31965,26,6
2.08,9.0255,4.918,31878,26,6
1.354,9.0151,4.911,31150,26,6
1.358,9.017,4.966,35861,26,7
1.684,9.0299,4.934,35886,26,7
1.194,9.0235,4.931,36827,26,7
1.508,9.0276,4.929,32228,26,8
1.722,9.0203,4.904,33643,26,8
1.03,9.0219,4.904,32991,26,8
2.13,9.0175,4.926,30378,26,9
2.38,9.0229,4.928,29818,26,9
1.85,9.0236,4.921,29378,26,9
1.955,9.0233,4.944,30685,26,10
2.42,9.0313,4.97,29609,26,10
1.336,9.0154,4.947,29323,26,10
1.508,9.0294,4.424,35650,26,11
1.766,9.0255,4.437,35198,26,11
2.33,9.0188,4.438,36910,26,11
0.99,9.0212,4.929,30332,26,12
1.145,9.0242,4.919,29505,26,12
1.228,9.0312,4.94,29222,26,12
1.578,9.0224,4.954,34040,26,13
1.343,9.0269,4.958,33874,26,13
0.932,9.018,4.948,33716,26,13
2.673,9.0232,4.422,35581,26,14
0.766,9.0418,4.428,34868,26,14
2.7,9.0188,4.396,35622,26,14
0.91,9.017,4.895,32606,26,15
2.71,9.0242,4.923,33543,26,15
2.398,9.0327,4.925,33161,26,15
3.146,9.0255,4.43,40134,26,16
2.78,9.0443,4.428,40714,26,16
2.419,9.0226,4.411,40111,26,16
2.28,9.0237,4.988,32593,26,17
2.71,9.0188,4.937,33442,26,17
2.815,9.0338,4.956,33051,26,17
1.654,9.0218,4.92,32534,26,18
1.766,9.0312,4.906,33501,26,18
2.09,9.017,4.92,33337,26,18
1.757,9.0313,4.926,30485,26,19
1.896,9.0163,4.92,29658,26,19
1.325,9.022,4.919,29465,26,19
2.259,9.0232,4.898,40183,26,20
2.79,9.032,4.907,39689,26,20
0.709,9.0157,4.897,38738,26,20
2.38,9.0313,4.946,46667,26,21
1.377,9.0167,4.947,46788,26,21
1.551,9.032,4.941,46690,26,21
1.978,9.0335,4.464,49156,26,22
1.461,9.0324,4.45,48981,26,22
0.674,9.018,4.455,49539,26,22
1.623,9.0177,4.468,32559,26,23
2.21,9.0181,4.446,33524,26,23
2.064,9.0271,4.439,33291,26,23
1.365,9.026,4.934,35981,26,24
1.422,9.0402,4.929,36114,26,24
1.746,9.0174,4.911,36618,26,24
2.116,9.0167,4.412,31912,26,25
1.458,9.0303,4.42,32243,26,25
2.97,9.0244,4.419,31241,26,25
1.31,9.0293,4.956,32106,26,26
1.492,9.0331,4.947,32103,26,26
2.8,9.0168,4.955,31515,26,26
2.197,9.0201,4.457,29820,27,1
1.589,9.0204,4.441,29537,27,1
1.875,9.0367,4.445,29825,27,1
1.901,9.0226,4.486,33008,27,2
2.761,9.0263,4.49,32116,27,2
2.347,9.0311,4.482,32734,27,2
0.922,9.0332,4.449,30180,27,3
1.464,9.0321,4.458,29746,27,3
0.737,9.0176,4.433,29548,27,3
1.382,9.0221,4.937,33451,27,4
2.013,9.0394,4.928,32170,27,4
1.999,9.0205,4.936,32348,27,4
1.286,9.0263,4.468,30233,27,5
1.688,9.0465,4.47,29533,27,5
1.281,9.0216,4.442,29508,27,5
1.06,9.0262,4.924,33189,27,6
1.427,9.0343,4.922,31995,27,6
1.413,9.0165,4.907,32859,27,6
2.299,9.029,4.916,37615,27,7
1.837,9.0372,4.92,36424,27,7
1.351,9.0173,4.937,37188,27,7
1.928,9.0151,4.931,33655,27,8
2.501,9.0225,4.932,33474,27,8
2.58,9.0182,4.924,31315,27,8
0.934,9.0299,4.915,30016,27,9
1.395,9.0239,4.901,29644,27,9
1.52,9.0225,4.916,29684,27,9
0.94,9.0205,4.945,29893,27,10
1.707,9.0289,4.923,29688,27,10
1.87,9.0361,4.948,29838,27,10
1.533,9.0304,4.49,37070,27,11
1.74,9.0314,4.449,36437,27,11
3.01,9.0204,4.432,36847,27,11
2.249,9.0367,4.918,30291,27,12
1.931,9.04,4.921,29776,27,12
2.13,9.0225,4.909,29560,27,12
2.304,9.0157,4.926,34350,27,13
2.255,9.03,4.944,33701,27,13
0.811,9.0323,4.948,34220,27,13
0.998,9.0259,4.475,36316,27,14
2.344,9.0328,4.445,34417,27,14
0.79,9.0183,4.449,34834,27,14
1.844,9.0247,4.933,33594,27,15
1.954,9.028,4.931,33530,27,15
2.33,9.0234,4.925,30839,27,15
1.994,9.0155,4.45,40546,27,16
1.455,9.0345,4.447,40451,27,16
1.588,9.0355,4.465,38808,27,16
2.033,9.0266,4.928,33090,27,17
1.329,9.0328,4.943,33493,27,17
2.159,9.0251,4.941,30856,27,17
2.124,9.0201,4.947,33017,27,18
0.852,9.0413,4.954,33610,27,18
2.275,9.0192,4.929,30864,27,18
2.21,9.0272,4.929,30027,27,19
2.009,9.0321,4.938,29578,27,19
2.28,9.0175,4.921,29677,27,19
1.677,9.0341,4.894,42955,27,20
1.349,9.0219,4.919,39893,27,20
0.913,9.0263,4.897,40681,27,20
1.985,9.027,4.952,41051,27,21
1.991,9.0326,4.942,39571,27,21
1.281,9.0186,4.911,40057,27,21
1.699,9.0431,4.471,47496,27,22
1.176,9.0201,4.498,47005,27,22
1.178,9.0195,4.471,46610,27,22
2.18,9.0349,4.471,49794,27,23
1.879,9.0283,4.505,48880,27,23
1.262,9.0176,4.516,48909,27,23
2.052,9.0174,4.895,33153,27,24
0.847,9.0198,4.915,33340,27,24
1.748,9.0283,4.92,30795,27,24
1.98,9.0249,4.469,37409,27,25
2.07,9.0307,4.434,36010,27,25
1.987,9.0229,4.465,37172,27,25
1.984,9.0155,4.949,33270,27,26
1.793,9.028,4.976,32206,27,26
2.45,9.0357,4.952,32692,27,26
1.832,9.0257,4.467,33595,27,27
2.581,9.0274,4.471,32140,27,27
2.97,9.0217,4.463,32922,27,27
2.281,9.0233,4.495,30106,28,1
2.1,9.0243,4.517,30178,28,1
1.526,9.0192,4.471,29552,28,1
1.483,9.0241,4.509,31818,28,2
1.289,9.0181,4.516,30284,28,2
2.53,9.0391,4.506,30697,28,2
1.316,9.0253,4.513,30035,28,3
2.285,9.0326,4.493,30266,28,3
1.824,9.0169,4.483,29307,28,3
1.546,9.0239,4.472,31816,28,4
1.833,9.034,4.506,30446,28,4
0.721,9.0198,4.497,30230,28,4
1.89,9.0319,4.939,30149,28,5
1.313,9.0351,4.916,30243,28,5
1.084,9.0189,4.941,29515,28,5
1.009,9.0156,4.491,31681,28,6
1.558,9.0296,4.485,30335,28,6
1.935,9.0328,4.461,30572,28,6
2.222,9.025,4.939,37624,28,7
0.732,9.0304,4.913,36421,28,7
1.088,9.0167,4.917,36573,28,7
1.759,9.0254,4.928,34064,28,8
1.54,9.0353,4.917,32228,28,8
1.855,9.023,4.911,31929,28,8
1.762,9.0228,4.905,30455,28,9
2.286,9.0259,4.913,30451,28,9
1.402,9.0201,4.885,29489,28,9
1.655,9.0322,4.889,30418,28,10
1.448,9.0194,4.91,30285,28,10
1.748,9.0279,4.869,29406,28,10
1.851,9.0248,4.939,37242,28,11
1.766,9.022,4.945,36396,28,11
2.067,9.0298,4.923,36101,28,11
2.025,9.0227,4.489,30038,28,12
1.476,9.0292,4.506,30263,28,12
1.205,9.0159,4.477,29500,28,12
2.511,9.0328,4.911,35433,28,13
1.694,9.0181,4.907,34553,28,13
1.011,9.0173,4.93,33608,28,13
2.064,9.0224,4.913,35758,28,14
2.45,9.0246,4.922,35315,28,14
1.371,9.0316,4.933,34175,28,14
1.3,9.0279,4.471,34098,28,15
1.556,9.034,4.488,32043,28,15
1.108,9.0164,4.47,31994,28,15
2.32,9.0195,4.921,40721,28,16
1.988,9.0391,4.907,39129,28,16
1.382,9.0177,4.919,38669,28,16
2.56,9.0207,4.465,33535,28,17
1.654,9.0224,4.458,32076,28,17
2.81,9.0231,4.476,31845,28,17
0.997,9.0264,4.962,31298,28,18
2.011,9.0327,4.93,30661,28,18
0.708,9.0247,4.928,31027,28,18
1.851,9.0194,4.943,33524,28,19
2.613,9.0318,4.924,32154,28,19
2.55,9.0166,4.967,31891,28,19
1.371,9.0285,4.916,30403,28,20
1.296,9.026,4.928,30380,28,20
1.342,9.0161,4.921,29475,28,20
1.003,9.0202,4.89,38763,28,21
2.349,9.0218,4.916,37212,28,21
2.39,9.026,4.893,37577,28,21
0.753,9.0257,4.931,38170,28,22
1.515,9.0326,4.933,37007,28,22
0.861,9.0195,4.916,37202,28,22
0.845,9.0337,4.521,50161,28,23
0.969,9.0188,4.518,46250,28,23
2.005,9.0188,4.526,47505,28,23
2.429,9.0234,4.504,49830,28,24
1.879,9.0326,4.521,48575,28,24
3.11,9.0192,4.521,48489,28,24
2.211,9.0179,4.88,33907,28,25
2.605,9.0193,4.875,32235,28,25
1.917,9.0352,4.865,31820,28,25
1.794,9.0272,4.471,37470,28,26
1.235,9.0338,4.455,35729,28,26
2.62,9.0173,4.491,36410,28,26
2.67,9.015,4.924,31701,28,27
2.016,9.0249,4.946,30220,28,27
0.81,9.0322,4.938,30697,28,27
1.293,9.0213,4.515,31487,28,28
0.698,9.0165,4.497,30588,28,28
1.469,9.0152,4.486,30731,28,28
1.851,9.0245,4.842,30216,29,1
2.23,9.0321,4.799,29104,29,1
1.734,9.0159,4.802,28432,29,1
1.246,9.0272,4.862,31472,29,2
1.278,9.0196,4.832,30635,29,2
1.089,9.032,4.815,30546,29,2
1.001,9.0245,4.861,30339,29,3
1.906,9.0325,4.854,29169,29,3
1.007,9.0173,4.859,29008,29,3
2.506,9.0183,4.811,30988,29,4
2.29,9.0295,4.824,30506,29,4
1.446,9.0178,4.805,30405,29,4
2.416,9.0235,4.928,30282,29,5
1.028,9.0402,4.936,28837,29,5
1.678,9.0194,4.928,28790,29,5
1.39,9.0157,4.854,31040,29,6
1.868,9.0261,4.825,30323,29,6
1.409,9.0232,4.829,30358,29,6
1.819,9.021,4.893,35211,29,7
1.387,9.0358,4.926,33436,29,7
1.907,9.0238,4.916,35259,29,7
1.289,9.0267,4.916,32827,29,8
2.239,9.0358,4.918,32195,29,8
1.366,9.0208,4.918,31745,29,8
1.42,9.0188,4.909,31047,29,9
2.508,9.0239,4.903,29250,29,9
0.702,9.0206,4.922,28916,29,9
1.316,9.0291,4.893,30646,29,10
1.4,9.019,4.923,29266,29,10
1.741,9.0262,4.919,29090,29,10
1.205,9.0225,4.868,34869,29,11
2.051,9.02,4.863,33213,29,11
2.33,9.0369,4.834,35225,29,11
1.679,9.0217,4.924,30574,29,12
1.147,9.0234,4.937,29228,29,12
1.381,9.0189,4.929,28725,29,12
1.069,9.0162,4.828,34473,29,13
2.26,9.0274,4.814,32958,29,13
2.293,9.0328,4.802,32737,29,13
1.513,9.0328,4.932,35560,29,14
2.1,9.0218,4.907,34052,29,14
1.911,9.017,4.925,33707,29,14
1.718,9.0177,4.91,31965,29,15
1.912,9.023,4.909,31809,29,15
1.987,9.0256,4.936,32153,29,15
2.512,9.0241,4.801,40574,29,16
1.09,9.0309,4.773,39029,29,16
1.776,9.0165,4.767,38343,29,16
1.412,9.0192,4.931,32233,29,17
1.371,9.0351,4.932,31803,29,17
1.631,9.0183,4.922,31964,29,17
2.523,9.0168,4.821,30974,29,18
1.398,9.0234,4.839,30764,29,18
1.693,9.0297,4.837,30340,29,18
2.565,9.0299,4.957,32351,29,19
1.856,9.0317,4.946,32217,29,19
1.62,9.0227,4.969,32173,29,19
0.931,9.0226,4.938,30780,29,20
1.366,9.0332,4.917,29340,29,20
1.729,9.0161,4.94,28887,29,20
1.536,9.0258,4.914,38112,29,21
1.911,9.03,4.904,38175,29,21
2.47,9.0197,4.907,38463,29,21
1.831,9.0229,4.883,37567,29,22
1.28,9.0194,4.891,36508,29,22
1.907,9.021,4.906,36610,29,22
1.069,9.0299,4.92,42827,29,23
1.73,9.0313,4.942,40579,29,23
1.29,9.0258,4.893,43160,29,23
2.53,9.035,4.852,46196,29,24
1.375,9.0236,4.882,43421,29,24
0.758,9.0225,4.856,45273,29,24
1.478,9.0326,4.856,32178,29,25
1.402,9.031,4.864,32122,29,25
2.079,9.0205,4.864,31911,29,25
1.697,9.0193,4.902,34592,29,26
0.992,9.0251,4.901,33278,29,26
1.16,9.0254,4.875,35171,29,26
1.086,9.0231,4.833,31836,29,27
2.015,9.0329,4.834,30742,29,27
2.416,9.0243,4.82,30245,29,27
2.616,9.0149,4.933,31898,29,28
1.08,9.0299,4.929,30756,29,28
2.265,9.0368,4.942,30520,29,28
1.587,9.0369,4.849,34321,29,29
1.296,9.0168,4.855,32804,29,29
0.938,9.019,4.818,34924,29,29
1.911,9.0237,4.873,30499,30,1
2.272,9.04,4.852,29257,30,1
1.882,9.016,4.839,30053,30,1
2.135,9.0184,4.859,32304,30,2
2.06,9.0378,4.857,31035,30,2
1.336,9.0179,4.85,30461,30,2
2.009,9.0233,4.889,31434,30,3
1.216,9.0284,4.856,29275,30,3
2.228,9.0175,4.911,30001,30,3
2.461,9.0176,4.875,31302,30,4
1.272,9.0396,4.87,30916,30,4
1.729,9.017,4.908,30420,30,4
1.795,9.0273,4.866,30366,30,5
0.908,9.0404,4.867,29120,30,5
1.538,9.0187,4.862,30051,30,5
0.901,9.0186,4.932,31244,30,6
1.992,9.0243,4.91,31010,30,6
1.21,9.0341,4.91,30266,30,6
2.198,9.0329,4.851,34639,30,7
1.054,9.0353,4.85,35318,30,7
1.976,9.0163,4.853,34106,30,7
0.999,9.0236,4.94,32429,30,8
0.941,9.0283,4.931,31440,30,8
1.247,9.0168,4.914,31305,30,8
1.304,9.0195,4.952,30632,30,9
1.441,9.0219,4.94,29657,30,9
1.918,9.0159,4.945,30308,30,9
1.104,9.0264,4.904,30765,30,10
2.374,9.0218,4.9,29284,30,10
2.063,9.0227,4.91,30362,30,10
1.926,9.0195,4.933,34126,30,11
1.315,9.0361,4.902,34782,30,11
1.487,9.0159,4.912,33855,30,11
1.87,9.0292,4.889,30446,30,12
2.279,9.0351,4.88,29156,30,12
2.243,9.0172,4.874,29902,30,12
0.904,9.0192,4.963,34319,30,13
1.421,9.0289,4.947,32898,30,13
1.749,9.0318,4.941,33481,30,13
1.82,9.0414,4.869,34885,30,14
0.778,9.0176,4.861,34142,30,14
0.966,9.0179,4.84,34411,30,14
1.35,9.0166,4.962,31948,30,15
0.826,9.0248,4.939,30830,30,15
1.113,9.0326,4.953,31241,30,15
1.977,9.0231,4.973,38727,30,16
1.956,9.0334,4.946,38171,30,16
1.758,9.0154,4.957,37534,30,16
1.858,9.0333,4.879,32270,30,17
2.542,9.0412,4.862,30919,30,17
2.237,9.018,4.861,31250,30,17
1.834,9.0194,4.933,31619,30,18
0.96,9.0358,4.94,31108,30,18
2.396,9.017,4.931,30271,30,18
0.89,9.0162,4.866,32554,30,19
2.068,9.024,4.85,31041,30,19
1.083,9.0312,4.858,31193,30,19
1.75,9.0345,4.932,31032,30,20
2.608,9.0353,4.943,29264,30,20
1.377,9.0203,4.988,30248,30,20
1.967,9.022,4.929,73086,30,21
0.802,9.0306,4.949,73159,30,21
1.518,9.0182,4.965,74302,30,21
0.763,9.0261,4.924,39177,30,22
1.254,9.0375,4.891,38464,30,22
1.209,9.0164,4.902,37405,30,22
1.579,9.0209,4.945,36836,30,23
1.9,9.0212,4.956,36365,30,23
1.105,9.0199,4.95,35674,30,23
1.202,9.0225,4.923,41301,30,24
2.028,9.0327,4.917,42481,30,24
2.222,9.016,4.962,41849,30,24
1.688,9.0351,4.86,45137,30,25
1.61,9.0206,4.892,45260,30,25
2.337,9.0213,4.869,44873,30,25
1.613,9.0216,4.893,32448,30,26
1.723,9.0305,4.879,31106,30,26
1.312,9.0223,4.879,31332,30,26
2.587,9.0197,4.881,33690,30,27
1.78,9.0193,4.884,34813,30,27
1.572,9.025,4.878,33763,30,27
