iperf,sysbench,ycruncher,pgbench,setId,vmId
1.478,9.0303,4.862,31672,30,28
1.437,9.0371,4.859,31074,30,28
1.206,9.021,4.863,30459,30,28
1.248,9.0188,4.949,31751,30,29
1.647,9.0234,4.973,30942,30,29
1.211,9.033,4.976,30177,30,29
1.563,9.0433,4.869,33835,30,30
1.211,9.0164,4.857,34539,30,30
0.866,9.0167,4.864,34361,30,30
1.538,9.0255,4.896,29528,31,1
2.285,9.0358,4.853,29015,31,1
1.147,9.0184,4.836,30110,31,1
1.812,9.0178,4.869,32744,31,2
1.633,9.0224,4.84,31427,31,2
1.738,9.0148,4.847,30906,31,2
2.34,9.0247,4.888,30455,31,3
0.729,9.0307,4.866,28915,31,3
1.682,9.0162,4.874,30341,31,3
1.049,9.0285,4.906,31832,31,4
1.903,9.0315,4.901,30318,31,4
1.191,9.0162,4.909,30721,31,4
0.961,9.024,4.884,32002,31,5
2.03,9.0346,4.886,31104,31,5
1.471,9.0167,4.903,30739,31,5
2.212,9.0168,4.913,29654,31,6
1.852,9.035,4.912,28804,31,6
2.6,9.0205,4.931,30025,31,6
1.671,9.0172,4.894,32011,31,7
0.885,9.0222,4.882,31148,31,7
1.656,9.0324,4.909,30510,31,7
1.019,9.0284,4.937,34946,31,8
2.393,9.0324,4.909,32995,31,8
1.667,9.0168,4.886,33343,31,8
1.004,9.022,4.956,31891,31,9
1.68,9.0349,4.968,30466,31,9
1.031,9.0157,4.933,30890,31,9
1.684,9.0201,4.936,30575,31,10
1.798,9.0286,4.926,29180,31,10
1.86,9.0257,4.913,30234,31,10
1.635,9.0235,4.912,29986,31,11
0.811,9.0202,4.92,29145,31,11
1.51,9.0216,4.918,30116,31,11
1.871,9.0214,4.918,35180,31,12
1.923,9.0204,4.889,32715,31,12
0.62,9.0166,4.915,33167,31,12
1.179,9.0213,4.962,29798,31,13
1.703,9.0316,4.963,28977,31,13
1.42,9.0206,4.962,30133,31,13
2.445,9.0258,4.931,33785,31,14
1.128,9.0303,4.907,32872,31,14
2.576,9.032,4.898,33869,31,14
1.37,9.0396,4.946,34146,31,15
0.829,9.0202,4.937,33817,31,15
1,9.0183,4.93,34430,31,15
0.838,9.0195,4.92,31553,31,16
1.837,9.0284,4.942,30520,31,16
1.675,9.0296,4.948,30714,31,16
0.847,9.0204,4.87,37767,31,17
0.995,9.0362,4.866,35863,31,17
1.03,9.0208,4.89,36361,31,17
2.382,9.0268,4.875,31764,31,18
1.91,9.0318,4.89,30035,31,18
1.95,9.0166,4.867,30659,31,18
1.515,9.0259,4.932,32337,31,19
0.643,9.0367,4.96,31063,31,19
1.213,9.0151,4.906,30882,31,19
0.64,9.0158,4.9,31574,31,20
0.903,9.0215,4.91,30192,31,20
1.659,9.0306,4.874,30751,31,20
1.054,9.031,4.946,30387,31,21
1.375,9.0314,4.962,28842,31,21
1.132,9.019,4.956,30229,31,21
1.859,9.0225,4.929,73692,31,22
2.042,9.0336,4.91,74630,31,22
1.898,9.0174,4.926,74700,31,22
2.351,9.0254,4.909,40074,31,23
1.217,9.0324,4.922,38731,31,23
2.121,9.0174,4.939,37989,31,23
1.692,9.0171,4.91,37450,31,24
0.716,9.0225,4.945,36446,31,24
1.18,9.0204,4.945,35747,31,24
1.614,9.0242,4.924,42438,31,25
1.618,9.0267,4.936,39838,31,25
1.602,9.0195,4.942,40803,31,25
1.27,9.0322,4.906,45789,31,26
1.468,9.0169,4.909,43158,31,26
0.813,9.0231,4.904,44123,31,26
1.386,9.0238,4.919,31843,31,27
1.879,9.0338,4.904,30201,31,27
1.728,9.018,4.899,30547,31,27
2.173,9.0194,4.879,34911,31,28
2.405,9.0196,4.898,32713,31,28
1.723,9.0249,4.89,33662,31,28
1.752,9.0203,4.876,32442,31,29
0.802,9.0333,4.856,31233,31,29
1.421,9.0178,4.876,30792,31,29
1.748,9.0173,4.924,32504,31,30
1.739,9.0251,4.947,31306,31,30
2.142,9.0289,4.95,30922,31,30
1.596,9.0288,4.927,35009,31,31
1.978,9.0166,4.892,32697,31,31
0.78,9.0164,4.895,32855,31,31
1.185,9.0196,4.9,30019,32,1
1.281,9.0355,4.902,30032,32,1
2.296,9.0188,4.908,28929,32,1
1.65,9.0236,4.908,31572,32,2
1.519,9.0416,4.896,31599,32,2
1.746,9.0205,4.876,30573,32,2
1.468,9.0345,4.938,30626,32,3
1.191,9.0297,4.963,30357,32,3
1.012,9.0162,4.94,29370,32,3
2.66,9.0277,4.948,31822,32,4
1.814,9.0327,4.926,30491,32,4
1.617,9.0258,4.943,31489,32,4
1.389,9.0301,4.889,31173,32,5
0.613,9.0311,4.894,31522,32,5
2.368,9.0174,4.892,30107,32,5
2.031,9.0234,4.941,30283,32,6
1.632,9.0448,4.922,30301,32,6
1.765,9.0209,4.947,28900,32,6
0.59,9.0178,4.966,31235,32,7
1.282,9.0274,4.933,31277,32,7
0.806,9.039,4.952,30458,32,7
1.75,9.0306,4.907,34056,32,8
1.643,9.042,4.927,32608,32,8
1.402,9.018,4.918,32990,32,8
1.327,9.0272,4.95,32222,32,9
1.385,9.031,4.914,30729,32,9
1.286,9.017,4.928,31924,32,9
1.37,9.0199,4.926,31055,32,10
1.11,9.0192,4.903,30483,32,10
1.437,9.0167,4.901,29398,32,10
2.204,9.031,4.939,30785,32,11
0.957,9.0192,4.949,30255,32,11
1.061,9.0267,4.933,29155,32,11
1.653,9.0227,4.945,33144,32,12
2.078,9.0384,4.921,32398,32,12
0.733,9.0191,4.95,32518,32,12
1.923,9.0299,4.911,30666,32,13
2.207,9.0346,4.91,30254,32,13
0.899,9.0184,4.886,28867,32,13
1.69,9.0178,4.962,34646,32,14
1.989,9.029,4.935,33897,32,14
1.725,9.0313,4.945,32748,32,14
1.847,9.0189,4.943,35254,32,15
1.477,9.0284,4.921,34337,32,15
1.259,9.0293,4.91,33757,32,15
1.71,9.0395,4.924,31656,32,16
1.389,9.0182,4.931,30476,32,16
0.692,9.0194,4.922,31612,32,16
1.242,9.0166,4.926,37379,32,17
1.399,9.0334,4.946,36505,32,17
1.342,9.0391,4.958,36987,32,17
0.74,9.0297,4.94,31701,32,18
1.041,9.0253,4.903,30636,32,18
1.156,9.023,4.902,31612,32,18
0.631,9.0323,4.894,31523,32,19
1.454,9.045,4.885,31407,32,19
1.486,9.0222,4.886,30564,32,19
1.179,9.022,4.934,33279,32,20
1.324,9.0342,4.935,32473,32,20
1.748,9.0179,4.913,32299,32,20
1.969,9.0153,4.894,31857,32,21
1.15,9.0293,4.911,30600,32,21
1.684,9.0324,4.909,31703,32,21
1.428,9.0382,4.944,30440,32,22
1.728,9.0303,4.967,30306,32,22
0.806,9.0186,4.999,29176,32,22
1.414,9.0233,4.912,73169,32,23
1.505,9.0384,4.915,73963,32,23
1.844,9.0168,4.891,74668,32,23
1.589,9.0284,4.932,38285,32,24
1.909,9.0321,4.92,38928,32,24
1.776,9.0165,4.936,37800,32,24
1.261,9.019,4.917,36432,32,25
1.906,9.0165,4.945,36759,32,25
1.777,9.0209,4.911,35721,32,25
2.263,9.0308,4.94,40034,32,26
2.108,9.0312,4.961,38653,32,26
1.967,9.0168,4.923,38363,32,26
1.58,9.0343,4.915,43940,32,27
1.489,9.0195,4.953,41608,32,27
1.6,9.0267,4.913,42372,32,27
1.409,9.0365,4.933,31633,32,28
1.151,9.0391,4.959,30216,32,28
1.598,9.0203,4.925,31649,32,28
1.641,9.018,4.898,33215,32,29
1.691,9.0225,4.913,32247,32,29
1.501,9.0265,4.881,32852,32,29
1.343,9.0339,4.934,31818,32,30
1.347,9.0354,4.887,31504,32,30
2.22,9.0177,4.892,30595,32,30
2.193,9.0182,4.946,31676,32,31
2.137,9.0253,4.926,31670,32,31
1.995,9.0351,4.934,30298,32,31
1.082,9.0338,4.9,33810,32,32
1.198,9.016,4.943,32183,32,32
0.754,9.0169,4.934,32664,32,32
1.559,9.024,4.925,30172,33,1
2.36,9.0373,4.925,29799,33,1
0.963,9.0196,4.923,29870,33,1
1.69,9.0233,4.925,32539,33,2
0.564,9.0333,4.897,30531,33,2
0.746,9.0176,4.908,30848,33,2
1.771,9.0295,4.947,30704,33,3
1.506,9.033,4.956,29996,33,3
1.037,9.0211,4.948,30188,33,3
0.9,9.0273,4.936,30887,33,4
1.367,9.0413,4.944,29590,33,4
1.212,9.0166,4.953,29262,33,4
1.892,9.0226,4.943,31896,33,5
1.308,9.0324,4.924,30336,33,5
1.348,9.0185,4.954,30601,33,5
1.455,9.0224,5.34,30068,33,6
0.728,9.0394,5.334,29789,33,6
1.71,9.0172,5.315,29771,33,6
0.817,9.0229,4.916,31849,33,7
1.092,9.0256,4.96,30443,33,7
1.876,9.0335,4.955,30278,33,7
1.083,9.0246,5.324,34006,33,8
1.519,9.0328,5.336,32537,33,8
1.591,9.0182,5.327,32526,33,8
0.808,9.0275,5.354,31147,33,9
1.209,9.0338,5.354,29854,33,9
2.051,9.0189,5.318,29590,33,9
1.541,9.0197,5.332,30393,33,10
2.345,9.0201,5.315,29920,33,10
1.283,9.0257,5.357,30168,33,10
2.043,9.0175,5.311,31006,33,11
2.183,9.0229,5.334,29883,33,11
1.803,9.0216,5.333,29998,33,11
0.747,9.0216,4.935,33434,33,12
1.03,9.0227,4.964,31915,33,12
1.839,9.0199,4.925,32277,33,12
1.78,9.0235,4.938,30346,33,13
2.33,9.033,4.925,29884,33,13
2.334,9.0181,4.936,29916,33,13
0.932,9.0309,5.343,33639,33,14
1.658,9.0273,5.341,32776,33,14
1.427,9.0173,5.33,33581,33,14
1.587,9.0185,4.941,34175,33,15
1.865,9.0265,4.907,33457,33,15
2.024,9.0244,4.939,33873,33,15
2.031,9.0171,5.34,30730,33,16
1.088,9.0256,5.352,29390,33,16
1.612,9.0176,5.321,29208,33,16
1.257,9.0325,5.353,35469,33,17
0.789,9.0172,5.352,34693,33,17
1.18,9.0185,5.367,34133,33,17
1.73,9.0206,4.917,30895,33,18
2.193,9.0262,4.918,29410,33,18
1.173,9.0336,4.933,28999,33,18
1.527,9.0274,4.91,32206,33,19
1.352,9.0315,4.935,30650,33,19
0.8,9.0209,4.926,30895,33,19
1.673,9.0236,5.382,33777,33,20
1.551,9.0297,5.346,32188,33,20
1.702,9.0198,5.322,32121,33,20
1.156,9.0275,5.325,30684,33,21
1.076,9.0359,5.308,29319,33,21
1.591,9.0166,5.321,29126,33,21
1.847,9.0189,4.908,30820,33,22
0.566,9.0215,4.901,29724,33,22
0.985,9.033,4.91,29230,33,22
1.432,9.0291,5.352,30727,33,23
1.51,9.032,5.396,29836,33,23
0.849,9.0182,5.359,29877,33,23
1.385,9.0239,5.312,71919,33,24
1.815,9.0349,5.313,71263,33,24
0.849,9.0183,5.339,71476,33,24
1.753,9.0343,5.315,39328,33,25
2.35,9.0168,5.324,37923,33,25
1.216,9.0234,5.313,39015,33,25
1.882,9.0199,5.298,37132,33,26
1.744,9.0234,5.303,34662,33,26
2.072,9.0295,5.318,35576,33,26
1.604,9.0235,5.339,39661,33,27
1.68,9.0306,5.319,38024,33,27
1.585,9.0198,5.334,38811,33,27
2.084,9.0333,4.952,43821,33,28
1.234,9.0233,4.943,41915,33,28
1.485,9.0196,4.921,42709,33,28
1.535,9.0218,4.952,31378,33,29
0.592,9.0343,4.966,29591,33,29
1.696,9.0231,4.972,29120,33,29
1.581,9.0194,5.309,33720,33,30
0.588,9.0199,5.322,31997,33,30
1.921,9.0369,5.307,32241,33,30
2.016,9.0297,4.938,32756,33,31
1.59,9.0357,4.912,30417,33,31
1.423,9.0201,4.899,30827,33,31
1.351,9.0166,5.351,32532,33,32
1.599,9.0432,5.354,30458,33,32
1.319,9.0185,5.352,30754,33,32
0.676,9.0376,4.949,33578,33,33
1.254,9.0164,4.93,31975,33,33
1.218,9.0183,4.92,32293,33,33
0.923,9.0256,4.938,30061,34,1
1.769,9.0327,4.955,29284,34,1
1.739,9.0188,4.917,29210,34,1
1.774,9.0229,4.957,32022,34,2
1.503,9.0328,4.954,30785,34,2
1.349,9.0176,4.958,30809,34,2
0.951,9.0279,4.927,30361,34,3
1.752,9.0335,4.925,29452,34,3
1.55,9.0198,4.946,29393,34,3
1.749,9.0183,4.95,29982,34,4
2.123,9.0405,4.936,29810,34,4
1.871,9.0151,4.942,30334,34,4
1.466,9.0325,4.921,31380,34,5
1.724,9.0278,4.919,30318,34,5
1.264,9.0181,4.947,29822,34,5
1.347,9.0312,5.387,30311,34,6
1.267,9.0325,5.399,28850,34,6
1.58,9.0195,5.371,29212,34,6
1.446,9.0187,4.912,31588,34,7
0.996,9.0253,4.916,30328,34,7
1.63,9.0308,4.937,30055,34,7
1.509,9.0302,5.361,32161,34,8
0.571,9.0348,5.38,30747,34,8
1.237,9.0223,5.385,30864,34,8
1.493,9.0299,5.394,30554,34,9
1.683,9.0361,5.379,29811,34,9
1.937,9.0154,5.399,30541,34,9
1.863,9.0185,5.354,30628,34,10
1.489,9.0182,5.371,29210,34,10
1.235,9.0197,5.35,29400,34,10
1.152,9.0217,5.38,30812,34,11
1.627,9.0195,5.38,29318,34,11
2.276,9.0156,5.37,29379,34,11
1.512,9.0223,4.976,31551,34,12
1.579,9.0235,4.962,30382,34,12
1.177,9.0229,4.959,30529,34,12
1.861,9.0209,4.919,29613,34,13
1.774,9.048,4.933,29196,34,13
1.309,9.0228,4.904,28959,34,13
1.166,9.0283,5.445,33794,34,14
0.779,9.0333,5.411,32467,34,14
1.189,9.0233,5.357,32334,34,14
0.711,9.0216,4.954,34122,34,15
1.713,9.0316,4.952,33586,34,15
1.247,9.0357,4.894,32621,34,15
0.666,9.0205,5.372,30266,34,16
1.906,9.0402,5.368,29555,34,16
2.206,9.0177,5.359,30329,34,16
1.566,9.036,5.384,34710,34,17
1.373,9.0227,5.382,34456,34,17
0.77,9.0195,5.413,35220,34,17
1.838,9.0172,4.927,30379,34,18
1.495,9.0231,4.928,29773,34,18
1.518,9.039,4.928,30336,34,18
1.026,9.0279,4.904,31862,34,19
1.477,9.0302,4.915,30819,34,19
0.929,9.0152,4.902,30723,34,19
1.593,9.0257,5.388,31588,34,20
1.414,9.0308,5.418,30377,34,20
1.168,9.0175,5.404,30601,34,20
1.59,9.0231,5.372,30133,34,21
1.964,9.0345,5.387,29614,34,21
1.723,9.0225,5.386,30590,34,21
1.885,9.0162,4.91,30509,34,22
1.604,9.0263,4.908,29741,34,22
1.386,9.0362,4.919,30293,34,22
1.424,9.0296,5.406,30362,34,23
1.114,9.0336,5.415,29605,34,23
1.537,9.0187,5.391,29409,34,23
1.373,9.0216,5.402,68072,34,24
1.633,9.0317,5.423,70209,34,24
0.773,9.017,5.385,69717,34,24
1.735,9.036,5.334,39262,34,25
1.258,9.0201,5.338,38729,34,25
2.188,9.0154,5.337,38484,34,25
1.23,9.0177,5.342,37262,34,26
1.104,9.0218,5.384,35557,34,26
1.028,9.022,5.381,35676,34,26
1.943,9.0276,5.353,36891,34,27
1.328,9.0376,5.36,36149,34,27
1.986,9.0167,5.362,36343,34,27
1.61,9.0314,5.386,40947,34,28
0.836,9.0169,5.406,39362,34,28
1.625,9.0225,5.413,39274,34,28
1.033,9.03,4.927,30286,34,29
1.294,9.0423,4.931,29867,34,29
1.19,9.0212,4.919,30382,34,29
1.519,9.0365,5.01,31668,34,30
1.15,9.0347,4.959,30420,34,30
1.451,9.0172,4.952,30404,34,30
2.138,9.0178,5.368,31897,34,31
1.871,9.0208,5.386,30830,34,31
0.846,9.0244,5.385,30494,34,31
1.654,9.0321,4.922,32095,34,32
0.559,9.0396,4.926,31010,34,32
1.147,9.0202,4.896,30596,34,32
0.792,9.0158,5.401,31507,34,33
0.716,9.0385,5.428,30628,34,33
0.667,9.0175,5.417,30559,34,33
1.548,9.0339,4.909,31541,34,34
1.471,9.0158,4.968,30230,34,34
1.268,9.0165,4.939,30574,34,34
1.618,9.0255,4.92,29575,35,1
1.673,9.0346,4.949,29881,35,1
1.921,9.0192,4.898,28620,35,1
2.194,9.0288,4.961,31487,35,2
2.266,9.0377,4.964,30569,35,2
0.788,9.0172,4.968,29561,35,2
0.732,9.0288,4.975,30188,35,3
1.27,9.0318,4.941,30124,35,3
0.852,9.018,4.959,28881,35,3
2.101,9.0198,4.946,30118,35,4
0.651,9.0348,4.936,29574,35,4
0.797,9.0181,4.963,29732,35,4
1.455,9.034,4.929,30690,35,5
0.708,9.0178,4.947,30127,35,5
1.258,9.0186,4.924,29481,35,5
1.59,9.0256,5.431,30031,35,6
1.483,9.0305,5.427,29980,35,6
1.571,9.0169,5.449,28017,35,6
1.53,9.0168,4.948,31010,35,7
1.336,9.0243,4.943,30376,35,7
0.806,9.0308,4.949,29510,35,7
0.58,9.0297,5.407,31223,35,8
0.785,9.0307,5.395,31019,35,8
1.432,9.0165,5.393,30713,35,8
2.102,9.0251,5.429,30692,35,9
1.075,9.0337,5.45,30069,35,9
1.834,9.0195,5.452,30039,35,9
1.582,9.0164,5.396,30893,35,10
1.114,9.0207,5.392,30341,35,10
1.965,9.0224,5.387,29425,35,10
1.793,9.0202,5.391,30555,35,11
1.84,9.026,5.387,29956,35,11
1.673,9.0214,5.387,28835,35,11
1.577,9.0206,4.955,30453,35,12
1.6,9.0236,4.969,30004,35,12
1.575,9.0221,4.948,29077,35,12
1.74,9.0231,4.92,30804,35,13
2.181,9.037,4.926,30175,35,13
0.662,9.0177,4.931,31009,35,13
0.636,9.0259,5.449,29877,35,14
0.571,9.0322,5.472,29613,35,14
0.627,9.0178,5.441,28427,35,14
1.286,9.0257,4.937,33915,35,15
1.912,9.0267,4.949,32697,35,15
2.134,9.0321,4.911,31618,35,15
1.82,9.0183,5.413,33987,35,16
1.373,9.0358,5.388,33642,35,16
1.148,9.0194,5.406,32559,35,16
1.373,9.0308,5.428,29848,35,17
1.067,9.0202,5.451,29658,35,17
1.438,9.0261,5.452,29493,35,17
0.993,9.0224,4.94,35475,35,18
1.449,9.0249,4.928,34659,35,18
1.187,9.0325,4.922,34136,35,18
1.433,9.0278,4.924,29953,35,19
1.404,9.031,4.925,29510,35,19
1.535,9.0159,4.915,29638,35,19
1.162,9.0281,5.427,31265,35,20
1.292,9.0255,5.429,30549,35,20
1.371,9.0187,5.423,29829,35,20
1.215,9.0243,5.409,30846,35,21
1.179,9.0334,5.426,30538,35,21
1.128,9.0174,5.418,30316,35,21
1.398,9.0155,4.933,30116,35,22
1.59,9.0339,4.912,29520,35,22
0.734,9.0221,4.923,29612,35,22
1.49,9.0315,5.444,30064,35,23
1.374,9.0395,5.437,29666,35,23
1.617,9.023,5.462,29537,35,23
1.852,9.0337,5.42,30211,35,24
0.904,9.0329,5.446,30049,35,24
2.002,9.0165,5.418,28718,35,24
1.624,9.0238,5.433,71629,35,25
1.818,9.0321,5.404,72281,35,25
1.843,9.0163,5.412,71912,35,25
1.887,9.038,5.414,37737,35,26
1.844,9.0171,5.4,37174,35,26
1.724,9.016,5.398,36468,35,26
1.102,9.0219,5.43,34803,35,27
1.905,9.021,5.416,34246,35,27
2.083,9.0242,5.428,33703,35,27
1.145,9.0207,5.404,36412,35,28
1.112,9.024,5.411,36372,35,28
2.04,9.0169,5.402,36265,35,28
2.194,9.029,4.968,39986,35,29
1.398,9.0201,4.951,39994,35,29
0.794,9.0318,4.959,39615,35,29
1.212,9.0314,4.938,30079,35,30
1.238,9.0288,4.987,29327,35,30
1.641,9.0199,4.969,29728,35,30
1.015,9.0275,5.433,31240,35,31
1.922,9.0343,5.412,30658,35,31
0.634,9.0211,5.4,30250,35,31
1.076,9.016,4.897,31217,35,32
1.012,9.019,4.918,30599,35,32
0.821,9.0264,4.896,29762,35,32
1.606,9.0271,5.433,31088,35,33
1.256,9.032,5.463,30307,35,33
1.457,9.021,5.437,29666,35,33
0.624,9.0227,4.963,30792,35,34
0.69,9.048,4.942,30345,35,34
1.244,9.017,4.954,30334,35,34
0.679,9.0351,5.435,30676,35,35
1.683,9.0182,5.455,30702,35,35
1.362,9.019,5.478,30684,35,35
1.543,9.0244,4.918,29270,36,1
0.989,9.0338,4.937,28886,36,1
0.608,9.0155,4.942,28930,36,1
1.261,9.0249,4.947,29976,36,2
1.348,9.0294,4.947,29980,36,2
1.283,9.0178,4.944,30425,36,2
1.481,9.0204,4.95,29997,36,3
1.003,9.0374,4.932,28952,36,3
1.029,9.018,4.893,29037,36,3
1.85,9.0242,4.973,30583,36,4
1.265,9.0322,4.95,29385,36,4
1.138,9.0196,4.949,29873,36,4
1.712,9.0216,4.913,29843,36,5
0.697,9.0343,4.912,29584,36,5
1.07,9.0247,4.891,29927,36,5
0.973,9.0361,5.465,29603,36,6
1.157,9.0177,5.451,28978,36,6
1.649,9.0181,5.484,28866,36,6
1.346,9.0224,4.916,29438,36,7
1.395,9.0326,4.925,29678,36,7
1.642,9.0179,4.934,29850,36,7
1.334,9.0182,5.483,31968,36,8
1.616,9.0254,5.478,30496,36,8
1.388,9.0281,5.49,30650,36,8
1.198,9.0259,5.434,29571,36,9
0.658,9.0353,5.45,28969,36,9
1.347,9.0172,5.463,28722,36,9
1.155,9.0245,5.458,30991,36,10
1.536,9.03,5.449,29794,36,10
1.313,9.0154,5.456,30286,36,10
0.979,9.0185,5.475,30070,36,11
1.416,9.0197,5.421,29380,36,11
0.617,9.0321,5.444,30079,36,11
0.843,9.0186,4.953,29785,36,12
1.092,9.0197,4.95,29217,36,12
1.577,9.016,4.917,28711,36,12
1.822,9.0263,4.939,30211,36,13
1.204,9.0187,4.899,29088,36,13
1.43,9.019,4.924,28834,36,13
2.215,9.0184,5.468,31421,36,14
1.261,9.0357,5.476,30472,36,14
1.97,9.0198,5.479,30216,36,14
1.15,9.0228,4.959,29805,36,15
1.227,9.0343,4.939,28960,36,15
1.334,9.0231,4.93,28948,36,15
1.087,9.016,5.449,32980,36,16
1.449,9.0327,5.446,31845,36,16
1.419,9.0232,5.459,31243,36,16
1.578,9.0178,5.438,32921,36,17
1.728,9.0347,5.451,32136,36,17
0.677,9.0191,5.465,32251,36,17
0.861,9.0406,4.928,30613,36,18
1.5,9.0171,4.879,29504,36,18
0.935,9.0245,4.923,29795,36,18
1.863,9.0158,4.906,34880,36,19
1.484,9.0419,4.902,34187,36,19
1.442,9.0157,4.889,34136,36,19
1.579,9.0247,5.468,30492,36,20
2.052,9.0325,5.468,29524,36,20
1.077,9.0162,5.477,29794,36,20
1.352,9.0235,5.468,30104,36,21
1.093,9.0273,5.477,29899,36,21
1.614,9.0216,5.489,30226,36,21
1.286,9.0253,4.895,31226,36,22
1.816,9.0338,4.908,30300,36,22
1.104,9.022,4.918,29997,36,22
0.737,9.0166,5.486,30405,36,23
1.411,9.0482,5.506,29611,36,23
1.396,9.0168,5.504,30052,36,23
1.117,9.0365,5.474,30398,36,24
1.112,9.039,5.495,29567,36,24
1.596,9.0235,5.468,30126,36,24
0.628,9.0244,5.478,29812,36,25
1.425,9.0273,5.481,28979,36,25
1.131,9.0158,5.474,29143,36,25
1.314,9.0298,5.421,71316,36,26
1.619,9.0245,5.451,71372,36,26
1.859,9.0159,5.42,70775,36,26
0.636,9.0372,5.452,36677,36,27
1.602,9.0161,5.455,36408,36,27
1.082,9.0249,5.468,36537,36,27
1.617,9.0182,5.497,32920,36,28
1.884,9.0194,5.502,33751,36,28
2.02,9.0215,5.498,33906,36,28
1.342,9.0222,4.955,36838,36,29
0.78,9.0272,4.952,35569,36,29
1.72,9.0175,4.935,35284,36,29
1.762,9.039,5.429,40664,36,30
1.16,9.0167,5.441,39755,36,30
1.268,9.0218,5.439,39313,36,30
1.534,9.0378,4.903,30242,36,31
1.575,9.034,4.946,29470,36,31
1.312,9.024,4.916,30122,36,31
1.763,9.0246,5.422,32206,36,32
1.14,9.0368,5.459,30183,36,32
1.699,9.0197,5.416,30291,36,32
1.514,9.0189,4.924,30184,36,33
1.357,9.0242,4.886,29778,36,33
1.473,9.032,4.876,30266,36,33
2.234,9.0287,5.492,29984,36,34
1.657,9.0272,5.461,29749,36,34
1.685,9.0253,5.48,29999,36,34
1.427,9.0201,4.947,31246,36,35
1.382,9.0339,4.933,30024,36,35
1.33,9.0225,4.922,29958,36,35
0.817,9.0368,5.454,31212,36,36
1.045,9.0172,5.486,30495,36,36
0.639,9.0174,5.477,30102,36,36
1.418,9.0297,4.911,29610,37,1
1.319,9.0259,4.911,28822,37,1
2.148,9.0158,4.903,28798,37,1
1.5,9.027,4.96,29950,37,2
1.396,9.0275,4.907,28628,37,2
0.987,9.0176,4.913,29003,37,2
1.502,9.0226,4.933,29532,37,3
1.444,9.0318,4.943,28954,37,3
1.088,9.0231,4.932,28980,37,3
1.539,9.0344,4.955,31051,37,4
1.607,9.0354,4.949,30092,37,4
1.744,9.0163,4.957,29439,37,4
1.364,9.0194,4.938,29816,37,5
1.165,9.0413,4.925,28751,37,5
1.292,9.02,4.92,28616,37,5
1.324,9.0505,5.637,29618,37,6
1.306,9.0196,5.623,28779,37,6
1.07,9.0194,5.646,28703,37,6
1.109,9.0233,4.942,29725,37,7
1.616,9.0302,4.904,28731,37,7
1.914,9.0204,4.902,28729,37,7
1.828,9.0185,5.649,32753,37,8
1.668,9.0386,5.627,31151,37,8
0.685,9.0306,5.615,30855,37,8
1.273,9.0203,5.647,29173,37,9
1.69,9.0497,5.647,28863,37,9
1.182,9.018,5.647,28527,37,9
1.13,9.0317,5.586,31560,37,10
0.925,9.0323,5.63,30209,37,10
1.554,9.0157,5.576,29666,37,10
1.42,9.0278,5.59,29953,37,11
1.578,9.0167,5.59,28718,37,11
2.056,9.0155,5.574,28594,37,11
1.35,9.0193,4.945,29629,37,12
1.3,9.027,4.916,29061,37,12
1.148,9.0268,4.931,28959,37,12
1.378,9.0157,4.935,29915,37,13
1.216,9.026,4.912,29028,37,13
1.763,9.0202,4.905,29071,37,13
0.711,9.0338,5.651,32167,37,14
1.189,9.0218,5.617,30860,37,14
1.795,9.0196,5.6,30761,37,14
1.324,9.0201,4.955,29498,37,15
1.255,9.035,4.916,28756,37,15
0.578,9.0167,4.933,28730,37,15
1.485,9.0266,5.576,32653,37,16
1.181,9.0325,5.594,31909,37,16
0.537,9.0182,5.603,31605,37,16
1.499,9.0165,5.625,33624,37,17
1.136,9.0331,5.623,32222,37,17
1.22,9.0309,5.61,32533,37,17
1.656,9.0192,4.918,30971,37,18
1.17,9.0425,4.874,29928,37,18
1.98,9.0192,4.909,29376,37,18
1.629,9.0406,5.636,36132,37,19
0.922,9.0201,5.663,34668,37,19
0.649,9.0203,5.643,34668,37,19
1.327,9.0162,4.911,30837,37,20
1.528,9.0493,4.955,30153,37,20
1.453,9.0164,4.889,29063,37,20
1.681,9.0266,5.65,30076,37,21
1.39,9.0308,5.652,28680,37,21
0.715,9.0206,5.677,29036,37,21
1.22,9.0324,5.603,32358,37,22
1.235,9.0353,5.626,30922,37,22
1.273,9.0223,5.633,30701,37,22
1.723,9.0253,4.948,31048,37,23
1.437,9.0286,4.909,29909,37,23
1.112,9.0172,4.901,29436,37,23
1.532,9.0176,5.683,30874,37,24
1.047,9.0456,5.647,30230,37,24
1.367,9.0215,5.619,29268,37,24
1.378,9.0316,5.662,30362,37,25
1.443,9.0328,5.647,28844,37,25
1.275,9.0228,5.652,28914,37,25
0.927,9.0245,5.614,29519,37,26
1.036,9.0335,5.613,29015,37,26
1.603,9.018,5.612,28919,37,26
1.484,9.0309,5.596,70133,37,27
1.235,9.0244,5.617,70156,37,27
1.602,9.0229,5.61,70764,37,27
1.363,9.0423,5.611,35310,37,28
1.393,9.0181,5.592,34061,37,28
1.552,9.0176,5.607,34277,37,28
0.697,9.0214,5.627,33098,37,29
1.269,9.0216,5.652,31727,37,29
0.909,9.0296,5.678,32139,37,29
1.551,9.0297,4.943,38780,37,30
0.88,9.0331,4.94,36182,37,30
1.327,9.015,4.928,36009,37,30
