,iperf,sysbench,ycruncher,pgbench,setId,vmId
0,0.9997974683544304,7.100398547841763e-05,0.002795569072379908,1.0,1,1
1,1.0,0.0,0.0,0.9316334072431633,1,1
2,0.9997974683544304,5.089194778287314e-05,0.009515981524848324,0.9629219019462922,1,1
3,0.9926413502109704,0.0007247736695652617,0.01580452680303212,0.9072431633407243,2,1
4,0.9949367088607595,3.593917507085557e-05,0.01977923718174622,0.8956639566395663,2,1
5,0.9961518987341772,0.00022328629137559214,0.01918453376852735,0.9361911800936191,2,1
6,0.96442194092827,0.07302270295238858,0.06770607633018291,0.8810178037543498,3,1
7,0.2526198439241917,0.07228070312531004,0.07028545118879218,0.8885994094005782,3,1
8,0.9144506329113924,0.07195755643059898,0.06929082282598867,0.8898743532889873,3,1
9,0.5590277777777778,0.07334519387360203,0.07128826071433855,0.9167282581916728,4,1
10,0.5000000000000062,0.07234239424688996,0.07489524822985441,0.8884891315002695,4,1
11,0.41812865497076007,0.07209444878145257,0.07192960023021346,0.9377925597437793,4,1
12,0.4444444444444444,0.223436122167191,0.10044773917202163,0.9340970682434097,5,1
13,0.5572916666666669,0.1470267245668791,0.1047572923704826,0.8880480198990344,5,1
14,0.4444444444444444,0.12140073534344971,0.1039784412188446,0.9255974377925598,5,1
15,0.5694444444444444,0.22301661171963613,0.11370734754002597,0.9214092140921408,6,1
16,0.5555555555555556,0.11641316367622245,0.15910541776511686,0.8888751041513503,6,1
17,0.4444444444444444,0.1266097111001272,0.10927053407566012,0.8886821178258099,6,1
18,0.751103752759382,0.22497689644208652,0.20572477257630015,0.9019462921901946,7,1
19,0.4444444444444444,0.12120924835140057,0.19151799425756194,0.887923957261187,7,1
20,0.5555555555555556,0.12887760026004783,0.22821834488916934,0.903670854890367,7,1
21,0.5590277777777778,0.19724348861995705,0.25048148761122624,0.8833198549232956,8,1
22,0.5555555555555556,0.1283839305057672,0.32940516196789404,0.9254742547425474,8,1
23,0.5781249999999998,0.15307942772535515,0.4444629847591677,0.9283074648928307,8,1
24,0.5555555555555556,0.16244420705695484,0.2276342304973744,0.782567208253688,9,1
25,0.5555555555555556,0.11087187114888311,0.33268473520111125,0.7805270670979756,9,1
26,0.5572916666666669,0.11170085691303822,0.38159699942985686,0.7813679360878301,9,1
27,0.5572916666666669,0.17917215629576877,0.224140732702368,0.7675793877162956,10,1
28,0.3654970760233913,0.12337841359975138,0.25987933608161234,0.7660962160106481,10,1
29,0.4137426900584798,0.11071517282464262,0.2100025080733039,0.7672371173226846,10,1
30,0.8893704641350211,0.16317423944936954,0.4721292795225602,0.7793002254570405,11,1
31,0.5555555555555556,0.11104216687057814,0.20315284260865307,0.7691196044875449,11,1
32,0.5555555555555556,0.11078416547798392,0.2052596611781498,0.7538030043734548,11,1
33,0.4225146198830413,0.22250944169418221,0.19834413890496505,0.7802375876096651,12,1
34,0.5555555555555556,0.15380347418847476,0.1934066663106199,0.7704601635291878,12,1
35,0.33479532163742676,0.11990476753193517,0.1853198384134403,0.778045814341028,12,1
36,0.6865342163355409,0.4630316876306393,0.339441396854917,0.7694618748811558,13,1
37,0.5555555555555556,0.33661245107172433,0.2766678498135234,0.7653831526906254,13,1
38,0.4444444444444444,0.44697662854464115,0.35560301374565917,0.7771914812702032,13,1
39,0.5555555555555556,0.37927035724825264,0.3172988325504056,0.781436859775523,14,1
40,0.29676700111482707,0.3320850362644851,0.4440582217652905,0.7776193192622168,14,1
41,0.4444444444444444,0.4630547335770091,0.45009225726274515,0.7575965012359762,14,1
42,0.8614866895018329,0.4974557773573225,0.22009972091564983,0.6822970146415668,15,1
43,0.5000000000000062,0.3329215289355536,0.35004144515758007,0.7796448438955054,15,1
44,0.4444444444444444,0.5560999208208028,0.2060452372373569,0.7701749382011787,15,1
45,0.40058479532163715,0.4230644784865699,0.4384241934863159,0.6684635862331241,16,1
46,0.5677083333333336,0.33297270350321706,0.19809306275111982,0.6674082525194903,16,1
47,0.28405797101449265,0.42235800778934035,0.19011031144908846,0.6596216632499213,16,1
48,0.6766004415011038,0.5344842910318403,0.44630647995265726,0.6664388836462638,17,1
49,0.3328874024526197,0.3327292334068122,0.2745527758453083,0.6592149078563448,17,1
50,0.3295429208472686,0.38228454333096357,0.45101679065607886,0.6664551538620068,17,1
51,0.7933417462892857,0.440401962262193,0.30117070108509697,0.6485904569761262,18,1
52,0.29342251950947595,0.34800986225950264,0.42392471395375686,0.661948304101179,18,1
