,iperf,sysbench,ycruncher,pgbench,setId,vmId
53,0.8063217354726281,0.3795293792192989,0.3800413053480842,0.6747385434493249,18,1
54,0.5659722222222222,0.47552815872010873,0.20741058405454627,0.5866660158580371,19,1
55,0.3654970760233913,0.3326172511621409,0.3653017846872153,0.5863894221904051,19,1
56,0.5555555555555556,0.4263259083248554,0.28460542010675605,0.584485806948467,19,1
57,0.6989514348785872,0.3847571290406387,0.37249831706217396,0.5681993209896632,20,1
58,0.4137426900584798,0.33257209716155806,0.32429699328916617,0.5748863796600612,20,1
59,0.2746934225195094,0.4233705886272251,0.26683656574401804,0.5737149241265608,20,1
60,0.8904168776371307,0.5111415314166106,0.18440607796957265,0.5807273871118199,21,1
61,0.37426900584795275,0.33230695332668814,0.33372810836877254,0.5639853351122105,21,1
62,0.7955050778198427,0.34812759502953217,0.35311886873145903,0.5608939941210289,21,1
63,0.869599182741422,0.4980089380721236,0.4149709414699363,0.5549788643853513,22,1
64,0.378654970760234,0.35161276157709204,0.6392198262254128,0.555252033887027,22,1
65,0.7386865342163357,0.5505854420105781,0.34577062595636354,0.5561430911240552,22,1
66,0.8063217354726281,0.5557143329290674,0.2819918000110005,0.5399440352738876,23,1
67,0.40058479532163715,0.3329115347234941,0.4527962860484314,0.5421083782487035,23,1
68,0.6699779249448123,0.5384162349601169,0.43287847693965725,0.5453023601144512,23,1
69,0.3128205128205127,0.48536955118092695,0.3924665229389589,0.5259703646112415,24,1
70,0.7138520971302429,0.3330264067999614,0.4466320505515202,0.5271891208494872,24,1
71,0.378654970760234,0.4773028319287656,0.2435093710838397,0.525056297432557,24,1
72,0.030256898192197915,0.5059926764502193,0.49269525585236135,0.5156424561440375,25,1
73,0.378654970760234,0.33297282370244247,0.497313982353069,0.5117760570433956,25,1
74,0.6458333333333333,0.5555975504123023,0.493429827896417,0.5134150740534503,25,1
75,0.8936033755274261,0.5143589930053943,0.5735293190005815,0.5025933591793709,26,1
76,0.6163194444444442,0.33214451922482136,0.5098711411442505,0.5019104354251814,26,1
77,0.6699779249448123,0.4338201868159861,0.5177424475913832,0.500523574878212,26,1
78,0.879875007511568,0.5390431349698372,0.5225726045406952,0.445984233216711,27,1
79,0.14054008862135267,0.432689873208028,0.5283811038438874,0.4447759834977604,27,1
80,0.1751525792157846,0.4150874413152063,0.5327029309955285,0.44420189597745324,27,1
81,0.6215277777777778,0.5557189444109015,0.5677895327041227,0.4355070458621573,28,1
82,0.8247100534823629,0.33319919571156303,0.5450001489763495,0.43523648475531646,28,1
83,0.7709713024282562,0.5504056758952234,0.5618658350201128,0.4363679221111965,28,1
84,0.8036175710594317,0.6550526454418882,0.6436990730095868,0.4235716115808353,29,1
85,0.22251950947603108,0.6540561929028986,0.6427474784614412,0.4265416346400205,29,1
86,0.7213024282560708,0.6549310645584332,0.6405203973503466,0.42636945939021265,29,1
87,0.8836608376900428,0.6554142411081081,0.6515319386646683,0.4160327952856777,30,1
88,0.7113686534216337,0.6540761031972347,0.666662117615645,0.42013425570074303,30,1
89,0.8544558620275227,0.6548819896408025,0.655593323294215,0.41784678452472457,30,1
90,0.11119471616085616,0.6548270258898822,0.6514906074269936,0.3437622341788368,31,1
91,0.6989514348785872,0.654151257831152,0.6549597067583148,0.3458529336407891,31,1
92,0.028353948620361558,0.6556824545939091,0.6522014276315315,0.34443248782987446,31,1
93,0.8916185654008438,0.6556279892897305,0.7152259890794503,0.3383387138098898,32,1
94,0.6631944444444444,0.6544124292864836,0.6638803784581595,0.33606968998206505,32,1
95,0.25930880713489407,0.6554230590674628,0.6601430804600832,0.3376131181142711,32,1
96,0.07611798287345385,0.8678253095142211,0.7735324557258303,0.29880012832852115,33,1
97,0.6766004415011038,0.7751814691760098,0.7119254630957846,0.2990696182226501,33,1
98,0.8869058349858784,0.7759603364299844,0.7818478128403196,0.29760667308309285,33,1
99,0.8063217354726281,0.9188748317884208,0.7881303623077933,0.24909849213987845,34,1
100,0.2486064659977703,0.822263807282813,0.7352841798990879,0.2389348732755859,34,1
101,0.8528333633796048,0.7770674127664015,0.707900931750823,0.23419955085017688,34,1
102,0.8890869198312236,0.9135936389831741,0.7843733093733145,0.2505614372794357,35,1
103,0.1540841066800434,0.7754925575066427,0.7677283759908019,0.2620725056143731,35,1
104,0.8371492097830662,0.7762361118475047,0.750825487559907,0.24478665383381495,35,1
105,0.008563273073263562,0.9043509810198728,0.7796773102088801,0.23704844401668312,36,1
106,0.7535871964679913,0.7763324194426228,0.7793345615209322,0.2351235162014762,36,1
107,0.1103710751665081,0.7761388873669446,0.7170933847448941,0.22792428617260233,36,1
108,0.8906194092827003,0.9240851488261699,0.7205632228694487,0.2228809752967602,37,1
109,0.2773690078037903,0.7934333296487186,0.735940884709491,0.2214745737085726,37,1
110,0.0340627973358706,0.7894540775126527,0.7462292610628701,0.2378954122553742,37,1
111,0.06888677450047576,0.8920510615255371,0.6667658455918227,0.21991408284056513,38,1
112,0.867435851210865,0.7772575818601586,0.6636834048578342,0.2318896374719286,38,1
113,0.8893029535864978,0.8016498458622733,0.7289990809904242,0.2353160089829969,38,1
114,0.7362030905077263,0.9181712426625706,0.762675218866098,0.17148893022455813,39,1
115,0.24593088071348937,0.7761040328965537,0.718365703888064,0.17527156008860817,39,1
116,0.0,0.7763747641617833,0.7400497185370135,0.17284967826146064,39,1
117,0.8901670886075949,0.8985210949441874,0.7808690431768676,0.15105274181713266,40,1
118,0.09552806850618457,0.7897266304903969,0.7789346695824322,0.1539365289412104,40,1
119,0.7345474613686535,0.7782086055155257,0.7794231994701397,0.1510028061093564,40,1
120,0.20224061533316606,0.9586340900718948,0.8706313644158905,0.13784474711031766,41,1
121,0.6163194444444442,0.7811721494989587,0.8667060257398238,0.1401417896680246,41,1
122,0.11420449795167632,0.7799801960603325,0.8706202224976478,0.1338249226343305,41,1
123,0.18719170637906524,0.8975385863596257,0.8788791755837846,0.09285714285714239,42,1
124,0.19772594264693583,0.7777761132780512,0.8715314244003408,0.10383275261323989,42,1
125,0.08334919124643195,0.776682030426595,0.8776194334443531,0.11120404701169458,42,1
126,0.12624362511495696,0.8934742416628509,0.8837591800774564,0.05818815331010423,43,1
127,0.17665747011119465,0.8878741901070661,0.8951862974115512,0.09738675958188103,43,1
128,0.09571836346336823,0.8531747657880708,0.8881035502870932,0.11272708609886985,43,1
129,0.2860646599777033,0.8922299590107212,0.9033281099763092,0.08571428571428527,44,1
130,0.1352729704874175,0.7744470868954659,0.894327023243215,0.11114162737697428,44,1
131,0.08125594671741199,0.8183681432422611,0.8952285020110861,0.11251485934082082,44,1
132,0.24526198439241906,0.9062045435574202,0.9450885633820508,0.08998257839721208,45,1
133,0.2800445930880713,0.8157952562406008,0.9359487839108656,0.10940766550522592,45,1
134,0.10066603235014274,0.7778470229852802,0.9280376166130172,0.05409407665505199,45,1
135,0.22105175152579198,1.0,0.9447471547206489,0.050958188153309845,46,1
136,0.11094196003805898,0.7763776680598038,0.9390565036038439,0.03371080139372805,46,1
137,0.12925340690577714,0.7753893707059911,0.942072987053921,0.012891986062717702,46,1
138,0.1540841066800434,0.9020253137124747,0.9716627593056273,0.017508710801393643,47,1
139,0.10123691722169362,0.8864205818468343,0.9929468659356735,0.0,47,1
140,0.6631944444444444,0.8914423545915257,1.0,0.0008710801393728164,47,1
141,0.19095393361759036,0.9185118922417953,0.9822190187089386,0.11468706262908719,48,1
142,0.18794415182677035,0.7770229277929706,0.9931047033523048,0.07491289198606232,48,1
143,0.03615604186489059,0.8154918149923338,0.97792011693695,0.03728222996515661,48,1
