instanceID,experimentID,setid,instanceType,wallTime,clients,threads,scaleFactor,transactionsType,queryMode,duration,transactions,,mountPoint,,,,
i-027f8405282680db6,1567221104-0,0,m5d.large,60.23779345,10,10,1,TPC-B (sort of),simple,60 s,27563,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-027f8405282680db6,1567221104-0,0,m5d.large,60.25108314,10,10,1,TPC-B (sort of),simple,60 s,27678,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0313bc53b8449c2f2,1567221104-0,0,m5d.large,60.2849834,10,10,1,TPC-B (sort of),simple,60 s,28102,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0313bc53b8449c2f2,1567221104-0,0,m5d.large,60.35026431,10,10,1,TPC-B (sort of),simple,60 s,27483,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0313bc53b8449c2f2,1567221104-0,0,m5d.large,60.37485647,10,10,1,TPC-B (sort of),simple,60 s,27727,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-03d6186940923b2fe,1567221104-0,0,m5d.large,60.36004305,10,10,1,TPC-B (sort of),simple,60 s,28384,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-03d6186940923b2fe,1567221104-0,0,m5d.large,60.28716135,10,10,1,TPC-B (sort of),simple,60 s,27641,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-03d6186940923b2fe,1567221104-0,0,m5d.large,60.40178847,10,10,1,TPC-B (sort of),simple,60 s,27530,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-03dfb23dba1d4d31a,1567221104-0,0,m5d.large,60.43895721,10,10,1,TPC-B (sort of),simple,60 s,28123,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-03dfb23dba1d4d31a,1567221104-0,0,m5d.large,60.46473026,10,10,1,TPC-B (sort of),simple,60 s,27251,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-03dfb23dba1d4d31a,1567221104-0,0,m5d.large,60.32461119,10,10,1,TPC-B (sort of),simple,60 s,27847,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-043963ebad5d8c6c5,1567221104-0,0,m5d.large,60.26560974,10,10,1,TPC-B (sort of),simple,60 s,28239,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-043963ebad5d8c6c5,1567221104-0,0,m5d.large,60.25010133,10,10,1,TPC-B (sort of),simple,60 s,27713,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-043963ebad5d8c6c5,1567221104-0,0,m5d.large,60.25027537,10,10,1,TPC-B (sort of),simple,60 s,27543,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-053f3add4a06405f1,1567221104-0,0,m5d.large,60.42374015,10,10,1,TPC-B (sort of),simple,60 s,28089,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-053f3add4a06405f1,1567221104-0,0,m5d.large,60.33034849,10,10,1,TPC-B (sort of),simple,60 s,27612,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-053f3add4a06405f1,1567221104-0,0,m5d.large,60.28540254,10,10,1,TPC-B (sort of),simple,60 s,27498,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-054814ee945f8d300,1567221104-0,0,m5d.large,60.27001405,10,10,1,TPC-B (sort of),simple,60 s,27706,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-054814ee945f8d300,1567221104-0,0,m5d.large,60.20056629,10,10,1,TPC-B (sort of),simple,60 s,27352,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-054814ee945f8d300,1567221104-0,0,m5d.large,60.20244408,10,10,1,TPC-B (sort of),simple,60 s,27808,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-059948313397a6a53,1567221104-0,0,m5d.large,60.23516273,10,10,1,TPC-B (sort of),simple,60 s,28510,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-059948313397a6a53,1567221104-0,0,m5d.large,60.33478832,10,10,1,TPC-B (sort of),simple,60 s,27632,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-059948313397a6a53,1567221104-0,0,m5d.large,60.24614692,10,10,1,TPC-B (sort of),simple,60 s,27696,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05c08398631c6cee8,1567221104-0,0,m5d.large,60.32516599,10,10,1,TPC-B (sort of),simple,60 s,31351,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05c08398631c6cee8,1567221104-0,0,m5d.large,60.30806661,10,10,1,TPC-B (sort of),simple,60 s,30973,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05c08398631c6cee8,1567221104-0,0,m5d.large,60.28839827,10,10,1,TPC-B (sort of),simple,60 s,31004,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05e30eae9b129df39,1567221104-0,0,m5d.large,60.3087132,10,10,1,TPC-B (sort of),simple,60 s,32040,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05e30eae9b129df39,1567221104-0,0,m5d.large,60.25570607,10,10,1,TPC-B (sort of),simple,60 s,31259,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05e30eae9b129df39,1567221104-0,0,m5d.large,60.26082921,10,10,1,TPC-B (sort of),simple,60 s,31498,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05e4b64249a45f2da,1567221104-0,0,m5d.large,60.284338,10,10,1,TPC-B (sort of),simple,60 s,28594,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05e4b64249a45f2da,1567221104-0,0,m5d.large,60.35456753,10,10,1,TPC-B (sort of),simple,60 s,27522,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05e4b64249a45f2da,1567221104-0,0,m5d.large,60.26987004,10,10,1,TPC-B (sort of),simple,60 s,27545,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05eb855f94be829a5,1567221104-0,0,m5d.large,60.26738739,10,10,1,TPC-B (sort of),simple,60 s,28205,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05eb855f94be829a5,1567221104-0,0,m5d.large,60.29271388,10,10,1,TPC-B (sort of),simple,60 s,27422,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05eb855f94be829a5,1567221104-0,0,m5d.large,60.24008369,10,10,1,TPC-B (sort of),simple,60 s,27718,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0650db63ede8b64ae,1567221104-0,0,m5d.large,60.34509897,10,10,1,TPC-B (sort of),simple,60 s,31691,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0650db63ede8b64ae,1567221104-0,0,m5d.large,60.28201938,10,10,1,TPC-B (sort of),simple,60 s,31292,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0650db63ede8b64ae,1567221104-0,0,m5d.large,60.29814959,10,10,1,TPC-B (sort of),simple,60 s,31333,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-071b1879a1ebb0a2e,1567221104-0,0,m5d.large,60.36020637,10,10,1,TPC-B (sort of),simple,60 s,28190,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-071b1879a1ebb0a2e,1567221104-0,0,m5d.large,60.28792644,10,10,1,TPC-B (sort of),simple,60 s,27603,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-071b1879a1ebb0a2e,1567221104-0,0,m5d.large,60.36688185,10,10,1,TPC-B (sort of),simple,60 s,27489,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-07302b7be52348ca4,1567221104-0,0,m5d.large,60.97672033,10,10,1,TPC-B (sort of),simple,60 s,28190,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-07302b7be52348ca4,1567221104-0,0,m5d.large,60.27757597,10,10,1,TPC-B (sort of),simple,60 s,27586,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-07302b7be52348ca4,1567221104-0,0,m5d.large,60.24243736,10,10,1,TPC-B (sort of),simple,60 s,27568,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-079f4a420537d862a,1567221104-0,0,m5d.large,60.28959846,10,10,1,TPC-B (sort of),simple,60 s,27903,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-079f4a420537d862a,1567221104-0,0,m5d.large,60.24228644,10,10,1,TPC-B (sort of),simple,60 s,27639,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-079f4a420537d862a,1567221104-0,0,m5d.large,60.21495724,10,10,1,TPC-B (sort of),simple,60 s,27770,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-07f135eac368a425c,1567221104-0,0,m5d.large,60.46251321,10,10,1,TPC-B (sort of),simple,60 s,27860,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-07f135eac368a425c,1567221104-0,0,m5d.large,60.26612926,10,10,1,TPC-B (sort of),simple,60 s,27255,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-07f135eac368a425c,1567221104-0,0,m5d.large,60.32354784,10,10,1,TPC-B (sort of),simple,60 s,27867,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-087c47d0d23018742,1567221104-0,0,m5d.large,60.50862336,10,10,1,TPC-B (sort of),simple,60 s,27853,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-087c47d0d23018742,1567221104-0,0,m5d.large,60.18554211,10,10,1,TPC-B (sort of),simple,60 s,27468,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-087c47d0d23018742,1567221104-0,0,m5d.large,60.35830784,10,10,1,TPC-B (sort of),simple,60 s,27721,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-087cb23976002e77b,1567221104-0,0,m5d.large,60.37607741,10,10,1,TPC-B (sort of),simple,60 s,27990,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-087cb23976002e77b,1567221104-0,0,m5d.large,60.4510169,10,10,1,TPC-B (sort of),simple,60 s,27508,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-087cb23976002e77b,1567221104-0,0,m5d.large,60.30515242,10,10,1,TPC-B (sort of),simple,60 s,27469,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08a089c55ebf1a67d,1567221104-0,0,m5d.large,60.24260616,10,10,1,TPC-B (sort of),simple,60 s,28168,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08a089c55ebf1a67d,1567221104-0,0,m5d.large,60.19000173,10,10,1,TPC-B (sort of),simple,60 s,27412,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08a089c55ebf1a67d,1567221104-0,0,m5d.large,60.17322373,10,10,1,TPC-B (sort of),simple,60 s,27487,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08ad5ed23378fa3a5,1567221104-0,0,m5d.large,60.40421057,10,10,1,TPC-B (sort of),simple,60 s,28429,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08ad5ed23378fa3a5,1567221104-0,0,m5d.large,60.30426764,10,10,1,TPC-B (sort of),simple,60 s,27708,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08ad5ed23378fa3a5,1567221104-0,0,m5d.large,60.29582644,10,10,1,TPC-B (sort of),simple,60 s,27739,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08f64587e4707678c,1567221104-0,0,m5d.large,60.33760667,10,10,1,TPC-B (sort of),simple,60 s,28129,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08f64587e4707678c,1567221104-0,0,m5d.large,60.2749753,10,10,1,TPC-B (sort of),simple,60 s,27303,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08f64587e4707678c,1567221104-0,0,m5d.large,60.27322412,10,10,1,TPC-B (sort of),simple,60 s,27820,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-093baa843049f79a0,1567221104-0,0,m5d.large,60.25328445,10,10,1,TPC-B (sort of),simple,60 s,28269,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-093baa843049f79a0,1567221104-0,0,m5d.large,60.23842764,10,10,1,TPC-B (sort of),simple,60 s,27781,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-093baa843049f79a0,1567221104-0,0,m5d.large,60.22239542,10,10,1,TPC-B (sort of),simple,60 s,27592,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-09a70ccd82471ce8f,1567221104-0,0,m5d.large,60.30541539,10,10,1,TPC-B (sort of),simple,60 s,28339,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-09a70ccd82471ce8f,1567221104-0,0,m5d.large,60.30684423,10,10,1,TPC-B (sort of),simple,60 s,27596,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-09a70ccd82471ce8f,1567221104-0,0,m5d.large,60.28233194,10,10,1,TPC-B (sort of),simple,60 s,27648,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-09fb798abc7e761e4,1567221104-0,0,m5d.large,60.34824777,10,10,1,TPC-B (sort of),simple,60 s,28329,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-09fb798abc7e761e4,1567221104-0,0,m5d.large,60.35316348,10,10,1,TPC-B (sort of),simple,60 s,27451,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-09fb798abc7e761e4,1567221104-0,0,m5d.large,60.28204584,10,10,1,TPC-B (sort of),simple,60 s,27776,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0a2a7e34e4860b517,1567221104-0,0,m5d.large,60.32354259,10,10,1,TPC-B (sort of),simple,60 s,67078,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0a2a7e34e4860b517,1567221104-0,0,m5d.large,60.27694893,10,10,1,TPC-B (sort of),simple,60 s,69057,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0a2a7e34e4860b517,1567221104-0,0,m5d.large,60.2860384,10,10,1,TPC-B (sort of),simple,60 s,71308,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0ad0566322e792d99,1567221104-0,0,m5d.large,60.3621099,10,10,1,TPC-B (sort of),simple,60 s,27821,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0ad0566322e792d99,1567221104-0,0,m5d.large,60.34022164,10,10,1,TPC-B (sort of),simple,60 s,27497,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0ad0566322e792d99,1567221104-0,0,m5d.large,60.32695341,10,10,1,TPC-B (sort of),simple,60 s,27646,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0adabbd9b2e191f9b,1567221104-0,0,m5d.large,60.32738543,10,10,1,TPC-B (sort of),simple,60 s,31508,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0adabbd9b2e191f9b,1567221104-0,0,m5d.large,60.33228612,10,10,1,TPC-B (sort of),simple,60 s,30865,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0adabbd9b2e191f9b,1567221104-0,0,m5d.large,60.31031227,10,10,1,TPC-B (sort of),simple,60 s,31552,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0bbeac5059d0aa530,1567221104-0,0,m5d.large,60.29741669,10,10,1,TPC-B (sort of),simple,60 s,32123,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0bbeac5059d0aa530,1567221104-0,0,m5d.large,60.4084599,10,10,1,TPC-B (sort of),simple,60 s,31566,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0bbeac5059d0aa530,1567221104-0,0,m5d.large,60.3010757,10,10,1,TPC-B (sort of),simple,60 s,31545,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0c0e47bcc9cfe345a,1567221104-0,0,m5d.large,60.34155393,10,10,1,TPC-B (sort of),simple,60 s,31269,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0c0e47bcc9cfe345a,1567221104-0,0,m5d.large,60.39971995,10,10,1,TPC-B (sort of),simple,60 s,30895,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0c0e47bcc9cfe345a,1567221104-0,0,m5d.large,60.29463029,10,10,1,TPC-B (sort of),simple,60 s,31268,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0c5227a6faaba4a28,1567221104-0,0,m5d.large,60.30195761,10,10,1,TPC-B (sort of),simple,60 s,30932,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0c5227a6faaba4a28,1567221104-0,0,m5d.large,60.31931019,10,10,1,TPC-B (sort of),simple,60 s,30296,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0c5227a6faaba4a28,1567221104-0,0,m5d.large,60.29674697,10,10,1,TPC-B (sort of),simple,60 s,30828,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0da2ba85b4a92c27f,1567221104-0,0,m5d.large,60.34042501,10,10,1,TPC-B (sort of),simple,60 s,28245,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0da2ba85b4a92c27f,1567221104-0,0,m5d.large,60.32050228,10,10,1,TPC-B (sort of),simple,60 s,27620,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0da2ba85b4a92c27f,1567221104-0,0,m5d.large,60.30107617,10,10,1,TPC-B (sort of),simple,60 s,27604,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0de9a6a75c5690b0f,1567221104-0,0,m5d.large,60.39673948,10,10,1,TPC-B (sort of),simple,60 s,28136,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0de9a6a75c5690b0f,1567221104-0,0,m5d.large,60.32927155,10,10,1,TPC-B (sort of),simple,60 s,27706,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0de9a6a75c5690b0f,1567221104-0,0,m5d.large,60.33319402,10,10,1,TPC-B (sort of),simple,60 s,27546,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0df656908a404adb0,1567221104-0,0,m5d.large,60.2794261,10,10,1,TPC-B (sort of),simple,60 s,28219,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0df656908a404adb0,1567221104-0,0,m5d.large,60.19316983,10,10,1,TPC-B (sort of),simple,60 s,27207,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0df656908a404adb0,1567221104-0,0,m5d.large,60.18391156,10,10,1,TPC-B (sort of),simple,60 s,27744,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0df9479eb87fd0043,1567221104-0,0,m5d.large,60.36541605,10,10,1,TPC-B (sort of),simple,60 s,27886,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0df9479eb87fd0043,1567221104-0,0,m5d.large,60.2934792,10,10,1,TPC-B (sort of),simple,60 s,27478,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0df9479eb87fd0043,1567221104-0,0,m5d.large,60.28318644,10,10,1,TPC-B (sort of),simple,60 s,27697,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0f8bd84b96cc770c4,1567221104-0,0,m5d.large,60.28341246,10,10,1,TPC-B (sort of),simple,60 s,28030,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0f8bd84b96cc770c4,1567221104-0,0,m5d.large,60.29675102,10,10,1,TPC-B (sort of),simple,60 s,27407,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0f8bd84b96cc770c4,1567221104-0,0,m5d.large,60.29125547,10,10,1,TPC-B (sort of),simple,60 s,27876,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0ff8d8b511b2efb19,1567221104-0,0,m5d.large,60.31296945,10,10,1,TPC-B (sort of),simple,60 s,28265,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0ff8d8b511b2efb19,1567221104-0,0,m5d.large,60.37287807,10,10,1,TPC-B (sort of),simple,60 s,27393,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0ff8d8b511b2efb19,1567221104-0,0,m5d.large,60.2912817,10,10,1,TPC-B (sort of),simple,60 s,27603,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0fff087d53b9795dc,1567221104-0,0,m5d.large,60.30592489,10,10,1,TPC-B (sort of),simple,60 s,28226,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0fff087d53b9795dc,1567221104-0,0,m5d.large,60.33566713,10,10,1,TPC-B (sort of),simple,60 s,27479,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0fff087d53b9795dc,1567221104-0,0,m5d.large,60.2958684,10,10,1,TPC-B (sort of),simple,60 s,27524,,data_directory = '/var/lib/postgresql/9.5/main',,,29148.79861,
,,,,,,,,,,,,,,,,,
i-0006f473d2cfd727f,1567221104-1,1,m5d.large,60.19997597,10,10,1,TPC-B (sort of),simple,60 s,28519,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0006f473d2cfd727f,1567221104-1,1,m5d.large,60.22704554,10,10,1,TPC-B (sort of),simple,60 s,27601,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0006f473d2cfd727f,1567221104-1,1,m5d.large,60.2203629,10,10,1,TPC-B (sort of),simple,60 s,27541,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0006f489be2256f72,1567221104-1,1,m5d.large,60.3086791,10,10,1,TPC-B (sort of),simple,60 s,28795,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0006f489be2256f72,1567221104-1,1,m5d.large,60.33762646,10,10,1,TPC-B (sort of),simple,60 s,27670,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0006f489be2256f72,1567221104-1,1,m5d.large,60.34164977,10,10,1,TPC-B (sort of),simple,60 s,28227,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-004af8cd66aa752c8,1567221104-1,1,m5d.large,60.31213284,10,10,1,TPC-B (sort of),simple,60 s,27439,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-004af8cd66aa752c8,1567221104-1,1,m5d.large,60.38326788,10,10,1,TPC-B (sort of),simple,60 s,27216,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-004af8cd66aa752c8,1567221104-1,1,m5d.large,60.39432478,10,10,1,TPC-B (sort of),simple,60 s,26516,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-00dcc29167f1a11d2,1567221104-1,1,m5d.large,60.30212188,10,10,1,TPC-B (sort of),simple,60 s,28343,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-00dcc29167f1a11d2,1567221104-1,1,m5d.large,60.21033645,10,10,1,TPC-B (sort of),simple,60 s,27750,,data_directory = '/var/lib/postgresql/9.5/main',,,,
