instanceID,experimentID,setid,instanceType,wallTime,clients,threads,scaleFactor,transactionsType,queryMode,duration,transactions,,mountPoint,,,,
i-08a089c55ebf1a67d,1567221104-2,2,m5d.large,60.1974802,10,10,1,TPC-B (sort of),simple,60 s,28241,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08ad5ed23378fa3a5,1567221104-2,2,m5d.large,60.24851537,10,10,1,TPC-B (sort of),simple,60 s,29171,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08ad5ed23378fa3a5,1567221104-2,2,m5d.large,60.29248118,10,10,1,TPC-B (sort of),simple,60 s,28305,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08ad5ed23378fa3a5,1567221104-2,2,m5d.large,60.24905491,10,10,1,TPC-B (sort of),simple,60 s,28140,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08f64587e4707678c,1567221104-2,2,m5d.large,60.32172132,10,10,1,TPC-B (sort of),simple,60 s,27928,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08f64587e4707678c,1567221104-2,2,m5d.large,60.32236934,10,10,1,TPC-B (sort of),simple,60 s,27748,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08f64587e4707678c,1567221104-2,2,m5d.large,60.30969,10,10,1,TPC-B (sort of),simple,60 s,27770,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-093baa843049f79a0,1567221104-2,2,m5d.large,60.20932746,10,10,1,TPC-B (sort of),simple,60 s,29027,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-093baa843049f79a0,1567221104-2,2,m5d.large,60.22389317,10,10,1,TPC-B (sort of),simple,60 s,28376,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-093baa843049f79a0,1567221104-2,2,m5d.large,60.2033987,10,10,1,TPC-B (sort of),simple,60 s,28397,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-09a70ccd82471ce8f,1567221104-2,2,m5d.large,60.25812411,10,10,1,TPC-B (sort of),simple,60 s,28619,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-09a70ccd82471ce8f,1567221104-2,2,m5d.large,60.33195901,10,10,1,TPC-B (sort of),simple,60 s,28397,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-09a70ccd82471ce8f,1567221104-2,2,m5d.large,60.32927084,10,10,1,TPC-B (sort of),simple,60 s,28326,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0a2a7e34e4860b517,1567221104-2,2,m5d.large,60.30930448,10,10,1,TPC-B (sort of),simple,60 s,69520,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0a2a7e34e4860b517,1567221104-2,2,m5d.large,60.29237866,10,10,1,TPC-B (sort of),simple,60 s,71764,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0a2a7e34e4860b517,1567221104-2,2,m5d.large,60.33520555,10,10,1,TPC-B (sort of),simple,60 s,70759,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0ad0566322e792d99,1567221104-2,2,m5d.large,60.28679323,10,10,1,TPC-B (sort of),simple,60 s,28307,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0ad0566322e792d99,1567221104-2,2,m5d.large,60.31484365,10,10,1,TPC-B (sort of),simple,60 s,27679,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0ad0566322e792d99,1567221104-2,2,m5d.large,60.26928902,10,10,1,TPC-B (sort of),simple,60 s,27496,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0adabbd9b2e191f9b,1567221104-2,2,m5d.large,60.31390476,10,10,1,TPC-B (sort of),simple,60 s,31530,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0adabbd9b2e191f9b,1567221104-2,2,m5d.large,60.28870726,10,10,1,TPC-B (sort of),simple,60 s,30954,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0adabbd9b2e191f9b,1567221104-2,2,m5d.large,60.27529144,10,10,1,TPC-B (sort of),simple,60 s,31283,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0bbeac5059d0aa530,1567221104-2,2,m5d.large,60.24518704,10,10,1,TPC-B (sort of),simple,60 s,32050,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0bbeac5059d0aa530,1567221104-2,2,m5d.large,60.24605536,10,10,1,TPC-B (sort of),simple,60 s,31254,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0bbeac5059d0aa530,1567221104-2,2,m5d.large,60.30277252,10,10,1,TPC-B (sort of),simple,60 s,31445,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0c0e47bcc9cfe345a,1567221104-2,2,m5d.large,60.27509475,10,10,1,TPC-B (sort of),simple,60 s,31731,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0c0e47bcc9cfe345a,1567221104-2,2,m5d.large,60.32186222,10,10,1,TPC-B (sort of),simple,60 s,30417,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0c0e47bcc9cfe345a,1567221104-2,2,m5d.large,60.32612371,10,10,1,TPC-B (sort of),simple,60 s,30641,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0c5227a6faaba4a28,1567221104-2,2,m5d.large,60.332546,10,10,1,TPC-B (sort of),simple,60 s,31385,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0c5227a6faaba4a28,1567221104-2,2,m5d.large,60.33718014,10,10,1,TPC-B (sort of),simple,60 s,30659,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0c5227a6faaba4a28,1567221104-2,2,m5d.large,60.40153313,10,10,1,TPC-B (sort of),simple,60 s,30601,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0da2ba85b4a92c27f,1567221104-2,2,m5d.large,60.31893015,10,10,1,TPC-B (sort of),simple,60 s,29059,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0da2ba85b4a92c27f,1567221104-2,2,m5d.large,60.31341386,10,10,1,TPC-B (sort of),simple,60 s,28217,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0da2ba85b4a92c27f,1567221104-2,2,m5d.large,60.35531569,10,10,1,TPC-B (sort of),simple,60 s,28164,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0de9a6a75c5690b0f,1567221104-2,2,m5d.large,60.28325248,10,10,1,TPC-B (sort of),simple,60 s,28141,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0de9a6a75c5690b0f,1567221104-2,2,m5d.large,60.28218722,10,10,1,TPC-B (sort of),simple,60 s,27758,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0de9a6a75c5690b0f,1567221104-2,2,m5d.large,60.32340693,10,10,1,TPC-B (sort of),simple,60 s,27369,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0df656908a404adb0,1567221104-2,2,m5d.large,60.23735929,10,10,1,TPC-B (sort of),simple,60 s,28003,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0df656908a404adb0,1567221104-2,2,m5d.large,60.19261551,10,10,1,TPC-B (sort of),simple,60 s,27798,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0df656908a404adb0,1567221104-2,2,m5d.large,60.18379426,10,10,1,TPC-B (sort of),simple,60 s,27716,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0df9479eb87fd0043,1567221104-2,2,m5d.large,60.31427002,10,10,1,TPC-B (sort of),simple,60 s,28319,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0df9479eb87fd0043,1567221104-2,2,m5d.large,60.31731725,10,10,1,TPC-B (sort of),simple,60 s,27818,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0df9479eb87fd0043,1567221104-2,2,m5d.large,60.26168156,10,10,1,TPC-B (sort of),simple,60 s,27644,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0f8bd84b96cc770c4,1567221104-2,2,m5d.large,60.38422489,10,10,1,TPC-B (sort of),simple,60 s,27966,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0f8bd84b96cc770c4,1567221104-2,2,m5d.large,60.28975463,10,10,1,TPC-B (sort of),simple,60 s,27544,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0f8bd84b96cc770c4,1567221104-2,2,m5d.large,60.43926668,10,10,1,TPC-B (sort of),simple,60 s,27782,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0ff8d8b511b2efb19,1567221104-2,2,m5d.large,60.34872532,10,10,1,TPC-B (sort of),simple,60 s,28371,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0ff8d8b511b2efb19,1567221104-2,2,m5d.large,60.45761991,10,10,1,TPC-B (sort of),simple,60 s,27559,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0ff8d8b511b2efb19,1567221104-2,2,m5d.large,60.26279831,10,10,1,TPC-B (sort of),simple,60 s,27510,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0fff087d53b9795dc,1567221104-2,2,m5d.large,60.33856606,10,10,1,TPC-B (sort of),simple,60 s,28329,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0fff087d53b9795dc,1567221104-2,2,m5d.large,60.30451989,10,10,1,TPC-B (sort of),simple,60 s,27667,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0fff087d53b9795dc,1567221104-2,2,m5d.large,60.42927074,10,10,1,TPC-B (sort of),simple,60 s,27562,,data_directory = '/var/lib/postgresql/9.5/main',,,29560.42754, 
,,,,,,,,,,,,,,,,,
i-0006f473d2cfd727f,1567221104-3,3,m5d.large,60.21517634,10,10,1,TPC-B (sort of),simple,60 s,27842,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0006f473d2cfd727f,1567221104-3,3,m5d.large,60.23919654,10,10,1,TPC-B (sort of),simple,60 s,27643,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0006f473d2cfd727f,1567221104-3,3,m5d.large,60.23681784,10,10,1,TPC-B (sort of),simple,60 s,27416,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0006f489be2256f72,1567221104-3,3,m5d.large,60.27025151,10,10,1,TPC-B (sort of),simple,60 s,28223,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0006f489be2256f72,1567221104-3,3,m5d.large,60.47009683,10,10,1,TPC-B (sort of),simple,60 s,28279,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0006f489be2256f72,1567221104-3,3,m5d.large,60.28122687,10,10,1,TPC-B (sort of),simple,60 s,28528,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-00dcc29167f1a11d2,1567221104-3,3,m5d.large,60.26314235,10,10,1,TPC-B (sort of),simple,60 s,29167,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-00dcc29167f1a11d2,1567221104-3,3,m5d.large,60.18898058,10,10,1,TPC-B (sort of),simple,60 s,28266,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-00dcc29167f1a11d2,1567221104-3,3,m5d.large,60.21050978,10,10,1,TPC-B (sort of),simple,60 s,28293,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-00e88d0a4ab318520,1567221104-3,3,m5d.large,60.32360744,10,10,1,TPC-B (sort of),simple,60 s,28139,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-00e88d0a4ab318520,1567221104-3,3,m5d.large,60.33552241,10,10,1,TPC-B (sort of),simple,60 s,28319,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-00e88d0a4ab318520,1567221104-3,3,m5d.large,60.23405099,10,10,1,TPC-B (sort of),simple,60 s,28467,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-01bb044066d1dfeb1,1567221104-3,3,m5d.large,60.28327274,10,10,1,TPC-B (sort of),simple,60 s,27948,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-01bb044066d1dfeb1,1567221104-3,3,m5d.large,60.29640269,10,10,1,TPC-B (sort of),simple,60 s,28388,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-01bb044066d1dfeb1,1567221104-3,3,m5d.large,60.31429577,10,10,1,TPC-B (sort of),simple,60 s,28368,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-01e7161c13b3508c8,1567221104-3,3,m5d.large,60.28175926,10,10,1,TPC-B (sort of),simple,60 s,29116,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-01e7161c13b3508c8,1567221104-3,3,m5d.large,60.32578516,10,10,1,TPC-B (sort of),simple,60 s,28323,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-01e7161c13b3508c8,1567221104-3,3,m5d.large,60.27338219,10,10,1,TPC-B (sort of),simple,60 s,28420,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-01e7b6b631ede7d01,1567221104-3,3,m5d.large,60.25565815,10,10,1,TPC-B (sort of),simple,60 s,29045,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-01e7b6b631ede7d01,1567221104-3,3,m5d.large,60.24278712,10,10,1,TPC-B (sort of),simple,60 s,28479,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-01e7b6b631ede7d01,1567221104-3,3,m5d.large,60.1955893,10,10,1,TPC-B (sort of),simple,60 s,28222,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-01f297a511c451563,1567221104-3,3,m5d.large,60.30301452,10,10,1,TPC-B (sort of),simple,60 s,28015,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-01f297a511c451563,1567221104-3,3,m5d.large,60.31446624,10,10,1,TPC-B (sort of),simple,60 s,28218,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-01f297a511c451563,1567221104-3,3,m5d.large,60.26682162,10,10,1,TPC-B (sort of),simple,60 s,28437,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-02025c7743e410e56,1567221104-3,3,m5d.large,60.19581914,10,10,1,TPC-B (sort of),simple,60 s,29233,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-02025c7743e410e56,1567221104-3,3,m5d.large,60.19470167,10,10,1,TPC-B (sort of),simple,60 s,28308,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-02025c7743e410e56,1567221104-3,3,m5d.large,60.21067595,10,10,1,TPC-B (sort of),simple,60 s,28500,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-027f8405282680db6,1567221104-3,3,m5d.large,60.23933315,10,10,1,TPC-B (sort of),simple,60 s,28067,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-027f8405282680db6,1567221104-3,3,m5d.large,60.26061702,10,10,1,TPC-B (sort of),simple,60 s,27633,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-027f8405282680db6,1567221104-3,3,m5d.large,60.24257112,10,10,1,TPC-B (sort of),simple,60 s,27488,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0313bc53b8449c2f2,1567221104-3,3,m5d.large,60.3061235,10,10,1,TPC-B (sort of),simple,60 s,27941,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0313bc53b8449c2f2,1567221104-3,3,m5d.large,60.25713968,10,10,1,TPC-B (sort of),simple,60 s,27996,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0313bc53b8449c2f2,1567221104-3,3,m5d.large,60.3068161,10,10,1,TPC-B (sort of),simple,60 s,28337,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-03d6186940923b2fe,1567221104-3,3,m5d.large,60.31710672,10,10,1,TPC-B (sort of),simple,60 s,28481,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-03d6186940923b2fe,1567221104-3,3,m5d.large,60.34036779,10,10,1,TPC-B (sort of),simple,60 s,28481,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-03d6186940923b2fe,1567221104-3,3,m5d.large,60.3400507,10,10,1,TPC-B (sort of),simple,60 s,28340,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-03dfb23dba1d4d31a,1567221104-3,3,m5d.large,60.30407166,10,10,1,TPC-B (sort of),simple,60 s,28969,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-03dfb23dba1d4d31a,1567221104-3,3,m5d.large,60.343539,10,10,1,TPC-B (sort of),simple,60 s,28541,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-03dfb23dba1d4d31a,1567221104-3,3,m5d.large,60.3039875,10,10,1,TPC-B (sort of),simple,60 s,28451,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-043963ebad5d8c6c5,1567221104-3,3,m5d.large,60.20645308,10,10,1,TPC-B (sort of),simple,60 s,28155,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-043963ebad5d8c6c5,1567221104-3,3,m5d.large,60.21546292,10,10,1,TPC-B (sort of),simple,60 s,28393,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-043963ebad5d8c6c5,1567221104-3,3,m5d.large,60.19438887,10,10,1,TPC-B (sort of),simple,60 s,28255,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-053f3add4a06405f1,1567221104-3,3,m5d.large,60.25849128,10,10,1,TPC-B (sort of),simple,60 s,28224,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-053f3add4a06405f1,1567221104-3,3,m5d.large,60.30981731,10,10,1,TPC-B (sort of),simple,60 s,28203,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-053f3add4a06405f1,1567221104-3,3,m5d.large,60.27806401,10,10,1,TPC-B (sort of),simple,60 s,28475,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-054814ee945f8d300,1567221104-3,3,m5d.large,60.21822476,10,10,1,TPC-B (sort of),simple,60 s,28149,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-054814ee945f8d300,1567221104-3,3,m5d.large,60.18567419,10,10,1,TPC-B (sort of),simple,60 s,27577,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-054814ee945f8d300,1567221104-3,3,m5d.large,60.36759973,10,10,1,TPC-B (sort of),simple,60 s,27433,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-059948313397a6a53,1567221104-3,3,m5d.large,60.368999,10,10,1,TPC-B (sort of),simple,60 s,28115,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-059948313397a6a53,1567221104-3,3,m5d.large,60.20976615,10,10,1,TPC-B (sort of),simple,60 s,28328,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-059948313397a6a53,1567221104-3,3,m5d.large,60.25785661,10,10,1,TPC-B (sort of),simple,60 s,28348,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05c08398631c6cee8,1567221104-3,3,m5d.large,60.23521304,10,10,1,TPC-B (sort of),simple,60 s,31378,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05c08398631c6cee8,1567221104-3,3,m5d.large,60.37334085,10,10,1,TPC-B (sort of),simple,60 s,31643,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05c08398631c6cee8,1567221104-3,3,m5d.large,60.38516259,10,10,1,TPC-B (sort of),simple,60 s,32245,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05e30eae9b129df39,1567221104-3,3,m5d.large,60.2938776,10,10,1,TPC-B (sort of),simple,60 s,31773,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05e30eae9b129df39,1567221104-3,3,m5d.large,60.29231024,10,10,1,TPC-B (sort of),simple,60 s,32412,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05e30eae9b129df39,1567221104-3,3,m5d.large,60.28345847,10,10,1,TPC-B (sort of),simple,60 s,32497,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05e4b64249a45f2da,1567221104-3,3,m5d.large,60.3016088,10,10,1,TPC-B (sort of),simple,60 s,28601,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05e4b64249a45f2da,1567221104-3,3,m5d.large,60.30175662,10,10,1,TPC-B (sort of),simple,60 s,28364,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-05e4b64249a45f2da,1567221104-3,3,m5d.large,60.32413149,10,10,1,TPC-B (sort of),simple,60 s,28361,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0650db63ede8b64ae,1567221104-3,3,m5d.large,60.31924105,10,10,1,TPC-B (sort of),simple,60 s,32480,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0650db63ede8b64ae,1567221104-3,3,m5d.large,60.32679033,10,10,1,TPC-B (sort of),simple,60 s,31847,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0650db63ede8b64ae,1567221104-3,3,m5d.large,60.27656269,10,10,1,TPC-B (sort of),simple,60 s,32140,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-071b1879a1ebb0a2e,1567221104-3,3,m5d.large,60.3276732,10,10,1,TPC-B (sort of),simple,60 s,28546,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-071b1879a1ebb0a2e,1567221104-3,3,m5d.large,60.25466394,10,10,1,TPC-B (sort of),simple,60 s,28363,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-071b1879a1ebb0a2e,1567221104-3,3,m5d.large,60.30439258,10,10,1,TPC-B (sort of),simple,60 s,28532,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-07302b7be52348ca4,1567221104-3,3,m5d.large,60.24569798,10,10,1,TPC-B (sort of),simple,60 s,28974,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-07302b7be52348ca4,1567221104-3,3,m5d.large,60.2812593,10,10,1,TPC-B (sort of),simple,60 s,28401,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-07302b7be52348ca4,1567221104-3,3,m5d.large,60.32589865,10,10,1,TPC-B (sort of),simple,60 s,28548,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-079f4a420537d862a,1567221104-3,3,m5d.large,60.28079605,10,10,1,TPC-B (sort of),simple,60 s,27858,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-079f4a420537d862a,1567221104-3,3,m5d.large,60.30898213,10,10,1,TPC-B (sort of),simple,60 s,27520,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-079f4a420537d862a,1567221104-3,3,m5d.large,60.28197265,10,10,1,TPC-B (sort of),simple,60 s,27481,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-07f135eac368a425c,1567221104-3,3,m5d.large,60.30850077,10,10,1,TPC-B (sort of),simple,60 s,29211,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-07f135eac368a425c,1567221104-3,3,m5d.large,60.26088548,10,10,1,TPC-B (sort of),simple,60 s,28348,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-07f135eac368a425c,1567221104-3,3,m5d.large,60.31938624,10,10,1,TPC-B (sort of),simple,60 s,28558,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-087c47d0d23018742,1567221104-3,3,m5d.large,60.24748683,10,10,1,TPC-B (sort of),simple,60 s,28176,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-087c47d0d23018742,1567221104-3,3,m5d.large,60.21011615,10,10,1,TPC-B (sort of),simple,60 s,27354,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-087c47d0d23018742,1567221104-3,3,m5d.large,60.21970224,10,10,1,TPC-B (sort of),simple,60 s,27436,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-087cb23976002e77b,1567221104-3,3,m5d.large,60.33362722,10,10,1,TPC-B (sort of),simple,60 s,28018,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-087cb23976002e77b,1567221104-3,3,m5d.large,60.29909468,10,10,1,TPC-B (sort of),simple,60 s,27386,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-087cb23976002e77b,1567221104-3,3,m5d.large,60.268749,10,10,1,TPC-B (sort of),simple,60 s,27367,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08a089c55ebf1a67d,1567221104-3,3,m5d.large,60.49863195,10,10,1,TPC-B (sort of),simple,60 s,28372,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08a089c55ebf1a67d,1567221104-3,3,m5d.large,60.19231009,10,10,1,TPC-B (sort of),simple,60 s,28469,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08a089c55ebf1a67d,1567221104-3,3,m5d.large,60.1888988,10,10,1,TPC-B (sort of),simple,60 s,28247,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08ad5ed23378fa3a5,1567221104-3,3,m5d.large,60.34269214,10,10,1,TPC-B (sort of),simple,60 s,28669,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08ad5ed23378fa3a5,1567221104-3,3,m5d.large,60.32331467,10,10,1,TPC-B (sort of),simple,60 s,28324,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08ad5ed23378fa3a5,1567221104-3,3,m5d.large,60.34082174,10,10,1,TPC-B (sort of),simple,60 s,28256,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08f64587e4707678c,1567221104-3,3,m5d.large,60.35790849,10,10,1,TPC-B (sort of),simple,60 s,28935,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08f64587e4707678c,1567221104-3,3,m5d.large,60.27178431,10,10,1,TPC-B (sort of),simple,60 s,28525,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-08f64587e4707678c,1567221104-3,3,m5d.large,60.34347129,10,10,1,TPC-B (sort of),simple,60 s,28328,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-093baa843049f79a0,1567221104-3,3,m5d.large,60.19972038,10,10,1,TPC-B (sort of),simple,60 s,29054,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-093baa843049f79a0,1567221104-3,3,m5d.large,60.20472646,10,10,1,TPC-B (sort of),simple,60 s,28568,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-093baa843049f79a0,1567221104-3,3,m5d.large,60.20002747,10,10,1,TPC-B (sort of),simple,60 s,28185,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-09a70ccd82471ce8f,1567221104-3,3,m5d.large,60.3067143,10,10,1,TPC-B (sort of),simple,60 s,28166,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-09a70ccd82471ce8f,1567221104-3,3,m5d.large,60.34669971,10,10,1,TPC-B (sort of),simple,60 s,28330,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-09a70ccd82471ce8f,1567221104-3,3,m5d.large,60.297616,10,10,1,TPC-B (sort of),simple,60 s,28400,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0a2a7e34e4860b517,1567221104-3,3,m5d.large,60.286134,10,10,1,TPC-B (sort of),simple,60 s,70416,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0a2a7e34e4860b517,1567221104-3,3,m5d.large,60.31883836,10,10,1,TPC-B (sort of),simple,60 s,71051,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0a2a7e34e4860b517,1567221104-3,3,m5d.large,60.28070951,10,10,1,TPC-B (sort of),simple,60 s,73016,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0ad0566322e792d99,1567221104-3,3,m5d.large,60.26648355,10,10,1,TPC-B (sort of),simple,60 s,27733,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0ad0566322e792d99,1567221104-3,3,m5d.large,60.31106925,10,10,1,TPC-B (sort of),simple,60 s,27382,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0ad0566322e792d99,1567221104-3,3,m5d.large,60.35100889,10,10,1,TPC-B (sort of),simple,60 s,27442,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0adabbd9b2e191f9b,1567221104-3,3,m5d.large,60.35336089,10,10,1,TPC-B (sort of),simple,60 s,33248,,data_directory = '/var/lib/postgresql/9.5/main',,,,
i-0adabbd9b2e191f9b,1567221104-3,3,m5d.large,60.35325408,10,10,1,TPC-B (sort of),simple,60 s,32392,,data_directory = '/var/lib/postgresql/9.5/main',,,,
