"iperf","sysbench","ycruncher","pgbench","set","vm"
1119,8.4509,7.848,65240,12,1
916,8.4559,7.854,64513,12,1
403,8.4529,7.835,64795.6666666667,12,1
1095,8.4498,7.867,64795.6666666667,12,1
994,8.4471,7.84,64795.6666666667,12,1
1026,8.4538,7.914,64795.6666666667,12,1
1031,8.453,7.908,64795.6666666667,12,1
862,8.4571,7.903,64795.6666666667,12,1
1187,8.4461,7.869,64795.6666666667,12,1
1113,8.4577,7.785,64178,12,2
1058,8.4518,7.81,64253,12,2
1016,8.454,7.871,63579,12,2
745,8.457,7.826,64003.3333333333,12,2
592,8.4557,7.865,64003.3333333333,12,2
606,8.4531,7.837,64003.3333333333,12,2
680,8.4549,7.912,64003.3333333333,12,2
1086,8.4658,7.9,64003.3333333333,12,2
1054,8.4511,7.888,64003.3333333333,12,2
1115,8.451,7.839,64003.3333333333,12,2
696,8.4475,7.813,62726,12,3
740,8.4465,7.845,63862,12,3
1018,8.456,7.85,62941,12,3
913,8.4555,7.88,63176.3333333333,12,3
917,8.4504,7.893,63176.3333333333,12,3
896,8.4537,7.873,63176.3333333333,12,3
672.8,8.4652,7.903,63176.3333333333,12,3
235.4,8.4586,7.935,63176.3333333333,12,3
713,8.4455,7.911,63176.3333333333,12,3
630,8.445,7.873,63176.3333333333,12,3
1119,8.4477,7.31,61180,12,4
965,8.4509,7.325,62598,12,4
892,8.448,7.301,61377,12,4
968,8.445,7.345,61718.3333333333,12,4
950,8.4544,7.33,61718.3333333333,12,4
1017,8.4641,7.317,61718.3333333333,12,4
1129,8.4462,7.327,61718.3333333333,12,4
820,8.4467,7.341,61718.3333333333,12,4
1138,8.4477,7.332,61718.3333333333,12,4
1191,8.448,7.318,61718.3333333333,12,4
693,8.4554,7.757,64792,12,5
724,8.4468,7.782,64502,12,5
873,8.4475,7.825,64408,12,5
987,8.4489,7.83,64567.3333333333,12,5
893,8.4485,7.866,64567.3333333333,12,5
995,8.4518,7.828,64567.3333333333,12,5
977,8.4462,7.86,64567.3333333333,12,5
782,8.4548,7.902,64567.3333333333,12,5
738,8.4528,7.891,64567.3333333333,12,5
763,8.4621,7.824,64567.3333333333,12,5
1112,8.4492,7.76,63332,12,6
1093,8.452,7.825,64413,12,6
974,8.4572,7.819,62779,12,6
1034,8.4519,7.828,63508,12,6
1000,8.4618,7.861,63508,12,6
933,8.464,7.822,63508,12,6
914,8.4539,7.868,63508,12,6
769,8.453,7.895,63508,12,6
1089,8.4489,7.876,63508,12,6
1103,8.4513,7.826,63508,12,6
1105,8.4642,7.736,60698,12,7
1151,8.4469,7.816,61852,12,7
994,8.4502,7.818,61937,12,7
864,8.4533,7.818,61495.6666666667,12,7
827,8.4556,7.833,61495.6666666667,12,7
609,8.4434,7.838,61495.6666666667,12,7
686,8.4605,7.854,61495.6666666667,12,7
830,8.4589,7.884,61495.6666666667,12,7
766,8.4563,7.87,61495.6666666667,12,7
501,8.4469,7.837,61495.6666666667,12,7
773,8.4492,7.795,62965,12,8
809,8.4457,7.818,63536,12,8
1041,8.4566,7.839,63809,12,8
1155,8.4576,7.838,63436.6666666667,12,8
1032,8.4547,7.87,63436.6666666667,12,8
988,8.4577,7.873,63436.6666666667,12,8
1048,8.4606,7.905,63436.6666666667,12,8
538,8.4723,7.922,63436.6666666667,12,8
666,8.4496,7.929,63436.6666666667,12,8
766,8.4484,7.876,63436.6666666667,12,8
1102,8.4669,7.338,62234,12,9
794,8.4504,7.309,62356,12,9
930,8.4585,7.296,62896,12,9
924,8.4577,7.322,62495.3333333333,12,9
642,8.4511,7.289,62495.3333333333,12,9
590,8.4532,7.3,62495.3333333333,12,9
654,8.4565,7.304,62495.3333333333,12,9
731,8.4553,7.287,62495.3333333333,12,9
1152,8.4529,7.329,62495.3333333333,12,9
1096,8.4466,7.287,62495.3333333333,12,9
739,8.447,7.286,64153,12,10
757,8.4533,7.302,64785,12,10
849,8.4524,7.3,63751,12,10
968,8.452,7.297,64229.6666666667,12,10
1066,8.4467,7.296,64229.6666666667,12,10
979,8.4473,7.302,64229.6666666667,12,10
913,8.46,7.303,64229.6666666667,12,10
713,8.4607,7.299,64229.6666666667,12,10
709,8.4525,7.314,64229.6666666667,12,10
763,8.4459,7.298,64229.6666666667,12,10
794,8.4627,7.329,64888,12,11
1014,8.4508,7.318,65642,12,11
958,8.4467,7.319,65004,12,11
1148,8.4489,7.32,65178,12,11
633,8.4484,7.309,65178,12,11
583,8.4468,7.3,65178,12,11
688,8.4481,7.327,65178,12,11
657,8.4622,7.328,65178,12,11
798,8.4609,7.341,65178,12,11
976,8.4506,7.317,65178,12,11
1048,8.4529,7.8,64284,12,12
1168,8.4519,7.852,65496,12,12
938,8.4539,7.852,64882,12,12
788,8.4563,7.851,64887.3333333333,12,12
645,8.4489,7.897,64887.3333333333,12,12
608,8.4456,7.882,64887.3333333333,12,12
1111,8.4527,7.908,64887.3333333333,12,12
1063,8.4623,7.917,64887.3333333333,12,12
1020,8.4463,7.9,64887.3333333333,12,12
1177,8.4462,7.801,64887.3333333333,12,12
623,8.4636,7.847,61251,13,1
1038,8.4462,7.863,59176,13,1
938,8.447,7.888,60891,13,1
953,8.4471,7.91,60439.3333333333,13,1
941,8.4465,7.899,60439.3333333333,13,1
955,8.4451,7.895,60439.3333333333,13,1
672,8.4493,7.928,60439.3333333333,13,1
677,8.4617,7.959,60439.3333333333,13,1
601,8.4532,7.937,60439.3333333333,13,1
431,8.4448,7.896,60439.3333333333,13,1
617,8.4618,7.88,59899,13,2
617,8.4524,7.846,59569,13,2
639,8.4503,7.897,60191,13,2
730,8.4569,7.924,59886.3333333333,13,2
998,8.4546,7.893,59886.3333333333,13,2
983,8.4517,7.916,59886.3333333333,13,2
660,8.454,7.933,59886.3333333333,13,2
419,8.4687,7.958,59886.3333333333,13,2
621,8.4506,7.928,59886.3333333333,13,2
676,8.4504,7.878,59886.3333333333,13,2
841,8.4576,7.892,60278,13,3
1005,8.4536,7.858,58273,13,3
742,8.4568,7.913,58125,13,3
744,8.453,7.936,58892,13,3
637,8.451,7.928,58892,13,3
966,8.4526,7.928,58892,13,3
928,8.4639,7.942,58892,13,3
952,8.4709,7.993,58892,13,3
796,8.448,7.962,58892,13,3
888,8.4517,7.901,58892,13,3
992,8.447,7.378,58867,13,4
921,8.4546,7.361,57458,13,4
1040,8.4572,7.381,57396,13,4
1119,8.4481,7.383,57907,13,4
1001,8.4498,7.392,57907,13,4
680,8.4563,7.35,57907,13,4
938,8.4494,7.348,57907,13,4
530,8.4451,7.351,57907,13,4
1006,8.4486,7.345,57907,13,4
1046,8.4496,7.343,57907,13,4
931,8.4571,7.822,63390,13,5
1005,8.448,7.809,63055,13,5
1051,8.4513,7.882,63211,13,5
789,8.4531,7.905,63218.6666666667,13,5
604,8.4522,7.882,63218.6666666667,13,5
460,8.4505,7.891,63218.6666666667,13,5
817,8.4571,7.942,63218.6666666667,13,5
1017,8.4526,7.967,63218.6666666667,13,5
904,8.4509,7.93,63218.6666666667,13,5
762,8.4613,7.852,63218.6666666667,13,5
917,8.4481,7.844,59950,13,6
935,8.4582,7.83,59068,13,6
765,8.4556,7.882,59273,13,6
776,8.4499,7.879,59430.3333333333,13,6
619,8.4647,7.883,59430.3333333333,13,6
968,8.4621,7.889,59430.3333333333,13,6
977,8.4461,7.906,59430.3333333333,13,6
1172,8.4473,7.932,59430.3333333333,13,6
853,8.4474,7.908,59430.3333333333,13,6
1038,8.4468,7.843,59430.3333333333,13,6
1073,8.4645,7.846,62083,13,7
996,8.4537,7.835,62651,13,7
1009,8.4567,7.885,62058,13,7
915,8.4531,7.898,62264,13,7
1013,8.4513,7.9,62264,13,7
1006,8.4577,7.883,62264,13,7
1103,8.4549,7.909,62264,13,7
1119,8.4661,7.942,62264,13,7
1075,8.4678,7.904,62264,13,7
1026,8.4535,7.868,62264,13,7
1018,8.4485,7.876,63599,13,8
997,8.4519,7.845,63751,13,8
1003,8.4532,7.907,64630,13,8
1012,8.4515,7.934,63993.3333333333,13,8
749,8.4516,7.911,63993.3333333333,13,8
995,8.4527,7.89,63993.3333333333,13,8
1098,8.4598,7.933,63993.3333333333,13,8
749,8.4644,7.945,63993.3333333333,13,8
998,8.4508,7.933,63993.3333333333,13,8
1038,8.4548,7.918,63993.3333333333,13,8
609,8.4585,7.364,63568,13,9
626,8.4583,7.341,63568,13,9
537,8.4549,7.37,63786,13,9
699,8.4516,7.345,63640.6666666667,13,9
765,8.446,7.374,63640.6666666667,13,9
1011,8.4515,7.332,63640.6666666667,13,9
840,8.4558,7.35,63640.6666666667,13,9
750,8.4622,7.352,63640.6666666667,13,9
617,8.46,7.344,63640.6666666667,13,9
657,8.4456,7.338,63640.6666666667,13,9
752,8.4565,7.349,63011,13,10
954,8.452,7.315,62657,13,10
918,8.4532,7.343,62893,13,10
873,8.4509,7.331,62853.6666666667,13,10
827,8.4541,7.351,62853.6666666667,13,10
961,8.4468,7.317,62853.6666666667,13,10
878,8.4594,7.329,62853.6666666667,13,10
943,8.4554,7.334,62853.6666666667,13,10
951,8.4495,7.346,62853.6666666667,13,10
1076,8.4512,7.32,62853.6666666667,13,10
1018,8.4593,7.37,65069,13,11
613,8.4521,7.352,65413,13,11
627,8.4674,7.363,65065,13,11
708,8.4525,7.374,65182.3333333333,13,11
965,8.4511,7.384,65182.3333333333,13,11
931,8.4528,7.372,65182.3333333333,13,11
1104,8.4529,7.364,65182.3333333333,13,11
1104,8.4607,7.362,65182.3333333333,13,11
994,8.4617,7.373,65182.3333333333,13,11
658,8.4513,7.365,65182.3333333333,13,11
628,8.463,7.898,64138,13,12
586,8.4526,7.851,63962,13,12
605,8.4499,7.953,63688,13,12
965,8.4483,7.971,63929.3333333333,13,12
902,8.4467,7.95,63929.3333333333,13,12
931,8.4472,7.949,63929.3333333333,13,12
660,8.4488,7.938,63929.3333333333,13,12
774,8.4658,7.998,63929.3333333333,13,12
621,8.4515,7.958,63929.3333333333,13,12
429,8.4454,7.923,63929.3333333333,13,12
813,8.4543,7.336,61188,13,13
791,8.4511,7.31,59593,13,13
842,8.4539,7.342,59417,13,13
860,8.4527,7.315,60066,13,13
897,8.4509,7.341,60066,13,13
936,8.4468,7.318,60066,13,13
676,8.4583,7.305,60066,13,13
409,8.4653,7.33,60066,13,13
872,8.4522,7.309,60066,13,13
841,8.451,7.322,60066,13,13
1078,8.4584,7.8,49543,14,1
881,8.4543,7.88,53808,14,1
924,8.447,7.877,50968,14,1
931,8.4534,7.868,51439.6666666667,14,1
916,8.448,7.905,51439.6666666667,14,1
955,8.4459,7.931,51439.6666666667,14,1
818,8.4562,7.894,51439.6666666667,14,1
805,8.4553,7.895,51439.6666666667,14,1
965,8.4631,7.923,51439.6666666667,14,1
660,8.4469,7.866,51439.6666666667,14,1
685,8.4572,7.816,48193,14,2
855,8.4509,7.871,53200,14,2
944,8.4518,7.882,50254,14,2
784,8.4577,7.881,50549,14,2
889,8.4551,7.877,50549,14,2
679,8.4583,7.918,50549,14,2
790,8.4554,7.91,50549,14,2
798,8.4602,7.91,50549,14,2
1027,8.4522,7.949,50549,14,2
919,8.4519,7.859,50549,14,2
756,8.4506,7.836,47979,14,3
733,8.4578,7.88,50839,14,3
695,8.4521,7.894,50128,14,3
571,8.4599,7.92,49648.6666666667,14,3
930,8.452,7.927,49648.6666666667,14,3
886,8.4495,7.92,49648.6666666667,14,3
814,8.461,7.932,49648.6666666667,14,3
814,8.4581,7.936,49648.6666666667,14,3
605,8.4466,7.952,49648.6666666667,14,3
436,8.4462,7.883,49648.6666666667,14,3
1044,8.4512,7.399,46950,14,4
927,8.4517,7.431,51758,14,4
889,8.4552,7.417,49261,14,4
889,8.4508,7.415,49323,14,4
861,8.4579,7.422,49323,14,4
1185,8.4601,7.428,49323,14,4
1173,8.4505,7.417,49323,14,4
1137,8.455,7.436,49323,14,4
1177,8.4569,7.428,49323,14,4
1167,8.4498,7.432,49323,14,4
742,8.4565,7.778,60216,14,5
723,8.4567,7.822,61465,14,5
838,8.4527,7.891,60939,14,5
947,8.4594,7.862,60873.3333333333,14,5
938,8.4558,7.868,60873.3333333333,14,5
547.1,8.4519,7.891,60873.3333333333,14,5
620,8.4575,7.906,60873.3333333333,14,5
607,8.4551,7.892,60873.3333333333,14,5
499,8.4518,7.921,60873.3333333333,14,5
1057,8.4608,7.85,60873.3333333333,14,5
761,8.4529,7.789,48098,14,6
961,8.4551,7.856,52908,14,6
930,8.4552,7.863,50496,14,6
931,8.4512,7.871,50500.6666666667,14,6
941,8.4552,7.865,50500.6666666667,14,6
384,8.4626,7.895,50500.6666666667,14,6
617,8.4569,7.903,50500.6666666667,14,6
605,8.4556,7.886,50500.6666666667,14,6
588,8.4527,7.886,50500.6666666667,14,6
608,8.4502,7.857,50500.6666666667,14,6
846,8.4585,7.779,60869,14,7
921,8.4543,7.864,62728,14,7
924,8.4579,7.852,62678,14,7
772,8.4596,7.847,62091.6666666667,14,7
909,8.454,7.847,62091.6666666667,14,7
875,8.4567,7.859,62091.6666666667,14,7
930,8.4555,7.866,62091.6666666667,14,7
967,8.4582,7.848,62091.6666666667,14,7
910,8.4661,7.892,62091.6666666667,14,7
930,8.4611,7.815,62091.6666666667,14,7
677,8.447,7.813,62481,14,8
921,8.4589,7.841,63625,14,8
816,8.4553,7.883,62882,14,8
493,8.4501,7.879,62996,14,8
561,8.4553,7.909,62996,14,8
919,8.4513,7.898,62996,14,8
941,8.4581,7.919,62996,14,8
846,8.464,7.936,62996,14,8
899,8.4522,7.954,62996,14,8
907,8.4535,7.868,62996,14,8
706,8.4511,7.376,62854,14,9
893,8.452,7.375,63028,14,9
683,8.4529,7.383,62950,14,9
974,8.4514,7.368,62944,14,9
908,8.4463,7.379,62944,14,9
1061,8.4507,7.394,62944,14,9
886,8.4587,7.387,62944,14,9
851,8.4611,7.416,62944,14,9
939,8.4645,7.415,62944,14,9
551,8.456,7.435,62944,14,9
1128,8.4533,7.36,61793,14,10
917,8.4517,7.373,63125,14,10
922,8.4591,7.37,63488,14,10
938,8.4535,7.376,62802,14,10
812,8.4468,7.37,62802,14,10
757,8.4467,7.371,62802,14,10
408,8.4553,7.401,62802,14,10
618,8.4565,7.399,62802,14,10
284.9,8.4526,7.38,62802,14,10
634,8.4485,7.402,62802,14,10
1005,8.4594,7.391,63401,14,11
892,8.4522,7.392,64393,14,11
825,8.4494,7.391,65183,14,11
985,8.4497,7.386,64325.6666666667,14,11
946,8.4449,7.415,64325.6666666667,14,11
550,8.445,7.389,64325.6666666667,14,11
955,8.4517,7.404,64325.6666666667,14,11
888,8.4585,7.428,64325.6666666667,14,11
985,8.4632,7.381,64325.6666666667,14,11
951,8.45,7.415,64325.6666666667,14,11
829,8.4514,7.864,61782,14,12
885,8.4455,7.896,63821,14,12
999,8.4493,7.946,62757,14,12
930,8.4562,7.952,62786.6666666667,14,12
897,8.4518,7.921,62786.6666666667,14,12
934,8.4472,7.931,62786.6666666667,14,12
808,8.4582,7.952,62786.6666666667,14,12
822,8.4657,7.949,62786.6666666667,14,12
945,8.4518,7.956,62786.6666666667,14,12
883,8.456,7.895,62786.6666666667,14,12
736,8.4542,7.373,48771,14,13
926,8.4547,7.349,53593,14,13
816,8.4565,7.376,51560,14,13
925,8.4535,7.345,51308,14,13
865,8.4516,7.379,51308,14,13
592,8.4518,7.365,51308,14,13
814,8.4614,7.391,51308,14,13
792,8.4688,7.366,51308,14,13
993,8.4516,7.388,51308,14,13
918,8.4508,7.403,51308,14,13
744,8.4566,7.347,47861,14,14
698,8.4551,7.341,51820,14,14
711,8.4549,7.335,49833,14,14
959,8.4594,7.345,49838,14,14
898,8.4474,7.358,49838,14,14
663,8.4501,7.358,49838,14,14
623,8.4528,7.354,49838,14,14
510,8.4703,7.365,49838,14,14
319,8.4546,7.378,49838,14,14
390,8.4541,7.387,49838,14,14
575,8.4567,7.776,51774,15,1
371,8.4483,7.827,51427,15,1
653,8.4478,7.837,46430,15,1
936,8.4484,7.871,49877,15,1
716,8.4527,7.806,49877,15,1
474.8,8.45,7.863,49877,15,1
524,8.445,7.855,49877,15,1
367,8.4583,7.892,49877,15,1
605,8.4556,7.866,49877,15,1
601,8.4454,7.857,49877,15,1
930,8.4573,7.759,51498,15,2
977,8.4511,7.806,49984,15,2
911,8.4513,7.84,46073,15,2
833,8.4603,7.836,49185,15,2
725,8.4552,7.815,49185,15,2
528,8.4467,7.862,49185,15,2
586,8.4521,7.868,49185,15,2
593,8.4583,7.887,49185,15,2
629,8.4648,7.865,49185,15,2
621,8.4526,7.851,49185,15,2
837,8.4477,7.801,50197,15,3
580,8.447,7.861,49776,15,3
765,8.4462,7.882,45065,15,3
863,8.4515,7.881,48346,15,3
819,8.4527,7.861,48346,15,3
886,8.4514,7.881,48346,15,3
867,8.4698,7.91,48346,15,3
845,8.4644,7.913,48346,15,3
868,8.4583,7.904,48346,15,3
694,8.4526,7.887,48346,15,3
928,8.4599,7.641,50174,15,4
840,8.4528,7.686,49915,15,4
951,8.4576,7.698,44909,15,4
801,8.4522,7.716,48332.6666666667,15,4
776,8.4542,7.686,48332.6666666667,15,4
856,8.4581,7.686,48332.6666666667,15,4
407,8.4516,7.71,48332.6666666667,15,4
745,8.4461,7.718,48332.6666666667,15,4
941,8.4504,7.706,48332.6666666667,15,4
944,8.45,7.698,48332.6666666667,15,4
720,8.4533,7.759,60982,15,5
872,8.4572,7.789,60387,15,5
717,8.4336,7.835,59182,15,5
898,8.4475,7.822,60183.6666666667,15,5
530,8.4467,7.813,60183.6666666667,15,5
919,8.4479,7.814,60183.6666666667,15,5
946,8.4508,7.863,60183.6666666667,15,5
865,8.457,7.835,60183.6666666667,15,5
543,8.4511,7.85,60183.6666666667,15,5
702,8.4539,7.813,60183.6666666667,15,5
676,8.4585,7.732,50585,15,6
977,8.4567,7.787,49804,15,6
783,8.4545,7.81,45039,15,6
898,8.4511,7.826,48476,15,6
941,8.4564,7.79,48476,15,6
925,8.4667,7.817,48476,15,6
976,8.4516,7.834,48476,15,6
856,8.4452,7.859,48476,15,6
676,8.4532,7.839,48476,15,6
741,8.4469,7.821,48476,15,6
584,8.4576,7.769,61616,15,7
688,8.4592,7.793,61687,15,7
637,8.4532,7.793,60859,15,7
653,8.4606,7.851,61387.3333333333,15,7
1008,8.4544,7.795,61387.3333333333,15,7
1012,8.4568,7.802,61387.3333333333,15,7
995,8.4564,7.809,61387.3333333333,15,7
563,8.459,7.814,61387.3333333333,15,7
623,8.46,7.834,61387.3333333333,15,7
665,8.4479,7.807,61387.3333333333,15,7
583,8.4534,7.781,62410,15,8
689,8.4536,7.829,62271,15,8
651,8.4596,7.865,60291,15,8
807,8.4578,7.869,61657.3333333333,15,8
847,8.4532,7.868,61657.3333333333,15,8
1000,8.4496,7.874,61657.3333333333,15,8
988,8.4553,7.918,61657.3333333333,15,8
960,8.4572,7.883,61657.3333333333,15,8
896,8.4486,7.893,61657.3333333333,15,8
914,8.451,7.874,61657.3333333333,15,8
908,8.4573,7.592,62695,15,9
974,8.4473,7.639,63089,15,9
916,8.4467,7.658,61896,15,9
807,8.4502,7.705,62560,15,9
782,8.4459,7.663,62560,15,9
548,8.4457,7.667,62560,15,9
590,8.4501,7.673,62560,15,9
916,8.4618,7.705,62560,15,9
917,8.4584,7.683,62560,15,9
595,8.4472,7.671,62560,15,9
1009,8.4547,7.579,62578,15,10
890,8.4527,7.637,62924,15,10
886,8.4496,7.659,61205,15,10
843,8.4206,7.664,62235.6666666667,15,10
846,8.4511,7.645,62235.6666666667,15,10
858,8.4541,7.675,62235.6666666667,15,10
895,8.4579,7.671,62235.6666666667,15,10
996,8.4702,7.71,62235.6666666667,15,10
1029,8.46,7.674,62235.6666666667,15,10
962,8.4482,7.663,62235.6666666667,15,10
596,8.4626,7.58,64005,15,11
406,8.4521,7.652,64443,15,11
486,8.4513,7.669,62577,15,11
730,8.447,7.698,63675,15,11
721,8.4461,7.667,63675,15,11
561,8.4512,7.686,63675,15,11
584,8.4462,7.682,63675,15,11
605,8.4641,7.729,63675,15,11
642,8.4569,7.687,63675,15,11
643,8.451,7.679,63675,15,11
809,8.4578,7.795,61295,15,12
830,8.4473,7.861,59669,15,12
829,8.4471,7.874,59039,15,12
782,8.4568,7.883,60001,15,12
1017,8.4479,7.888,60001,15,12
815,8.4469,7.881,60001,15,12
807,8.4502,7.915,60001,15,12
807,8.4695,7.92,60001,15,12
836,8.4525,7.913,60001,15,12
840,8.4499,7.86,60001,15,12
974,8.4634,7.578,51339,15,13
950,8.448,7.655,51031,15,13
946,8.4453,7.651,46339,15,13
853,8.4522,7.641,49569.6666666667,15,13
714,8.4517,7.645,49569.6666666667,15,13
567,8.4515,7.614,49569.6666666667,15,13
875,8.4571,7.651,49569.6666666667,15,13
804,8.4732,7.667,49569.6666666667,15,13
1032,8.4533,7.682,49569.6666666667,15,13
1016,8.4518,7.675,49569.6666666667,15,13
826,8.4602,7.543,50128,15,14
842,8.4534,7.608,49688,15,14
869,8.4525,7.611,44729,15,14
846,8.4665,7.62,48181.6666666667,15,14
916,8.4478,7.619,48181.6666666667,15,14
898,8.4532,7.612,48181.6666666667,15,14
818,8.4512,7.595,48181.6666666667,15,14
744,8.4741,7.63,48181.6666666667,15,14
668,8.4513,7.616,48181.6666666667,15,14
717,8.4512,7.635,48181.6666666667,15,14
821,8.4591,7.549,61808,15,15
896,8.4477,7.637,61910,15,15
929,8.4541,7.622,61622,15,15
815,8.4524,7.663,61780,15,15
794,8.451,7.629,61780,15,15
848,8.4511,7.599,61780,15,15
615,8.4606,7.646,61780,15,15
822,8.4566,7.663,61780,15,15
550,8.4664,7.645,61780,15,15
959,8.4516,7.656,61780,15,15
697,8.4579,7.884,52623,16,1
665,8.4464,7.857,43319,16,1
516,8.4522,7.891,51309,16,1
460.6,8.4482,7.873,49083.6666666667,16,1
606,8.4509,7.908,49083.6666666667,16,1
641,8.4451,7.878,49083.6666666667,16,1
883,8.4459,7.922,49083.6666666667,16,1
753,8.4521,7.928,49083.6666666667,16,1
758,8.4587,7.957,49083.6666666667,16,1
577,8.4488,7.913,49083.6666666667,16,1
803,8.46,7.873,51621,16,2
729,8.4532,7.879,42401,16,2
764,8.4536,7.863,48812,16,2
627,8.456,7.882,47611.3333333333,16,2
625,8.4506,7.882,47611.3333333333,16,2
658,8.447,7.876,47611.3333333333,16,2
349.8,8.4577,7.936,47611.3333333333,16,2
756,8.4582,7.932,47611.3333333333,16,2
806,8.4565,7.936,47611.3333333333,16,2
764,8.4471,7.921,47611.3333333333,16,2
893,8.4564,7.886,50949,16,3
869,8.449,7.889,41835,16,3
703,8.4506,7.893,49065,16,3
847,8.4508,7.891,47283,16,3
740,8.4465,7.908,47283,16,3
786,8.4553,7.878,47283,16,3
662,8.47,7.969,47283,16,3
672,8.4565,7.95,47283,16,3
666,8.448,7.977,47283,16,3
638,8.4522,7.924,47283,16,3
574,8.4499,7.958,51343,16,4
543,8.4526,7.999,41474,16,4
638,8.4492,8.005,48297,16,4
843,8.4448,8.014,47038,16,4
785,8.4484,7.993,47038,16,4
797,8.4567,8.011,47038,16,4
669,8.4477,8.045,47038,16,4
669,8.4486,8.044,47038,16,4
586,8.4499,8.082,47038,16,4
608,8.4463,8.018,47038,16,4
1060,8.4547,7.828,61206,16,5
1004,8.4529,7.822,57485,16,5
895,8.4577,7.826,59695,16,5
562,8.4532,7.836,59462,16,5
761,8.4563,7.86,59462,16,5
796,8.4508,7.829,59462,16,5
897,8.4461,7.91,59462,16,5
826,8.4562,7.89,59462,16,5
829,8.4512,7.925,59462,16,5
844,8.4637,7.859,59462,16,5
905,8.4457,7.844,51658,16,6
819,8.4549,7.844,42197,16,6
818,8.4513,7.853,50675,16,6
730,8.4495,7.843,48176.6666666667,16,6
741,8.4518,7.862,48176.6666666667,16,6
727,8.4626,7.854,48176.6666666667,16,6
630,8.4525,7.892,48176.6666666667,16,6
987,8.4525,7.878,48176.6666666667,16,6
530,8.4575,7.936,48176.6666666667,16,6
1128,8.4507,7.877,48176.6666666667,16,6
755,8.4669,7.839,60399,16,7
974,8.4569,7.834,59100,16,7
990,8.4581,7.838,60452,16,7
1030,8.4535,7.821,59983.6666666667,16,7
867,8.4545,7.817,59983.6666666667,16,7
838,8.4603,7.81,59983.6666666667,16,7
854,8.4517,7.865,59983.6666666667,16,7
832,8.4547,7.848,59983.6666666667,16,7
616,8.4685,7.879,59983.6666666667,16,7
665,8.452,7.84,59983.6666666667,16,7
688,8.4505,7.864,62665,16,8
590,8.4544,7.853,60578,16,8
592,8.4537,7.873,63072,16,8
829,8.4478,7.867,62105,16,8
798,8.445,7.884,62105,16,8
777,8.4498,7.879,62105,16,8
840,8.4534,7.933,62105,16,8
803,8.4569,7.917,62105,16,8
855,8.4491,7.956,62105,16,8
906,8.4547,7.898,62105,16,8
614,8.4624,7.904,62636,16,9
694,8.4468,7.978,59851,16,9
657,8.4477,7.944,61642,16,9
614,8.4461,7.97,61376.3333333333,16,9
771,8.4524,7.981,61376.3333333333,16,9
772,8.4486,7.972,61376.3333333333,16,9
815,8.4466,8.018,61376.3333333333,16,9
772,8.4568,8.013,61376.3333333333,16,9
734,8.455,8.045,61376.3333333333,16,9
602,8.4455,7.992,61376.3333333333,16,9
762,8.4536,7.944,62555,16,10
835,8.452,7.985,59329,16,10
968,8.4489,7.947,61939,16,10
826,8.4537,7.986,61274.3333333333,16,10
783,8.4473,7.944,61274.3333333333,16,10
826,8.4475,7.954,61274.3333333333,16,10
657,8.4669,8.025,61274.3333333333,16,10
550,8.4596,8.029,61274.3333333333,16,10
833,8.4526,8.056,61274.3333333333,16,10
900,8.4445,8.021,61274.3333333333,16,10
744,8.4551,7.946,62921,16,11
787,8.4534,7.976,61085,16,11
786,8.454,7.984,61367,16,11
811,8.4492,7.991,61791,16,11
703,8.4496,7.996,61791,16,11
927,8.4458,7.998,61791,16,11
933,8.4458,8.022,61791,16,11
859,8.462,8.036,61791,16,11
741,8.4553,8.072,61791,16,11
817,8.4453,8.006,61791,16,11
1002,8.4569,7.928,60346,16,12
1017,8.4593,7.903,57351,16,12
855,8.4503,7.912,60407,16,12
836,8.4518,7.906,59368,16,12
808,8.4471,7.926,59368,16,12
846,8.4469,7.92,59368,16,12
752,8.4464,7.959,59368,16,12
760,8.4628,7.941,59368,16,12
887,8.4628,7.982,59368,16,12
1030,8.4562,7.941,59368,16,12
744.6,8.4555,7.884,52902,16,13
579,8.4583,7.944,42481,16,13
593,8.4551,7.932,51278,16,13
621,8.4546,7.952,48887,16,13
614,8.4515,7.937,48887,16,13
554,8.4554,7.938,48887,16,13
376,8.453,7.981,48887,16,13
749,8.4587,7.988,48887,16,13
672,8.4537,8.025,48887,16,13
576,8.4504,7.986,48887,16,13
614,8.4561,7.872,50828,16,14
545,8.4482,7.922,41727,16,14
565,8.4519,7.915,49465,16,14
723,8.4636,7.91,47340,16,14
739,8.4531,7.928,47340,16,14
786,8.4466,7.923,47340,16,14
1007,8.4472,7.963,47340,16,14
669,8.4617,7.992,47340,16,14
912,8.4467,8.003,47340,16,14
504,8.4522,7.963,47340,16,14
637,8.4617,7.871,61733,16,15
563,8.4513,7.926,58894,16,15
654,8.4505,7.928,60720,16,15
805,8.4523,7.931,60449,16,15
775,8.4457,7.947,60449,16,15
794,8.4492,7.957,60449,16,15
673,8.4518,7.964,60449,16,15
693,8.4537,7.998,60449,16,15
626,8.4624,8.011,60449,16,15
596,8.4479,7.965,60449,16,15
718,8.454,7.911,62513,16,16
818,8.4588,7.972,60166,16,16
894,8.4559,7.946,61777,16,16
843,8.4564,7.951,61485.3333333333,16,16
809,8.4523,7.983,61485.3333333333,16,16
832,8.4521,7.976,61485.3333333333,16,16
880,8.4634,8.018,61485.3333333333,16,16
