instanceID,experimentID,instanceType,wallTime,clients,threads,scaleFactor,transactionsType,queryMode,duration,transactions
i-0178c009d34532fb3,1532132304,c3.large,60.30473518371582,10,10,1,TPC-B (sort of),simple,60 s,55731
i-0178c009d34532fb3,1532132304,c3.large,60.287185192108154,10,10,1,TPC-B (sort of),simple,60 s,55744
i-0d48e74939789e96c,1532132304,c3.large,60.366366147994995,10,10,1,TPC-B (sort of),simple,60 s,55046
i-0d48e74939789e96c,1532132304,c3.large,60.212265968322754,10,10,1,TPC-B (sort of),simple,60 s,53915
i-0d48e74939789e96c,1532132304,c3.large,60.20655131340027,10,10,1,TPC-B (sort of),simple,60 s,54930
i-0d48e74939789e96c,1532132304,c3.large,60.270471811294556,10,10,1,TPC-B (sort of),simple,60 s,56258
i-0d48e74939789e96c,1532132304,c3.large,60.276275396347046,10,10,1,TPC-B (sort of),simple,60 s,52649
i-0d48e74939789e96c,1532132304,c3.large,60.262194871902466,10,10,1,TPC-B (sort of),simple,60 s,54838
i-0d48e74939789e96c,1532132304,c3.large,60.27944588661194,10,10,1,TPC-B (sort of),simple,60 s,56101
i-0d48e74939789e96c,1532132304,c3.large,60.292911529541016,10,10,1,TPC-B (sort of),simple,60 s,55651
i-0d48e74939789e96c,1532132304,c3.large,60.3336980342865,10,10,1,TPC-B (sort of),simple,60 s,55733
i-0d48e74939789e96c,1532132304,c3.large,60.275474548339844,10,10,1,TPC-B (sort of),simple,60 s,55854
i-0d48e74939789e96c,1532132304,c3.large,60.298987865448,10,10,1,TPC-B (sort of),simple,60 s,56757
i-0d48e74939789e96c,1532132304,c3.large,60.28701710700989,10,10,1,TPC-B (sort of),simple,60 s,54927
i-0d48e74939789e96c,1532132304,c3.large,60.220136880874634,10,10,1,TPC-B (sort of),simple,60 s,55770
i-0d48e74939789e96c,1532132304,c3.large,60.26641821861267,10,10,1,TPC-B (sort of),simple,60 s,56344
i-0d48e74939789e96c,1532132304,c3.large,60.25402235984802,10,10,1,TPC-B (sort of),simple,60 s,56599
i-0d48e74939789e96c,1532132304,c3.large,60.28966546058655,10,10,1,TPC-B (sort of),simple,60 s,56038
i-0d48e74939789e96c,1532132304,c3.large,60.29223895072937,10,10,1,TPC-B (sort of),simple,60 s,55523
i-0d48e74939789e96c,1532132304,c3.large,60.2560133934021,10,10,1,TPC-B (sort of),simple,60 s,56641
i-0dda907af2bcf1f8d,1532132304,c3.large,60.493783950805664,10,10,1,TPC-B (sort of),simple,60 s,56306
i-0dda907af2bcf1f8d,1532132304,c3.large,60.27506709098816,10,10,1,TPC-B (sort of),simple,60 s,57111
i-0dda907af2bcf1f8d,1532132304,c3.large,60.48071622848511,10,10,1,TPC-B (sort of),simple,60 s,57301
i-0dda907af2bcf1f8d,1532132304,c3.large,60.301639556884766,10,10,1,TPC-B (sort of),simple,60 s,57216
i-0dda907af2bcf1f8d,1532132304,c3.large,60.20023584365845,10,10,1,TPC-B (sort of),simple,60 s,58414
i-0dda907af2bcf1f8d,1532132304,c3.large,60.20072817802429,10,10,1,TPC-B (sort of),simple,60 s,57900
i-0dda907af2bcf1f8d,1532132304,c3.large,60.414660692214966,10,10,1,TPC-B (sort of),simple,60 s,56187
i-0dda907af2bcf1f8d,1532132304,c3.large,60.292471170425415,10,10,1,TPC-B (sort of),simple,60 s,56221
i-0dda907af2bcf1f8d,1532132304,c3.large,60.28288459777832,10,10,1,TPC-B (sort of),simple,60 s,56621
i-0dda907af2bcf1f8d,1532132304,c3.large,60.32888460159302,10,10,1,TPC-B (sort of),simple,60 s,57454
i-0dda907af2bcf1f8d,1532132304,c3.large,60.30473756790161,10,10,1,TPC-B (sort of),simple,60 s,57363
i-0dda907af2bcf1f8d,1532132304,c3.large,60.23472595214844,10,10,1,TPC-B (sort of),simple,60 s,56401
i-0dda907af2bcf1f8d,1532132304,c3.large,60.310049057006836,10,10,1,TPC-B (sort of),simple,60 s,56992
i-0dda907af2bcf1f8d,1532132304,c3.large,60.31540513038635,10,10,1,TPC-B (sort of),simple,60 s,57711
i-0dda907af2bcf1f8d,1532132304,c3.large,60.2437584400177,10,10,1,TPC-B (sort of),simple,60 s,57785
i-0dda907af2bcf1f8d,1532132304,c3.large,60.32325792312622,10,10,1,TPC-B (sort of),simple,60 s,55285
i-0dda907af2bcf1f8d,1532132304,c3.large,60.42523670196533,10,10,1,TPC-B (sort of),simple,60 s,56802
i-0dda907af2bcf1f8d,1532132304,c3.large,60.30143165588379,10,10,1,TPC-B (sort of),simple,60 s,57594
i-0dda907af2bcf1f8d,1532132304,c3.large,60.29957318305969,10,10,1,TPC-B (sort of),simple,60 s,55387
i-0dda907af2bcf1f8d,1532132304,c3.large,60.23224711418152,10,10,1,TPC-B (sort of),simple,60 s,53921
i-0dda907af2bcf1f8d,1532132304,c3.large,60.2231981754303,10,10,1,TPC-B (sort of),simple,60 s,53288
i-0dda907af2bcf1f8d,1532132304,c3.large,60.3668851852417,10,10,1,TPC-B (sort of),simple,60 s,54601
i-0dda907af2bcf1f8d,1532132304,c3.large,60.32402229309082,10,10,1,TPC-B (sort of),simple,60 s,54357
i-0dda907af2bcf1f8d,1532132304,c3.large,60.262208700180054,10,10,1,TPC-B (sort of),simple,60 s,56970
i-0dda907af2bcf1f8d,1532132304,c3.large,60.38930940628052,10,10,1,TPC-B (sort of),simple,60 s,57136
i-0dda907af2bcf1f8d,1532132304,c3.large,60.322163820266724,10,10,1,TPC-B (sort of),simple,60 s,55822
i-0dda907af2bcf1f8d,1532132304,c3.large,60.29114103317261,10,10,1,TPC-B (sort of),simple,60 s,56285
i-0dda907af2bcf1f8d,1532132304,c3.large,60.41516089439392,10,10,1,TPC-B (sort of),simple,60 s,56473
i-0dda907af2bcf1f8d,1532132304,c3.large,60.27714014053345,10,10,1,TPC-B (sort of),simple,60 s,56945
i-0dda907af2bcf1f8d,1532132304,c3.large,60.2721266746521,10,10,1,TPC-B (sort of),simple,60 s,56798
i-0dda907af2bcf1f8d,1532132304,c3.large,60.27073264122009,10,10,1,TPC-B (sort of),simple,60 s,54990
i-0dda907af2bcf1f8d,1532132304,c3.large,60.28952693939209,10,10,1,TPC-B (sort of),simple,60 s,55105
i-0dda907af2bcf1f8d,1532132304,c3.large,60.28680872917175,10,10,1,TPC-B (sort of),simple,60 s,55652
i-0dda907af2bcf1f8d,1532132304,c3.large,60.447049140930176,10,10,1,TPC-B (sort of),simple,60 s,53499
i-0dda907af2bcf1f8d,1532132304,c3.large,60.375545024871826,10,10,1,TPC-B (sort of),simple,60 s,53510
i-0dda907af2bcf1f8d,1532132304,c3.large,60.40733003616333,10,10,1,TPC-B (sort of),simple,60 s,54495
i-0ab0d9ca12f000301,1532132304,c3.large,60.304457902908325,10,10,1,TPC-B (sort of),simple,60 s,59154
i-0ab0d9ca12f000301,1532132304,c3.large,60.23416066169739,10,10,1,TPC-B (sort of),simple,60 s,59558
i-0ab0d9ca12f000301,1532132304,c3.large,60.22086262702942,10,10,1,TPC-B (sort of),simple,60 s,56627
i-0ab0d9ca12f000301,1532132304,c3.large,60.21554398536682,10,10,1,TPC-B (sort of),simple,60 s,55745
i-0ab0d9ca12f000301,1532132304,c3.large,60.24212384223938,10,10,1,TPC-B (sort of),simple,60 s,56242
i-0ab0d9ca12f000301,1532132304,c3.large,60.2520318031311,10,10,1,TPC-B (sort of),simple,60 s,57631
i-0ab0d9ca12f000301,1532132304,c3.large,60.223687171936035,10,10,1,TPC-B (sort of),simple,60 s,54664
i-0ab0d9ca12f000301,1532132304,c3.large,60.30623507499695,10,10,1,TPC-B (sort of),simple,60 s,56274
i-0ab0d9ca12f000301,1532132304,c3.large,60.28295946121216,10,10,1,TPC-B (sort of),simple,60 s,58270
i-0ab0d9ca12f000301,1532132304,c3.large,60.24380445480347,10,10,1,TPC-B (sort of),simple,60 s,56641
i-0ab0d9ca12f000301,1532132304,c3.large,60.258599042892456,10,10,1,TPC-B (sort of),simple,60 s,55856
i-0ab0d9ca12f000301,1532132304,c3.large,60.24388313293457,10,10,1,TPC-B (sort of),simple,60 s,58868
i-0ab0d9ca12f000301,1532132304,c3.large,60.253796339035034,10,10,1,TPC-B (sort of),simple,60 s,58401
i-0ab0d9ca12f000301,1532132304,c3.large,60.26925301551819,10,10,1,TPC-B (sort of),simple,60 s,57344
i-0ab0d9ca12f000301,1532132304,c3.large,60.257161140441895,10,10,1,TPC-B (sort of),simple,60 s,58302
i-0ab0d9ca12f000301,1532132304,c3.large,60.27506756782532,10,10,1,TPC-B (sort of),simple,60 s,57857
i-0ab0d9ca12f000301,1532132304,c3.large,60.33900332450867,10,10,1,TPC-B (sort of),simple,60 s,57711
i-0ab0d9ca12f000301,1532132304,c3.large,60.341448068618774,10,10,1,TPC-B (sort of),simple,60 s,57334
i-0ab0d9ca12f000301,1532132304,c3.large,60.274383783340454,10,10,1,TPC-B (sort of),simple,60 s,56854
i-0ab0d9ca12f000301,1532132304,c3.large,60.323121547698975,10,10,1,TPC-B (sort of),simple,60 s,56961
i-0ab0d9ca12f000301,1532132304,c3.large,60.2740523815155,10,10,1,TPC-B (sort of),simple,60 s,55966
i-0ab0d9ca12f000301,1532132304,c3.large,60.24375677108765,10,10,1,TPC-B (sort of),simple,60 s,56198
i-0ab0d9ca12f000301,1532132304,c3.large,60.30118680000305,10,10,1,TPC-B (sort of),simple,60 s,56881
i-0ab0d9ca12f000301,1532132304,c3.large,60.28339862823486,10,10,1,TPC-B (sort of),simple,60 s,55927
i-0ab0d9ca12f000301,1532132304,c3.large,60.2695574760437,10,10,1,TPC-B (sort of),simple,60 s,54485
i-0ab0d9ca12f000301,1532132304,c3.large,60.27183294296265,10,10,1,TPC-B (sort of),simple,60 s,55967
i-0ab0d9ca12f000301,1532132304,c3.large,60.26754426956177,10,10,1,TPC-B (sort of),simple,60 s,56702
i-0429db66a1a6e21c8,1532132304,c3.large,60.46717047691345,10,10,1,TPC-B (sort of),simple,60 s,54828
i-0429db66a1a6e21c8,1532132304,c3.large,60.26129770278931,10,10,1,TPC-B (sort of),simple,60 s,56624
i-0429db66a1a6e21c8,1532132304,c3.large,60.17964005470276,10,10,1,TPC-B (sort of),simple,60 s,57589
i-0429db66a1a6e21c8,1532132304,c3.large,60.18281865119934,10,10,1,TPC-B (sort of),simple,60 s,58453
i-0429db66a1a6e21c8,1532132304,c3.large,60.18931794166565,10,10,1,TPC-B (sort of),simple,60 s,56269
i-0429db66a1a6e21c8,1532132304,c3.large,60.20163679122925,10,10,1,TPC-B (sort of),simple,60 s,57727
i-0429db66a1a6e21c8,1532132304,c3.large,60.18430185317993,10,10,1,TPC-B (sort of),simple,60 s,55279
i-0429db66a1a6e21c8,1532132304,c3.large,60.21984577178955,10,10,1,TPC-B (sort of),simple,60 s,54639
i-0429db66a1a6e21c8,1532132304,c3.large,60.19676184654236,10,10,1,TPC-B (sort of),simple,60 s,55563
i-0429db66a1a6e21c8,1532132304,c3.large,60.18651223182678,10,10,1,TPC-B (sort of),simple,60 s,57037
i-0429db66a1a6e21c8,1532132304,c3.large,60.21521759033203,10,10,1,TPC-B (sort of),simple,60 s,59230
i-0429db66a1a6e21c8,1532132304,c3.large,60.20927667617798,10,10,1,TPC-B (sort of),simple,60 s,58164
i-0429db66a1a6e21c8,1532132304,c3.large,60.189544439315796,10,10,1,TPC-B (sort of),simple,60 s,59424
i-0429db66a1a6e21c8,1532132304,c3.large,60.19884705543518,10,10,1,TPC-B (sort of),simple,60 s,60083
i-0429db66a1a6e21c8,1532132304,c3.large,60.19964838027954,10,10,1,TPC-B (sort of),simple,60 s,59927
i-0429db66a1a6e21c8,1532132304,c3.large,60.19641613960266,10,10,1,TPC-B (sort of),simple,60 s,58821
i-0429db66a1a6e21c8,1532132304,c3.large,60.230040311813354,10,10,1,TPC-B (sort of),simple,60 s,59865
i-0429db66a1a6e21c8,1532132304,c3.large,60.202781438827515,10,10,1,TPC-B (sort of),simple,60 s,60010
i-0429db66a1a6e21c8,1532132304,c3.large,60.19625806808472,10,10,1,TPC-B (sort of),simple,60 s,58595
i-0429db66a1a6e21c8,1532132304,c3.large,60.21859431266785,10,10,1,TPC-B (sort of),simple,60 s,56568
i-0429db66a1a6e21c8,1532132304,c3.large,60.21124219894409,10,10,1,TPC-B (sort of),simple,60 s,58114
i-0429db66a1a6e21c8,1532132304,c3.large,60.22370362281799,10,10,1,TPC-B (sort of),simple,60 s,59057
i-0429db66a1a6e21c8,1532132304,c3.large,60.227720737457275,10,10,1,TPC-B (sort of),simple,60 s,58509
i-0429db66a1a6e21c8,1532132304,c3.large,60.20620346069336,10,10,1,TPC-B (sort of),simple,60 s,58243
i-0429db66a1a6e21c8,1532132304,c3.large,60.200366497039795,10,10,1,TPC-B (sort of),simple,60 s,58547
i-0429db66a1a6e21c8,1532132304,c3.large,60.21276330947876,10,10,1,TPC-B (sort of),simple,60 s,58605
i-0429db66a1a6e21c8,1532132304,c3.large,60.21799302101135,10,10,1,TPC-B (sort of),simple,60 s,58653
i-0429db66a1a6e21c8,1532132304,c3.large,60.223689794540405,10,10,1,TPC-B (sort of),simple,60 s,56787
i-0429db66a1a6e21c8,1532132304,c3.large,60.26871061325073,10,10,1,TPC-B (sort of),simple,60 s,58239
i-0429db66a1a6e21c8,1532132304,c3.large,60.23512887954712,10,10,1,TPC-B (sort of),simple,60 s,58633
i-0429db66a1a6e21c8,1532132304,c3.large,60.209754943847656,10,10,1,TPC-B (sort of),simple,60 s,56368
i-0429db66a1a6e21c8,1532132304,c3.large,60.21848654747009,10,10,1,TPC-B (sort of),simple,60 s,55659
i-0429db66a1a6e21c8,1532132304,c3.large,60.219274044036865,10,10,1,TPC-B (sort of),simple,60 s,57184
