instanceID,experimentID,instanceType,wallTime,clients,threads,scaleFactor,transactionsType,queryMode,duration,transactions
i-09f5b01644cab7eca,1531355675,c4.large,60.308451890945435,10,10,1,TPC-B (sort of),simple,60 s,61041
i-09f5b01644cab7eca,1531355675,c4.large,60.150232791900635,10,10,1,TPC-B (sort of),simple,60 s,60747
i-09f5b01644cab7eca,1531355675,c4.large,60.14889717102051,10,10,1,TPC-B (sort of),simple,60 s,61481
i-09f5b01644cab7eca,1531355675,c4.large,60.163196086883545,10,10,1,TPC-B (sort of),simple,60 s,62793
i-09f5b01644cab7eca,1531355675,c4.large,60.15269088745117,10,10,1,TPC-B (sort of),simple,60 s,62000
i-09f5b01644cab7eca,1531355675,c4.large,60.14912271499634,10,10,1,TPC-B (sort of),simple,60 s,62550
i-09f5b01644cab7eca,1531355675,c4.large,60.221388816833496,10,10,1,TPC-B (sort of),simple,60 s,62644
i-09f5b01644cab7eca,1531355675,c4.large,60.182270526885986,10,10,1,TPC-B (sort of),simple,60 s,62670
i-09f5b01644cab7eca,1531355675,c4.large,60.151384592056274,10,10,1,TPC-B (sort of),simple,60 s,62256
i-09f5b01644cab7eca,1531355675,c4.large,60.223225593566895,10,10,1,TPC-B (sort of),simple,60 s,62822
i-09f5b01644cab7eca,1531355675,c4.large,60.148898124694824,10,10,1,TPC-B (sort of),simple,60 s,63160
i-09f5b01644cab7eca,1531355675,c4.large,60.145652055740356,10,10,1,TPC-B (sort of),simple,60 s,63768
i-09f5b01644cab7eca,1531355675,c4.large,60.20150303840637,10,10,1,TPC-B (sort of),simple,60 s,63949
i-09f5b01644cab7eca,1531355675,c4.large,60.150492668151855,10,10,1,TPC-B (sort of),simple,60 s,63614
i-09f5b01644cab7eca,1531355675,c4.large,60.146567583084106,10,10,1,TPC-B (sort of),simple,60 s,63581
i-09f5b01644cab7eca,1531355675,c4.large,60.15483856201172,10,10,1,TPC-B (sort of),simple,60 s,62514
i-09f5b01644cab7eca,1531355675,c4.large,60.152023792266846,10,10,1,TPC-B (sort of),simple,60 s,62525
i-09f5b01644cab7eca,1531355675,c4.large,60.15344548225403,10,10,1,TPC-B (sort of),simple,60 s,62146
i-09f5b01644cab7eca,1531355675,c4.large,60.226078271865845,10,10,1,TPC-B (sort of),simple,60 s,62576
i-09f5b01644cab7eca,1531355675,c4.large,60.15252757072449,10,10,1,TPC-B (sort of),simple,60 s,62537
i-09f5b01644cab7eca,1531355675,c4.large,60.15316319465637,10,10,1,TPC-B (sort of),simple,60 s,63074
i-09f5b01644cab7eca,1531355675,c4.large,60.152724266052246,10,10,1,TPC-B (sort of),simple,60 s,62637
i-09f5b01644cab7eca,1531355675,c4.large,60.1537024974823,10,10,1,TPC-B (sort of),simple,60 s,63073
i-09f5b01644cab7eca,1531355675,c4.large,60.15649080276489,10,10,1,TPC-B (sort of),simple,60 s,62442
i-09f5b01644cab7eca,1531355675,c4.large,60.15685319900513,10,10,1,TPC-B (sort of),simple,60 s,62728
