iperf,sysbench,ycruncher,pgbench,setId,vmId
4720,7.568676949,4.848291397,171680,11,11
4400,7.564260721,4.881213427,171967,11,11
1883,7.781590939,5.082924843,166297,12,1
1499,7.78097415,4.944329023,166297,12,1
1123,7.775591612,4.899557829,166357,12,1
1727,7.781356812,5.100000143,167168,12,2
1124,7.783844948,4.961237192,166112,12,2
1127,7.778258324,4.929089308,166751,12,2
1878,7.789168835,5.353598118,167208,12,3
1544,7.780160666,4.875402927,166919,12,3
1486,7.774068832,4.856077194,170006,12,3
1478,7.776622295,5.102409363,167684,12,4
2873,7.776220798,4.909497499,167699,12,4
2953,7.782239914,4.894845009,168156,12,4
3176,7.784099817,5.050161839,167041,12,5
3212,7.779690981,4.919089556,167179,12,5
1497,7.777903318,5.057041645,167129,12,5
2860,7.781956673,5.04382062,170798,12,6
1479,7.779104233,4.881590366,170613,12,6
2923,7.778391361,5.176727057,170789,12,6
6150,7.78113842,5.162895918,167241,12,7
2430,7.777859211,4.930553436,167262,12,7
3002,7.778407574,4.932636738,166693,12,7
4410,7.779955864,5.08100009,163960,12,8
5910,7.778709173,4.895817518,163893,12,8
9460,7.777766705,4.918595552,164509,12,8
5520,7.569168806,5.037134171,164052,12,9
5410,7.569481611,4.857928276,164452,12,9
5150,7.568987846,4.871250868,164339,12,9
5450,7.566422224,5.036207676,165728,12,10
6090,7.564616442,4.891096354,166011,12,10
5960,7.565272331,4.89183259,166585,12,10
3030,7.567052364,5.058820248,171470,12,11
5320,7.568894386,4.883860826,171238,12,11
5400,7.565982819,4.904604435,171539,12,11
4930,7.576869488,5.14843154,166204,12,12
6720,7.571332455,4.885351896,166135,12,12
6140,7.576640844,4.890392303,166267,12,12
1593,7.779834747,4.947397232,166474,13,1
1487,7.77886939,4.936571836,166395,13,1
1487,7.783494473,4.941833496,166951,13,1
1106,7.780460835,4.974963665,166369,13,2
1331,7.775792122,4.94745636,166782,13,2
1123,7.777885675,4.929672241,167344,13,2
1502,7.788929939,4.868590117,166914,13,3
1305,7.77915144,4.87432456,166927,13,3
1675,7.775878429,4.870946884,167060,13,3
4248,7.779391766,4.933008909,168106,13,4
2085,7.776544809,4.947875023,168477,13,4
2693,7.781567574,4.935856819,167380,13,4
1466,7.792253256,4.888056755,166866,13,5
1476,7.779415131,4.899581671,166638,13,5
2523,7.776304245,4.887863159,166434,13,5
2164,7.782078028,4.875848532,170857,13,6
2104,7.779563189,4.91018033,170866,13,6
2673,7.779681206,4.921952486,170791,13,6
1491,7.776990891,4.926155329,166124,13,7
3042,7.778052807,4.919741154,166240,13,7
2483,7.777039766,4.904039621,166668,13,7
5520,7.781033754,4.898525953,164047,13,8
6260,7.78493619,4.895939589,163299,13,8
6840,7.776284456,4.922316551,163372,13,8
5450,7.780199289,4.89345789,163285,13,9
6270,7.780524731,4.898125887,163490,13,9
7530,7.780133963,4.898928881,163522,13,9
5690,7.778504133,4.958658457,164873,13,10
7000,7.785591364,4.924784184,164819,13,10
5100,7.777845621,4.913039207,165211,13,10
5650,7.791719198,4.877173185,172696,13,11
6290,7.77998662,4.87053299,172634,13,11
5160,7.778587341,4.886480093,172266,13,11
6330,7.786780119,4.873745203,164895,13,12
3400,7.782054663,4.896570683,165219,13,12
4910,7.784292936,4.857489824,165487,13,12
3130,7.775681496,4.922211885,163006,13,13
3400,7.77936697,4.901596546,163383,13,13
4800,7.783943892,4.912942886,163581,13,13
1487,7.77751708,5.009359598,165803,14,1
1487,7.782292128,5.103573561,165881,14,1
1487,7.776895285,5.008029461,166005,14,1
1301,7.779995441,4.99201417,166393,14,2
2344,7.778502226,4.984110355,166218,14,2
1172,7.777587175,4.978382111,166229,14,2
1539,7.788819313,4.871158361,166519,14,3
1629,7.783359528,4.87891674,166985,14,3
1476,7.77476716,4.871438742,167030,14,3
1447,7.777509212,4.943637848,167117,14,4
1469,7.774192333,4.960140705,167315,14,4
1648,7.777453899,4.963822365,167767,14,4
2354,7.791951895,4.917887211,167009,14,5
2613,7.779155731,4.885105848,166796,14,5
4740,7.781941414,4.888630867,167137,14,5
1422,7.783499002,5.049628019,170142,14,6
1452,7.777505398,4.93973732,170135,14,6
1435,7.780948877,4.927847385,170535,14,6
1475,7.776896954,4.906085968,166372,14,7
1466,7.776817083,4.92294693,166401,14,7
1438,7.776180744,4.919034481,166616,14,7
4020,7.781944036,4.907298326,163378,14,8
5446,7.777773857,4.917446375,163664,14,8
1485,7.778341532,4.89987421,163446,14,8
6480,7.783028603,4.935192823,163509,14,9
6770,7.783568144,4.935633659,163505,14,9
6320,7.785596132,4.961465359,163763,14,9
6490,7.776507854,4.946362972,165195,14,10
4970,7.776921749,4.935005903,165103,14,10
6240,7.777518749,4.944558859,165178,14,10
2486,7.789895535,4.899719,172149,14,11
4850,7.779714346,4.898636341,172572,14,11
3700,7.777239561,4.876940727,172159,14,11
7390,7.786849976,4.891208887,165011,14,12
4570,7.78228569,4.854730368,164737,14,12
5070,7.780592442,4.866871119,165185,14,12
1452,7.775745153,4.951869965,163533,14,13
2458,7.774887562,4.942730188,163867,14,13
5060,7.777466774,4.935153008,163480,14,13
6600,7.776605606,4.967134714,168390,14,14
4660,7.776470661,4.989618063,167848,14,14
4900,7.778844833,4.959130526,168640,14,14
1490,7.778795719,4.967402697,165355,15,1
1488,7.78294301,5.093682766,165449,15,1
1122,7.776922226,5.270436525,165595,15,1
1687,7.778347969,4.98995924,165889,15,2
1486,7.775473118,5.000169516,165795,15,2
1126,7.779359818,4.98831439,165526,15,2
1339,7.788428545,4.974123001,165755,15,3
1518,7.783533812,4.89033556,166312,15,3
1554,7.779225588,4.899386644,166280,15,3
2034,7.775021553,4.974179506,167104,15,4
1439,7.778318882,4.974691391,167304,15,4
1487,7.776990414,4.944259644,167781,15,4
1653,7.795730114,5.037744284,166718,15,5
1459,7.78268671,5.039974689,166974,15,5
1521,7.778941393,4.916088581,166896,15,5
1358,7.781471014,4.944263935,170064,15,6
1408,7.780418158,4.954406738,169875,15,6
1454,7.779450655,4.95076704,170087,15,6
2872,7.779004335,4.967400789,166429,15,7
1473,7.781428814,4.945680857,166489,15,7
2633,7.778733492,4.925649405,166376,15,7
1494,7.779693604,4.979277611,163645,15,8
2494,7.77969408,4.969846249,163878,15,8
1452,7.778724432,4.918084383,163593,15,8
5020,7.780240774,4.931202173,163719,15,9
5950,7.776701927,4.945587873,163925,15,9
9170,7.785535812,4.931512117,163430,15,9
4630,7.786062002,4.941187382,165325,15,10
4530,7.77908206,4.938493252,165276,15,10
4850,7.777445316,4.97246027,164807,15,10
3950,7.789631844,4.922884464,170786,15,11
2870,7.782869339,4.912136078,171194,15,11
3930,7.776862144,4.910407305,171975,15,11
4630,7.789663315,4.920249462,165351,15,12
4960,7.78121376,4.879431248,165212,15,12
2870,7.780618191,4.870301485,165170,15,12
3000,7.776525974,4.953733683,163754,15,13
4270,7.776175022,4.956541061,164018,15,13
4980,7.775454521,5.032119274,163673,15,13
3580,7.779937029,4.987927198,167719,15,14
2743,7.777461529,4.982613564,167540,15,14
3860,7.784650803,4.971541882,167546,15,14
5610,7.77717042,4.950638771,167366,15,15
5460,7.774558067,4.958718538,167544,15,15
2630,7.77819562,4.947699547,167291,15,15
1127,7.784543514,5.092178106,165633,16,1
1313,7.776246071,5.095520973,164945,16,1
1490,7.777772427,5.065556288,164874,16,1
1125,7.780425787,5.083912134,166115,16,2
1934,7.776981831,5.094130993,165880,16,2
1734,7.778283834,5.113402843,165550,16,2
1523,7.791015625,4.911006212,166415,16,3
1561,7.780403376,4.892624855,166031,16,3
1508,7.775671721,4.891755819,165469,16,3
1429,7.776154518,5.087458372,165676,16,4
1179,7.783114672,5.078872204,166088,16,4
2199,7.780013561,5.048463583,165918,16,4
1595,7.792766094,4.933548689,164834,16,5
1486,7.777659178,4.90888238,166128,16,5
1519,7.779198885,4.91637516,164987,16,5
2484,7.792243719,5.051396847,169706,16,6
2280,7.777840853,5.057101488,169601,16,6
3247,7.777116537,5.037927151,169401,16,6
1589,7.778357983,4.963463306,165666,16,7
2403,7.777808666,4.975518942,165445,16,7
1457,7.776705742,4.935272217,165053,16,7
1664,7.781826019,4.954915524,162855,16,8
1241,7.78088522,4.94896841,162426,16,8
1956,7.781443357,4.951078176,162128,16,8
2086,7.778295755,5.0601542,162181,16,9
1108,7.782698631,5.07947588,162118,16,9
1378,7.777716398,5.036080837,162386,16,9
4010,7.7765975,5.190649509,163867,16,10
2930,7.778042078,5.236363411,163757,16,10
4420,7.782034874,5.10028863,163908,16,10
1519,7.792170763,4.916832685,170471,16,11
3960,7.783745527,4.943905592,170730,16,11
4296,7.77910018,5.040201664,170340,16,11
4410,7.785187244,4.947504997,164191,16,12
3940,7.782488108,4.937928438,164278,16,12
4290,7.782002687,4.900175333,164208,16,12
1747,7.778713703,5.220356464,162172,16,13
3360,7.77753973,5.072176218,162469,16,13
3220,7.781002283,5.0963521,162249,16,13
5010,7.778559446,5.092391968,167579,16,14
3870,7.779162407,5.069062471,167772,16,14
5890,7.78159523,5.081703186,167897,16,14
5650,7.778666258,4.95215106,167322,16,15
6120,7.777494431,4.947436094,167231,16,15
3050,7.891969681,4.956234217,167068,16,15
5620,7.779458284,5.276625633,163408,16,16
8640,7.784423351,5.117578983,163301,16,16
7580,7.778766632,5.101350784,162874,16,16
2384,7.77958703,5.112314701,164582,17,1
1496,7.77894187,5.153182745,165249,17,1
1487,7.778289318,5.109763622,165022,17,1
1669,7.778234243,5.102273226,165769,17,2
1135,7.781557083,5.241774082,165516,17,2
1490,7.781871319,5.086505413,165572,17,2
1566,7.790074348,4.946034431,165151,17,3
1499,7.783717871,4.929908991,165387,17,3
1577,7.77481389,4.927482128,165672,17,3
1349,7.778296232,5.06559968,161984,17,4
1689,7.781181812,5.126124144,162635,17,4
1481,7.783418417,5.059627771,164279,17,4
1452,7.792555332,4.947356939,163754,17,5
1480,7.782095432,4.947479248,163715,17,5
1459,7.778915167,4.966687679,164342,17,5
1380,7.790952444,5.075886726,170182,17,6
1432,7.77966094,5.062491179,170004,17,6
1934,7.776548386,5.071731567,169786,17,6
1326,7.778844595,4.990759611,163950,17,7
1434,7.778591633,4.985897541,163947,17,7
2763,7.882561207,5.000443459,163942,17,7
2376,7.781318426,4.968033791,161516,17,8
4363,7.778459311,4.976515293,161941,17,8
1468,7.778514862,4.96849823,161354,17,8
2277,7.783980131,5.057662249,161392,17,9
1470,7.788423777,5.05706501,161331,17,9
1445,7.787258625,5.070028782,161657,17,9
3430,7.776804924,5.066426039,163564,17,10
3730,7.776104689,5.097738981,163248,17,10
6060,7.77893877,5.086052656,163361,17,10
4500,7.790393353,4.971052647,170702,17,11
3610,7.788912296,4.968899012,170171,17,11
1210,7.776908398,4.966358185,169800,17,11
3350,7.784602642,4.97007513,162347,17,12
3740,7.783899784,4.946167707,162979,17,12
3990,7.784034729,4.961774826,162732,17,12
4000,7.777468443,5.220713139,161494,17,13
3710,7.776854038,5.101119757,160757,17,13
2680,7.781994581,5.093647003,161089,17,13
2770,7.778269529,5.106677532,167633,17,14
1903,7.777558327,5.183222771,167693,17,14
4790,7.77913022,5.086493731,167769,17,14
6670,7.777953386,4.979204655,167021,17,15
4720,7.776514769,4.973959446,167217,17,15
4980,7.783820868,4.97374773,166683,17,15
4960,7.780500412,5.083590508,163351,17,16
7820,7.78675437,5.106741428,163340,17,16
4600,7.780012131,5.079300404,162751,17,16
3200,7.791299105,4.96598196,161880,17,17
2213,7.784699917,4.950746775,162133,17,17
2780,7.778034687,4.941453457,162129,17,17
1366,7.78006196,5.071752787,164135,18,1
1833,7.779607296,5.10365653,163906,18,1
1844,7.778785706,5.074795961,164034,18,1
1558,7.779520988,5.106899261,164519,18,2
1141,7.776841879,5.11311388,164944,18,2
1520,7.777418613,5.253181696,164304,18,2
2510,7.791998386,5.052031517,163486,18,3
1626,7.780183077,5.062979698,163868,18,3
1755,7.776568174,5.060231924,164410,18,3
1411,7.777214527,5.335541248,160438,18,4
1605,7.777714252,5.061178207,162007,18,4
1749,7.781603336,5.212591887,162378,18,4
1506,7.791303635,5.063642263,163157,18,5
1457,7.779022694,5.045102596,164073,18,5
2087,7.77850461,5.065193176,164354,18,5
1271,7.801614523,5.057737589,168744,18,6
2164,7.778544426,5.060670376,168882,18,6
2224,7.78001833,5.040395021,169413,18,6
1429,7.778625011,5.10754776,164669,18,7
1524,7.778844595,5.495972872,164183,18,7
2154,7.77866888,5.087674141,164409,18,7
2266,7.77964139,5.088812828,160421,18,8
1906,7.779450655,5.106286049,160597,18,8
2408,7.77846241,5.076004744,161937,18,8
2987,7.777778149,5.066684723,161439,18,9
4525,7.777812481,5.049907446,161620,18,9
2147,7.781139851,5.054713726,161793,18,9
2590,7.777179241,5.071179628,162883,18,10
2148,7.777519464,5.372563124,163449,18,10
2690,7.778113365,5.207248449,163624,18,10
3350,7.790118217,5.087345123,169773,18,11
3120,7.781435251,5.18837595,169252,18,11
3180,7.77664423,5.090708256,170039,18,11
2377,7.785644531,5.076033592,162563,18,12
2920,7.780866146,5.059191942,162271,18,12
3630,7.781308413,5.076160908,162512,18,12
1952,7.776760578,5.097009659,160870,18,13
2770,7.779402971,5.059556007,160457,18,13
2750,7.774551392,5.048694611,161289,18,13
3510,7.781760216,5.076796532,166429,18,14
3460,7.779383421,5.106820822,167000,18,14
1797,7.780501842,5.090076447,166408,18,14
2890,7.779164314,5.084333181,166162,18,15
1108,7.777542591,5.123969078,166778,18,15
3320,7.77878952,5.086194515,167179,18,15
5000,7.779008865,5.167633772,162659,18,16
3640,7.784980774,5.091212749,162726,18,16
4010,7.780349493,5.072916031,163130,18,16
3070,7.788099289,5.06135869,161536,18,17
2970,7.787559271,5.09064126,162202,18,17
3840,7.781349897,5.072494984,161561,18,17
5200,7.783539295,5.09745574,164260,18,18
8250,7.779109955,5.104032278,164413,18,18
5690,7.778452635,5.098987341,163905,18,18
1512,7.779809237,5.130897045,163090,19,1
1139,7.782712936,5.213183403,162964,19,1
1675,7.7837255,5.111488581,163241,19,1
1505,7.77768445,5.119496346,163547,19,2
1497,7.7854321,5.112998247,163546,19,2
1824,7.776023865,5.129158497,162292,19,2
2025,7.788200855,5.042331934,163475,19,3
1398,7.779269934,5.056672335,163364,19,3
1375,7.77605176,5.044615746,162490,19,3
1542,7.775326967,5.150027514,161002,19,4
1418,7.774046659,5.083081722,161484,19,4
1493,7.78060174,5.115937471,161493,19,4
1966,7.79087925,5.07257843,163135,19,5
1572,7.77579236,5.056571007,163857,19,5
1657,7.776869297,5.095463037,163241,19,5
1501,7.792295218,5.126978397,167837,19,6
1235,7.777548313,5.121108532,168346,19,6
1177,7.782815695,5.083731413,168139,19,6
1579,7.776079893,5.134132862,162795,19,7
1382,7.775323391,5.094902754,165257,19,7
1266,7.778832197,5.092719793,164164,19,7
4433,7.783270597,5.0727458,160532,19,8
1471,7.779500723,5.063882113,161152,19,8
2923,7.780364275,5.092109919,160935,19,8
1670,7.779229164,5.106095076,161494,19,9
1462,7.780731678,5.101513147,161286,19,9
1475,7.778123379,5.078132153,161890,19,9
1062,7.776729584,5.105402231,162226,19,10
2271,7.778724909,5.114789009,162930,19,10
2103,7.778355837,5.102571964,162492,19,10
2490,7.790290117,5.162295103,168647,19,11
3600,7.780023098,5.087853909,168584,19,11
2590,7.778862953,5.048388243,168965,19,11
1194,7.782742977,5.151030779,162928,19,12
3740,7.781945944,5.105055809,162120,19,12
1832,7.780940771,5.079389095,162646,19,12
2318,7.777320385,5.116513252,161167,19,13
985,7.775681019,5.110515356,161410,19,13
2469,7.778345823,5.110838652,161287,19,13
3740,7.781628847,5.133307219,164963,19,14
2850,7.778054714,5.084918499,166006,19,14
3520,7.779765606,5.129093647,165859,19,14
6020,7.787378788,5.121556044,165163,19,15
5280,7.780934095,5.116469622,165340,19,15
2882,7.779251099,5.082315922,164970,19,15
6140,7.779100418,5.126996517,162572,19,16
4560,7.790449142,5.213905334,162706,19,16
4970,7.778542757,5.11171937,162742,19,16
1043,7.785854101,5.070609093,160962,19,17
3490,7.792534113,5.103288651,161453,19,17
3420,7.780856133,5.313136578,161034,19,17
3020,7.7769835,5.07857275,162556,19,18
2564,7.780075312,5.073321104,163249,19,18
5170,7.776622772,5.070374727,162967,19,18
1966,7.783198595,5.116603851,163037,19,19
1762,7.77655077,5.169538975,163323,19,19
2618,7.780375957,5.165630102,163600,19,19
1219,7.777293444,5.217725992,163412,20,1
1386,7.780599356,5.283909082,162838,20,1
1393,7.781083584,5.198574066,162809,20,1
1556,7.778242588,5.163241625,163395,20,2
1895,7.777619123,5.14316535,164136,20,2
2090,7.778451681,5.132675409,163100,20,2
1139,7.787734747,5.07215786,163160,20,3
1723,7.780285597,5.048485994,163619,20,3
1588,7.775000095,5.025668621,163534,20,3
1811,7.775777578,5.196255207,160734,20,4
1167,7.779549122,5.144525766,159867,20,4
1943,7.783465147,5.252396822,159809,20,4
2120,7.793316126,5.078961611,162269,20,5
1487,7.781185389,5.15066576,162099,20,5
1437,7.779923916,5.059779882,161798,20,5
944,7.792098045,5.093248606,167579,20,6
1737,7.782848358,5.101650238,168030,20,6
1992,7.779041529,5.085300922,167726,20,6
2172,7.782249451,5.087170601,160013,20,7
1432,7.780412436,5.124574184,159732,20,7
1549,7.777860641,5.189045429,159189,20,7
1904,7.781643391,5.122349024,158776,20,8
3515,7.783726454,5.097417116,158890,20,8
1230,7.781838655,5.25491643,158788,20,8
4133,7.783892155,5.175917149,160103,20,9
1434,7.789136648,5.106350899,159839,20,9
1271,7.784901857,5.123938084,159982,20,9
2950,7.780574083,5.159250498,160618,20,10
1346,7.782271385,5.109788418,160907,20,10
2586,7.784649849,5.132204533,160677,20,10
2680,7.792156458,5.067715406,168938,20,11
2250,7.780647993,5.059020758,168159,20,11
2670,7.778359652,5.096735001,168379,20,11
2453,7.785100698,5.08125639,161262,20,12
2100,7.781235695,5.048951149,161428,20,12
1737,7.782001495,5.078323841,161134,20,12
2460,7.777883053,5.110911131,159785,20,13
3220,7.77709651,5.099940062,159759,20,13
3510,7.779857874,5.097154856,159236,20,13
1329,7.78255868,5.173798561,165648,20,14
1603,7.777508974,5.134978533,165310,20,14
1610,7.782753229,5.14767313,165750,20,14
2710,7.780773163,5.097211123,165488,20,15
4570,7.77760601,5.134366989,165645,20,15
5550,7.782498837,5.089370251,164887,20,15
4650,7.78503561,5.303237438,161038,20,16
1227,7.784924269,5.133480072,161462,20,16
4760,7.782806158,5.089967012,161695,20,16
1095,7.786380053,5.088156939,160063,20,17
3060,7.785259724,5.116341114,159774,20,17
2520,7.780488491,5.066925049,159844,20,17
5890,7.780132055,5.07758832,162887,20,18
7230,7.785922527,5.092070818,163131,20,18
6230,7.77766037,5.060246944,163062,20,18
2530,7.778451681,5.144955635,162906,20,19
3120,7.777846098,5.115912676,163102,20,19
2094,7.778233051,5.128298998,162388,20,19
2417,7.784189701,5.142453671,161734,20,20
2800,7.7831285,5.139321327,162289,20,20
1841,7.776522636,5.132742167,162731,20,20
2522,7.778334141,5.30018878,162982,21,1
