"","instanceID","sysbench","ycruncher","pgbench","iperf","setId","tenants"
"94","i-08559b79281547ef2",-0.683272484658186,-0.825637953094279,0.553928629297332,-0.521426525481662,17,17
"95","i-0d136c81f43ce8a29",-0.687636674798551,-0.571706855270186,0.682949718162744,-0.389498907249328,17,17
"96","i-0837f0f6a7a42ac68",-0.686344328306554,-0.769788602871352,0.798166784716836,-0.0279478561537108,17,17
"97","i-08e70b514c8c3cd5a",-0.684847864771797,-0.589301750867074,0.734064474781663,0.134172367620185,16,16
"98","i-002f7e27ea3e0bc1c",-0.682117564667407,-0.550697680426192,0.582884797144222,0.504410452820026,16,16
"99","i-0009b7735dea24732",-0.685744296589828,-0.674155921793921,0.946023623421045,0.0162739612916219,16,16
"100","i-0cc4b604b837f69d9",-0.688750876247231,-0.792225772112865,0.618239803394043,0.863427358457514,15,15
"101","i-0837f0f6a7a42ac68",-0.689831351446337,-0.823869650799851,0.822470978057213,0.0108841700461266,15,15
"102","i-084caea7d9c000ba9",-0.685606157212352,-0.716966890587996,0.767273876463136,0.850615489968315,15,15
"103","i-0009b7735dea24732",-0.680823458230959,-0.791353036786739,0.985973641224238,-0.251233985244618,14,14
"104","i-084caea7d9c000ba9",-0.68915292688437,-0.87088953998647,0.769077703312635,1.08566120509649,14,14
"105","i-08e70b514c8c3cd5a",-0.684661300486295,-0.770242051157473,0.758653482887747,-0.540562140727358,14,14
"106","i-0c3e9f9e7b281edfe",-0.68471728870615,-0.939392818444099,1.11478586592817,-0.17787553383004,13,13
"107","i-0d1c421d52c368b29",-0.683268251294516,-0.909964960961174,0.604435781082723,-0.556265663412334,13,13
"108","i-0b138e3642a677559",-0.681268463204056,-0.896890986339576,0.59644197999189,1.23440394892036,13,13
"109","i-0009b7735dea24732",-0.682651903230889,-0.741720880180829,1.01232850087771,1.37004446737128,12,12
"110","i-08559b79281547ef2",-1.06418517778698,-0.796223785056232,0.754210372542713,-0.022149494284027,12,12
"111","i-0c3e9f9e7b281edfe",-1.06651713768237,-0.732850223780908,1.05119622257121,-0.525492237073757,12,12
"112","i-0d136c81f43ce8a29",-0.68949123545055,-0.888463626863913,0.749444472129858,-0.340794168596927,11,11
"113","i-0009b7735dea24732",-0.682965095728003,-0.931285294710727,1.02275272130259,1.68717169907682,11,11
"114","i-00d71d40b42658392",-1.06759927805508,-0.931659089487274,0.765318148405298,1.38583047987206,11,11
"115","i-0f285214d5c41327e",-0.687643001301013,-1.2346947172635,1.24506013976269,0.580846144881805,10,10
"116","i-0009b7735dea24732",-0.684870460135953,-0.931130157739161,1.26832001229544,1.88432003289796,10,10
"117","i-0d136c81f43ce8a29",-0.686778012453524,-0.698225926587453,1.01155000718475,-0.0509818222444435,10,10
"118","i-0d136c81f43ce8a29",-0.687191241660768,-0.908033350677465,1.00672714381882,0.239713539313558,9,9
"119","i-007e12c9530b8cdea",-0.685631083340712,-0.965072238468115,0.910915456634876,1.65824587106345,9,9
"120","i-0b138e3642a677559",-1.76976334184497,-1.00173863374397,0.704861467471121,1.7008349009586,9,9
"121","i-084caea7d9c000ba9",-0.688473312798692,-1.06609491214843,1.18177429882253,1.65584210839305,8,8
"122","i-06b96f53253b4cc2e",-0.685679650504758,-1.16110375937104,1.12424171614965,-0.568706160147035,8,8
"123","i-0d1c421d52c368b29",-0.683776284863766,-1.13882353854447,0.995771269164569,-0.572813451854621,8,8
"124","i-08e70b514c8c3cd5a",-0.684490195819257,-1.10669651488917,1.0535506913011,1.76446990193095,7,7
"125","i-06b96f53253b4cc2e",-0.687196426523724,-1.20896748771364,1.18052111385342,1.89300465661462,7,7
"126","i-0009b7735dea24732",-0.685091559116197,-1.17630904685376,1.25227544716057,1.91306546006455,7,7
"127","i-0f285214d5c41327e",-0.689621953971733,-1.63250027307546,1.22850290804956,1.99028359215709,6,6
"128","i-0d136c81f43ce8a29",-0.68556329804629,-1.11431348021667,0.995771269164569,1.73456380166584,6,6
"129","i-06b96f53253b4cc2e",-0.687506146218094,-1.60775736185547,1.66180110494563,1.95853478575815,6,6
"130","i-007e12c9530b8cdea",-0.688542192446946,-1.20529861984393,1.62830688849845,1.43750362594968,5,5
"131","i-0f285214d5c41327e",-0.6891678156831,-1.63750299152286,1.24697789251842,2.057345348838,5,5
"132","i-08e70b514c8c3cd5a",-0.683139672599217,-1.21817049070533,1.14611549015597,1.98297038024806,5,5
"133","i-0d136c81f43ce8a29",-1.06829449461381,-1.17215501232974,1.02996802870053,2.12745727483972,4,4
"134","i-08e70b514c8c3cd5a",-1.06418807957045,-1.14644100933763,1.04200619946441,2.09202020622794,4,4
"135","i-0f285214d5c41327e",-1.06922241668805,-1.74695483541552,1.24206009089722,2.12081623841642,4,4
"136","i-08e70b514c8c3cd5a",-1.06682885554515,-1.55107099652808,1.06650026931524,2.0952649964552,3,3
"137","i-0f285214d5c41327e",-1.0692443460626,-1.73940560337089,1.23174979637862,2.11980292954242,3,3
"138","i-0d136c81f43ce8a29",-1.06704938410469,-1.46112986205138,1.00718284744395,2.12860908768663,3,3
"139","i-08e70b514c8c3cd5a",-1.77157675559065,-1.55130237542515,1.66837083220793,2.12399624459486,2,2
"140","i-0d136c81f43ce8a29",-1.77282191378447,-1.54676321528394,1.48889955451021,2.11646840805969,2,2
"141","i-0d136c81f43ce8a29",-1.77682481911545,-1.63875356552754,1.49150086270369,2.1002651968877,1,1
