instanceID,sysbench,ycruncher,pgbench,iperf,setId,tenants
i-071a48cf857bce94f,9.04292702666666,6.40740723066666,123424,1431,46,46
i-07379900fe80899d6,9.05125949111111,6.52530569477777,125030,1046.4,46,46
i-0763ab86e85627573,9.05347953911111,6.55153364622222,117659,1394.5,46,46
i-07998976f194caa97,9.05397672122222,6.37163784755555,124533.666666666,1372.4,46,46
i-07be1c77f6fdf8eda,9.04281881133333,6.54153209266666,124394,1140.9,46,46
i-07c76ac1348426483,9.05194150077777,6.50734506711111,123775.666666666,1350.5,46,46
i-0837f0f6a7a42ac68,9.04376859144444,6.55863674477777,125991.666666666,1125.7,46,46
i-084caea7d9c000ba9,9.05365244533333,6.56727947122222,123074.666666666,985.3,46,46
i-08559b79281547ef2,9.04381595722222,6.53527408177777,124162,915.2,46,46
i-08e70b514c8c3cd5a,9.05328265844444,6.40221460655555,126861,1052.1,46,46
i-08ff78a502245298a,9.05017733577777,6.367086437,126988,945.7,46,46
i-095d06d26dd29ecec,9.04680548777777,6.44679652322222,124126.333333333,1056.8,46,46
i-0977cb2af690d36fd,9.04441245399999,6.36080325977777,128345.666666666,1182.5,46,46
i-09c658651b17c197e,9.05385462433333,6.55716472188889,124561.666666666,1239.1,46,46
i-0aecb3d1daeccc874,9.04448411177777,6.54184616966666,125068,1222.1,46,46
i-0b138e3642a677559,9.04550282144444,6.339143541,123295,1036.6,46,46
i-0b3a38b18367faa71,9.04138247177777,6.30748820322222,125701,1127.4,46,46
i-0ba417327f988ba2b,9.04961495922222,6.57599745855555,123281.666666666,1249.6,46,46
i-0bfaa8f4e041c36fa,9.05276017722222,6.54207314388888,124397.666666666,1027.7,46,46
i-0c3e9f9e7b281edfe,9.04161291655555,6.51510357844444,128365.333333333,1103.9,46,46
i-0cc4b604b837f69d9,9.04042636011111,6.34515603366666,123714,1157.9,46,46
i-0d136c81f43ce8a29,9.05100724433333,6.37465514077777,126643.333333333,1258.3,46,46
i-0d1c421d52c368b29,9.04463754777777,6.53941488277777,122670.333333333,1030.8,46,46
i-0d44050a4e6a71d7c,9.04545201188889,6.56338572477777,123999.666666666,1310.8,46,46
i-0d6feb91baa545931,9.05445257811111,6.31839858155555,121818.333333333,1037.6,46,46
i-0dcfa6d3bc470d28d,9.05333675277777,6.34767537644444,125027,1142.1,46,46
i-0e167bbfcd6a685f5,9.04465863433333,6.55260207922222,125747.666666666,1057,46,46
i-0ede59d8254436a40,9.04394115333333,6.41949902644444,127297,1069.9,46,46
i-0f285214d5c41327e,9.04125645411111,6.48874682844444,126675.666666666,944.6,46,46
i-0f472084ac3992ad9,9.05378421133333,6.543979115,126469.666666666,1066.2,46,46
i-0009b7735dea24732,9.05009770411111,6.28092635988888,127170.333333333,1204.5,45,45
i-002f7e27ea3e0bc1c,9.04857158655555,6.38157550499999,125858,1250.3,45,45
i-007e12c9530b8cdea,9.05610866022222,6.41970581466666,125318,997.4,45,45
i-008e6f72c7403b5d3,9.04916289111111,6.39017144855555,127709.333333333,1363.2,45,45
i-00ba7a56c944e5a25,9.05047588877777,6.39636535111111,127472,1283.5,45,45
i-00d71d40b42658392,9.04485827011111,6.39149994322222,126195.333333333,1156.7,45,45
i-01f539b055c2a5d34,9.05605011511111,6.38298273088888,127562.666666666,957.3,45,45
i-0243a74ede206f760,9.04946411966666,6.39300251011111,127374,922.4,45,45
i-02765ba82e12781a4,9.05537772177777,6.39619035211111,125857,1380.1,45,45
i-02ca0e36a4acaf9fc,9.04380551977777,6.44878257655555,125491.666666666,1277.3,45,45
i-040dfb2d2a1990b9d,9.05260295355555,6.33309351088888,126561.666666666,1145.1,45,45
i-048c3c6548c1a414a,9.04710650455555,6.42278324233333,126786.666666666,1281.3,45,45
i-0507566c757134fb6,9.04163093044444,6.43131126277777,127364,1210.7,45,45
i-05e473f8ff82c1527,9.053882387,6.34464248033333,127071,1234.5,45,45
i-067b2519b614c8f9d,9.04994813622222,6.38924951011111,126103.666666666,1027.3,45,45
i-06b96f53253b4cc2e,9.05054309622222,6.50274125733333,127051.333333333,1197,45,45
i-071a48cf857bce94f,9.04596707555555,6.44815368133333,125536,1353.2,45,45
i-07379900fe80899d6,9.05049541266666,6.46897896122222,126115.333333333,1162,45,45
i-0763ab86e85627573,9.04828484844444,6.43295113244444,118435.666666666,1393.9,45,45
i-07998976f194caa97,9.05517260244444,6.41406930833333,127066,1150.3,45,45
i-07be1c77f6fdf8eda,9.04546369433333,6.46812277388888,127237.333333333,814.3,45,45
i-07c76ac1348426483,9.055335866,6.41281329266666,124766,1082.7,45,45
i-0837f0f6a7a42ac68,9.04621251433333,6.45857622899999,127040.666666666,1394.3,45,45
i-084caea7d9c000ba9,9.05024491411111,6.44330027366666,125437.666666666,1002.4,45,45
i-08559b79281547ef2,9.05864159255555,6.428883791,126958.666666666,1073.2,45,45
i-08e70b514c8c3cd5a,9.04606469455555,6.38864302644444,127705.333333333,864.7,45,45
i-08ff78a502245298a,9.04842933022222,6.40752164522222,127925.333333333,1245.8,45,45
i-095d06d26dd29ecec,9.04683195211111,6.43672023866666,127522,1022.5,45,45
i-0977cb2af690d36fd,9.05524457822222,6.35989491133333,128967.333333333,1132.5,45,45
i-09c658651b17c197e,9.05078909144444,6.50613225811111,125702,1132.7,45,45
i-0b138e3642a677559,9.04849216666666,6.38836826222222,125793.666666666,1383.4,45,45
i-0b3a38b18367faa71,9.04266002433333,6.31353828633333,126643.666666666,1212.1,45,45
i-0ba417327f988ba2b,9.07345830066666,6.55299120466666,126517.333333333,1295,45,45
i-0bfaa8f4e041c36fa,9.04675825433333,6.45406484599999,126813.666666666,1013.2,45,45
i-0c3e9f9e7b281edfe,9.04671645177777,6.41563346633333,129274.666666666,1000.4,45,45
i-0cc4b604b837f69d9,9.04775561233333,6.35780530488888,126214,1422.9,45,45
i-0d136c81f43ce8a29,9.05139250222222,6.40274707477777,127383,1082.4,45,45
i-0d1c421d52c368b29,9.06885788177778,6.44075515544444,125035,938,45,45
i-0d44050a4e6a71d7c,9.04994535444444,6.44651910988888,126428.666666666,1350,45,45
i-0d6feb91baa545931,9.05626281088888,6.37992191311111,124465.333333333,1123.2,45,45
i-0dcfa6d3bc470d28d,9.05464882311111,6.38268616477777,127859.333333333,1147.8,45,45
i-0e167bbfcd6a685f5,9.05412430233333,6.42803727255555,126804.333333333,1146.9,45,45
i-0ede59d8254436a40,9.04793892977777,6.35685340566666,128155,1239.6,45,45
i-0f285214d5c41327e,9.04553331277777,6.33584253,127759.666666666,1273.8,45,45
i-0f472084ac3992ad9,9.05814602655555,6.43702679222222,128930.333333333,986.6,45,45
i-0009b7735dea24732,9.04429724488888,6.30951433711111,127250.333333333,1173.7,44,44
i-002f7e27ea3e0bc1c,8.78243682111111,6.34818347288888,127493.666666666,1302.1,44,44
i-007e12c9530b8cdea,9.04689698744444,6.33829659877777,126875.333333333,897.4,44,44
i-008e6f72c7403b5d3,8.78214769911111,6.36722800466666,128233,1448.6,44,44
i-00ba7a56c944e5a25,8.78322328466666,6.49674431477777,127302.666666666,1335.4,44,44
i-00d71d40b42658392,8.78194162577777,6.30389528822222,128699,1090.2,44,44
i-01f539b055c2a5d34,9.04763597899999,6.30643039277777,127543.666666666,1049.3,44,44
i-0243a74ede206f760,8.78346570322222,6.37284737144444,127388,914,44,44
i-02765ba82e12781a4,9.04810516044444,6.43109260677777,127510.333333333,1817,44,44
i-02ca0e36a4acaf9fc,8.78137016288888,6.35333058566666,125542,1467,44,44
i-048c3c6548c1a414a,8.783463796,6.47526913211111,126550.333333333,1299.7,44,44
i-0507566c757134fb6,9.04570637811111,6.41962803744444,129365.333333333,1215.1,44,44
i-05e473f8ff82c1527,9.04719951411111,6.26580672788888,126948.666666666,1259.6,44,44
i-067b2519b614c8f9d,9.04273152344444,6.343211386,127210,1051.6,44,44
i-06b96f53253b4cc2e,9.04637757933333,6.44998025888888,128611,1120.5,44,44
i-071a48cf857bce94f,9.04584688622222,6.38948008744444,127250,1226.5,44,44
i-07379900fe80899d6,8.78160579988888,6.49919109866666,125877.666666666,1237.3,44,44
i-0763ab86e85627573,9.04314957711111,6.45669984811111,118088.333333333,1807.2,44,44
i-07998976f194caa97,9.04715432044444,6.34889017222222,128287.333333333,1374.1,44,44
i-07be1c77f6fdf8eda,9.04482603066666,6.42232203477777,128733,971.9,44,44
i-07c76ac1348426483,9.045246972,6.446297725,124045.666666666,1248.7,44,44
i-0837f0f6a7a42ac68,8.78471551999999,6.46779908066666,126865,1028.8,44,44
i-084caea7d9c000ba9,9.043384658,6.49404920477777,126817.666666666,1119.9,44,44
i-08559b79281547ef2,8.78290165799999,6.41258046355555,128221.333333333,956.6,44,44
i-08e70b514c8c3cd5a,9.04366713111111,6.33977052877777,127464,939.8,44,44
i-08ff78a502245298a,8.78279002511111,6.361854103,127727,1165.5,44,44
i-095d06d26dd29ecec,8.78434507044444,6.39374083933333,129017,1268.7,44,44
i-0977cb2af690d36fd,9.04927118622222,6.29634438622222,129156,938.8,44,44
i-09c658651b17c197e,9.04600940811111,6.48295495255555,125345.666666666,1224.1,44,44
i-0b138e3642a677559,8.79996095777777,6.31291810666666,127118,1195.5,44,44
i-0b3a38b18367faa71,8.78837659622222,6.29891143922222,126667.333333333,1228.9,44,44
i-0ba417327f988ba2b,8.78905248644444,6.44763822011111,127763.333333333,1046.2,44,44
i-0bfaa8f4e041c36fa,8.78227615366666,6.42226446988888,128146.333333333,881.8,44,44
i-0c3e9f9e7b281edfe,8.78234736133333,6.43655191533333,129650,1223.6,44,44
i-0cc4b604b837f69d9,8.77988606044444,6.30568618244444,127898.666666666,1297.3,44,44
i-0d136c81f43ce8a29,9.04540673888889,6.36061753155555,127059.333333333,931.4,44,44
i-0d1c421d52c368b29,9.04772588966666,6.44638803288888,126731,1159.8,44,44
i-0d44050a4e6a71d7c,8.78327327299999,6.49052545766666,127900.333333333,1190,44,44
i-0d6feb91baa545931,9.046113915,6.31982556977777,126744,1002,44,44
i-0dcfa6d3bc470d28d,8.78406726011111,6.30524341277777,129955.666666666,1375.2,44,44
i-0e167bbfcd6a685f5,9.04556846622222,6.44951417711111,126596.333333333,1225.3,44,44
i-0ede59d8254436a40,9.04722539577778,6.42891536811111,128256.333333333,1437.3,44,44
i-0f285214d5c41327e,9.04353695433333,6.34334084711111,127798.666666666,1286.2,44,44
i-0f472084ac3992ad9,9.05129440622222,6.44401266844444,130378.333333333,1028.3,44,44
i-0009b7735dea24732,9.04244179199999,6.32816166344444,127360,1372.6,43,43
i-002f7e27ea3e0bc1c,8.77673183555555,6.33966313466666,128680,1450,43,43
i-007e12c9530b8cdea,9.04326494533333,6.31014625233333,128288,1030.3,43,43
i-008e6f72c7403b5d3,8.77739021522222,6.31770149877777,128036.666666666,1376.6,43,43
i-00ba7a56c944e5a25,8.77735511466666,6.37026129833333,127362,1644,43,43
i-00d71d40b42658392,8.77458222722222,6.35260846877777,130058.333333333,1117.6,43,43
i-01f539b055c2a5d34,9.043940703,6.36417338588888,127519,1140.7,43,43
i-0243a74ede206f760,8.77841348122222,6.37049889566666,127366,1193.7,43,43
i-02ca0e36a4acaf9fc,8.77514772955555,6.34945760833333,125592,1646,43,43
i-048c3c6548c1a414a,8.78002370733333,6.36495775644444,126491.333333333,1143.9,43,43
i-0507566c757134fb6,9.040886879,6.36271805222222,130125.333333333,1155.2,43,43
i-05e473f8ff82c1527,9.04155913988889,6.31286009133333,127176,1228.2,43,43
i-067b2519b614c8f9d,9.04089932944444,6.33445154288888,128229.333333333,1320.5,43,43
i-06b96f53253b4cc2e,9.04300737388889,6.33924274966666,130081,1139.6,43,43
i-071a48cf857bce94f,9.04053110533333,6.33922892155555,128925.666666666,1272.9,43,43
i-07379900fe80899d6,8.7764527531111,6.45482230188888,125893,1533.4,43,43
i-0763ab86e85627573,9.04371195355555,6.38198643255555,118510.666666666,1092.9,43,43
i-07998976f194caa97,9.04397720766666,6.36827169522222,129365.666666666,1517.1,43,43
i-07be1c77f6fdf8eda,9.04163124822222,6.31927818733333,129976,1054.9,43,43
i-07c76ac1348426483,9.04213004633333,6.38142885088889,124595.666666666,1418.9,43,43
i-0837f0f6a7a42ac68,8.779578474,6.393830776,126866.666666666,1108.3,43,43
i-084caea7d9c000ba9,9.04298610155555,6.39527355299999,127917,1179.4,43,43
i-08559b79281547ef2,8.77619163188888,6.35804798855555,129626.666666666,1281.6,43,43
i-08e70b514c8c3cd5a,9.04447568777777,6.29482057355555,127540.333333333,1001.2,43,43
i-08ff78a502245298a,8.77849078188889,6.35378826988888,127823.333333333,1193.4,43,43
i-095d06d26dd29ecec,8.77715317422222,6.36863176055555,130087.333333333,1163.3,43,43
i-0977cb2af690d36fd,9.04372549055555,6.29740283233333,129567,1493.8,43,43
i-09c658651b17c197e,9.041606744,6.41217645011111,125609,1361.1,43,43
i-0b138e3642a677559,8.77877754622222,6.29747332455555,128194.666666666,1330.9,43,43
i-0b3a38b18367faa71,8.77296527233333,6.31765784155555,126588.666666666,1129.5,43,43
i-0ba417327f988ba2b,8.78115667233333,6.36236723288888,129315,1478.5,43,43
i-0bfaa8f4e041c36fa,8.77541515566666,6.37667319511111,129343.666666666,901.7,43,43
i-0c3e9f9e7b281edfe,8.77666883988888,6.40859625066666,129678,1006.6,43,43
i-0cc4b604b837f69d9,8.77549764855555,6.33242935611111,128777.333333333,1316.2,43,43
i-0d136c81f43ce8a29,9.04265631577777,6.36025057911111,127105.666666666,1194.9,43,43
i-0d1c421d52c368b29,9.04364408388889,6.39404927355555,128596.333333333,865.1,43,43
i-0d44050a4e6a71d7c,8.77856466511111,6.33491190277777,129187,1213.3,43,43
i-0d6feb91baa545931,9.04382631522222,6.34428469344444,128535.666666666,1113.7,43,43
i-0dcfa6d3bc470d28d,8.77812631933333,6.33498035533333,131294,1011.8,43,43
i-0e167bbfcd6a685f5,9.04250881399999,6.38646782766666,126828,1340.1,43,43
i-0ede59d8254436a40,9.04163437422222,6.34048533444444,128432.666666666,1167.5,43,43
i-0f285214d5c41327e,9.04065913622222,6.34242492266666,127800.333333333,1094.8,43,43
i-0f472084ac3992ad9,9.04634099533333,6.33657474,131369,1173.9,43,43
i-0009b7735dea24732,9.04247877322222,6.08110907344444,128788.333333333,1269.6,42,42
i-002f7e27ea3e0bc1c,8.77820695766666,6.16145507488888,128963,1375.6,42,42
i-007e12c9530b8cdea,9.04275539188889,6.18030805055555,128298,900.3,42,42
i-008e6f72c7403b5d3,8.79182640688889,6.10117210277777,129392.666666666,1455.8,42,42
i-00ba7a56c944e5a25,8.77717449944444,6.39639237188888,128491,1407.4,42,42
i-00d71d40b42658392,8.77543462633333,6.15030792022222,129847.333333333,931.1,42,42
i-01f539b055c2a5d34,9.04267528333333,6.15198440022222,129040.666666666,957.4,42,42
i-0243a74ede206f760,8.77706474722222,6.16902634822222,128817,1186.9,42,42
i-02ca0e36a4acaf9fc,8.77667085344444,6.16101582844444,127144.666666666,1442.8,42,42
i-048c3c6548c1a414a,8.78155787811111,6.41753522566666,128157,1292.7,42,42
i-0507566c757134fb6,9.04175856388888,6.31237133355555,130352.666666666,1307.9,42,42
i-067b2519b614c8f9d,9.04201311533333,6.120314969,129084,1342.4,42,42
i-06b96f53253b4cc2e,9.04254380866666,6.44198534211111,129908.666666666,1446.8,42,42
i-071a48cf857bce94f,9.04156782888888,6.26875882688888,128989,1043.1,42,42
i-07379900fe80899d6,8.77592783511111,6.35496245477777,127279.333333333,1462,42,42
i-0763ab86e85627573,9.04307084622222,6.39295175333333,119922.666666666,1371.5,42,42
i-07998976f194caa97,9.04236963055555,6.15475548644444,129480.666666666,1402.9,42,42
i-07be1c77f6fdf8eda,9.04290829766666,6.36078749755555,129958.666666666,1017.4,42,42
i-07c76ac1348426483,9.04254889488888,6.53392497711111,126500.333333333,1296.7,42,42
i-0837f0f6a7a42ac68,8.77808504644444,6.39872323144444,128753,1217.6,42,42
i-084caea7d9c000ba9,9.04344148111111,6.37829852077777,128258.333333333,1074.3,42,42
i-08559b79281547ef2,8.77508319755555,6.32233066033333,129962,1040.6,42,42
i-08e70b514c8c3cd5a,9.04319845311111,6.12747714255555,129051.666666666,969.4,42,42
i-08ff78a502245298a,8.77759212911111,6.14288070466666,129708,1017.9,42,42
i-095d06d26dd29ecec,8.77617324711111,6.34249854099999,130282.333333333,1322,42,42
i-0977cb2af690d36fd,9.04530734477777,6.09328100422222,130786.333333333,1323.2,42,42
i-09c658651b17c197e,9.04201086355555,6.38393314666666,127542.666666666,1253.1,42,42
i-0b138e3642a677559,8.78127156355555,6.16229907688888,128529,1270.3,42,42
i-0b3a38b18367faa71,8.77356849777777,6.117489126,127792.333333333,1384.3,42,42
i-0ba417327f988ba2b,8.77775772411111,6.36322612222222,128760,1873.7,42,42
i-0bfaa8f4e041c36fa,8.776145617,6.378285726,129388,1124.8,42,42
i-0c3e9f9e7b281edfe,8.77522653988889,6.36577275055555,131040.333333333,962.3,42,42
i-0cc4b604b837f69d9,8.77456710066666,6.08844555733333,128994.333333333,1171.8,42,42
i-0d136c81f43ce8a29,9.04187983933333,6.15637230877777,128920.333333333,1177.6,42,42
i-0d1c421d52c368b29,9.04417551888889,6.36861713733333,128613.666666666,1070.9,42,42
i-0d44050a4e6a71d7c,8.77559841988888,6.38430587444444,129195,1388.1,42,42
i-0d6feb91baa545931,9.04135860355555,6.13906298744444,128305,1329.1,42,42
i-0dcfa6d3bc470d28d,8.77692598766666,6.12327477677777,130935,947.2,42,42
i-0e167bbfcd6a685f5,9.04181030066666,6.35973856166666,128708.333333333,1355,42,42
i-0ede59d8254436a40,9.03981041922222,6.17566243811111,129901,1277,42,42
i-0f285214d5c41327e,9.03991140266666,6.336406284,128836.333333333,1281,42,42
i-0f472084ac3992ad9,9.04742868755555,6.35003126988888,131530.666666666,1536,42,42
i-0009b7735dea24732,9.04494187577777,6.10798403966666,128912,1099.1,41,41
