"","x"
"1",0.984701065062396
"2",0.841284227765456
"3",1.13743421971365
"4",1.34939434107955
"5",0.940323773354656
"6",0.797894951087919
"7",0.592593454775141
"8",0.762297455392627
"9",1.86171114529451
"10",0.151971136415177
"11",1.12330353997969
"12",1.24133570176514
"13",1.26458379207025
"14",1.46825260561141
"15",1.4869925852141
"16",1.19216535100058
"17",2.38454114851535
"18",0.810464979146715
"19",1.28946608336402
"20",1.03843312632185
"21",1.01832410119412
"22",0.625365902141112
"23",0.856243890753149
"24",1.17173842022092
"25",1.45084640556772
"26",0.608643161828013
"27",0.68598467499416
"28",1.7885030828485
"29",1.35753833634693
"30",0.159243402393422
"31",1.18032050001594
"32",1.18533759291969
"33",0.993848216719286
"34",2.01597182737095
"35",0.832753364556162
"36",1.60802770062546
"37",1.5453310484928
"38",0.856044572855517
"39",1.02298882221066
"40",1.16808656269826
"41",1.48370293142627
"42",0.102365991832421
"43",0.985072426029255
"44",1.67383220133657
"45",1.00850622354966
"46",0.922693092880905
"47",1.85769759176831
"48",1.737207986524
"49",1.09508702983108
"50",0.0596508978116788
"51",0.200464800248433
"52",1.49890262652296
"53",0.327612187306194
"54",0.943993724785557
"55",1.10872559294397
"56",0.7526961298841
"57",0.167826690397057
"58",0.0993592940158123
"59",0.517182229211016
"60",0.611382604708382
"61",0.0154510122288514
"62",1.13039068350975
"63",0.865492320013409
"64",0.18539345677555
"65",0.174834698462391
"66",0.191510795624083
"67",2.54255270377099
"68",0.627062966581555
"69",0.113483770326937
"70",0.338794088275847
"71",0.0285258784717186
"72",0.630990029066524
"73",0.0146860710262615
"74",1.15023902229039
"75",1.00953649753198
"76",0.128694536075315
"77",1.70827615053102
"78",0.852388831246806
"79",0.142431820958905
"80",0.757999045224878
"81",1.31379747517408
"82",0.500739935790769
"83",0.00958783980772893
"84",0.728952106181445
"85",0.691953632116665
"86",0.794080040477709
"87",0.617620223320834
"88",0.605609648518517
"89",0.394900003243023
"90",0.741801527441183
"91",0.995448542605821
"92",0.0765175793818784
"93",1.57184315011362
"94",0.677091901468955
"95",0.767679763112298
"96",1.22607081642846
"97",0.312268004261355
"98",0.390828979354879
"99",1.4722755351433
"100",0.00937153303869565
"101",0.239056500731067
"102",1.70199528367053
"103",1.06890305313601
"104",1.13203578816234
"105",0.593566703369248
"106",0.128508655876864
"107",0.461999297978949
"108",0.64922944246608
"109",0.867413463479771
"110",0.129868786697834
"111",0.736354741260193
"112",0.104512004660215
"113",0.589852777751261
"114",2.90973684778747
"115",0.649618646941292
"116",0.816146013568144
"117",0.629413122911004
"118",0.444367098757809
"119",1.59309668708133
"120",1.01960949276359
"121",0.928036259011073
"122",1.1638594806936
"123",0.265371201203415
"124",1.85055601918735
"125",0.843527360738882
"126",0.544704285394936
"127",0.268169244323211
"128",1.36770936753657
"129",1.37621007147225
"130",0.940128724651288
"131",0.641594764131654
"132",0.468366633567634
"133",1.23122071363012
"134",1.4470920304576
"135",0.987923234485308
"136",0.0823998287850927
"137",0.816218120159981
"138",0.533141000806694
"139",0.984450402105253
"140",0.1746628385593
"141",0.259697754716257
"142",1.0711705393764
"143",0.0722150540377058
"144",0.753841589365294
"145",0.544771612564674
"146",0.355944603366943
"147",0.0967605252843811
"148",0.217767798713055
"149",0.0775030182258476
"150",0.10750022029
"151",0.660718695054527
"152",0.426670989063048
"153",0.0547381421425968
"154",0.0324532578483954
"155",0.567722415706662
"156",0.225907671973076
"157",0.649356006826991
"158",0.591236206251665
"159",0.723199786055687
"160",2.74596132777955
"161",0.0268905317884176
"162",0.60242013775386
"163",0.812201481866857
"164",0.153588383702193
"165",0.86910157960439
"166",0.244362949997587
"167",0.185189278514741
"168",0.396424694074305
"169",0.119199935353279
"170",0.982204886107034
"171",1.16057781147993
"172",0.0423705441553608
"173",0.686610280440043
"174",1.20622181553711
"175",0.485707756896069
"176",0.589435104031821
"177",0.356838580288525
"178",0.122279029421883
"179",1.09393742415598
"180",0.306984077407535
"181",0.63323753374101
"182",0.466132754149903
"183",0.215784255301308
"184",0.85012652451622
"185",0.915624962559384
"186",0.266356122224551
"187",0.122156228752146
"188",0.675111012114499
"189",0.680585111689929
"190",0.882893109129597
"191",0.485589548220482
"192",1.23861176801771
"193",0.110782719820406
"194",0.154848721999151
"195",0.478272873868633
"196",0.135732206256371
"197",0.594445610242332
"198",0.243997996158129
"199",0.165934110778011
"200",0.477382705343693
"201",0.791299557854813
"202",0.691135107513752
"203",1.03342612915281
"204",3.70394997413494
"205",0.0584121587824029
"206",0.651129911132685
"207",2.1356933906636
"208",0.647652848011077
"209",1.69309206974766
"210",0.158396268365387
"211",0.458017923595726
"212",0.541695616184185
"213",0.790818805069101
"214",0.395881198457317
"215",2.01418046576126
"216",0.677621833501092
"217",0.70374781836631
"218",0.207208319253219
"219",0.00612766168688239
"220",0.644476852953069
"221",1.13197790089497
"222",0.758557308646594
"223",1.3458705908264
"224",0.356857057627558
"225",0.500926300966633
"226",1.84438054339657
"227",1.35542355531474
"228",0.507823027796533
"229",0.111973711975317
"230",0.263150681114105
"231",1.06920892646804
"232",0.255292077955971
"233",0.897787334012321
"234",0.155060103514764
"235",0.255332448171181
"236",0.356263459435567
"237",1.47207148013214
"238",0.603349605286191
"239",0.660519328562913
"240",0.887554533089691
"241",0.597851612223621
"242",1.12026256813061
"243",0.870421193199384
"244",0.454215813521174
"245",0.716726882367858
"246",1.44942014548712
"247",4.55082476953459
"248",0.619503214084979
"249",0.397250543347056
"250",2.3274976798679
"251",1.01000719380708
"252",1.54551494266987
"253",0.295431141057193
"254",1.04991084546974
"255",0.330012637191558
"256",0.270575972598479
"257",0.0363120915444739
"258",2.27478969497248
"259",0.319078804960874
"260",0.48538259466374
"261",0.295228082652855
"262",0.223938822108494
"263",0.281301222071455
"264",0.243476052454007
"265",1.53004591013214
"266",1.55920864189148
"267",0.267743733230859
"268",1.01386296684885
"269",0.795194529349459
"270",1.70627061491902
"271",0.969713420687228
"272",1.24063333760243
"273",0.0036380508951126
"274",0.178572284784551
"275",0.630286057592777
"276",1.01169351602045
"277",1.23795423118568
"278",1.26813826375665
"279",0.67024595736801
"280",0.514168809336113
"281",0.385878330200185
"282",0.103174591326201
"283",1.63847437911951
"284",1.03075003900374
"285",0.0352182731196748
"286",2.04944354125746
"287",1.34326656641779
"288",1.30050011995149
"289",4.9627621827936
"290",0.0518013226359599
"291",1.74934921870925
"292",3.95872667147559
"293",1.34923962773969
"294",2.38897251395667
"295",0.506765017519498
"296",0.318234554512053
"297",0.740095200328739
"298",0.344552880811321
"299",0.76283731859214
"300",2.52107854279896
"301",0.392703712388446
"302",0.607084656730521
"303",0.576851441782452
"304",1.05399830983858
"305",0.546896834637714
"306",1.04873953914866
"307",0.415246697962367
"308",2.2062992129373
"309",0.958818910423084
"310",0.365732438839082
"311",1.2326356848301
"312",1.88352817499869
"313",0.161157258624471
"314",1.7159132594489
"315",0.780354184734833
"316",1.12318938926526
"317",1.04065537767167
"318",0.530075353036274
"319",0.16918809210064
"320",1.3911922391184
"321",1.46925848096168
"322",0.955906647696771
"323",0.536492943551139
"324",0.515866525275982
"325",1.66023776531983
"326",0.252945580772469
"327",0.402117875361455
"328",0.590524795901949
"329",3.25141158810419
"330",5.53868116837162
"331",0.491036786704264
"332",0.630493087087586
"333",3.45551503195401
"334",1.69629628833627
"335",1.92805208455648
"336",0.207788184272516
"337",1.10520444824343
