"","x"
"1",0.765204289366814
"2",0.697689230666256
"3",1.20178899366439
"4",1.22966855537621
"5",0.365191091076696
"6",0.69559916975291
"7",0.478029513340893
"8",0.626254281000755
"9",0.935325032299062
"10",0.260210369027199
"11",0.554013466445255
"12",0.930153708759946
"13",1.0698917413773
"14",0.676258017550758
"15",1.36925207615479
"16",1.16105600569029
"17",1.88088071174928
"18",0.573829297013809
"19",2.42104983924724
"20",0.959592361387664
"21",1.00314718513281
"22",0.23149454284205
"23",0.268884680481797
"24",0.610291939094878
"25",1.34004096100404
"26",0.578528546289284
"27",0.611349883282799
"28",1.71679334347167
"29",1.34922531484749
"30",0.0572303246602175
"31",0.699004095798088
"32",1.06082870110534
"33",0.87408723395211
"34",1.30079919061967
"35",0.311204290182133
"36",1.19020553113697
"37",1.56798281226233
"38",0.731981015890518
"39",0.799555872550989
"40",0.562731642765783
"41",1.5791564686599
"42",0.296025548530032
"43",0.852924322718991
"44",1.54482086947617
"45",0.542131444263077
"46",0.782622937095958
"47",1.78658542406023
"48",1.31293842339495
"49",1.0698463539907
"50",0.143611082976619
"51",0.101676078212058
"52",1.3054888185613
"53",0.0438397937669919
"54",1.08674824349423
"55",0.987971232290256
"56",0.703456280629844
"57",0.323746403700582
"58",0.281123261730407
"59",0.407656359932275
"60",0.72091367875187
"61",0.195220981134852
"62",0.868361398212244
"63",0.797574725324203
"64",0.005986264626749
"65",0.476174861304251
"66",0.354648612494053
"67",3.08941186370933
"68",0.459696904153233
"69",0.0674078496324597
"70",0.808482845732961
"71",0.039500768136179
"72",0.641368354490787
"73",0.0641825653432377
"74",1.02643854998082
"75",1.00298909220027
"76",0.0188326694501555
"77",1.41837031325872
"78",1.00301323169698
"79",0.34910444620558
"80",0.637239812513727
"81",0.996229578167949
"82",0.726947850370649
"83",0.182662418276848
"84",0.764512173235545
"85",0.59803608832685
"86",0.552795353535508
"87",0.784935590386283
"88",0.680880116498933
"89",0.607823307771895
"90",0.655303643151449
"91",0.914852078681669
"92",0.0627081718476035
"93",1.35284389946496
"94",0.607634429968464
"95",0.635325198311108
"96",1.15846727917094
"97",0.095754735894559
"98",0.479938431125632
"99",1.43354300546562
"100",0.363556456433471
"101",0.200910921010149
"102",1.67946684619969
"103",1.15764413612527
"104",1.36941791052082
"105",0.411435143569939
"106",0.18326260976599
"107",0.754544927018912
"108",0.980515308856248
"109",0.878249509854491
"110",0.0036602395095926
"111",0.832162774997769
"112",0.269891124179843
"113",0.670249374978404
"114",3.43420758196167
"115",0.354583650525555
"116",0.986930636398355
"117",0.96565611420948
"118",0.571970376123403
"119",1.68493189454666
"120",1.02168944425191
"121",0.922185568567116
"122",1.25321440132478
"123",0.350284599513166
"124",1.79321064454133
"125",1.09183759954888
"126",0.762292528953715
"127",0.212034880310384
"128",1.30790366674676
"129",1.6670651617709
"130",1.02610543020212
