experimentID,instanceID,instanceType,wallTime,testOption,per-request-avg-time,total-time,thread-num
1540584033,i-02d0cd06760855c39,c4.large,8.47584033, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1688.56ms,8.4517s,2
1540584033,i-02d0cd06760855c39,c4.large,8.479441404, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1689.23ms,8.4540s,2
1540584033,i-02d0cd06760855c39,c4.large,8.495458364, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1690.71ms,8.4687s,2
1540584033,i-02d0cd06760855c39,c4.large,8.475929499, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1688.65ms,8.4506s,2
1540584033,i-02d0cd06760855c39,c4.large,8.474856138, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1688.61ms,8.4504s,2
1540584033,i-02d0cd06760855c39,c4.large,8.482203722, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1690.02ms,8.4572s,2
1540584033,i-02d0cd06760855c39,c4.large,8.478239775, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1688.68ms,8.4509s,2
1540584033,i-02d0cd06760855c39,c4.large,8.476545334, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1688.59ms,8.4518s,2
1540584033,i-02d0cd06760855c39,c4.large,8.48251009, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1689.52ms,8.4577s,2
1540584033,i-02d0cd06760855c39,c4.large,8.481516361, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1689.02ms,8.4551s,2
1540584033,i-02d0cd06760855c39,c4.large,8.484327555, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1689.84ms,8.4583s,2
1540584033,i-02d0cd06760855c39,c4.large,8.492040396, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1689.98ms,8.4554s,2
1540584033,i-02d0cd06760855c39,c4.large,8.490120411, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1690.32ms,8.4602s,2
1540584033,i-02d0cd06760855c39,c4.large,8.476599216, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1690.18ms,8.4522s,2
1540584033,i-02d0cd06760855c39,c4.large,8.476721764, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1689.58ms,8.4519s,2
1540584033,i-02d0cd06760855c39,c4.large,8.500485897, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1690.08ms,8.4573s,2
1540584033,i-02d0cd06760855c39,c4.large,8.477191687, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1688.60ms,8.4511s,2
1540584033,i-02d0cd06760855c39,c4.large,8.479541063, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1688.61ms,8.4513s,2
1540584033,i-02d0cd06760855c39,c4.large,8.486872435, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1690.23ms,8.4603s,2
1540584033,i-02d0cd06760855c39,c4.large,8.482054949, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1689.85ms,8.4552s,2
1540584033,i-02d0cd06760855c39,c4.large,8.474375248, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1688.70ms,8.4467s,2
1540584033,i-02d0cd06760855c39,c4.large,8.479042292, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1690.02ms,8.4521s,2
1540584033,i-02d0cd06760855c39,c4.large,8.484120369, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1691.55ms,8.4583s,2
1540584033,i-02d0cd06760855c39,c4.large,8.490908146, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1689.95ms,8.4648s,2
1540584033,i-02d0cd06760855c39,c4.large,8.479665756, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1688.60ms,8.4526s,2
1540584033,i-02d0cd06760855c39,c4.large,8.511437178, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1691.35ms,8.4600s,2
1540584033,i-02d0cd06760855c39,c4.large,8.478562355, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1688.90ms,8.4532s,2
1540584033,i-02d0cd06760855c39,c4.large,8.480829239, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1689.11ms,8.4536s,2
1540584033,i-02d0cd06760855c39,c4.large,8.481898785, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1689.40ms,8.4560s,2
1540584033,i-02d0cd06760855c39,c4.large,8.476544142, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1689.96ms,8.4506s,2
1540584033,i-02d0cd06760855c39,c4.large,8.475303411, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1688.81ms,8.4470s,2
1540584033,i-02d0cd06760855c39,c4.large,8.483574629, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1689.56ms,8.4577s,2
1540584033,i-02d0cd06760855c39,c4.large,8.485703945, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1690.19ms,8.4582s,2
1540584033,i-02d0cd06760855c39,c4.large,8.483628035, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1690.06ms,8.4565s,2
1540584033,i-02d0cd06760855c39,c4.large,8.47313261, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1688.71ms,8.4471s,2
1540584033,i-063926cc434a25a4e,c4.large,8.491188765, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1689.37ms,8.4535s,2
1540584033,i-063926cc434a25a4e,c4.large,8.474133015, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1689.00ms,8.4468s,2
1540584033,i-063926cc434a25a4e,c4.large,8.478379011, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1688.67ms,8.4521s,2
1540584033,i-063926cc434a25a4e,c4.large,8.479121923, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1689.25ms,8.4536s,2
1540584033,i-063926cc434a25a4e,c4.large,8.476624727, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1688.59ms,8.4514s,2
1540584033,i-063926cc434a25a4e,c4.large,8.480946779, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1689.36ms,8.4542s,2
1540584033,i-063926cc434a25a4e,c4.large,8.489104033, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1690.75ms,8.4592s,2
1540584033,i-063926cc434a25a4e,c4.large,8.48294735, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1690.19ms,8.4550s,2
1540584033,i-063926cc434a25a4e,c4.large,8.474577188, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1688.90ms,8.4456s,2
1540584033,i-063926cc434a25a4e,c4.large,8.471172333, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1688.70ms,8.4451s,2
1540584033,i-063926cc434a25a4e,c4.large,8.481534481, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1690.65ms,8.4536s,2
1540584033,i-063926cc434a25a4e,c4.large,8.473212719, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1688.93ms,8.4462s,2
1540584033,i-063926cc434a25a4e,c4.large,8.473442078, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1688.87ms,8.4460s,2
1540584033,i-063926cc434a25a4e,c4.large,8.485704899, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1691.28ms,8.4587s,2
1540584033,i-063926cc434a25a4e,c4.large,8.475673914, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1689.10ms,8.4465s,2
1540584033,i-063926cc434a25a4e,c4.large,8.479052544, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1688.79ms,8.4520s,2
1540584033,i-063926cc434a25a4e,c4.large,8.487239838, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1691.10ms,8.4612s,2
1540584033,i-063926cc434a25a4e,c4.large,8.489125013, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1691.84ms,8.4617s,2
1540584033,i-063926cc434a25a4e,c4.large,8.475895405, --test=cpu --cpu-max-prime=2000000 --num-threads=2 --max-requests=10 run,1688.74ms,8.4459s,2
