experimentID,instanceID,instanceType,wallTime,testOption,ram_write_speed,total-time,thread-num
1552172470,i-05d1dc1524d13ac8d,c4.large,0.026830673217773438, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,,,
1552172470,i-05d1dc1524d13ac8d,c4.large,0.024981021881103516, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,,,
1552172470,i-05d1dc1524d13ac8d,c4.large,0.026418685913085938, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,,,
1552172470,i-05d1dc1524d13ac8d,c4.large,0.025354385375976562, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,,,
1552172470,i-05d1dc1524d13ac8d,c4.large,0.03709244728088379, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,,,
1552172470,i-05d1dc1524d13ac8d,c4.large,0.07851529121398926, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,,,
1552172470,i-05d1dc1524d13ac8d,c4.large,0.07015371322631836, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,,,
1552172470,i-05d1dc1524d13ac8d,c4.large,0.056363582611083984, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,,,
1552172470,i-05d1dc1524d13ac8d,c4.large,0.03948259353637695, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,,,
1552172470,i-05d1dc1524d13ac8d,c4.large,0.027538537979125977, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,,,
1552172470,i-05d1dc1524d13ac8d,c4.large,0.024389028549194336, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,,,
1552172470,i-05d1dc1524d13ac8d,c4.large,0.02603888511657715, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,,,
1552172470,i-05d1dc1524d13ac8d,c4.large,0.024550914764404297, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,,,
1552172470,i-05d1dc1524d13ac8d,c4.large,0.025003671646118164, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,,,
1552172470,i-05d1dc1524d13ac8d,c4.large,0.05780196189880371, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,,,
1552172470,i-05d1dc1524d13ac8d,c4.large,0.07211112976074219, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,,,
1552172470,i-05d1dc1524d13ac8d,c4.large,0.07497310638427734, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,,,
1552172470,i-05d1dc1524d13ac8d,c4.large,0.07809209823608398, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,,,
1552172470,i-05d1dc1524d13ac8d,c4.large,11.950605630874634, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,9703.31,10.8211s,2
1552172470,i-05d1dc1524d13ac8d,c4.large,11.831133127212524, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,9617.60,10.9175s,2
1552172470,i-05d1dc1524d13ac8d,c4.large,11.57141637802124, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,9812.52,10.7006s,2
1552172470,i-05d1dc1524d13ac8d,c4.large,11.735168933868408, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,9654.55,10.8757s,2
1552172470,i-05d1dc1524d13ac8d,c4.large,11.677952289581299, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,9711.82,10.8116s,2
1552172470,i-05d1dc1524d13ac8d,c4.large,11.651870250701904, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,9716.92,10.8059s,2
1552172470,i-05d1dc1524d13ac8d,c4.large,11.706761121749878, --num-threads=2 --test=memory --memory-block-size=3500M --memory-total-size=100G run,9691.32,10.8344s,2
