instanceID,instanceType,experimentID,interval,bandwidthUpload,bandwitdhDownload,setId,vmId,cmd
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,544 Mbits/sec,546 Mbits/sec,6,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,473 Mbits/sec,471 Mbits/sec,6,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,473 Mbits/sec,473 Mbits/sec,6,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,473 Mbits/sec,472 Mbits/sec,6,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,472 Mbits/sec,473 Mbits/sec,6,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,474 Mbits/sec,471 Mbits/sec,6,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,472 Mbits/sec,471 Mbits/sec,6,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,473 Mbits/sec,471 Mbits/sec,6,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,473 Mbits/sec,471 Mbits/sec,6,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,475 Mbits/sec,471 Mbits/sec,6,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,472 Mbits/sec,473 Mbits/sec,6,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,547 Mbits/sec,546 Mbits/sec,7,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,474 Mbits/sec,471 Mbits/sec,7,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,472 Mbits/sec,474 Mbits/sec,7,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,472 Mbits/sec,473 Mbits/sec,7,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,473 Mbits/sec,472 Mbits/sec,7,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,473 Mbits/sec,471 Mbits/sec,7,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,472 Mbits/sec,472 Mbits/sec,7,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,474 Mbits/sec,471 Mbits/sec,7,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,473 Mbits/sec,472 Mbits/sec,7,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,471 Mbits/sec,473 Mbits/sec,7,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,473 Mbits/sec,472 Mbits/sec,7,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,547 Mbits/sec,541 Mbits/sec,8,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,472 Mbits/sec,473 Mbits/sec,8,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,474 Mbits/sec,472 Mbits/sec,8,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,472 Mbits/sec,472 Mbits/sec,8,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,473 Mbits/sec,471 Mbits/sec,8,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,473 Mbits/sec,470 Mbits/sec,8,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,474 Mbits/sec,470 Mbits/sec,8,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,474 Mbits/sec,473 Mbits/sec,8,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,473 Mbits/sec,465 Mbits/sec,8,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,474 Mbits/sec,478 Mbits/sec,8,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,473 Mbits/sec,472 Mbits/sec,8,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,546 Mbits/sec,547 Mbits/sec,9,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,471 Mbits/sec,473 Mbits/sec,9,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,472 Mbits/sec,472 Mbits/sec,9,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,474 Mbits/sec,472 Mbits/sec,9,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,474 Mbits/sec,470 Mbits/sec,9,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,474 Mbits/sec,472 Mbits/sec,9,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,474 Mbits/sec,471 Mbits/sec,9,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,472 Mbits/sec,470 Mbits/sec,9,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,475 Mbits/sec,471 Mbits/sec,9,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,475 Mbits/sec,472 Mbits/sec,9,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,475 Mbits/sec,471 Mbits/sec,9,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,546 Mbits/sec,548 Mbits/sec,10,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
i-02576475be4b979ce,c3.large,1565067551,15.0 sec,474 Mbits/sec,471 Mbits/sec,10,6,iperf -c 54.87.47.126 --dualtest --window 416k --time 15 
