experimentID,instanceID,instanceType,wallTime,testOption,1 KiB Throughput,1 MiB Throughput,1 GiB Throughput,4 GiB Throughput,total-time,thread-num
1630527838-0,i-0be05f69a8d22431a,m5d.large,52.92019033432007, -w -m32 -e1 -x0 -d2,20832.874025,20524.016186,9641.063746,9590.918536,"['256 22506.689317', '512 23336.203595', '1024 20832.874025', '2048 22395.669867', '4096 23262.580716', '8192 23724.151333', '16384 23959.096803', '32768 23156.604005', '65536 21505.848809', '131072 21514.664357', '262144 21510.384429', '524288 21511.596011', '1048576 20524.016186', '2097152 19294.757802', '4194304 19274.239504', '8388608 18760.339143', '16777216 17385.565098', '33554432 11947.144767', '67108864 10157.329489', '134217728 9643.099501', '268435456 9542.612555', '536870912 9625.856210', '1073741824 9641.063746', '2147483648 9588.430288', '4294967296 9590.918536', '']",
1630527838-0,i-030cec8407c10498a,m5d.large,52.86277103424072, -w -m32 -e1 -x0 -d2,20308.471646,19965.849026,9852.554675,9879.299325,"['256 22155.537638', '512 22630.454849', '1024 20308.471646', '2048 21830.450929', '4096 22682.804812', '8192 23131.247261', '16384 23361.013534', '32768 22521.743080', '65536 20964.513269', '131072 20973.242431', '262144 20973.541488', '524288 20940.926170', '1048576 19965.849026', '2097152 18831.215271', '4194304 18751.330525', '8388608 18099.617819', '16777216 16690.002077', '33554432 11427.356574', '67108864 10181.227316', '134217728 9665.926479', '268435456 9683.895764', '536870912 9841.830719', '1073741824 9852.554675', '2147483648 9889.519064', '4294967296 9879.299325', '']",
1630527838-1,i-030cec8407c10498a,m5d.large,52.80892467498779, -w -m32 -e1 -x0 -d2,20300.500542,19730.012411,9953.433719,9876.999303,"['256 22154.688739', '512 22679.242809', '1024 20300.500542', '2048 21816.019872', '4096 22667.221206', '8192 23114.125620', '16384 23351.713283', '32768 22517.098205', '65536 20958.022856', '131072 20967.119647', '262144 20974.275412', '524288 20939.858159', '1048576 19730.012411', '2097152 18993.003010', '4194304 18755.584556', '8388608 17983.325774', '16777216 16637.692202', '33554432 11818.338495', '67108864 10170.487847', '134217728 9821.407697', '268435456 9846.248110', '536870912 9958.886342', '1073741824 9953.433719', '2147483648 9925.402661', '4294967296 9876.999303', '']",
1630527838-0,i-0db153d80f8914057,m5d.large,52.88665556907654, -w -m32 -e1 -x0 -d2,20311.345071,20020.218539,9679.986442,9652.565969,"['256 22007.752771', '512 22833.421108', '1024 20311.345071', '2048 21835.823041', '4096 22681.073517', '8192 23134.384658', '16384 23363.815899', '32768 22577.409851', '65536 20969.097623', '131072 20946.436571', '262144 20975.916869', '524288 20975.780771', '1048576 20020.218539', '2097152 18830.310032', '4194304 18799.433272', '8388608 18205.799914', '16777216 17254.580706', '33554432 12348.725917', '67108864 10136.494484', '134217728 9724.876870', '268435456 9578.432184', '536870912 9692.980635', '1073741824 9679.986442', '2147483648 9660.451660', '4294967296 9652.565969', '']",
1630527838-1,i-0db153d80f8914057,m5d.large,52.88779354095459, -w -m32 -e1 -x0 -d2,20302.310819,20108.201082,9680.766114,9596.360897,"['256 22030.174281', '512 22822.947510', '1024 20302.310819', '2048 21818.063138', '4096 22673.378598', '8192 23121.966621', '16384 23356.357036', '32768 22522.216085', '65536 20967.767563', '131072 20975.316986', '262144 20946.138020', '524288 20974.382568', '1048576 20108.201082', '2097152 18818.217375', '4194304 18775.648392', '8388608 18157.542953', '16777216 17110.688008', '33554432 11879.639129', '67108864 9998.844502', '134217728 9559.508453', '268435456 9455.250531', '536870912 9707.190167', '1073741824 9680.766114', '2147483648 9640.361174', '4294967296 9596.360897', '']",
1630527838-2,i-0db153d80f8914057,m5d.large,52.84992265701294, -w -m32 -e1 -x0 -d2,20315.361707,19903.467989,9719.219052,9662.869531,"['256 22084.055725', '512 22750.054121', '1024 20315.361707', '2048 21832.520782', '4096 22684.898806', '8192 23134.037491', '16384 23367.620515', '32768 22530.266735', '65536 20969.663617', '131072 20977.324539', '262144 20950.056707', '524288 20965.385078', '1048576 19903.467989', '2097152 18810.599051', '4194304 18803.332302', '8388608 18147.400855', '16777216 17481.071336', '33554432 11811.607405', '67108864 10273.050212', '134217728 9648.090568', '268435456 9560.971120', '536870912 9732.881839', '1073741824 9719.219052', '2147483648 9680.052235', '4294967296 9662.869531', '']",
