experimentID,instanceID,instanceType,wallTime,testOption,NumberOfRuns,Average-Copy best rate,Average-Copy avg time,Average-Copy min time,Average-Copy max time,Average-Scale best rate,Average-Scale avg time,Average-Scale min time,Average-Scale max time,Average-Add best rate,Average-Add avg time,Average-Add min time,Average-Add max time,Average-Triad best rate,Average-Triad avg time,Average-Triad min time,Average-Triad max time,Output-Stream
1659890766-0,i-06b0c5f751bf90659,m5d.large,14.169015169143677, /home/ubuntu/SCRIPT/scripts/remote/stream_parser2_new.sh,15,10356.2666666,.0164216,.0154498,.0195293,9594.7200000,.0174326,.0166760,.0198673,13248.1333333,.0192446,.0181163,.0219125,12641.7066666,.0199454,.0189851,.0227779,"['Copy: 10382.1 0.016546 0.015411 0.019923 Copy: 10355.3 0.016576 0.015451 0.020230 Copy: 10364.6 0.016541 0.015437 0.020080 Copy: 10320.6 0.015546 0.015503 0.015599 Copy: 10352.6 0.015587 0.015455 0.015673 Copy: 10348.6 0.016800 0.015461 0.022323 Copy: 10331.3 0.016085 0.015487 0.020133 Copy: 10374.1 0.016652 0.015423 0.020147 Copy: 10346.7 0.017268 0.015464 0.020638 Copy: 10352.6 0.016500 0.015455 0.020116 Copy: 10256.4 0.015726 0.015600 0.015869 Copy: 10352.0 0.016055 0.015456 0.020023 Copy: 10390.3 0.017065 0.015399 0.020999 Copy: 10374.9 0.016192 0.015422 0.020572 Copy: 10441.9 0.017186 0.015323 0.020615', 'Copy_Average_Best_Rate:10356.2666666', 'Copy_Average_Avg_time:.0164216', 'Copy_Average_Min_time:.0154498', 'Copy_Average_Max_time:.0195293', 'run_count:15', 'Scale: 9622.9 0.017214 0.016627 0.021039 Scale: 9567.7 0.017373 0.016723 0.021451 Scale: 9601.5 0.016811 0.016664 0.017248 Scale: 9621.8 0.018355 0.016629 0.021677 Scale: 9593.6 0.018338 0.016678 0.021590 Scale: 9598.6 0.017454 0.016669 0.020918 Scale: 9605.5 0.017690 0.016657 0.020960 Scale: 9582.1 0.017231 0.016698 0.020999 Scale: 9597.0 0.016811 0.016672 0.017193 Scale: 9582.5 0.016832 0.016697 0.017195 Scale: 9522.8 0.018522 0.016802 0.021878 Scale: 9599.3 0.017654 0.016668 0.020919 Scale: 9609.1 0.016735 0.016651 0.016802 Scale: 9590.1 0.017671 0.016684 0.020880 Scale: 9626.3 0.016799 0.016621 0.017261', 'Scale_Average_Best_Rate:9594.7200000', 'Scale_Average_Avg_time:.0174326', 'Scale_Average_Min_time:.0166760', 'Scale_Average_Max_time:.0198673', 'run_count:15', 'Add: 13302.9 0.019791 0.018041 0.022796 Add: 13171.7 0.019843 0.018221 0.022848 Add: 13350.4 0.019778 0.017977 0.022744 Add: 13232.6 0.018311 0.018137 0.018427 Add: 13168.8 0.018386 0.018225 0.018592 Add: 13186.7 0.019576 0.018200 0.023048 Add: 13228.1 0.018861 0.018143 0.023357 Add: 13261.7 0.019332 0.018097 0.022948 Add: 13297.1 0.020035 0.018049 0.023653 Add: 13298.0 0.019277 0.018048 0.022767 Add: 13076.9 0.018552 0.018353 0.018911 Add: 13303.6 0.018371 0.018040 0.018754 Add: 13223.9 0.020010 0.018149 0.023604 Add: 13233.5 0.018890 0.018136 0.022912 Add: 13386.1 0.019657 0.017929 0.023327', 'Add_Average_Best_Rate:13248.1333333', 'Add_Average_Avg_time:.0192446', 'Add_Average_Min_time:.0181163', 'Add_Average_Max_time:.0219125', 'run_count:15', 'Triad: 12690.9 0.019118 0.018911 0.019225 Triad: 12607.7 0.019584 0.019036 0.023219 Triad: 12681.7 0.019589 0.018925 0.023270 Triad: 12679.0 0.020732 0.018929 0.024429 Triad: 12677.7 0.020804 0.018931 0.024338 Triad: 12566.7 0.020103 0.019098 0.023314 Triad: 12696.4 0.020108 0.018903 0.023241 Triad: 12631.5 0.019603 0.019000 0.023349 Triad: 12603.7 0.019651 0.019042 0.023363 Triad: 12672.3 0.020068 0.018939 0.023492 Triad: 12492.2 0.020894 0.019212 0.024254 Triad: 12661.6 0.020612 0.018955 0.023831 Triad: 12618.2 0.019193 0.019020 0.019660 Triad: 12630.9 0.020101 0.019001 0.023553 Triad: 12715.1 0.019022 0.018875 0.019131', 'Triad_Average_Best_Rate:12641.7066666', 'Triad_Average_Avg_time:.0199454', 'Triad_Average_Min_time:.0189851', 'Triad_Average_Max_time:.0227779', 'run_count:15', '']"
1659890766-0,i-06b0c5f751bf90659,m5d.large,14.118565320968628, /home/ubuntu/SCRIPT/scripts/remote/stream_parser2_new.sh,15,10340.0866666,.0163808,.0154742,.0195665,9571.6533333,.0175427,.0167162,.0202595,13183.0800000,.0193018,.0182060,.0227322,12603.0866666,.0199506,.0190438,.0224852,"['Copy: 10216.5 0.016358 0.015661 0.020709 Copy: 10356.0 0.015606 0.015450 0.016045 Copy: 10291.3 0.016148 0.015547 0.020072 Copy: 10257.1 0.016173 0.015599 0.020153 Copy: 10317.9 0.016590 0.015507 0.020002 Copy: 10317.9 0.016177 0.015507 0.020084 Copy: 10348.0 0.016033 0.015462 0.019843 Copy: 10344.0 0.016173 0.015468 0.021012 Copy: 10398.3 0.017319 0.015387 0.021065 Copy: 10335.3 0.015674 0.015481 0.015895 Copy: 10354.7 0.017302 0.015452 0.020926 Copy: 10362.7 0.017266 0.015440 0.021119 Copy: 10358.1 0.015570 0.015447 0.015662 Copy: 10415.3 0.017161 0.015362 0.020481 Copy: 10428.2 0.016163 0.015343 0.020430', 'Copy_Average_Best_Rate:10340.0866666', 'Copy_Average_Avg_time:.0163808', 'Copy_Average_Min_time:.0154742', 'Copy_Average_Max_time:.0195665', 'run_count:15', 'Scale: 9505.8 0.017895 0.016832 0.021332 Scale: 9580.3 0.017817 0.016701 0.021708 Scale: 9562.0 0.017792 0.016733 0.021532 Scale: 9504.6 0.017855 0.016834 0.021112 Scale: 9577.4 0.016855 0.016706 0.017339 Scale: 9579.7 0.017768 0.016702 0.021692 Scale: 9566.6 0.017740 0.016725 0.021003 Scale: 9576.7 0.017713 0.016707 0.021029 Scale: 9605.0 0.016803 0.016658 0.016948 Scale: 9577.4 0.018356 0.016706 0.021582 Scale: 9555.0 0.016885 0.016745 0.017174 Scale: 9595.8 0.017337 0.016674 0.021799 Scale: 9582.6 0.018355 0.016697 0.021856 Scale: 9613.6 0.016740 0.016643 0.016806 Scale: 9592.3 0.017230 0.016680 0.020981', 'Scale_Average_Best_Rate:9571.6533333', 'Scale_Average_Avg_time:.0175427', 'Scale_Average_Min_time:.0167162', 'Scale_Average_Max_time:.0202595', 'run_count:15', 'Add: 13023.6 0.019619 0.018428 0.023923 Add: 13112.5 0.018917 0.018303 0.023339 Add: 13134.9 0.019384 0.018272 0.022932 Add: 13035.6 0.019520 0.018411 0.023102 Add: 13137.8 0.019446 0.018268 0.022870 Add: 13081.1 0.018964 0.018347 0.022964 Add: 13242.7 0.018884 0.018123 0.023102 Add: 13300.8 0.018826 0.018044 0.022691 Add: 13188.3 0.019992 0.018198 0.023694 Add: 13269.8 0.018418 0.018086 0.018888 Add: 13222.4 0.020101 0.018151 0.023716 Add: 13323.7 0.019514 0.018013 0.023791 Add: 13177.4 0.018430 0.018213 0.018874 Add: 13334.1 0.020013 0.017999 0.023546 Add: 13161.5 0.019500 0.018235 0.023552', 'Add_Average_Best_Rate:13183.0800000', 'Add_Average_Avg_time:.0193018', 'Add_Average_Min_time:.0182060', 'Add_Average_Max_time:.0227322', 'run_count:15', 'Triad: 12448.0 0.019922 0.019280 0.023531 Triad: 12566.7 0.020824 0.019098 0.024158 Triad: 12601.0 0.019640 0.019046 0.023183 Triad: 12455.9 0.020254 0.019268 0.023514 Triad: 12571.3 0.020162 0.019091 0.023415 Triad: 12527.5 0.020215 0.019158 0.023835 Triad: 12597.7 0.020081 0.019051 0.023157 Triad: 12597.1 0.020197 0.019052 0.023439 Triad: 12633.6 0.019153 0.018997 0.019411 Triad: 12708.6 0.020706 0.018885 0.023947 Triad: 12550.3 0.019226 0.019123 0.019369 Triad: 12663.0 0.019128 0.018953 0.019233 Triad: 12659.5 0.020534 0.018958 0.024150 Triad: 12791.1 0.019155 0.018763 0.019628 Triad: 12675.0 0.020062 0.018935 0.023309', 'Triad_Average_Best_Rate:12603.0866666', 'Triad_Average_Avg_time:.0199506', 'Triad_Average_Min_time:.0190438', 'Triad_Average_Max_time:.0224852', 'run_count:15', '']"
1659890766-0,i-06b0c5f751bf90659,m5d.large,14.11382794380188, /home/ubuntu/SCRIPT/scripts/remote/stream_parser2_new.sh,15,10301.6000000,.0161936,.0155388,.0187106,9587.2866666,.0176013,.0166892,.0203357,13172.1800000,.0191216,.0182234,.0218185,12587.8400000,.0201866,.0190703,.0233174,"['Copy: 9502.9 0.017392 0.016837 0.020927 Copy: 10364.1 0.015584 0.015438 0.015807 Copy: 10363.3 0.016052 0.015439 0.020112 Copy: 10337.2 0.017228 0.015478 0.020797 Copy: 10395.8 0.016589 0.015391 0.020058 Copy: 10338.6 0.016528 0.015476 0.020095 Copy: 10364.1 0.015643 0.015438 0.015838 Copy: 10331.9 0.015645 0.015486 0.015772 Copy: 10390.3 0.016559 0.015399 0.020103 Copy: 10320.6 0.016549 0.015503 0.020124 Copy: 10327.9 0.016071 0.015492 0.019970 Copy: 10351.8 0.016028 0.015456 0.019833 Copy: 10345.3 0.016070 0.015466 0.020013 Copy: 10420.8 0.015452 0.015354 0.015566 Copy: 10369.4 0.015514 0.015430 0.015645', 'Copy_Average_Best_Rate:10301.6000000', 'Copy_Average_Avg_time:.0161936', 'Copy_Average_Min_time:.0155388', 'Copy_Average_Max_time:.0187106', 'run_count:15', 'Scale: 9429.5 0.017981 0.016968 0.021235 Scale: 9616.5 0.018326 0.016638 0.021749 Scale: 9621.2 0.017172 0.016630 0.020824 Scale: 9591.2 0.016772 0.016682 0.016908 Scale: 9597.4 0.017253 0.016671 0.021093 Scale: 9596.3 0.016815 0.016673 0.017144 Scale: 9570.6 0.018465 0.016718 0.021735 Scale: 9610.2 0.018348 0.016649 0.021592 Scale: 9580.3 0.017237 0.016701 0.020963 Scale: 9597.0 0.016740 0.016672 0.016843 Scale: 9568.3 0.017753 0.016722 0.021382 Scale: 9581.5 0.017712 0.016699 0.020818 Scale: 9593.0 0.017676 0.016679 0.020911 Scale: 9631.6 0.018086 0.016612 0.020894 Scale: 9624.7 0.017684 0.016624 0.020945', 'Scale_Average_Best_Rate:9587.2866666', 'Scale_Average_Avg_time:.0176013', 'Scale_Average_Min_time:.0166892', 'Scale_Average_Max_time:.0203357', 'run_count:15', 'Add: 12587.3 0.019721 0.019067 0.023287 Add: 13229.9 0.018525 0.018141 0.019024 Add: 13188.4 0.019290 0.018198 0.022756 Add: 13207.8 0.019868 0.018171 0.023377 Add: 13303.8 0.019774 0.018040 0.022870 Add: 13250.9 0.019383 0.018112 0.022926 Add: 13116.9 0.018467 0.018297 0.018544 Add: 13162.9 0.018594 0.018233 0.018970 Add: 13173.8 0.019829 0.018218 0.022814 Add: 13159.3 0.019764 0.018238 0.022949 Add: 13181.9 0.018813 0.018207 0.022736 Add: 13191.9 0.018779 0.018193 0.022788 Add: 13124.8 0.019000 0.018286 0.022691 Add: 13392.8 0.018136 0.017920 0.018534 Add: 13310.3 0.018882 0.018031 0.023012', 'Add_Average_Best_Rate:13172.1800000', 'Add_Average_Avg_time:.0191216', 'Add_Average_Min_time:.0182234', 'Add_Average_Max_time:.0218185', 'run_count:15', 'Triad: 11926.6 0.021182 0.020123 0.024804 Triad: 12668.9 0.020591 0.018944 0.023804 Triad: 12600.4 0.020102 0.019047 0.023132 Triad: 12610.3 0.019231 0.019032 0.019570 Triad: 12676.9 0.019598 0.018932 0.023436 Triad: 12652.3 0.020080 0.018969 0.023548 Triad: 12565.5 0.020768 0.019100 0.024011 Triad: 12632.3 0.020848 0.018999 0.024173 Triad: 12639.0 0.019642 0.018989 0.023501 Triad: 12609.1 0.019658 0.019034 0.023378 Triad: 12617.0 0.020091 0.019022 0.023203 Triad: 12687.7 0.020014 0.018916 0.023262 Triad: 12567.4 0.020092 0.019097 0.023274 Triad: 12777.0 0.020332 0.018784 0.023235 Triad: 12587.2 0.020571 0.019067 0.023431', 'Triad_Average_Best_Rate:12587.8400000', 'Triad_Average_Avg_time:.0201866', 'Triad_Average_Min_time:.0190703', 'Triad_Average_Max_time:.0233174', 'run_count:15', '']"
1659890766-0,i-06b0c5f751bf90659,m5d.large,14.073071479797363, /home/ubuntu/SCRIPT/scripts/remote/stream_parser2_new.sh,15,10356.1066666,.0164324,.0154499,.0191197,9596.5133333,.0173352,.0166728,.0195535,13231.8733333,.0193218,.0181388,.0224104,12629.7000000,.0198814,.0190031,.0231387,"['Copy: 10343.9 0.016648 0.015468 0.020673 Copy: 10319.8 0.016625 0.015504 0.020113 Copy: 10337.2 0.016507 0.015478 0.020137 Copy: 10311.3 0.016553 0.015517 0.020051 Copy: 10366.1 0.016586 0.015435 0.020097 Copy: 10352.0 0.016524 0.015456 0.020184 Copy: 10387.6 0.015737 0.015403 0.016325 Copy: 10342.6 0.016618 0.015470 0.019996 Copy: 10424.8 0.015530 0.015348 0.015745 Copy: 10349.3 0.015550 0.015460 0.015679 Copy: 10396.9 0.016631 0.015389 0.020751 Copy: 10349.3 0.017209 0.015460 0.020602 Copy: 10372.2 0.016983 0.015426 0.019811 Copy: 10338.0 0.015586 0.015477 0.015866 Copy: 10350.6 0.017199 0.015458 0.020766', 'Copy_Average_Best_Rate:10356.1066666', 'Copy_Average_Avg_time:.0164324', 'Copy_Average_Min_time:.0154499', 'Copy_Average_Max_time:.0191197', 'run_count:15', 'Scale: 9563.1 0.017225 0.016731 0.020929 Scale: 9564.3 0.017361 0.016729 0.021056 Scale: 9568.3 0.016822 0.016722 0.017317 Scale: 9576.7 0.017271 0.016707 0.020979 Scale: 9610.2 0.017220 0.016649 0.021064 Scale: 9598.6 0.016788 0.016669 0.016956 Scale: 9595.8 0.018364 0.016674 0.021628 Scale: 9633.4 0.016836 0.016609 0.017297 Scale: 9607.3 0.018492 0.016654 0.021503 Scale: 9584.2 0.017652 0.016694 0.020858 Scale: 9597.5 0.017220 0.016671 0.020897 Scale: 9632.7 0.016806 0.016610 0.016982 Scale: 9623.0 0.016798 0.016627 0.017257 Scale: 9598.1 0.018402 0.016670 0.021736 Scale: 9594.5 0.016772 0.016676 0.016844', 'Scale_Average_Best_Rate:9596.5133333', 'Scale_Average_Avg_time:.0173352', 'Scale_Average_Min_time:.0166728', 'Scale_Average_Max_time:.0195535', 'run_count:15', 'Add: 13122.1 0.019393 0.018290 0.022850 Add: 13136.3 0.019422 0.018270 0.023122 Add: 13157.2 0.019313 0.018241 0.022820 Add: 13096.1 0.019886 0.018326 0.022687 Add: 13343.0 0.019814 0.017987 0.023250 Add: 13258.3 0.019806 0.018102 0.023057 Add: 13212.1 0.018458 0.018165 0.018786 Add: 13321.4 0.019763 0.018016 0.022850 Add: 13267.0 0.018849 0.018090 0.022533 Add: 13261.2 0.018866 0.018098 0.022810 Add: 13244.3 0.019269 0.018121 0.022724 Add: 13255.3 0.019967 0.018106 0.023580 Add: 13417.7 0.019152 0.017887 0.022736 Add: 13233.3 0.018414 0.018136 0.018750 Add: 13152.8 0.019455 0.018247 0.023602', 'Add_Average_Best_Rate:13231.8733333', 'Add_Average_Avg_time:.0193218', 'Add_Average_Min_time:.0181388', 'Add_Average_Max_time:.0224104', 'run_count:15', 'Triad: 12561.4 0.019646 0.019106 0.023224 Triad: 12568.0 0.020133 0.019096 0.023562 Triad: 12617.6 0.020053 0.019021 0.023408 Triad: 12650.1 0.019145 0.018972 0.019240 Triad: 12594.4 0.019621 0.019056 0.023072 Triad: 12615.1 0.019640 0.019025 0.023062 Triad: 12676.2 0.020695 0.018933 0.024036 Triad: 12654.3 0.019553 0.018966 0.023069 Triad: 12635.5 0.020130 0.018994 0.024070 Triad: 12562.2 0.020510 0.019105 0.023232 Triad: 12669.7 0.019628 0.018943 0.023231 Triad: 12657.6 0.019699 0.018961 0.023306 Triad: 12761.1 0.019452 0.018807 0.023154 Triad: 12658.2 0.020669 0.018960 0.023933 Triad: 12564.1 0.019647 0.019102 0.023482', 'Triad_Average_Best_Rate:12629.7000000', 'Triad_Average_Avg_time:.0198814', 'Triad_Average_Min_time:.0190031', 'Triad_Average_Max_time:.0231387', 'run_count:15', '']"
1659890766-0,i-06b0c5f751bf90659,m5d.large,14.055166006088257, /home/ubuntu/SCRIPT/scripts/remote/stream_parser2_new.sh,15,10382.5200000,.0162328,.0154110,.0192330,9608.3400000,.0175274,.0166522,.0202458,13266.9933333,.0189819,.0180922,.0221083,12669.3866666,.0200121,.0189442,.0229496,"['Copy: 10333.3 0.016569 0.015484 0.020084 Copy: 10360.1 0.016069 0.015444 0.020139 Copy: 10358.7 0.017204 0.015446 0.020865 Copy: 10319.4 0.015684 0.015505 0.016140 Copy: 10330.6 0.016574 0.015488 0.019999 Copy: 10388.2 0.016576 0.015402 0.020310 Copy: 10322.7 0.016946 0.015500 0.023900 Copy: 10397.7 0.015499 0.015388 0.015611 Copy: 10388.4 0.016344 0.015402 0.020166 Copy: 10384.8 0.016083 0.015407 0.019821 Copy: 10329.8 0.016192 0.015489 0.019892 Copy: 10349.9 0.015558 0.015459 0.015633 Copy: 10475.3 0.015909 0.015274 0.019967 Copy: 10498.7 0.016908 0.015240 0.020495 Copy: 10500.2 0.015377 0.015238 0.015473', 'Copy_Average_Best_Rate:10382.5200000', 'Copy_Average_Avg_time:.0162328', 'Copy_Average_Min_time:.0154110', 'Copy_Average_Max_time:.0192330', 'run_count:15', 'Scale: 9599.3 0.017673 0.016668 0.020956 Scale: 9613.1 0.017178 0.016644 0.020740 Scale: 9611.4 0.016768 0.016647 0.016893 Scale: 9612.0 0.018300 0.016646 0.021540 Scale: 9605.5 0.017306 0.016657 0.021290 Scale: 9594.1 0.017270 0.016677 0.020981 Scale: 9593.0 0.016760 0.016679 0.016848 Scale: 9612.0 0.018161 0.016646 0.021340 Scale: 9624.5 0.017765 0.016624 0.020888 Scale: 9586.0 0.017941 0.016691 0.021655 Scale: 9592.9 0.017737 0.016679 0.021143 Scale: 9589.4 0.017732 0.016685 0.020972 Scale: 9625.9 0.017609 0.016622 0.020839 Scale: 9622.3 0.016668 0.016628 0.016850 Scale: 9643.7 0.018043 0.016591 0.020753', 'Scale_Average_Best_Rate:9608.3400000', 'Scale_Average_Avg_time:.0175274', 'Scale_Average_Min_time:.0166522', 'Scale_Average_Max_time:.0202458', 'run_count:15', 'Add: 13119.2 0.018888 0.018294 0.022611 Add: 13168.8 0.019275 0.018225 0.022869 Add: 13210.1 0.019970 0.018168 0.023501 Add: 13264.7 0.018425 0.018093 0.018800 Add: 13265.6 0.019303 0.018092 0.022834 Add: 13333.9 0.019371 0.017999 0.022964 Add: 13166.5 0.019401 0.018228 0.023529 Add: 13207.8 0.018836 0.018171 0.022685 Add: 13215.1 0.019327 0.018161 0.022833 Add: 13160.8 0.018523 0.018236 0.020253 Add: 13176.7 0.018891 0.018214 0.022720 Add: 13092.5 0.018865 0.018331 0.022701 Add: 13483.1 0.018531 0.017800 0.022343 Add: 13561.0 0.019315 0.017698 0.023020 Add: 13579.1 0.017808 0.017674 0.017962', 'Add_Average_Best_Rate:13266.9933333', 'Add_Average_Avg_time:.0189819', 'Add_Average_Min_time:.0180922', 'Add_Average_Max_time:.0221083', 'run_count:15', 'Triad: 12660.9 0.020042 0.018956 0.023133 Triad: 12637.6 0.020066 0.018991 0.023349 Triad: 12612.2 0.019237 0.019029 0.019636 Triad: 12669.7 0.020687 0.018943 0.023895 Triad: 12642.2 0.019635 0.018984 0.023140 Triad: 12634.9 0.020151 0.018995 0.023408 Triad: 12598.5 0.020018 0.019050 0.023369 Triad: 12709.9 0.020000 0.018883 0.023227 Triad: 12578.0 0.019836 0.019081 0.024690 Triad: 12579.9 0.020702 0.019078 0.024478 Triad: 12641.5 0.020549 0.018985 0.023537 Triad: 12582.0 0.020546 0.019075 0.023327 Triad: 12794.7 0.019784 0.018758 0.022972 Triad: 12831.5 0.018848 0.018704 0.019318 Triad: 12867.3 0.020081 0.018652 0.022765', 'Triad_Average_Best_Rate:12669.3866666', 'Triad_Average_Avg_time:.0200121', 'Triad_Average_Min_time:.0189442', 'Triad_Average_Max_time:.0229496', 'run_count:15', '']"
1659890766-0,i-05ffd187a4a593c83,m5d.large,13.949862241744995, /home/ubuntu/SCRIPT/scripts/remote/stream_parser2_new.sh,15,10189.1600000,.0158337,.0157030,.0161062,9464.8266666,.0170052,.0169048,.0172726,12513.8066666,.0194847,.0191798,.0198777,12239.0666666,.0198229,.0196103,.0201041,"['Copy: 10172.3 0.015891 0.015729 0.016378 Copy: 10180.7 0.015782 0.015716 0.015823 Copy: 10205.3 0.015787 0.015678 0.015903 Copy: 10182.0 0.015908 0.015714 0.016413 Copy: 10233.4 0.015759 0.015635 0.015846 Copy: 10193.0 0.015815 0.015697 0.015911 Copy: 10180.7 0.015832 0.015716 0.016067 Copy: 10099.0 0.015951 0.015843 0.016029 Copy: 10232.0 0.015753 0.015637 0.015803 Copy: 10165.2 0.016114 0.015740 0.017684 Copy: 10196.9 0.015798 0.015691 0.015933 Copy: 10215.1 0.015779 0.015663 0.015830 Copy: 10196.3 0.015839 0.015692 0.016357 Copy: 10172.3 0.015789 0.015729 0.015863 Copy: 10213.2 0.015709 0.015666 0.015753', 'Copy_Average_Best_Rate:10189.1600000', 'Copy_Average_Avg_time:.0158337', 'Copy_Average_Min_time:.0157030', 'Copy_Average_Max_time:.0161062', 'run_count:15', 'Scale: 9462.3 0.017003 0.016909 0.017105 Scale: 9448.4 0.017055 0.016934 0.017548 Scale: 9479.3 0.016953 0.016879 0.017042 Scale: 9503.5 0.016918 0.016836 0.016976 Scale: 9454.5 0.016979 0.016923 0.017059 Scale: 9490.4 0.016955 0.016859 0.017068 Scale: 9456.2 0.017034 0.016920 0.017492 Scale: 9389.7 0.017118 0.017040 0.017180 Scale: 9445.0 0.017005 0.016940 0.017080 Scale: 9450.1 0.017211 0.016931 0.019243 Scale: 9487.6 0.016953 0.016864 0.017000 Scale: 9459.7 0.017009 0.016914 0.017166 Scale: 9479.7 0.016974 0.016878 0.017042 Scale: 9452.4 0.017015 0.016927 0.017110 Scale: 9513.6 0.016896 0.016818 0.016979', 'Scale_Average_Best_Rate:9464.8266666', 'Scale_Average_Avg_time:.0170052', 'Scale_Average_Min_time:.0169048', 'Scale_Average_Max_time:.0172726', 'run_count:15', 'Add: 12470.7 0.019559 0.019245 0.019884 Add: 12478.6 0.019448 0.019233 0.019661 Add: 12563.4 0.019465 0.019103 0.019690 Add: 12557.5 0.019423 0.019112 0.019657 Add: 12493.0 0.019516 0.019211 0.019841 Add: 12537.2 0.019428 0.019143 0.019818 Add: 12509.9 0.019468 0.019185 0.019567 Add: 12392.8 0.019641 0.019366 0.020075 Add: 12459.9 0.019432 0.019262 0.019585 Add: 12468.2 0.019602 0.019249 0.021103 Add: 12474.1 0.019540 0.019240 0.020197 Add: 12466.8 0.019504 0.019251 0.019769 Add: 12518.9 0.019529 0.019171 0.019853 Add: 12492.8 0.019684 0.019211 0.020273 Add: 12823.3 0.019032 0.018716 0.019193', 'Add_Average_Best_Rate:12513.8066666', 'Add_Average_Avg_time:.0194847', 'Add_Average_Min_time:.0191798', 'Add_Average_Max_time:.0198777', 'run_count:15', 'Triad: 12207.5 0.019858 0.019660 0.020105 Triad: 12223.7 0.019793 0.019634 0.019925 Triad: 12269.3 0.019868 0.019561 0.020351 Triad: 12291.3 0.019772 0.019526 0.019950 Triad: 12178.4 0.019867 0.019707 0.020033 Triad: 12237.4 0.019899 0.019612 0.020366 Triad: 12194.5 0.019859 0.019681 0.020028 Triad: 12073.1 0.020043 0.019879 0.020171 Triad: 12235.4 0.019940 0.019615 0.020438 Triad: 12196.4 0.019784 0.019678 0.019863 Triad: 12241.2 0.019776 0.019606 0.019888 Triad: 12236.2 0.019823 0.019614 0.020419 Triad: 12264.3 0.019762 0.019569 0.019968 Triad: 12224.3 0.019754 0.019633 0.019900 Triad: 12513.0 0.019546 0.019180 0.020157', 'Triad_Average_Best_Rate:12239.0666666', 'Triad_Average_Avg_time:.0198229', 'Triad_Average_Min_time:.0196103', 'Triad_Average_Max_time:.0201041', 'run_count:15', '']"
