instanceID,experimentID,instanceType,wallTime,clients,threads,scaleFactor,transactionsType,queryMode,duration,transactions,mountPoint
i-0109de5c58aa5e10d,1565161327-2,c3.large,0.41712021827697754,,,,,,,,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-2,c3.large,0.18051743507385254,,,,,,,,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-2,c3.large,0.1894688606262207,,,,,,,,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-3,c3.large,0.3584728240966797,,,,,,,,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-3,c3.large,0.17861413955688477,,,,,,,,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-3,c3.large,0.17547607421875,,,,,,,,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-4,c3.large,0.4571189880371094,,,,,,,,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-4,c3.large,0.395064115524292,,,,,,,,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-4,c3.large,0.18090176582336426,,,,,,,,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-5,c3.large,60.39769983291626,10,10,1,TPC-B (sort of),simple,60 s,70734,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-5,c3.large,60.32493710517883,10,10,1,TPC-B (sort of),simple,60 s,72492,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-6,c3.large,60.91035985946655,10,10,1,TPC-B (sort of),simple,60 s,36634,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-5,c3.large,65.28136014938354,10,10,1,TPC-B (sort of),simple,60 s,37458,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-6,c3.large,65.2166121006012,10,10,1,TPC-B (sort of),simple,60 s,65417,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-7,c3.large,65.36032009124756,10,10,1,TPC-B (sort of),simple,60 s,38855,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-6,c3.large,70.28606534004211,10,10,1,TPC-B (sort of),simple,60 s,37340,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-7,c3.large,65.57857608795166,10,10,1,TPC-B (sort of),simple,60 s,61503,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-8,c3.large,65.40644454956055,10,10,1,TPC-B (sort of),simple,60 s,38670,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-7,c3.large,70.3158106803894,10,10,1,TPC-B (sort of),simple,60 s,38908,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-8,c3.large,70.3430962562561,10,10,1,TPC-B (sort of),simple,60 s,59889,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-9,c3.large,65.32596039772034,10,10,1,TPC-B (sort of),simple,60 s,39663,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-8,c3.large,70.29681897163391,10,10,1,TPC-B (sort of),simple,60 s,36896,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-9,c3.large,65.27816963195801,10,10,1,TPC-B (sort of),simple,60 s,56143,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-10,c3.large,70.40564155578613,10,10,1,TPC-B (sort of),simple,60 s,40005,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-9,c3.large,70.33586096763611,10,10,1,TPC-B (sort of),simple,60 s,39796,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-10,c3.large,70.31766629219055,10,10,1,TPC-B (sort of),simple,60 s,60329,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-11,c3.large,70.3690721988678,10,10,1,TPC-B (sort of),simple,60 s,35099,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-10,c3.large,65.29164290428162,10,10,1,TPC-B (sort of),simple,60 s,38029,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-11,c3.large,70.30173254013062,10,10,1,TPC-B (sort of),simple,60 s,53554,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-12,c3.large,65.31663966178894,10,10,1,TPC-B (sort of),simple,60 s,35318,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-11,c3.large,65.28240823745728,10,10,1,TPC-B (sort of),simple,60 s,37288,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-12,c3.large,70.30547642707825,10,10,1,TPC-B (sort of),simple,60 s,51122,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-13,c3.large,70.32693696022034,10,10,1,TPC-B (sort of),simple,60 s,37681,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-12,c3.large,70.33137559890747,10,10,1,TPC-B (sort of),simple,60 s,37497,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-13,c3.large,70.34953546524048,10,10,1,TPC-B (sort of),simple,60 s,55423,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-14,c3.large,70.37963318824768,10,10,1,TPC-B (sort of),simple,60 s,36683,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-13,c3.large,70.31377100944519,10,10,1,TPC-B (sort of),simple,60 s,33854,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-14,c3.large,65.30183863639832,10,10,1,TPC-B (sort of),simple,60 s,48086,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-15,c3.large,65.34462642669678,10,10,1,TPC-B (sort of),simple,60 s,33589,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-14,c3.large,65.28971910476685,10,10,1,TPC-B (sort of),simple,60 s,36306,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-15,c3.large,70.30688333511353,10,10,1,TPC-B (sort of),simple,60 s,58640,data_directory = '/var/lib/postgresql/9.5/main'
i-0109de5c58aa5e10d,1565161327-15,c3.large,60.251007080078125,10,10,1,TPC-B (sort of),simple,60 s,63444,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-5,c3.large,60.53416872024536,10,10,1,TPC-B (sort of),simple,60 s,69897,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-5,c3.large,60.30133533477783,10,10,1,TPC-B (sort of),simple,60 s,73341,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-6,c3.large,61.371267795562744,10,10,1,TPC-B (sort of),simple,60 s,41412,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-5,c3.large,70.30894660949707,10,10,1,TPC-B (sort of),simple,60 s,38749,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-6,c3.large,66.5716323852539,10,10,1,TPC-B (sort of),simple,60 s,66566,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-7,c3.large,65.41496586799622,10,10,1,TPC-B (sort of),simple,60 s,36814,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-6,c3.large,65.28717756271362,10,10,1,TPC-B (sort of),simple,60 s,36990,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-7,c3.large,65.35954403877258,10,10,1,TPC-B (sort of),simple,60 s,64426,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-8,c3.large,65.54255509376526,10,10,1,TPC-B (sort of),simple,60 s,36264,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-7,c3.large,65.28812527656555,10,10,1,TPC-B (sort of),simple,60 s,36274,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-8,c3.large,65.3577880859375,10,10,1,TPC-B (sort of),simple,60 s,63932,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-9,c3.large,70.73754000663757,10,10,1,TPC-B (sort of),simple,60 s,34961,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-8,c3.large,65.27531385421753,10,10,1,TPC-B (sort of),simple,60 s,35625,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-9,c3.large,65.34929037094116,10,10,1,TPC-B (sort of),simple,60 s,60383,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-10,c3.large,65.35739278793335,10,10,1,TPC-B (sort of),simple,60 s,35427,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-9,c3.large,65.31790447235107,10,10,1,TPC-B (sort of),simple,60 s,38411,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-10,c3.large,70.31432127952576,10,10,1,TPC-B (sort of),simple,60 s,59650,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-11,c3.large,70.37764239311218,10,10,1,TPC-B (sort of),simple,60 s,38233,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-10,c3.large,70.29508781433105,10,10,1,TPC-B (sort of),simple,60 s,38164,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-11,c3.large,70.33837366104126,10,10,1,TPC-B (sort of),simple,60 s,54391,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-12,c3.large,70.339759349823,10,10,1,TPC-B (sort of),simple,60 s,35744,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-11,c3.large,70.31557607650757,10,10,1,TPC-B (sort of),simple,60 s,35543,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-12,c3.large,70.32666063308716,10,10,1,TPC-B (sort of),simple,60 s,52819,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-13,c3.large,70.44647717475891,10,10,1,TPC-B (sort of),simple,60 s,37738,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-12,c3.large,70.33325624465942,10,10,1,TPC-B (sort of),simple,60 s,37376,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-13,c3.large,70.33189749717712,10,10,1,TPC-B (sort of),simple,60 s,51383,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-14,c3.large,70.36270761489868,10,10,1,TPC-B (sort of),simple,60 s,36643,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-13,c3.large,70.30771470069885,10,10,1,TPC-B (sort of),simple,60 s,36415,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-14,c3.large,70.3329758644104,10,10,1,TPC-B (sort of),simple,60 s,51395,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-15,c3.large,70.35126852989197,10,10,1,TPC-B (sort of),simple,60 s,35931,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-14,c3.large,70.30990743637085,10,10,1,TPC-B (sort of),simple,60 s,36595,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-15,c3.large,70.29574155807495,10,10,1,TPC-B (sort of),simple,60 s,57719,data_directory = '/var/lib/postgresql/9.5/main'
i-090a4d89aea2d8211,1565161327-15,c3.large,60.28672695159912,10,10,1,TPC-B (sort of),simple,60 s,65563,data_directory = '/var/lib/postgresql/9.5/main'
i-0f825195b3d5102a1,1565161327-0,c3.large,60.305116176605225,10,10,1,TPC-B (sort of),simple,60 s,80019,data_directory = '/var/lib/postgresql/9.5/main'
i-0f825195b3d5102a1,1565161327-0,c3.large,60.21823167800903,10,10,1,TPC-B (sort of),simple,60 s,80500,data_directory = '/var/lib/postgresql/9.5/main'
i-0f825195b3d5102a1,1565161327-1,c3.large,60.76656460762024,10,10,1,TPC-B (sort of),simple,60 s,46532,data_directory = '/var/lib/postgresql/9.5/main'
i-0f825195b3d5102a1,1565161327-0,c3.large,70.25042819976807,10,10,1,TPC-B (sort of),simple,60 s,43337,data_directory = '/var/lib/postgresql/9.5/main'
i-0f825195b3d5102a1,1565161327-1,c3.large,65.28294324874878,10,10,1,TPC-B (sort of),simple,60 s,77236,data_directory = '/var/lib/postgresql/9.5/main'
i-0f825195b3d5102a1,1565161327-2,c3.large,66.77159309387207,10,10,1,TPC-B (sort of),simple,60 s,42886,data_directory = '/var/lib/postgresql/9.5/main'
i-0f825195b3d5102a1,1565161327-1,c3.large,65.25680208206177,10,10,1,TPC-B (sort of),simple,60 s,42932,data_directory = '/var/lib/postgresql/9.5/main'
