experimentID,instanceID,instanceType,wallTime,testOption,Copy,Scale,Add,Triad,total-time,thread-num,Output-Stream
1646020515-0,i-09565efb383878d3f,m5d.large,1.012012004852295, -o -DSTREAM_ARRAY_SIZE=100000000 -fopenmp -mcmodel=medium stream.c -o stream | export OMP_NUM_THREADS=2 | time ./stream,,,,,,,,"['-------------------------------------------------------------', 'STREAM version $Revision: 5.10 $', '-------------------------------------------------------------', 'This system uses 8 bytes per array element.', '-------------------------------------------------------------', 'Array size = 10000000 (elements), Offset = 0 (elements)', 'Memory per array = 76.3 MiB (= 0.1 GiB).', 'Total memory required = 228.9 MiB (= 0.2 GiB).', 'Each kernel will be executed 10 times.', ' The *best* time for each kernel (excluding the first iteration)', ' will be used to compute the reported bandwidth.', '-------------------------------------------------------------', 'Number of Threads requested = 2', 'Number of Threads counted = 2', '-------------------------------------------------------------', 'Your clock granularity/precision appears to be 1 microseconds.', 'Each test below will take on the order of 17225 microseconds.', '   (= 17225 clock ticks)', 'Increase the size of the arrays if this shows that', 'you are not getting at least 20 clock ticks per test.', '-------------------------------------------------------------', 'WARNING -- The above is only a rough guideline.', 'For best results, please be sure you know the', 'precision of your system timer.', '-------------------------------------------------------------', 'Function    Best Rate MB/s  Avg time     Min time     Max time', 'Copy:           10258.9     0.017628     0.015596     0.026822', 'Scale:           9468.1     0.018377     0.016899     0.025092', 'Add:            13066.2     0.021398     0.018368     0.029432', 'Triad:          12452.6     0.020316     0.019273     0.026503', '-------------------------------------------------------------', 'Solution Validates: avg error less than 1.000000e-13 on all three arrays', '-------------------------------------------------------------', '']"
