experimentID,instanceID,instanceType,wallTime,startTime,endTime,testOption,1 KiB Throughput,1 MiB Throughput,1 GiB Throughput,4 GiB Throughput,total-time,thread-num
1660437010-0,i-0ef9d04af3ab548de,m5d.large,52.96938467025757,1660437121.9881442,1660437174.9575288, -w -m32 -e1 -x0 -d2,20449.291425,20315.201481,9815.306157,9629.080542,"['256 22382.935471', '512 23061.273275', '1024 20449.291425', '2048 22049.702700', '4096 22912.949992', '8192 23339.084346', '16384 23604.444710', '32768 22811.007259', '65536 21177.623947', '131072 21190.446852', '262144 21193.339091', '524288 21184.183584', '1048576 20315.201481', '2097152 18920.457563', '4194304 18996.295909', '8388608 18415.826230', '16777216 16978.239065', '33554432 11943.609949', '67108864 10014.651342', '134217728 9583.796222', '268435456 9565.124153', '536870912 9666.814273', '1073741824 9815.306157', '2147483648 9702.380885', '4294967296 9629.080542', '']",
1660437010-0,i-0e8d46d6bd28e60ff,m5d.large,53.01546549797058,1660437121.6760015,1660437174.691467, -w -m32 -e1 -x0 -d2,20300.915296,19936.733027,9639.195762,9438.111046,"['256 22146.945733', '512 22824.905362', '1024 20300.915296', '2048 21819.632820', '4096 22669.211530', '8192 23120.067504', '16384 23349.987962', '32768 22513.031297', '65536 20945.806703', '131072 20960.641140', '262144 20891.312796', '524288 20959.788160', '1048576 19936.733027', '2097152 18826.331350', '4194304 18809.579740', '8388608 18250.572810', '16777216 17358.178548', '33554432 12279.443715', '67108864 10096.933473', '134217728 9656.187772', '268435456 9574.826924', '536870912 9555.785285', '1073741824 9639.195762', '2147483648 9533.561676', '4294967296 9438.111046', '']",
1660437010-0,i-02d43e47b5103b29d,m5d.large,52.96916842460632,1660437121.7577446,1660437174.726913, -w -m32 -e1 -x0 -d2,20293.823447,20009.644097,9787.808420,9700.844765,"['256 22159.100028', '512 22776.275760', '1024 20293.823447', '2048 21826.609530', '4096 22677.173906', '8192 23125.509396', '16384 23357.712760', '32768 22568.766552', '65536 20953.850319', '131072 20957.139837', '262144 20897.579436', '524288 20961.998089', '1048576 20009.644097', '2097152 18836.215444', '4194304 18817.634419', '8388608 18220.902618', '16777216 16737.035121', '33554432 11663.757272', '67108864 10152.966673', '134217728 9749.360446', '268435456 9616.244958', '536870912 9637.896764', '1073741824 9787.808420', '2147483648 9722.759755', '4294967296 9700.844765', '']",
1660437010-0,i-04cdffa68e0344f91,m5d.large,53.336928606033325,1660437121.9162621,1660437175.2531908, -w -m32 -e1 -x0 -d2,10616.785528,20169.300030,9627.260033,9673.150649,"['256 11002.297284', '512 11245.924777', '1024 10616.785528', '2048 11377.587237', '4096 12928.340502', '8192 11664.498962', '16384 14943.261119', '32768 14068.191841', '65536 11504.113679', '131072 11571.384735', '262144 14278.962057', '524288 20936.948097', '1048576 20169.300030', '2097152 18865.397338', '4194304 18790.908133', '8388608 18171.276197', '16777216 15913.720119', '33554432 11290.475162', '67108864 9860.895308', '134217728 9619.121848', '268435456 9477.048255', '536870912 9493.286998', '1073741824 9627.260033', '2147483648 9626.305910', '4294967296 9673.150649', '']",
1660437010-0,i-0e9c04dc6fe734b6a,m5d.large,53.485817193984985,1660437121.7711859,1660437175.257003, -w -m32 -e1 -x0 -d2,15340.822962,11568.932847,9785.303020,9813.744036,"['256 10983.810900', '512 11141.838482', '1024 15340.822962', '2048 12869.453990', '4096 12811.572009', '8192 11606.773127', '16384 16550.911470', '32768 13378.641291', '65536 12083.799049', '131072 12087.269073', '262144 11452.864153', '524288 11629.832100', '1048576 11568.932847', '2097152 11379.819441', '4194304 11391.092353', '8388608 13323.145151', '16777216 10932.613616', '33554432 8510.021340', '67108864 8289.214144', '134217728 8327.359557', '268435456 8871.990733', '536870912 9675.939750', '1073741824 9785.303020', '2147483648 9825.696392', '4294967296 9813.744036', '']",
1660437010-0,i-05c067b295788d3d6,m5d.large,52.686604738235474,1660437121.6652162,1660437174.351821, -w -m32 -e1 -x0 -d2,20290.423208,19909.866016,10186.315759,10125.223107,"['256 22142.810775', '512 22714.782615', '1024 20290.423208', '2048 21811.382891', '4096 22663.959242', '8192 23113.387420', '16384 23341.562546', '32768 22555.310612', '65536 20946.170168', '131072 20955.170466', '262144 20955.932243', '524288 20951.614829', '1048576 19909.866016', '2097152 18806.629469', '4194304 18787.157725', '8388608 18198.457403', '16777216 17208.806670', '33554432 12100.019050', '67108864 10440.387565', '134217728 10049.754618', '268435456 9879.563444', '536870912 9989.507337', '1073741824 10186.315759', '2147483648 10160.727779', '4294967296 10125.223107', '']",
1660437010-0,i-027b9db2cd4d14cfd,m5d.large,53.23270559310913,1660437121.6424944,1660437174.8752, -w -m32 -e1 -x0 -d2,10421.633960,11529.140016,9170.556820,9857.160574,"['256 11403.456120', '512 11455.941768', '1024 10421.633960', '2048 10821.132593', '4096 15288.071359', '8192 13788.023541', '16384 11985.784993', '32768 13910.153562', '65536 13156.908110', '131072 11763.275292', '262144 11029.544330', '524288 11270.225313', '1048576 11529.140016', '2097152 11274.853270', '4194304 11354.966421', '8388608 10922.454547', '16777216 9782.373631', '33554432 8771.942768', '67108864 8245.444007', '134217728 8199.215528', '268435456 8294.549138', '536870912 8334.420085', '1073741824 9170.556820', '2147483648 9792.443795', '4294967296 9857.160574', '']",
1660437010-0,i-066b936fd27fb5b60,m5d.large,53.5345344543457,1660437122.0109868,1660437175.5455213, -w -m32 -e1 -x0 -d2,10734.744708,11136.952231,8195.896834,9459.779158,"['256 11822.987594', '512 11655.024838', '1024 10734.744708', '2048 10806.209997', '4096 15137.133121', '8192 13712.095213', '16384 12635.609051', '32768 11820.339009', '65536 13923.583209', '131072 13715.362160', '262144 11743.428016', '524288 11103.040898', '1048576 11136.952231', '2097152 11026.226271', '4194304 11194.869785', '8388608 10974.658235', '16777216 9105.730708', '33554432 8178.598215', '67108864 8261.647237', '134217728 8160.439630', '268435456 8101.596813', '536870912 8077.816942', '1073741824 8195.896834', '2147483648 8284.357812', '4294967296 9459.779158', '']",
1660437010-0,i-049f3c5a46c680447,m5d.large,53.25712776184082,1660437121.80499,1660437175.0621178, -w -m32 -e1 -x0 -d2,10872.669696,19926.108498,9782.656751,9766.074908,"['256 11148.688223', '512 12933.598181', '1024 10872.669696', '2048 18905.342427', '4096 22665.217877', '8192 23116.451654', '16384 23345.014632', '32768 22525.191436', '65536 20899.869811', '131072 20949.803715', '262144 20950.345939', '524288 20941.259961', '1048576 19926.108498', '2097152 18815.360488', '4194304 18790.323329', '8388608 18163.869708', '16777216 16785.759241', '33554432 11325.177966', '67108864 10096.976531', '134217728 9653.854103', '268435456 9573.531932', '536870912 9672.537435', '1073741824 9782.656751', '2147483648 9783.730725', '4294967296 9766.074908', '']",
1660437010-0,i-004976c5fadf1c0cf,m5d.large,53.588011503219604,1660437122.3915014,1660437175.979513, -w -m32 -e1 -x0 -d2,10919.579859,20108.897567,9420.063407,9532.091750,"['256 11071.310237', '512 12416.581482', '1024 10919.579859', '2048 14755.516378', '4096 11934.823603', '8192 11240.669988', '16384 11321.309697', '32768 20644.048213', '65536 20935.550369', '131072 20929.355269', '262144 20901.427533', '524288 20939.401877', '1048576 20108.897567', '2097152 18769.637275', '4194304 18762.587451', '8388608 18104.917137', '16777216 13287.224064', '33554432 9899.303949', '67108864 9381.473790', '134217728 9308.970466', '268435456 9350.016141', '536870912 9375.360355', '1073741824 9420.063407', '2147483648 9461.388511', '4294967296 9532.091750', '']",
