experimentID,instanceID,instanceType,wallTime,testOption,Copy,Scale,Add,Triad,total-time,thread-num
1638559756-0,i-09565efb383878d3f,m5d.large,1.025129795074463, -o -DSTREAM_ARRAY_SIZE=100000000 -fopenmp -mcmodel=medium stream.c -o stream | export OMP_NUM_THREADS=2 | time ./stream,,,,,,,"['-------------------------------------------------------------', 'STREAM version $Revision: 5.10 $', '-------------------------------------------------------------', 'This system uses 8 bytes per array element.', '-------------------------------------------------------------', 'Array size = 10000000 (elements), Offset = 0 (elements)', 'Memory per array = 76.3 MiB (= 0.1 GiB).', 'Total memory required = 228.9 MiB (= 0.2 GiB).', 'Each kernel will be executed 10 times.', ' The *best* time for each kernel (excluding the first iteration)', ' will be used to compute the reported bandwidth.', '-------------------------------------------------------------', 'Number of Threads requested = 2', 'Number of Threads counted = 2', '-------------------------------------------------------------', 'Your clock granularity/precision appears to be 1 microseconds.', 'Each test below will take on the order of 19713 microseconds.', '   (= 19713 clock ticks)', 'Increase the size of the arrays if this shows that', 'you are not getting at least 20 clock ticks per test.', '-------------------------------------------------------------', 'WARNING -- The above is only a rough guideline.', 'For best results, please be sure you know the', 'precision of your system timer.', '-------------------------------------------------------------', 'Function    Best Rate MB/s  Avg time     Min time     Max time', 'Copy:           10188.5     0.016567     0.015704     0.020080', 'Scale:           9470.8     0.018104     0.016894     0.021200', 'Add:            12892.8     0.022252     0.018615     0.031413', 'Triad:          12377.6     0.021705     0.019390     0.032454', '-------------------------------------------------------------', 'Solution Validates: avg error less than 1.000000e-13 on all three arrays', '-------------------------------------------------------------', '']"
