experimentID,instanceID,instanceType,Number of Vms,wallTime,testOption,NumberOfRuns,Average-Copy best rate,Normalized Values,Average-Copy avg time,Average-Copy min time,Average-Copy max time,Average-Scale best rate,Average-Scale avg time,Average-Scale min time,Average-Scale max time,Average-Add best rate,Average-Add avg time,Average-Add min time,Average-Add max time,Average-Triad best rate,Average-Triad avg time,Average-Triad min time,Average-Triad max time,Output-Stream
1651678944-0,i-0fdb8532c285e1bfe,m5d.large,47,40.8522577285767, /home/ubuntu/SCRIPT/scripts/remote/stream_parser2_new.sh,15,3976.3333333,100,0.0476653,0.0425707,0.0524032,3915.6533333,0.0477735,0.0430002,0.0531844,4209.1466666,0.0690192,0.0617069,0.0772786,4217.34,0.0688902,0.061779,0.076575,"['Copy: 3688.4 0.048723 0.043379 0.052481 Copy: 3613.1 0.048291 0.044283 0.051962 Copy: 3568.7 0.048513 0.044834 0.051862 Copy: 3551.8 0.048117 0.045048 0.051363 Copy: 3701.0 0.048198 0.043231 0.052052 Copy: 3605.6 0.049098 0.044375 0.053905 Copy: 3632.9 0.049164 0.044042 0.053623 Copy: 3558.9 0.048968 0.044958 0.053293 Copy: 3613.6 0.048314 0.044277 0.053481 Copy: 3571.3 0.048524 0.044801 0.052874 Copy: 3522.5 0.048399 0.045422 0.052129 Copy: 3516.1 0.048210 0.045505 0.052158 Copy: 3712.4 0.048385 0.043099 0.052364 Copy: 3653.6 0.048065 0.043792 0.051340 Copy: 9135.1 0.036011 0.017515 0.051161', 'Copy_Average_Best_Rate:3976.3333333', 'Copy_Average_Avg_time:.0476653', 'Copy_Average_Min_time:.0425707', 'Copy_Average_Max_time:.0524032', 'run_count:15', 'Scale: 3916.9 0.047854 0.040849 0.052434 Scale: 3687.9 0.048822 0.043385 0.052411 Scale: 3587.9 0.047893 0.044594 0.051705 Scale: 3593.5 0.048542 0.044525 0.052485 Scale: 3554.0 0.048746 0.045020 0.052721 Scale: 3491.7 0.048715 0.045823 0.052470 Scale: 3452.8 0.049034 0.046339 0.052640 Scale: 3492.6 0.048921 0.045811 0.052719 Scale: 3531.9 0.050205 0.045302 0.062349 Scale: 3604.9 0.048101 0.044384 0.052354 Scale: 3545.6 0.048407 0.045126 0.052039 Scale: 3560.9 0.048387 0.044932 0.052349 Scale: 3526.9 0.048396 0.045366 0.052857 Scale: 3554.5 0.048606 0.045013 0.053442 Scale: 8632.8 0.035974 0.018534 0.052791', 'Scale_Average_Best_Rate:3915.6533333', 'Scale_Average_Avg_time:.0477735', 'Scale_Average_Min_time:.0430002', 'Scale_Average_Max_time:.0531844', 'run_count:15', 'Add: 3917.2 0.069697 0.061268 0.076957 Add: 3993.6 0.069271 0.060096 0.076735 Add: 3759.3 0.069986 0.063841 0.077096 Add: 3749.8 0.069933 0.064003 0.077070 Add: 3757.8 0.069800 0.063867 0.076095 Add: 3714.8 0.070760 0.064607 0.075789 Add: 3710.4 0.070794 0.064683 0.076386 Add: 3659.2 0.070907 0.065589 0.076524 Add: 3633.7 0.071547 0.066049 0.082825 Add: 3627.9 0.070107 0.066154 0.076401 Add: 3564.1 0.070578 0.067339 0.075972 Add: 3639.9 0.070506 0.065936 0.077982 Add: 3597.5 0.070718 0.066713 0.077802 Add: 3765.8 0.070965 0.063732 0.077890 Add: 11046.2 0.049720 0.021727 0.077656', 'Add_Average_Best_Rate:4209.1466666', 'Add_Average_Avg_time:.0690192', 'Add_Average_Min_time:.0617069', 'Add_Average_Max_time:.0772786', 'run_count:15', 'Triad: 3929.9 0.070394 0.061071 0.076677 Triad: 3777.0 0.070801 0.063543 0.077156 Triad: 3733.0 0.070615 0.064291 0.078105 Triad: 3676.6 0.070538 0.065277 0.077357 Triad: 3721.7 0.069878 0.064486 0.077900 Triad: 3667.8 0.069792 0.065434 0.076250 Triad: 3661.4 0.070272 0.065549 0.076562 Triad: 3666.0 0.070573 0.065466 0.075618 Triad: 3607.1 0.071262 0.066536 0.078554 Triad: 3690.2 0.070085 0.065038 0.074631 Triad: 3635.8 0.070065 0.066010 0.075541 Triad: 3678.0 0.070433 0.065253 0.075414 Triad: 3738.3 0.070795 0.064201 0.075943 Triad: 3793.8 0.070565 0.063261 0.076484 Triad: 11283.5 0.047285 0.021270 0.076434', 'Triad_Average_Best_Rate:4217.3400000', 'Triad_Average_Avg_time:.0688902', 'Triad_Average_Min_time:.0617790', 'Triad_Average_Max_time:.0765750', 'run_count:15', '']"
1651678944-0,i-0ceebde3d508f68b2,m5d.large,46,41.2269680500031, /home/ubuntu/SCRIPT/scripts/remote/stream_parser2_new.sh,15,3794.6,95.4296252837239,0.0482199,0.0432328,0.0529859,3795.5133333,0.0484017,0.0431216,0.0527447,3991.1866666,0.0703877,0.0620694,0.077498,3957.4666666,0.0708492,0.0626326,0.0777898,"['Copy: 3689.5 0.049034 0.043366 0.052756 Copy: 3558.4 0.049022 0.044964 0.053777 Copy: 3605.5 0.048936 0.044377 0.052912 Copy: 3600.2 0.048628 0.044442 0.052718 Copy: 3520.1 0.048676 0.045453 0.052337 Copy: 3606.8 0.048834 0.044361 0.054141 Copy: 3596.1 0.048943 0.044493 0.052509 Copy: 3630.7 0.048955 0.044069 0.053946 Copy: 3642.3 0.048779 0.043929 0.052914 Copy: 3638.9 0.048723 0.043969 0.054068 Copy: 3586.2 0.048614 0.044615 0.052968 Copy: 3525.8 0.048564 0.045380 0.054141 Copy: 3496.7 0.048442 0.045758 0.051877 Copy: 3521.3 0.048593 0.045438 0.052452 Copy: 6700.5 0.040556 0.023879 0.051273', 'Copy_Average_Best_Rate:3794.6000000', 'Copy_Average_Avg_time:.0482199', 'Copy_Average_Min_time:.0432328', 'Copy_Average_Max_time:.0529859', 'run_count:15', 'Scale: 3746.5 0.049699 0.042707 0.053389 Scale: 3741.2 0.049654 0.042767 0.054016 Scale: 3661.1 0.049246 0.043703 0.053033 Scale: 3590.4 0.048991 0.044563 0.053123 Scale: 3513.1 0.049025 0.045544 0.052957 Scale: 3543.4 0.048910 0.045154 0.052787 Scale: 3623.7 0.048828 0.044154 0.052657 Scale: 3648.7 0.048645 0.043851 0.052439 Scale: 3600.6 0.048957 0.044437 0.052790 Scale: 3538.7 0.048943 0.045214 0.052682 Scale: 3545.6 0.048743 0.045126 0.052642 Scale: 3563.8 0.048642 0.044896 0.052629 Scale: 3570.2 0.048770 0.044816 0.053023 Scale: 3528.9 0.048747 0.045340 0.051951 Scale: 6516.8 0.040226 0.024552 0.051053', 'Scale_Average_Best_Rate:3795.5133333', 'Scale_Average_Avg_time:.0484017', 'Scale_Average_Min_time:.0431216', 'Scale_Average_Max_time:.0527447', 'run_count:15', 'Add: 3824.6 0.071361 0.062752 0.077616 Add: 3872.9 0.071482 0.061969 0.077473 Add: 3943.7 0.071649 0.060856 0.077485 Add: 3913.7 0.071501 0.061323 0.076644 Add: 3805.8 0.071374 0.063062 0.077351 Add: 3787.4 0.071990 0.063368 0.085142 Add: 3693.6 0.071307 0.064978 0.076768 Add: 3655.9 0.071199 0.065647 0.076486 Add: 3619.9 0.071255 0.066300 0.076632 Add: 3616.5 0.071406 0.066362 0.076831 Add: 3670.5 0.071424 0.065386 0.078295 Add: 3671.5 0.071140 0.065369 0.076488 Add: 3661.8 0.071224 0.065542 0.076531 Add: 3629.1 0.070885 0.066132 0.076394 Add: 7500.9 0.056619 0.031996 0.076334', 'Add_Average_Best_Rate:3991.1866666', 'Add_Average_Avg_time:.0703877', 'Add_Average_Min_time:.0620694', 'Add_Average_Max_time:.0774980', 'run_count:15', 'Triad: 3895.4 0.071823 0.061611 0.077339 Triad: 3745.6 0.071541 0.064076 0.078066 Triad: 3774.7 0.071610 0.063581 0.076779 Triad: 3835.5 0.071441 0.062573 0.076837 Triad: 3804.9 0.072097 0.063076 0.077393 Triad: 3760.5 0.073995 0.063822 0.088773 Triad: 3695.7 0.071879 0.064940 0.076778 Triad: 3743.3 0.071850 0.064115 0.077955 Triad: 3582.4 0.071993 0.066994 0.076828 Triad: 3630.9 0.072054 0.066100 0.076901 Triad: 3618.2 0.071725 0.066331 0.076489 Triad: 3628.7 0.071773 0.066139 0.076688 Triad: 3569.2 0.071735 0.067242 0.076912 Triad: 3591.3 0.071579 0.066829 0.076765 Triad: 7485.7 0.055643 0.032061 0.076345', 'Triad_Average_Best_Rate:3957.4666666', 'Triad_Average_Avg_time:.0708492', 'Triad_Average_Min_time:.0626326', 'Triad_Average_Max_time:.0777898', 'run_count:15', '']"
1651678944-0,i-0864eda2ae64c2409,m5d.large,45,41.6846423149109, /home/ubuntu/SCRIPT/scripts/remote/stream_parser2_new.sh,15,3561.86,89.5764942584423,0.0501182,0.0450378,0.0535942,3542.0466666,0.049846,0.0453069,0.0532068,3733.6533333,0.0718382,0.064601,0.0763535,3629.6133333,0.0724878,0.0665832,0.0767643,"['Copy: 4073.9 0.048119 0.039274 0.052911 Copy: 3406.4 0.051031 0.046970 0.056168 Copy: 3600.9 0.049987 0.044433 0.052432 Copy: 3575.4 0.049593 0.044750 0.052508 Copy: 3423.8 0.049741 0.046732 0.052914 Copy: 3432.3 0.050088 0.046616 0.052990 Copy: 3431.1 0.050261 0.046632 0.053150 Copy: 3461.2 0.049996 0.046227 0.052826 Copy: 3522.5 0.050153 0.045422 0.052763 Copy: 3454.2 0.050328 0.046320 0.053559 Copy: 3544.0 0.050301 0.045147 0.053625 Copy: 3440.8 0.050750 0.046501 0.054846 Copy: 3539.7 0.050682 0.045202 0.054665 Copy: 3555.5 0.050552 0.045000 0.053736 Copy: 3966.2 0.050191 0.040341 0.054820', 'Copy_Average_Best_Rate:3561.8600000', 'Copy_Average_Avg_time:.0501182', 'Copy_Average_Min_time:.0450378', 'Copy_Average_Max_time:.0535942', 'run_count:15', 'Scale: 4000.1 0.047860 0.039999 0.052340 Scale: 3549.8 0.050008 0.045073 0.052798 Scale: 3540.2 0.049927 0.045195 0.052661 Scale: 3537.4 0.049746 0.045231 0.053235 Scale: 3391.6 0.050128 0.047175 0.053793 Scale: 3462.8 0.050236 0.046206 0.053921 Scale: 3445.7 0.050149 0.046435 0.053970 Scale: 3451.5 0.050231 0.046357 0.053497 Scale: 3420.1 0.050251 0.046782 0.054294 Scale: 3381.2 0.050446 0.047321 0.053450 Scale: 3407.2 0.050251 0.046959 0.052630 Scale: 3435.0 0.049982 0.046579 0.053307 Scale: 3481.2 0.049825 0.045961 0.052739 Scale: 3545.0 0.049869 0.045134 0.052857 Scale: 4081.9 0.048782 0.039197 0.052611', 'Scale_Average_Best_Rate:3542.0466666', 'Scale_Average_Avg_time:.0498460', 'Scale_Average_Min_time:.0453069', 'Scale_Average_Max_time:.0532068', 'run_count:15', 'Add: 3969.1 0.070244 0.060467 0.077057 Add: 3637.1 0.073924 0.065987 0.077597 Add: 3593.0 0.073638 0.066797 0.078022 Add: 3660.8 0.072921 0.065559 0.077686 Add: 3625.8 0.072736 0.066193 0.076777 Add: 3704.4 0.071800 0.064788 0.075498 Add: 3691.1 0.071955 0.065022 0.076088 Add: 3663.3 0.071948 0.065514 0.076721 Add: 3596.2 0.071959 0.066737 0.075888 Add: 3582.7 0.071275 0.066989 0.074281 Add: 3536.9 0.071429 0.067856 0.075654 Add: 3510.4 0.071582 0.068369 0.075967 Add: 3745.8 0.071433 0.064072 0.075959 Add: 3747.9 0.071285 0.064036 0.075975 Add: 4740.3 0.069445 0.050630 0.076133', 'Add_Average_Best_Rate:3733.6533333', 'Add_Average_Avg_time:.0718382', 'Add_Average_Min_time:.0646010', 'Add_Average_Max_time:.0763535', 'run_count:15', 'Triad: 3824.6 0.071544 0.062751 0.077776 Triad: 3474.8 0.073568 0.069069 0.077110 Triad: 3423.1 0.073873 0.070111 0.077543 Triad: 3429.7 0.073300 0.069977 0.077240 Triad: 3422.7 0.072704 0.070119 0.076610 Triad: 3504.2 0.072791 0.068489 0.076610 Triad: 3566.8 0.072945 0.067287 0.076838 Triad: 3458.2 0.072867 0.069401 0.076499 Triad: 3503.4 0.072729 0.068505 0.076348 Triad: 3581.6 0.072242 0.067010 0.076243 Triad: 3522.7 0.072315 0.068129 0.075993 Triad: 3530.1 0.072306 0.067986 0.076563 Triad: 3688.7 0.072263 0.065064 0.076672 Triad: 3682.5 0.072383 0.065173 0.076563 Triad: 4831.1 0.069487 0.049678 0.076857', 'Triad_Average_Best_Rate:3629.6133333', 'Triad_Average_Avg_time:.0724878', 'Triad_Average_Min_time:.0665832', 'Triad_Average_Max_time:.0767643', 'run_count:15', '']"
1651678944-0,i-0b43aa6fcb1380bb7,m5d.large,44,41.6088049411774, /home/ubuntu/SCRIPT/scripts/remote/stream_parser2_new.sh,15,3768.84,94.7817922717309,0.0492152,0.0438816,0.0528588,3791.5933333,0.0488062,0.0435068,0.0525238,3908.8,0.071429,0.0633259,0.0768302,3819.0666666,0.0729485,0.0639564,0.0782186,"['Copy: 7211.4 0.043244 0.022187 0.052621 Copy: 3680.9 0.049549 0.043468 0.052347 Copy: 3579.3 0.049585 0.044701 0.053070 Copy: 3500.2 0.049497 0.045712 0.052907 Copy: 3490.5 0.049582 0.045838 0.052524 Copy: 3497.6 0.050377 0.045746 0.053687 Copy: 3539.8 0.049606 0.045200 0.052891 Copy: 3455.8 0.049451 0.046299 0.052456 Copy: 3577.8 0.049714 0.044720 0.053298 Copy: 3416.0 0.050015 0.046839 0.052395 Copy: 3530.7 0.049799 0.045317 0.053781 Copy: 3448.1 0.049884 0.046402 0.053470 Copy: 3515.2 0.049591 0.045517 0.053275 Copy: 3559.2 0.049227 0.044954 0.052142 Copy: 3530.1 0.049107 0.045324 0.052019', 'Copy_Average_Best_Rate:3768.8400000', 'Copy_Average_Avg_time:.0492152', 'Copy_Average_Min_time:.0438816', 'Copy_Average_Max_time:.0528588', 'run_count:15', 'Scale: 7062.5 0.043637 0.022655 0.052309 Scale: 3799.9 0.049567 0.042106 0.052840 Scale: 3687.6 0.049205 0.043388 0.052719 Scale: 3576.7 0.049041 0.044734 0.052912 Scale: 3541.0 0.049457 0.045185 0.052439 Scale: 3424.2 0.050872 0.046726 0.056631 Scale: 3537.9 0.049480 0.045224 0.053249 Scale: 3515.9 0.049461 0.045508 0.053729 Scale: 3474.9 0.049035 0.046044 0.051539 Scale: 3560.7 0.048537 0.044935 0.050837 Scale: 3527.8 0.048566 0.045354 0.051829 Scale: 3521.4 0.048555 0.045437 0.051874 Scale: 3568.1 0.048740 0.044842 0.051610 Scale: 3574.3 0.048921 0.044764 0.051710 Scale: 3501.0 0.049020 0.045701 0.051630', 'Scale_Average_Best_Rate:3791.5933333', 'Scale_Average_Avg_time:.0488062', 'Scale_Average_Min_time:.0435068', 'Scale_Average_Max_time:.0525238', 'run_count:15', 'Add: 7265.5 0.063942 0.033033 0.076528 Add: 3998.9 0.071553 0.060017 0.077435 Add: 3955.5 0.071591 0.060675 0.077104 Add: 3630.9 0.072409 0.066099 0.077682 Add: 3617.8 0.072617 0.066338 0.078267 Add: 3657.3 0.071905 0.065622 0.076028 Add: 3684.7 0.071514 0.065135 0.076456 Add: 3613.7 0.071848 0.066414 0.076681 Add: 3620.7 0.071637 0.066286 0.076204 Add: 3620.0 0.071510 0.066298 0.075743 Add: 3591.4 0.071515 0.066827 0.076256 Add: 3644.0 0.071773 0.065861 0.076645 Add: 3606.2 0.072114 0.066552 0.076795 Add: 3581.0 0.072674 0.067020 0.077321 Add: 3544.4 0.072833 0.067712 0.077308', 'Add_Average_Best_Rate:3908.8000000', 'Add_Average_Avg_time:.0714290', 'Add_Average_Min_time:.0633259', 'Add_Average_Max_time:.0768302', 'run_count:15', 'Triad: 6133.2 0.067193 0.039131 0.079177 Triad: 3962.2 0.073264 0.060573 0.078546 Triad: 3736.2 0.073087 0.064236 0.078305 Triad: 3650.1 0.072577 0.065751 0.077366 Triad: 3683.8 0.071864 0.065151 0.076594 Triad: 3560.1 0.073564 0.067414 0.077156 Triad: 3574.5 0.073246 0.067143 0.078286 Triad: 3612.9 0.073234 0.066428 0.078753 Triad: 3629.0 0.073413 0.066133 0.078138 Triad: 3652.9 0.073450 0.065701 0.078376 Triad: 3656.9 0.073468 0.065629 0.078249 Triad: 3643.7 0.073517 0.065867 0.078330 Triad: 3597.6 0.073698 0.066712 0.078300 Triad: 3628.8 0.074738 0.066138 0.079000 Triad: 3564.1 0.073915 0.067339 0.078704', 'Triad_Average_Best_Rate:3819.0666666', 'Triad_Average_Avg_time:.0729485', 'Triad_Average_Min_time:.0639564', 'Triad_Average_Max_time:.0782186', 'run_count:15', '']"
1651678944-0,i-099ec4ca6695ebbb3,m5d.large,43,41.5221500396729, /home/ubuntu/SCRIPT/scripts/remote/stream_parser2_new.sh,15,3782.72,95.1308575747769,0.0494391,0.043715,0.0534636,3778.9866666,0.0492968,0.0436364,0.053388,3928.16,0.0711728,0.0629768,0.076675,3848.5733333,0.0717366,0.0634434,0.0773512,"['Copy: 7235.2 0.043613 0.022114 0.054172 Copy: 3673.9 0.050025 0.043550 0.053488 Copy: 3585.8 0.049929 0.044621 0.053450 Copy: 3490.9 0.049733 0.045833 0.053506 Copy: 3464.9 0.049462 0.046177 0.052799 Copy: 3491.8 0.049388 0.045822 0.052771 Copy: 3468.6 0.049715 0.046128 0.054424 Copy: 3537.9 0.049427 0.045224 0.052732 Copy: 3548.1 0.049427 0.045095 0.052449 Copy: 3556.7 0.050601 0.044985 0.057631 Copy: 3565.1 0.049701 0.044880 0.053164 Copy: 3560.6 0.049841 0.044936 0.052811 Copy: 3566.0 0.050031 0.044868 0.052778 Copy: 3513.9 0.050208 0.045533 0.052741 Copy: 3481.4 0.050486 0.045959 0.053039', 'Copy_Average_Best_Rate:3782.7200000', 'Copy_Average_Avg_time:.0494391', 'Copy_Average_Min_time:.0437150', 'Copy_Average_Max_time:.0534636', 'run_count:15', 'Scale: 7017.6 0.043526 0.022800 0.052175 Scale: 3745.3 0.049726 0.042720 0.052733 Scale: 3687.1 0.049157 0.043395 0.052366 Scale: 3590.4 0.049058 0.044563 0.053133 Scale: 3550.8 0.049343 0.045060 0.052787 Scale: 3639.4 0.049298 0.043963 0.053770 Scale: 3506.7 0.049621 0.045627 0.053250 Scale: 3512.2 0.049596 0.045555 0.053042 Scale: 3468.3 0.049836 0.046132 0.053465 Scale: 3515.2 0.050795 0.045517 0.059408 Scale: 3484.3 0.049686 0.045920 0.053097 Scale: 3456.3 0.050040 0.046292 0.053508 Scale: 3469.5 0.049944 0.046116 0.052562 Scale: 3512.3 0.050107 0.045554 0.052951 Scale: 3529.4 0.049719 0.045333 0.052574', 'Scale_Average_Best_Rate:3778.9866666', 'Scale_Average_Avg_time:.0492968', 'Scale_Average_Min_time:.0436364', 'Scale_Average_Max_time:.0533880', 'run_count:15', 'Add: 7258.0 0.063792 0.033067 0.076356 Add: 4004.1 0.071325 0.059939 0.077437 Add: 3990.9 0.070971 0.060136 0.076538 Add: 3697.9 0.071568 0.064902 0.076296 Add: 3695.5 0.071880 0.064943 0.077078 Add: 3717.8 0.071449 0.064554 0.076054 Add: 3627.0 0.071414 0.066171 0.076493 Add: 3647.2 0.071548 0.065804 0.076477 Add: 3634.8 0.071879 0.066028 0.076737 Add: 3571.4 0.071979 0.067200 0.075170 Add: 3626.3 0.071328 0.066184 0.075991 Add: 3615.5 0.072226 0.066381 0.077686 Add: 3595.2 0.072125 0.066755 0.077199 Add: 3647.5 0.071993 0.065798 0.077127 Add: 3593.3 0.072115 0.066791 0.077486', 'Add_Average_Best_Rate:3928.1600000', 'Add_Average_Avg_time:.0711728', 'Add_Average_Min_time:.0629768', 'Add_Average_Max_time:.0766750', 'run_count:15', 'Triad: 6170.4 0.066704 0.038895 0.078161 Triad: 3911.3 0.072937 0.061361 0.077528 Triad: 3713.3 0.072685 0.064632 0.077216 Triad: 3632.8 0.072527 0.066065 0.077221 Triad: 3729.3 0.072035 0.064355 0.077382 Triad: 3739.4 0.071774 0.064181 0.076948 Triad: 3692.4 0.071768 0.064998 0.077061 Triad: 3658.9 0.071862 0.065593 0.077074 Triad: 3649.0 0.071639 0.065772 0.076850 Triad: 3709.7 0.073033 0.064696 0.082659 Triad: 3596.1 0.071541 0.066740 0.076424 Triad: 3661.6 0.071394 0.065545 0.076241 Triad: 3610.0 0.071920 0.066483 0.076207 Triad: 3629.7 0.072119 0.066122 0.076581 Triad: 3624.7 0.072111 0.066213 0.076715', 'Triad_Average_Best_Rate:3848.5733333', 'Triad_Average_Avg_time:.0717366', 'Triad_Average_Min_time:.0634434', 'Triad_Average_Max_time:.0773512', 'run_count:15', '']"
1651678944-0,i-02d6e089bda3aead5,m5d.large,42,41.5554175376892, /home/ubuntu/SCRIPT/scripts/remote/stream_parser2_new.sh,15,3596.88,90.4572051311129,0.0491184,0.0454866,0.0526522,3597.5733333,0.0491694,0.0454225,0.0530694,3712.5266666,0.0722024,0.0662931,0.077317,3733.34,0.0725064,0.0653119,0.0781188,"['Copy: 6164.3 0.039887 0.025956 0.052384 Copy: 3444.9 0.049584 0.046445 0.052337 Copy: 3451.6 0.050070 0.046355 0.052465 Copy: 3442.4 0.050363 0.046479 0.053555 Copy: 3372.1 0.050000 0.047448 0.053382 Copy: 3435.5 0.049743 0.046573 0.052684 Copy: 3350.7 0.050087 0.047751 0.052742 Copy: 3318.0 0.050731 0.048222 0.054418 Copy: 3417.2 0.049575 0.046822 0.052381 Copy: 3404.2 0.049608 0.047001 0.052391 Copy: 3444.7 0.049201 0.046448 0.052006 Copy: 3442.2 0.049199 0.046482 0.051946 Copy: 3398.0 0.049330 0.047087 0.051782 Copy: 3366.4 0.049731 0.047529 0.053400 Copy: 3501.0 0.049668 0.045701 0.051910', 'Copy_Average_Best_Rate:3596.8800000', 'Copy_Average_Avg_time:.0491184', 'Copy_Average_Min_time:.0454866', 'Copy_Average_Max_time:.0526522', 'run_count:15', 'Scale: 6081.3 0.039608 0.026310 0.051643 Scale: 3432.2 0.049944 0.046617 0.052949 Scale: 3439.0 0.049575 0.046525 0.053228 Scale: 3430.7 0.049623 0.046637 0.053309 Scale: 3430.4 0.049205 0.046642 0.052101 Scale: 3432.6 0.049404 0.046612 0.052659 Scale: 3418.1 0.049722 0.046810 0.052838 Scale: 3323.2 0.050734 0.048147 0.055242 Scale: 3395.2 0.049783 0.047125 0.052777 Scale: 3371.5 0.050021 0.047457 0.052847 Scale: 3412.7 0.049934 0.046883 0.052559 Scale: 3419.9 0.050273 0.046785 0.053655 Scale: 3416.5 0.050370 0.046832 0.054337 Scale: 3452.3 0.049808 0.046346 0.052494 Scale: 3508.0 0.049537 0.045610 0.053403', 'Scale_Average_Best_Rate:3597.5733333', 'Scale_Average_Avg_time:.0491694', 'Scale_Average_Min_time:.0454225', 'Scale_Average_Max_time:.0530694', 'run_count:15', 'Add: 6574.8 0.058881 0.036503 0.077268 Add: 3481.3 0.072717 0.068940 0.077701 Add: 3496.9 0.072498 0.068633 0.077374 Add: 3510.8 0.072925 0.068361 0.077369 Add: 3562.2 0.072604 0.067374 0.077108 Add: 3589.3 0.072341 0.066865 0.076925 Add: 3535.4 0.072672 0.067885 0.077206 Add: 3528.2 0.074184 0.068024 0.077662 Add: 3514.5 0.073843 0.068289 0.078686 Add: 3452.2 0.074220 0.069521 0.078416 Add: 3517.7 0.073902 0.068226 0.078425 Add: 3498.2 0.073395 0.068606 0.076957 Add: 3491.8 0.073078 0.068733 0.076403 Add: 3465.2 0.073041 0.069260 0.076241 Add: 3469.4 0.072736 0.069177 0.076015', 'Add_Average_Best_Rate:3712.5266666', 'Add_Average_Avg_time:.0722024', 'Add_Average_Min_time:.0662931', 'Add_Average_Max_time:.0773170', 'run_count:15', 'Triad: 5891.0 0.060758 0.040740 0.078607 Triad: 3626.7 0.073811 0.066175 0.078869 Triad: 3598.5 0.073927 0.066694 0.078671 Triad: 3655.6 0.073716 0.065653 0.078250 Triad: 3585.9 0.073359 0.066928 0.077723 Triad: 3601.0 0.073617 0.066648 0.078813 Triad: 3555.9 0.073653 0.067494 0.077837 Triad: 3429.8 0.075147 0.069976 0.080445 Triad: 3605.3 0.072668 0.066569 0.077662 Triad: 3580.4 0.072855 0.067032 0.077824 Triad: 3594.2 0.072773 0.066775 0.077346 Triad: 3585.1 0.072784 0.066944 0.077540 Triad: 3587.5 0.073006 0.066899 0.077544 Triad: 3556.5 0.073097 0.067483 0.077574 Triad: 3546.7 0.072426 0.067669 0.077078', 'Triad_Average_Best_Rate:3733.3400000', 'Triad_Average_Avg_time:.0725064', 'Triad_Average_Min_time:.0653119', 'Triad_Average_Max_time:.0781188', 'run_count:15', '']"
