experimentID,instanceID,instanceType,wallTime,testOption,Average-Copy best rate,Average-Copy avg time,Average-Copy min time,Average-Copy max time,Average-Scale best rate,Average-Scale avg time,Average-Scale min time,Average-Scale max time,Average-Add best rate,Average-Add avg time,Average-Add min time,Average-Add max time,Average-Triad best rate,Average-Triad avg time,Average-Triad min time,Average-Triad max time,Output-Stream
1650488568-0,i-09819f48f474f1d8a,m5d.large,2.69675445556641, ./stream_parser2.sh,344.2066666,0.0031682,0.0020659,0.0041812,693.1333333,0.006247,0.0041039,0.0082138,1044.1533333,0.0105876,0.0071426,0.0133806,1384.96,0.015156,0.0102724,0.0192539,"['Copy: 5163.1 0.047523 0.030989 0.062719', 'Copy_Average_Best_Rate:344.2066666', 'Copy_Average_Avg_time:.0031682', 'Copy_Average_Min_time:.0020659', 'Copy_Average_Max_time:.0041812', 'Scale: 5233.9 0.046183 0.030570 0.060489', 'Scale_Average_Best_Rate:693.1333333', 'Scale_Average_Avg_time:.0062470', 'Scale_Average_Min_time:.0041039', 'Scale_Average_Max_time:.0082138', 'Add: 5265.3 0.065109 0.045581 0.077502', 'Add_Average_Best_Rate:1044.1533333', 'Add_Average_Avg_time:.0105876', 'Add_Average_Min_time:.0071426', 'Add_Average_Max_time:.0133806', 'Triad: 5112.1 0.068525 0.046947 0.088099', 'Triad_Average_Best_Rate:1384.9600000', 'Triad_Average_Avg_time:.0151560', 'Triad_Average_Min_time:.0102724', 'Triad_Average_Max_time:.0192539', '']"
1650488568-0,i-09819f48f474f1d8a,m5d.large,2.69675445556641, ./stream_parser2.sh,344.2066666,0.0031682,0.0020659,0.0041812,693.1333333,0.006247,0.0041039,0.0082138,1044.1533333,0.0105876,0.0071426,0.0133806,1384.96,0.015156,0.0102724,0.0192539,"['Copy: 5163.1 0.047523 0.030989 0.062719', 'Copy_Average_Best_Rate:344.2066666', 'Copy_Average_Avg_time:.0031682', 'Copy_Average_Min_time:.0020659', 'Copy_Average_Max_time:.0041812', 'Scale: 5233.9 0.046183 0.030570 0.060489', 'Scale_Average_Best_Rate:693.1333333', 'Scale_Average_Avg_time:.0062470', 'Scale_Average_Min_time:.0041039', 'Scale_Average_Max_time:.0082138', 'Add: 5265.3 0.065109 0.045581 0.077502', 'Add_Average_Best_Rate:1044.1533333', 'Add_Average_Avg_time:.0105876', 'Add_Average_Min_time:.0071426', 'Add_Average_Max_time:.0133806', 'Triad: 5112.1 0.068525 0.046947 0.088099', 'Triad_Average_Best_Rate:1384.9600000', 'Triad_Average_Avg_time:.0151560', 'Triad_Average_Min_time:.0102724', 'Triad_Average_Max_time:.0192539', '']"
1650488568-0,i-04d12b08ee48edd4c,m5d.large,2.84909582138062, ./stream_parser2.sh,313.1,0.0032992,0.0022712,0.004253,605.7666666,0.0064308,0.0047009,0.007866,917.6933333,0.0110415,0.0081205,0.0137962,1214.7,0.0157172,0.0117119,0.0191465,"['Copy: 4696.5 0.049488 0.034068 0.063795', 'Copy_Average_Best_Rate:313.1000000', 'Copy_Average_Avg_time:.0032992', 'Copy_Average_Min_time:.0022712', 'Copy_Average_Max_time:.0042530', 'Scale: 4390.0 0.046975 0.036446 0.054196', 'Scale_Average_Best_Rate:605.7666666', 'Scale_Average_Avg_time:.0064308', 'Scale_Average_Min_time:.0047009', 'Scale_Average_Max_time:.0078660', 'Add: 4678.9 0.069160 0.051294 0.088953', 'Add_Average_Best_Rate:917.6933333', 'Add_Average_Avg_time:.0110415', 'Add_Average_Min_time:.0081205', 'Add_Average_Max_time:.0137962', 'Triad: 4455.1 0.070136 0.053871 0.080254', 'Triad_Average_Best_Rate:1214.7000000', 'Triad_Average_Avg_time:.0157172', 'Triad_Average_Min_time:.0117119', 'Triad_Average_Max_time:.0191465', '']"
1650488568-0,i-04d12b08ee48edd4c,m5d.large,2.84909582138062, ./stream_parser2.sh,313.1,0.0032992,0.0022712,0.004253,605.7666666,0.0064308,0.0047009,0.007866,917.6933333,0.0110415,0.0081205,0.0137962,1214.7,0.0157172,0.0117119,0.0191465,"['Copy: 4696.5 0.049488 0.034068 0.063795', 'Copy_Average_Best_Rate:313.1000000', 'Copy_Average_Avg_time:.0032992', 'Copy_Average_Min_time:.0022712', 'Copy_Average_Max_time:.0042530', 'Scale: 4390.0 0.046975 0.036446 0.054196', 'Scale_Average_Best_Rate:605.7666666', 'Scale_Average_Avg_time:.0064308', 'Scale_Average_Min_time:.0047009', 'Scale_Average_Max_time:.0078660', 'Add: 4678.9 0.069160 0.051294 0.088953', 'Add_Average_Best_Rate:917.6933333', 'Add_Average_Avg_time:.0110415', 'Add_Average_Min_time:.0081205', 'Add_Average_Max_time:.0137962', 'Triad: 4455.1 0.070136 0.053871 0.080254', 'Triad_Average_Best_Rate:1214.7000000', 'Triad_Average_Avg_time:.0157172', 'Triad_Average_Min_time:.0117119', 'Triad_Average_Max_time:.0191465', '']"
1650488568-0,i-014ff0d293e852a00,m5d.large,3.00301170349121, ./stream_parser2.sh,234.5066666,0.0033725,0.0030323,0.003726,484.0333333,0.0067288,0.0058822,0.007451,745.8466666,0.0116094,0.0099563,0.0129724,1015.6533333,0.0162844,0.0139098,0.0181126,"['Copy: 3517.6 0.050588 0.045485 0.055890', 'Copy_Average_Best_Rate:234.5066666', 'Copy_Average_Avg_time:.0033725', 'Copy_Average_Min_time:.0030323', 'Copy_Average_Max_time:.0037260', 'Scale: 3742.9 0.050344 0.042748 0.055876', 'Scale_Average_Best_Rate:484.0333333', 'Scale_Average_Avg_time:.0067288', 'Scale_Average_Min_time:.0058822', 'Scale_Average_Max_time:.0074510', 'Add: 3927.2 0.073209 0.061112 0.082820', 'Add_Average_Best_Rate:745.8466666', 'Add_Average_Avg_time:.0116094', 'Add_Average_Min_time:.0099563', 'Add_Average_Max_time:.0129724', 'Triad: 4047.1 0.070126 0.059302 0.077104', 'Triad_Average_Best_Rate:1015.6533333', 'Triad_Average_Avg_time:.0162844', 'Triad_Average_Min_time:.0139098', 'Triad_Average_Max_time:.0181126', '']"
1650488568-0,i-014ff0d293e852a00,m5d.large,3.00301170349121, ./stream_parser2.sh,234.5066666,0.0033725,0.0030323,0.003726,484.0333333,0.0067288,0.0058822,0.007451,745.8466666,0.0116094,0.0099563,0.0129724,1015.6533333,0.0162844,0.0139098,0.0181126,"['Copy: 3517.6 0.050588 0.045485 0.055890', 'Copy_Average_Best_Rate:234.5066666', 'Copy_Average_Avg_time:.0033725', 'Copy_Average_Min_time:.0030323', 'Copy_Average_Max_time:.0037260', 'Scale: 3742.9 0.050344 0.042748 0.055876', 'Scale_Average_Best_Rate:484.0333333', 'Scale_Average_Avg_time:.0067288', 'Scale_Average_Min_time:.0058822', 'Scale_Average_Max_time:.0074510', 'Add: 3927.2 0.073209 0.061112 0.082820', 'Add_Average_Best_Rate:745.8466666', 'Add_Average_Avg_time:.0116094', 'Add_Average_Min_time:.0099563', 'Add_Average_Max_time:.0129724', 'Triad: 4047.1 0.070126 0.059302 0.077104', 'Triad_Average_Best_Rate:1015.6533333', 'Triad_Average_Avg_time:.0162844', 'Triad_Average_Min_time:.0139098', 'Triad_Average_Max_time:.0181126', '']"
1650488568-0,i-0d2349c7e8aaf8feb,m5d.large,3.05385088920593, ./stream_parser2.sh,251.0866666,0.0033532,0.0028321,0.0039112,496.42,0.0066937,0.0057306,0.0085583,805.06,0.0112018,0.0091866,0.0137728,1078.8066666,0.0158473,0.0130832,0.0194699,"['Copy: 3766.3 0.050298 0.042482 0.058668', 'Copy_Average_Best_Rate:251.0866666', 'Copy_Average_Avg_time:.0033532', 'Copy_Average_Min_time:.0028321', 'Copy_Average_Max_time:.0039112', 'Scale: 3680.0 0.050108 0.043478 0.069707', 'Scale_Average_Best_Rate:496.4200000', 'Scale_Average_Avg_time:.0066937', 'Scale_Average_Min_time:.0057306', 'Scale_Average_Max_time:.0085583', 'Add: 4629.6 0.067621 0.051840 0.078217', 'Add_Average_Best_Rate:805.0600000', 'Add_Average_Avg_time:.0112018', 'Add_Average_Min_time:.0091866', 'Add_Average_Max_time:.0137728', 'Triad: 4106.2 0.069683 0.058448 0.085457', 'Triad_Average_Best_Rate:1078.8066666', 'Triad_Average_Avg_time:.0158473', 'Triad_Average_Min_time:.0130832', 'Triad_Average_Max_time:.0194699', '']"
1650488568-0,i-0d2349c7e8aaf8feb,m5d.large,3.05385088920593, ./stream_parser2.sh,251.0866666,0.0033532,0.0028321,0.0039112,496.42,0.0066937,0.0057306,0.0085583,805.06,0.0112018,0.0091866,0.0137728,1078.8066666,0.0158473,0.0130832,0.0194699,"['Copy: 3766.3 0.050298 0.042482 0.058668', 'Copy_Average_Best_Rate:251.0866666', 'Copy_Average_Avg_time:.0033532', 'Copy_Average_Min_time:.0028321', 'Copy_Average_Max_time:.0039112', 'Scale: 3680.0 0.050108 0.043478 0.069707', 'Scale_Average_Best_Rate:496.4200000', 'Scale_Average_Avg_time:.0066937', 'Scale_Average_Min_time:.0057306', 'Scale_Average_Max_time:.0085583', 'Add: 4629.6 0.067621 0.051840 0.078217', 'Add_Average_Best_Rate:805.0600000', 'Add_Average_Avg_time:.0112018', 'Add_Average_Min_time:.0091866', 'Add_Average_Max_time:.0137728', 'Triad: 4106.2 0.069683 0.058448 0.085457', 'Triad_Average_Best_Rate:1078.8066666', 'Triad_Average_Avg_time:.0158473', 'Triad_Average_Min_time:.0130832', 'Triad_Average_Max_time:.0194699', '']"
1650488568-0,i-0e23cee79a35a37ec,m5d.large,3.06986904144287, ./stream_parser2.sh,254.8266666,0.0031845,0.0027906,0.003454,510.9866666,0.0064312,0.0055666,0.0070732,807.2,0.0110598,0.0091676,0.0125814,1076.28,0.0159001,0.0131318,0.018361,"['Copy: 3822.4 0.047768 0.041859 0.051810', 'Copy_Average_Best_Rate:254.8266666', 'Copy_Average_Avg_time:.0031845', 'Copy_Average_Min_time:.0027906', 'Copy_Average_Max_time:.0034540', 'Scale: 3842.4 0.048701 0.041641 0.054288', 'Scale_Average_Best_Rate:510.9866666', 'Scale_Average_Avg_time:.0064312', 'Scale_Average_Min_time:.0055666', 'Scale_Average_Max_time:.0070732', 'Add: 4443.2 0.069428 0.054015 0.082624', 'Add_Average_Best_Rate:807.2000000', 'Add_Average_Avg_time:.0110598', 'Add_Average_Min_time:.0091676', 'Add_Average_Max_time:.0125814', 'Triad: 4036.2 0.072605 0.059462 0.086694', 'Triad_Average_Best_Rate:1076.2800000', 'Triad_Average_Avg_time:.0159001', 'Triad_Average_Min_time:.0131318', 'Triad_Average_Max_time:.0183610', '']"
1650488568-0,i-0e23cee79a35a37ec,m5d.large,3.06986904144287, ./stream_parser2.sh,254.8266666,0.0031845,0.0027906,0.003454,510.9866666,0.0064312,0.0055666,0.0070732,807.2,0.0110598,0.0091676,0.0125814,1076.28,0.0159001,0.0131318,0.018361,"['Copy: 3822.4 0.047768 0.041859 0.051810', 'Copy_Average_Best_Rate:254.8266666', 'Copy_Average_Avg_time:.0031845', 'Copy_Average_Min_time:.0027906', 'Copy_Average_Max_time:.0034540', 'Scale: 3842.4 0.048701 0.041641 0.054288', 'Scale_Average_Best_Rate:510.9866666', 'Scale_Average_Avg_time:.0064312', 'Scale_Average_Min_time:.0055666', 'Scale_Average_Max_time:.0070732', 'Add: 4443.2 0.069428 0.054015 0.082624', 'Add_Average_Best_Rate:807.2000000', 'Add_Average_Avg_time:.0110598', 'Add_Average_Min_time:.0091676', 'Add_Average_Max_time:.0125814', 'Triad: 4036.2 0.072605 0.059462 0.086694', 'Triad_Average_Best_Rate:1076.2800000', 'Triad_Average_Avg_time:.0159001', 'Triad_Average_Min_time:.0131318', 'Triad_Average_Max_time:.0183610', '']"
