instanceID,experimentID,instanceType,wallTime,clients,threads,scaleFactor,transactionsType,queryMode,duration,transactions,mountPoint
i-017dba0b16c5e211f,1565329017-16,z1d.large,60.23611259460449,10,10,1,TPC-B (sort of),simple,60 s,29293,data_directory = '/var/lib/postgresql/9.5/main'
i-017dba0b16c5e211f,1565329017-16,z1d.large,60.16212868690491,10,10,1,TPC-B (sort of),simple,60 s,29138,data_directory = '/var/lib/postgresql/9.5/main'
i-017dba0b16c5e211f,1565329017-16,z1d.large,60.16548705101013,10,10,1,TPC-B (sort of),simple,60 s,29857,data_directory = '/var/lib/postgresql/9.5/main'
i-017dba0b16c5e211f,1565329017-17,z1d.large,60.18440818786621,10,10,1,TPC-B (sort of),simple,60 s,28161,data_directory = '/var/lib/postgresql/9.5/main'
i-017dba0b16c5e211f,1565329017-17,z1d.large,60.16015815734863,10,10,1,TPC-B (sort of),simple,60 s,28408,data_directory = '/var/lib/postgresql/9.5/main'
i-017dba0b16c5e211f,1565329017-17,z1d.large,60.154940366744995,10,10,1,TPC-B (sort of),simple,60 s,28096,data_directory = '/var/lib/postgresql/9.5/main'
i-017dba0b16c5e211f,1565329017-18,z1d.large,60.18305277824402,10,10,1,TPC-B (sort of),simple,60 s,28161,data_directory = '/var/lib/postgresql/9.5/main'
i-017dba0b16c5e211f,1565329017-18,z1d.large,60.160157918930054,10,10,1,TPC-B (sort of),simple,60 s,28195,data_directory = '/var/lib/postgresql/9.5/main'
i-017dba0b16c5e211f,1565329017-18,z1d.large,60.14845156669617,10,10,1,TPC-B (sort of),simple,60 s,28239,data_directory = '/var/lib/postgresql/9.5/main'
i-017dba0b16c5e211f,1565329017-19,z1d.large,60.18952298164368,10,10,1,TPC-B (sort of),simple,60 s,28649,data_directory = '/var/lib/postgresql/9.5/main'
i-017dba0b16c5e211f,1565329017-19,z1d.large,60.156004905700684,10,10,1,TPC-B (sort of),simple,60 s,27945,data_directory = '/var/lib/postgresql/9.5/main'
i-017dba0b16c5e211f,1565329017-19,z1d.large,60.15646052360535,10,10,1,TPC-B (sort of),simple,60 s,28224,data_directory = '/var/lib/postgresql/9.5/main'
i-017dba0b16c5e211f,1565329017-20,z1d.large,60.20040154457092,10,10,1,TPC-B (sort of),simple,60 s,27728,data_directory = '/var/lib/postgresql/9.5/main'
i-017dba0b16c5e211f,1565329017-20,z1d.large,60.14974880218506,10,10,1,TPC-B (sort of),simple,60 s,27847,data_directory = '/var/lib/postgresql/9.5/main'
