"","instanceID","testStartTime","computationTime","benchmarkTime","wallTime","set","vmID"
"754","i-0bb826504330a1f18","Thu May 17 06:56:27 2018",7.691,7.931,8.39664769172668,2,15
"755","i-0bb826504330a1f18","Thu May 17 06:56:36 2018",7.682,7.916,8.38494753837585,2,15
"756","i-0bb826504330a1f18","Thu May 17 06:56:45 2018",7.692,7.924,8.39684271812439,2,15
"757","i-0bb826504330a1f18","Thu May 17 06:56:53 2018",7.701,7.933,8.40325832366943,2,15
"758","i-0bb826504330a1f18","Thu May 17 06:57:02 2018",7.676,7.909,8.37994146347046,2,15
"759","i-0bb826504330a1f18","Thu May 17 06:57:11 2018",7.659,7.892,8.36306190490723,2,15
"760","i-0bb826504330a1f18","Thu May 17 06:57:20 2018",7.657,7.899,8.36564779281616,2,15
"261","i-09beebdc6ecc05b02","Thu May 17 06:56:02 2018",7.674,7.839,8.38854074478149,2,16
"262","i-09beebdc6ecc05b02","Thu May 17 06:56:10 2018",7.769,7.982,8.43073296546936,2,16
"263","i-09beebdc6ecc05b02","Thu May 17 06:56:19 2018",7.715,7.932,8.3707389831543,2,16
"264","i-09beebdc6ecc05b02","Thu May 17 06:56:28 2018",7.683,7.89,8.32768869400024,2,16
