"","instanceID","testStartTime","computationTime","benchmarkTime","wallTime","set","vmID"
"265","i-09beebdc6ecc05b02","Thu May 17 06:56:36 2018",7.661,7.876,8.31176996231079,2,16
"266","i-09beebdc6ecc05b02","Thu May 17 06:56:45 2018",7.647,7.861,8.3026978969574,2,16
"267","i-09beebdc6ecc05b02","Thu May 17 06:56:53 2018",7.696,7.911,8.35419321060181,2,16
"268","i-09beebdc6ecc05b02","Thu May 17 06:57:02 2018",7.68,7.889,8.32819008827209,2,16
"269","i-09beebdc6ecc05b02","Thu May 17 06:57:10 2018",7.673,7.88,8.32054376602173,2,16
"270","i-09beebdc6ecc05b02","Thu May 17 06:57:19 2018",7.647,7.868,8.3075578212738,2,16
"241","i-0c33e91978fb82eb9","Thu May 17 06:59:01 2018",7.37,7.535,8.04981637001038,3,3
"242","i-0c33e91978fb82eb9","Thu May 17 06:59:10 2018",7.359,7.581,8.02816390991211,3,3
"243","i-0c33e91978fb82eb9","Thu May 17 06:59:18 2018",7.37,7.577,8.02555274963379,3,3
"244","i-0c33e91978fb82eb9","Thu May 17 06:59:26 2018",7.361,7.571,8.00927662849426,3,3
"245","i-0c33e91978fb82eb9","Thu May 17 06:59:34 2018",7.351,7.558,7.99796867370605,3,3
"246","i-0c33e91978fb82eb9","Thu May 17 06:59:43 2018",7.369,7.574,8.0091609954834,3,3
"247","i-0c33e91978fb82eb9","Thu May 17 06:59:51 2018",7.362,7.568,8.00434899330139,3,3
"248","i-0c33e91978fb82eb9","Thu May 17 06:59:59 2018",7.37,7.577,8.01576590538025,3,3
"249","i-0c33e91978fb82eb9","Thu May 17 07:00:07 2018",7.36,7.564,7.999755859375,3,3
"250","i-0c33e91978fb82eb9","Thu May 17 07:00:16 2018",7.366,7.572,8.0194628238678,3,3
"911","i-09cc246792e9684ad","Thu May 17 06:59:02 2018",7.58,7.769,8.2192747592926,3,4
"912","i-09cc246792e9684ad","Thu May 17 06:59:10 2018",7.588,7.826,8.27891683578491,3,4
"913","i-09cc246792e9684ad","Thu May 17 06:59:19 2018",7.586,7.834,8.28573060035706,3,4
"914","i-09cc246792e9684ad","Thu May 17 06:59:27 2018",7.619,7.855,8.30859422683716,3,4
"915","i-09cc246792e9684ad","Thu May 17 06:59:36 2018",7.63,7.86,8.31180691719055,3,4
"916","i-09cc246792e9684ad","Thu May 17 06:59:44 2018",7.578,7.81,8.25831651687622,3,4
"917","i-09cc246792e9684ad","Thu May 17 06:59:53 2018",7.592,7.822,8.28051328659058,3,4
"918","i-09cc246792e9684ad","Thu May 17 07:00:01 2018",7.61,7.845,8.3031849861145,3,4
"919","i-09cc246792e9684ad","Thu May 17 07:00:10 2018",7.586,7.818,8.26798129081726,3,4
"920","i-09cc246792e9684ad","Thu May 17 07:00:18 2018",7.54,7.765,8.21405410766602,3,4
"1051","i-03db1fbbbb0d01b41","Thu May 17 06:59:01 2018",7.383,7.544,7.99769377708435,3,5
"1052","i-03db1fbbbb0d01b41","Thu May 17 06:59:10 2018",7.393,7.635,8.0858952999115,3,5
"1053","i-03db1fbbbb0d01b41","Thu May 17 06:59:18 2018",7.391,7.63,8.08442854881287,3,5
"1054","i-03db1fbbbb0d01b41","Thu May 17 06:59:26 2018",7.384,7.624,8.07511639595032,3,5
"1055","i-03db1fbbbb0d01b41","Thu May 17 06:59:35 2018",7.378,7.614,8.06636548042297,3,5
"1056","i-03db1fbbbb0d01b41","Thu May 17 06:59:43 2018",7.376,7.612,8.06486988067627,3,5
"1057","i-03db1fbbbb0d01b41","Thu May 17 06:59:51 2018",7.359,7.596,8.04413223266602,3,5
"1058","i-03db1fbbbb0d01b41","Thu May 17 07:00:00 2018",7.371,7.609,8.05848693847656,3,5
"1059","i-03db1fbbbb0d01b41","Thu May 17 07:00:08 2018",7.379,7.613,8.06314826011658,3,5
"1060","i-03db1fbbbb0d01b41","Thu May 17 07:00:16 2018",7.367,7.608,8.05599856376648,3,5
"431","i-065b552453939011e","Thu May 17 06:59:01 2018",7.65,7.81,8.27102041244507,3,6
"432","i-065b552453939011e","Thu May 17 06:59:09 2018",7.718,7.96,8.42341256141663,3,6
"433","i-065b552453939011e","Thu May 17 06:59:18 2018",7.71,7.951,8.4304940700531,3,6
"434","i-065b552453939011e","Thu May 17 06:59:27 2018",7.793,8.03,8.49651527404785,3,6
"435","i-065b552453939011e","Thu May 17 06:59:36 2018",7.735,7.973,8.43526911735535,3,6
"436","i-065b552453939011e","Thu May 17 06:59:44 2018",7.695,7.938,8.39833903312683,3,6
"437","i-065b552453939011e","Thu May 17 06:59:53 2018",7.7,7.938,8.40108609199524,3,6
"438","i-065b552453939011e","Thu May 17 07:00:02 2018",7.69,7.93,8.39673137664795,3,6
"439","i-065b552453939011e","Thu May 17 07:00:10 2018",7.734,7.972,8.44106531143188,3,6
"440","i-065b552453939011e","Thu May 17 07:00:19 2018",7.651,7.889,8.35015439987183,3,6
"1311","i-07aa0b29b97d2dc42","Thu May 17 06:59:01 2018",7.682,7.848,8.31162548065186,3,7
"1312","i-07aa0b29b97d2dc42","Thu May 17 06:59:10 2018",7.721,7.951,8.41134428977966,3,7
"1313","i-07aa0b29b97d2dc42","Thu May 17 06:59:19 2018",7.736,7.975,8.44199752807617,3,7
"1314","i-07aa0b29b97d2dc42","Thu May 17 06:59:27 2018",7.777,8.015,8.47868537902832,3,7
"1315","i-07aa0b29b97d2dc42","Thu May 17 06:59:36 2018",7.74,7.973,8.43428301811218,3,7
"1316","i-07aa0b29b97d2dc42","Thu May 17 06:59:45 2018",7.697,7.924,8.38663268089294,3,7
"1317","i-07aa0b29b97d2dc42","Thu May 17 06:59:53 2018",7.716,7.953,8.41577577590942,3,7
"1318","i-07aa0b29b97d2dc42","Thu May 17 07:00:02 2018",7.711,7.937,8.39666938781738,3,7
"1319","i-07aa0b29b97d2dc42","Thu May 17 07:00:11 2018",7.739,7.966,8.42125272750854,3,7
"1320","i-07aa0b29b97d2dc42","Thu May 17 07:00:19 2018",7.679,7.904,8.3572850227356,3,7
"1111","i-04fc25b74e71a9452","Thu May 17 06:59:01 2018",7.39,7.557,8.02227878570557,3,8
"1112","i-04fc25b74e71a9452","Thu May 17 06:59:10 2018",7.415,7.648,8.10948491096497,3,8
"1113","i-04fc25b74e71a9452","Thu May 17 06:59:18 2018",7.385,7.608,8.08371520042419,3,8
"1114","i-04fc25b74e71a9452","Thu May 17 06:59:26 2018",7.399,7.639,8.11092615127563,3,8
"1115","i-04fc25b74e71a9452","Thu May 17 06:59:35 2018",7.38,7.602,8.06836295127869,3,8
"1116","i-04fc25b74e71a9452","Thu May 17 06:59:43 2018",7.371,7.596,8.06046080589294,3,8
"1117","i-04fc25b74e71a9452","Thu May 17 06:59:51 2018",7.365,7.59,8.05911231040955,3,8
"1118","i-04fc25b74e71a9452","Thu May 17 07:00:00 2018",7.377,7.602,8.06976556777954,3,8
"1119","i-04fc25b74e71a9452","Thu May 17 07:00:08 2018",7.395,7.622,8.08494591712952,3,8
"1120","i-04fc25b74e71a9452","Thu May 17 07:00:16 2018",7.376,7.6,8.0654923915863,3,8
"151","i-09460d17936533b36","Thu May 17 06:59:02 2018",7.345,7.509,8.06927537918091,3,9
"152","i-09460d17936533b36","Thu May 17 06:59:10 2018",7.353,7.58,8.02410531044006,3,9
"153","i-09460d17936533b36","Thu May 17 06:59:18 2018",7.346,7.557,8.01138997077942,3,9
"154","i-09460d17936533b36","Thu May 17 06:59:26 2018",7.347,7.553,7.99379396438599,3,9
"155","i-09460d17936533b36","Thu May 17 06:59:34 2018",7.34,7.547,7.98993849754333,3,9
"156","i-09460d17936533b36","Thu May 17 06:59:43 2018",7.356,7.565,8.0011088848114,3,9
"157","i-09460d17936533b36","Thu May 17 06:59:51 2018",7.343,7.548,7.98676991462708,3,9
"158","i-09460d17936533b36","Thu May 17 06:59:59 2018",7.363,7.566,8.00467348098755,3,9
"159","i-09460d17936533b36","Thu May 17 07:00:07 2018",7.325,7.534,7.97105932235718,3,9
"160","i-09460d17936533b36","Thu May 17 07:00:16 2018",7.338,7.547,7.99104928970337,3,9
"951","i-0766f4e34cd7a2806","Thu May 17 06:59:01 2018",7.33,7.486,7.99508905410767,3,10
"952","i-0766f4e34cd7a2806","Thu May 17 06:59:09 2018",7.326,7.531,7.96530938148499,3,10
"953","i-0766f4e34cd7a2806","Thu May 17 06:59:17 2018",7.336,7.544,8.01004147529602,3,10
"954","i-0766f4e34cd7a2806","Thu May 17 06:59:26 2018",7.35,7.556,8.00777721405029,3,10
"955","i-0766f4e34cd7a2806","Thu May 17 06:59:34 2018",7.323,7.525,7.97274780273438,3,10
"956","i-0766f4e34cd7a2806","Thu May 17 06:59:42 2018",7.332,7.536,7.97660517692566,3,10
"957","i-0766f4e34cd7a2806","Thu May 17 06:59:50 2018",7.328,7.537,7.97315764427185,3,10
"958","i-0766f4e34cd7a2806","Thu May 17 06:59:58 2018",7.348,7.553,7.99050641059875,3,10
"959","i-0766f4e34cd7a2806","Thu May 17 07:00:07 2018",7.302,7.505,7.94050812721252,3,10
"960","i-0766f4e34cd7a2806","Thu May 17 07:00:15 2018",7.336,7.539,7.97685432434082,3,10
"21","i-0e2f3174a206a8fd8","Thu May 17 06:59:01 2018",7.696,7.861,8.38237357139587,3,11
"22","i-0e2f3174a206a8fd8","Thu May 17 06:59:10 2018",7.736,7.953,8.39459896087646,3,11
"23","i-0e2f3174a206a8fd8","Thu May 17 06:59:19 2018",7.742,7.962,8.40140604972839,3,11
"24","i-0e2f3174a206a8fd8","Thu May 17 06:59:27 2018",7.803,8.016,8.45492720603943,3,11
"25","i-0e2f3174a206a8fd8","Thu May 17 06:59:36 2018",7.746,7.972,8.41162586212158,3,11
"26","i-0e2f3174a206a8fd8","Thu May 17 06:59:45 2018",7.709,7.924,8.36244797706604,3,11
"27","i-0e2f3174a206a8fd8","Thu May 17 06:59:53 2018",7.735,7.945,8.3825511932373,3,11
"28","i-0e2f3174a206a8fd8","Thu May 17 07:00:02 2018",7.716,7.923,8.36279463768005,3,11
"29","i-0e2f3174a206a8fd8","Thu May 17 07:00:10 2018",7.766,7.979,8.41573929786682,3,11
"30","i-0e2f3174a206a8fd8","Thu May 17 07:00:19 2018",7.687,7.892,8.32857346534729,3,11
"1191","i-09172c03c58b3f6b2","Thu May 17 06:59:01 2018",7.618,7.78,8.30095267295837,3,12
"1192","i-09172c03c58b3f6b2","Thu May 17 06:59:09 2018",7.683,7.916,8.35823130607605,3,12
"1193","i-09172c03c58b3f6b2","Thu May 17 06:59:18 2018",7.687,7.908,8.36556935310364,3,12
"1194","i-09172c03c58b3f6b2","Thu May 17 06:59:27 2018",7.753,7.965,8.41119956970215,3,12
"1195","i-09172c03c58b3f6b2","Thu May 17 06:59:35 2018",7.71,7.913,8.35970997810364,3,12
"1196","i-09172c03c58b3f6b2","Thu May 17 06:59:44 2018",7.647,7.856,8.30099391937256,3,12
"1197","i-09172c03c58b3f6b2","Thu May 17 06:59:52 2018",7.683,7.898,8.34234666824341,3,12
"1198","i-09172c03c58b3f6b2","Thu May 17 07:00:01 2018",7.666,7.878,8.32012748718262,3,12
"1199","i-09172c03c58b3f6b2","Thu May 17 07:00:10 2018",7.697,7.904,8.35162472724915,3,12
"1200","i-09172c03c58b3f6b2","Thu May 17 07:00:18 2018",7.619,7.833,8.28367304801941,3,12
"491","i-00009adade1b31e7b","Thu May 17 06:59:02 2018",7.63,7.799,8.31878638267517,3,13
"492","i-00009adade1b31e7b","Thu May 17 06:59:10 2018",7.679,7.891,8.33373403549194,3,13
"493","i-00009adade1b31e7b","Thu May 17 06:59:19 2018",7.671,7.889,8.33000779151917,3,13
"494","i-00009adade1b31e7b","Thu May 17 06:59:27 2018",7.754,7.966,8.40860033035278,3,13
"495","i-00009adade1b31e7b","Thu May 17 06:59:36 2018",7.701,7.909,8.35253143310547,3,13
"496","i-00009adade1b31e7b","Thu May 17 06:59:44 2018",7.658,7.869,8.31806039810181,3,13
"497","i-00009adade1b31e7b","Thu May 17 06:59:53 2018",7.702,7.916,8.35517406463623,3,13
"498","i-00009adade1b31e7b","Thu May 17 07:00:02 2018",7.675,7.884,8.32693767547607,3,13
"499","i-00009adade1b31e7b","Thu May 17 07:00:10 2018",7.698,7.908,8.35208535194397,3,13
"500","i-00009adade1b31e7b","Thu May 17 07:00:19 2018",7.65,7.868,8.30574131011963,3,13
"621","i-01ecd3a6588e5aa89","Thu May 17 06:59:02 2018",7.618,7.781,8.27064800262451,3,14
"622","i-01ecd3a6588e5aa89","Thu May 17 06:59:10 2018",7.674,7.92,8.38498139381409,3,14
"623","i-01ecd3a6588e5aa89","Thu May 17 06:59:19 2018",7.675,7.916,8.3710789680481,3,14
"624","i-01ecd3a6588e5aa89","Thu May 17 06:59:28 2018",7.732,7.974,8.43131017684937,3,14
"625","i-01ecd3a6588e5aa89","Thu May 17 06:59:36 2018",7.68,7.92,8.38158917427063,3,14
"626","i-01ecd3a6588e5aa89","Thu May 17 06:59:45 2018",7.674,7.917,8.37506055831909,3,14
"627","i-01ecd3a6588e5aa89","Thu May 17 06:59:54 2018",7.682,7.933,8.39533066749573,3,14
"628","i-01ecd3a6588e5aa89","Thu May 17 07:00:02 2018",7.657,7.9,8.36045360565186,3,14
"629","i-01ecd3a6588e5aa89","Thu May 17 07:00:11 2018",7.695,7.935,8.3971152305603,3,14
"630","i-01ecd3a6588e5aa89","Thu May 17 07:00:20 2018",7.609,7.853,8.30905103683472,3,14
"761","i-0bb826504330a1f18","Thu May 17 06:59:01 2018",7.658,7.822,8.28429055213928,3,15
"762","i-0bb826504330a1f18","Thu May 17 06:59:10 2018",7.711,7.949,8.42450547218323,3,15
"763","i-0bb826504330a1f18","Thu May 17 06:59:19 2018",7.729,7.961,8.43007922172546,3,15
"764","i-0bb826504330a1f18","Thu May 17 06:59:27 2018",7.78,8.022,8.49649930000305,3,15
"765","i-0bb826504330a1f18","Thu May 17 06:59:36 2018",7.718,7.962,8.43597054481506,3,15
"766","i-0bb826504330a1f18","Thu May 17 06:59:45 2018",7.7,7.933,8.4040699005127,3,15
"767","i-0bb826504330a1f18","Thu May 17 06:59:53 2018",7.702,7.938,8.41141176223755,3,15
"768","i-0bb826504330a1f18","Thu May 17 07:00:02 2018",7.703,7.936,8.47827863693237,3,15
"769","i-0bb826504330a1f18","Thu May 17 07:00:11 2018",7.717,7.968,8.43859338760376,3,15
"770","i-0bb826504330a1f18","Thu May 17 07:00:20 2018",7.659,7.894,8.36242914199829,3,15
"271","i-09beebdc6ecc05b02","Thu May 17 06:59:01 2018",7.641,7.803,8.24325227737427,3,16
"272","i-09beebdc6ecc05b02","Thu May 17 06:59:10 2018",7.708,7.919,8.3588719367981,3,16
"273","i-09beebdc6ecc05b02","Thu May 17 06:59:18 2018",7.717,7.924,8.36277914047241,3,16
"274","i-09beebdc6ecc05b02","Thu May 17 06:59:27 2018",7.8,8.009,8.45179080963135,3,16
"275","i-09beebdc6ecc05b02","Thu May 17 06:59:36 2018",7.729,7.935,8.37600564956665,3,16
"276","i-09beebdc6ecc05b02","Thu May 17 06:59:44 2018",7.693,7.901,8.34383749961853,3,16
"277","i-09beebdc6ecc05b02","Thu May 17 06:59:53 2018",7.713,7.92,8.35914063453674,3,16
"278","i-09beebdc6ecc05b02","Thu May 17 07:00:01 2018",7.707,7.916,8.36983418464661,3,16
"279","i-09beebdc6ecc05b02","Thu May 17 07:00:10 2018",7.722,7.926,8.36627316474915,3,16
"280","i-09beebdc6ecc05b02","Thu May 17 07:00:19 2018",7.65,7.857,8.29485630989075,3,16
"921","i-09cc246792e9684ad","Thu May 17 07:02:01 2018",7.547,7.731,8.24569773674011,4,4
"922","i-09cc246792e9684ad","Thu May 17 07:02:09 2018",7.525,7.759,8.20373725891113,4,4
"923","i-09cc246792e9684ad","Thu May 17 07:02:18 2018",7.538,7.767,8.21978354454041,4,4
"924","i-09cc246792e9684ad","Thu May 17 07:02:26 2018",7.514,7.745,8.19875478744507,4,4
"925","i-09cc246792e9684ad","Thu May 17 07:02:35 2018",7.518,7.75,8.20237565040588,4,4
"926","i-09cc246792e9684ad","Thu May 17 07:02:43 2018",7.506,7.737,8.18127584457397,4,4
"927","i-09cc246792e9684ad","Thu May 17 07:02:52 2018",7.534,7.77,8.21681809425354,4,4
"928","i-09cc246792e9684ad","Thu May 17 07:03:00 2018",7.515,7.75,8.20154738426208,4,4
"929","i-09cc246792e9684ad","Thu May 17 07:03:08 2018",7.515,7.747,8.1927444934845,4,4
"930","i-09cc246792e9684ad","Thu May 17 07:03:17 2018",7.513,7.745,8.1839280128479,4,4
"1061","i-03db1fbbbb0d01b41","Thu May 17 07:02:01 2018",7.348,7.507,7.94991755485535,4,5
"1062","i-03db1fbbbb0d01b41","Thu May 17 07:02:10 2018",7.36,7.593,8.04309391975403,4,5
"1063","i-03db1fbbbb0d01b41","Thu May 17 07:02:18 2018",7.335,7.569,8.02974486351013,4,5
"1064","i-03db1fbbbb0d01b41","Thu May 17 07:02:26 2018",7.334,7.572,8.02232718467712,4,5
"1065","i-03db1fbbbb0d01b41","Thu May 17 07:02:34 2018",7.333,7.611,8.0611412525177,4,5
"1066","i-03db1fbbbb0d01b41","Thu May 17 07:02:43 2018",7.324,7.56,8.00957226753235,4,5
"1067","i-03db1fbbbb0d01b41","Thu May 17 07:02:51 2018",7.329,7.562,8.01807141304016,4,5
"1068","i-03db1fbbbb0d01b41","Thu May 17 07:02:59 2018",7.324,7.558,8.00944185256958,4,5
"1069","i-03db1fbbbb0d01b41","Thu May 17 07:03:07 2018",7.342,7.578,8.02584528923035,4,5
"1070","i-03db1fbbbb0d01b41","Thu May 17 07:03:16 2018",7.339,7.572,8.01982164382935,4,5
"441","i-065b552453939011e","Thu May 17 07:02:02 2018",7.665,7.84,8.37670683860779,4,6
"442","i-065b552453939011e","Thu May 17 07:02:10 2018",7.719,7.967,8.42573642730713,4,6
"443","i-065b552453939011e","Thu May 17 07:02:19 2018",7.717,7.957,8.41850852966309,4,6
"444","i-065b552453939011e","Thu May 17 07:02:28 2018",7.706,7.947,8.40782856941223,4,6
"445","i-065b552453939011e","Thu May 17 07:02:36 2018",7.69,7.933,8.39559054374695,4,6
"446","i-065b552453939011e","Thu May 17 07:02:45 2018",7.657,7.896,8.36027455329895,4,6
"447","i-065b552453939011e","Thu May 17 07:02:54 2018",7.701,7.943,8.40526223182678,4,6
"448","i-065b552453939011e","Thu May 17 07:03:02 2018",7.66,7.906,8.37017750740051,4,6
"449","i-065b552453939011e","Thu May 17 07:03:11 2018",7.667,7.906,8.36513423919678,4,6
"450","i-065b552453939011e","Thu May 17 07:03:20 2018",7.618,7.858,8.31228876113892,4,6
"1321","i-07aa0b29b97d2dc42","Thu May 17 07:02:01 2018",7.702,7.864,8.31610441207886,4,7
"1322","i-07aa0b29b97d2dc42","Thu May 17 07:02:10 2018",7.733,7.96,8.42031717300415,4,7
"1323","i-07aa0b29b97d2dc42","Thu May 17 07:02:18 2018",7.738,7.971,8.43508815765381,4,7
"1324","i-07aa0b29b97d2dc42","Thu May 17 07:02:27 2018",7.721,7.951,8.40969681739807,4,7
"1325","i-07aa0b29b97d2dc42","Thu May 17 07:02:36 2018",7.702,7.926,8.3879337310791,4,7
"1326","i-07aa0b29b97d2dc42","Thu May 17 07:02:44 2018",7.709,7.934,8.39790368080139,4,7
"1327","i-07aa0b29b97d2dc42","Thu May 17 07:02:53 2018",7.728,7.954,8.41540312767029,4,7
"1328","i-07aa0b29b97d2dc42","Thu May 17 07:03:02 2018",7.678,7.907,8.37006545066833,4,7
"1329","i-07aa0b29b97d2dc42","Thu May 17 07:03:10 2018",7.683,7.914,8.37456774711609,4,7
"1330","i-07aa0b29b97d2dc42","Thu May 17 07:03:19 2018",7.669,7.896,8.35637927055359,4,7
"1121","i-04fc25b74e71a9452","Thu May 17 07:02:01 2018",7.346,7.516,8.14198708534241,4,8
"1122","i-04fc25b74e71a9452","Thu May 17 07:02:09 2018",7.351,7.584,8.04105997085571,4,8
"1123","i-04fc25b74e71a9452","Thu May 17 07:02:18 2018",7.341,7.563,8.03648972511292,4,8
"1124","i-04fc25b74e71a9452","Thu May 17 07:02:26 2018",7.351,7.578,8.04326820373535,4,8
"1125","i-04fc25b74e71a9452","Thu May 17 07:02:34 2018",7.349,7.574,8.03767204284668,4,8
"1126","i-04fc25b74e71a9452","Thu May 17 07:02:43 2018",7.328,7.549,8.01449203491211,4,8
"1127","i-04fc25b74e71a9452","Thu May 17 07:02:51 2018",7.345,7.567,8.03174519538879,4,8
"1128","i-04fc25b74e71a9452","Thu May 17 07:02:59 2018",7.372,7.595,8.05922222137451,4,8
"1129","i-04fc25b74e71a9452","Thu May 17 07:03:08 2018",7.347,7.572,8.03428792953491,4,8
"1130","i-04fc25b74e71a9452","Thu May 17 07:03:16 2018",7.349,7.572,8.03435730934143,4,8
"161","i-09460d17936533b36","Thu May 17 07:02:01 2018",7.298,7.456,7.96881055831909,4,9
"162","i-09460d17936533b36","Thu May 17 07:02:09 2018",7.309,7.511,7.94558787345886,4,9
"163","i-09460d17936533b36","Thu May 17 07:02:17 2018",7.315,7.513,7.95059299468994,4,9
"164","i-09460d17936533b36","Thu May 17 07:02:25 2018",7.293,7.496,7.93798232078552,4,9
"165","i-09460d17936533b36","Thu May 17 07:02:34 2018",7.289,7.494,7.9370322227478,4,9
"166","i-09460d17936533b36","Thu May 17 07:02:42 2018",7.294,7.495,7.93106985092163,4,9
"167","i-09460d17936533b36","Thu May 17 07:02:50 2018",7.323,7.523,7.96020579338074,4,9
"168","i-09460d17936533b36","Thu May 17 07:02:58 2018",7.304,7.51,7.94767594337463,4,9
"169","i-09460d17936533b36","Thu May 17 07:03:06 2018",7.31,7.519,7.96245002746582,4,9
"170","i-09460d17936533b36","Thu May 17 07:03:14 2018",7.306,7.512,7.94797945022583,4,9
"961","i-0766f4e34cd7a2806","Thu May 17 07:02:01 2018",7.293,7.453,7.96765732765198,4,10
"962","i-0766f4e34cd7a2806","Thu May 17 07:02:09 2018",7.317,7.531,7.96834015846252,4,10
"963","i-0766f4e34cd7a2806","Thu May 17 07:02:17 2018",7.298,7.502,7.93659591674805,4,10
"964","i-0766f4e34cd7a2806","Thu May 17 07:02:26 2018",7.297,7.506,7.94528460502625,4,10
"965","i-0766f4e34cd7a2806","Thu May 17 07:02:34 2018",7.289,7.489,7.92861843109131,4,10
"966","i-0766f4e34cd7a2806","Thu May 17 07:02:42 2018",7.298,7.506,7.9455292224884,4,10
"967","i-0766f4e34cd7a2806","Thu May 17 07:02:50 2018",7.273,7.48,7.91824388504028,4,10
"968","i-0766f4e34cd7a2806","Thu May 17 07:02:58 2018",7.286,7.496,7.93644857406616,4,10
"969","i-0766f4e34cd7a2806","Thu May 17 07:03:06 2018",7.293,7.498,7.93284153938293,4,10
"970","i-0766f4e34cd7a2806","Thu May 17 07:03:14 2018",7.297,7.516,7.95535826683044,4,10
"31","i-0e2f3174a206a8fd8","Thu May 17 07:02:02 2018",7.68,7.849,8.36421394348145,4,11
"32","i-0e2f3174a206a8fd8","Thu May 17 07:02:10 2018",7.753,7.973,8.40970063209534,4,11
"33","i-0e2f3174a206a8fd8","Thu May 17 07:02:19 2018",7.742,8.058,8.49632740020752,4,11
"34","i-0e2f3174a206a8fd8","Thu May 17 07:02:28 2018",7.725,7.944,8.38190674781799,4,11
"35","i-0e2f3174a206a8fd8","Thu May 17 07:02:36 2018",7.717,7.926,8.36685228347778,4,11
"36","i-0e2f3174a206a8fd8","Thu May 17 07:02:45 2018",7.724,7.937,8.37402319908142,4,11
"37","i-0e2f3174a206a8fd8","Thu May 17 07:02:53 2018",7.753,7.963,8.40121746063232,4,11
"38","i-0e2f3174a206a8fd8","Thu May 17 07:03:02 2018",7.681,7.889,8.32778215408325,4,11
"39","i-0e2f3174a206a8fd8","Thu May 17 07:03:11 2018",7.679,7.888,8.32564091682434,4,11
"40","i-0e2f3174a206a8fd8","Thu May 17 07:03:19 2018",7.666,7.875,8.30924344062805,4,11
"1201","i-09172c03c58b3f6b2","Thu May 17 07:02:02 2018",7.632,7.805,8.32667183876038,4,12
"1202","i-09172c03c58b3f6b2","Thu May 17 07:02:10 2018",7.699,7.923,8.35946416854858,4,12
"1203","i-09172c03c58b3f6b2","Thu May 17 07:02:19 2018",7.686,7.893,8.32806062698364,4,12
"1204","i-09172c03c58b3f6b2","Thu May 17 07:02:27 2018",7.672,7.881,8.32218623161316,4,12
"1205","i-09172c03c58b3f6b2","Thu May 17 07:02:36 2018",7.658,7.865,8.30302047729492,4,12
"1206","i-09172c03c58b3f6b2","Thu May 17 07:02:44 2018",7.64,7.852,8.29317593574524,4,12
"1207","i-09172c03c58b3f6b2","Thu May 17 07:02:53 2018",7.679,7.886,8.32719111442566,4,12
"1208","i-09172c03c58b3f6b2","Thu May 17 07:03:02 2018",7.646,7.845,8.29483103752136,4,12
"1209","i-09172c03c58b3f6b2","Thu May 17 07:03:10 2018",7.655,7.864,8.30541443824768,4,12
"1210","i-09172c03c58b3f6b2","Thu May 17 07:03:19 2018",7.632,7.838,8.27613520622253,4,12
"501","i-00009adade1b31e7b","Thu May 17 07:02:01 2018",7.644,7.817,8.33418273925781,4,13
"502","i-00009adade1b31e7b","Thu May 17 07:02:10 2018",7.691,7.907,8.3452353477478,4,13
"503","i-00009adade1b31e7b","Thu May 17 07:02:18 2018",7.701,7.912,8.3469066619873,4,13
"504","i-00009adade1b31e7b","Thu May 17 07:02:27 2018",7.657,7.864,8.30275988578796,4,13
"505","i-00009adade1b31e7b","Thu May 17 07:02:35 2018",7.674,7.886,8.32779479026794,4,13
"506","i-00009adade1b31e7b","Thu May 17 07:02:44 2018",7.656,7.873,8.31309032440186,4,13
"507","i-00009adade1b31e7b","Thu May 17 07:02:52 2018",7.638,7.844,8.28351426124573,4,13
"508","i-00009adade1b31e7b","Thu May 17 07:03:01 2018",7.632,7.837,8.27629780769348,4,13
"509","i-00009adade1b31e7b","Thu May 17 07:03:10 2018",7.634,7.849,8.2829761505127,4,13
"510","i-00009adade1b31e7b","Thu May 17 07:03:18 2018",7.597,7.808,8.24722909927368,4,13
"631","i-01ecd3a6588e5aa89","Thu May 17 07:02:01 2018",7.654,7.832,8.35036301612854,4,14
"632","i-01ecd3a6588e5aa89","Thu May 17 07:02:10 2018",7.707,7.956,8.41451287269592,4,14
"633","i-01ecd3a6588e5aa89","Thu May 17 07:02:19 2018",7.714,7.956,8.41788601875305,4,14
"634","i-01ecd3a6588e5aa89","Thu May 17 07:02:27 2018",7.677,7.917,8.38143396377563,4,14
"635","i-01ecd3a6588e5aa89","Thu May 17 07:02:36 2018",7.696,7.937,8.40010499954224,4,14
"636","i-01ecd3a6588e5aa89","Thu May 17 07:02:44 2018",7.646,7.888,8.34694290161133,4,14
"637","i-01ecd3a6588e5aa89","Thu May 17 07:02:53 2018",7.695,7.939,8.39689493179321,4,14
"638","i-01ecd3a6588e5aa89","Thu May 17 07:03:02 2018",7.634,7.882,8.3411169052124,4,14
"639","i-01ecd3a6588e5aa89","Thu May 17 07:03:10 2018",7.628,7.867,8.32837796211243,4,14
"640","i-01ecd3a6588e5aa89","Thu May 17 07:03:19 2018",7.63,7.87,8.32798218727112,4,14
"771","i-0bb826504330a1f18","Thu May 17 07:02:01 2018",7.675,7.85,8.32301211357117,4,15
"772","i-0bb826504330a1f18","Thu May 17 07:02:10 2018",7.731,7.979,8.44963431358337,4,15
"773","i-0bb826504330a1f18","Thu May 17 07:02:19 2018",7.736,8.105,8.57273745536804,4,15
"774","i-0bb826504330a1f18","Thu May 17 07:02:27 2018",7.716,7.952,8.42134070396423,4,15
"775","i-0bb826504330a1f18","Thu May 17 07:02:36 2018",7.701,7.935,8.40728139877319,4,15
