instanceID,experimentID,instanceType,memoryInfo,processorInfo,sysTopology,osVersion,testStartTime,availableMemory,isMultiThread,cpuUtilization,multiCoreEfficiency,computationTime,benchmarkTime,wallTime
i-0bf6e19c085f45f37,1527028781,c4.4xlarge,29.4 GiB,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,16 threads / 8 cores / 1 socket / 1 NUMA node,0.7.5.9480 (Linux/13-HSW ~ Airi),Tue May 22 22:44:04 2018,28.9 GiB,Push,1494.39 %,93.40 %,210.850,217.372,219.93316078186035
i-0d3e6d3691030fece,1527028781,c4.4xlarge,29.4 GiB,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,16 threads / 8 cores / 1 socket / 1 NUMA node,0.7.5.9480 (Linux/13-HSW ~ Airi),Tue May 22 22:44:04 2018,28.9 GiB,Push,1493.56 %,93.35 %,208.861,215.409,218.44451785087585
i-0d3e6d3691030fece,1527028781,c4.4xlarge,29.4 GiB,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,16 threads / 8 cores / 1 socket / 1 NUMA node,0.7.5.9480 (Linux/13-HSW ~ Airi),Tue May 22 22:49:01 2018,28.9 GiB,Push,1495.49 %,93.47 %,208.123,214.617,215.37634658813477
